Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections with Sepsis,44289,43854,435,-0.104224309963187,-0.187254240377021,-0.0211943795493529,"-0.10 (-0.19, -0.02)",0.0138845125963055,0.0850315447736516,Female,0.896,Cortical,Volume of bankssts (left hemisphere),Sepsis,*
L_caudalanteriorcingulate,Bacterial Infections with Sepsis,44289,43854,435,-0.0725794902897959,-0.162619862846298,0.0174608822667063,"-0.07 (-0.16, 0.02)",0.114131083954356,0.255653628057758,Female,0.035,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Sepsis,
L_caudalmiddlefrontal,Bacterial Infections with Sepsis,44289,43854,435,-0.0882542797515386,-0.17337654505476,-0.00313201444831758,"-0.09 (-0.17, -0.00)",0.0421459433552958,0.150649329440206,Female,0.462,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Sepsis,*
L_cuneus,Bacterial Infections with Sepsis,44289,43854,435,0.000594025036854523,-0.0822064897357509,0.08339453980946,"0.00 (-0.08, 0.08)",0.988780978640435,0.988780978640435,Female,0.504,Cortical,Volume of cuneus (left hemisphere),Sepsis,
L_entorhinal,Bacterial Infections with Sepsis,44289,43854,435,-0.0036199992794176,-0.0872837070220832,0.080043708463248,"-0.00 (-0.09, 0.08)",0.932415267628945,0.960176867466756,Female,0.048,Cortical,Volume of entorhinal (left hemisphere),Sepsis,
L_frontalpole,Bacterial Infections with Sepsis,44289,43854,435,0.0131095586002789,-0.0750244933429777,0.101243610543535,"0.01 (-0.08, 0.10)",0.770636566545006,0.824630211334784,Female,0.571,Cortical,Volume of frontalpole (left hemisphere),Sepsis,
L_fusiform,Bacterial Infections with Sepsis,44289,43854,435,-0.0988760187928798,-0.180445232481757,-0.0173068051040021,"-0.10 (-0.18, -0.02)",0.0175113440753033,0.0919345563953423,Female,0.731,Cortical,Volume of fusiform (left hemisphere),Sepsis,*
L_inferiorparietal,Bacterial Infections with Sepsis,44289,43854,435,-0.0958721354106537,-0.180602150296791,-0.011142120524516,"-0.10 (-0.18, -0.01)",0.0265760705268004,0.117733989516144,Female,0.443,Cortical,Volume of inferiorparietal (left hemisphere),Sepsis,*
L_inferiortemporal,Bacterial Infections with Sepsis,44289,43854,435,-0.117884559847583,-0.19737897296986,-0.0383901467253071,"-0.12 (-0.20, -0.04)",0.0036560021899457,0.0409472245273918,Female,0.584,Cortical,Volume of inferiortemporal (left hemisphere),Sepsis,**
L_insula,Bacterial Infections with Sepsis,43526,43092,434,-0.0464839214109551,-0.129588944526157,0.0366211017042466,"-0.05 (-0.13, 0.04)",0.272946683678105,0.454010325325957,Female,0.895,Cortical,Volume of grey matter in Insular Cortex (left),Sepsis,
L_isthmuscingulate,Bacterial Infections with Sepsis,44289,43854,435,-0.0528091249751994,-0.132784818952131,0.0271665690017317,"-0.05 (-0.13, 0.03)",0.195593297595371,0.365107488844692,Female,0.32,Cortical,Volume of isthmuscingulate (left hemisphere),Sepsis,
L_lateraloccipital,Bacterial Infections with Sepsis,44289,43854,435,-0.0169962709369568,-0.0964324338047325,0.0624398919308188,"-0.02 (-0.10, 0.06)",0.674949196410448,0.785703648166904,Female,0.769,Cortical,Volume of lateraloccipital (left hemisphere),Sepsis,
L_lateralorbitofrontal,Bacterial Infections with Sepsis,44289,43854,435,-0.0364759177964195,-0.117639720719839,0.0446878851270002,"-0.04 (-0.12, 0.04)",0.378401767346439,0.572716188416232,Female,0.884,Cortical,Volume of lateralorbitofrontal (left hemisphere),Sepsis,
L_lingual,Bacterial Infections with Sepsis,44289,43854,435,-0.0412522315433458,-0.126301337979124,0.0437968748924328,"-0.04 (-0.13, 0.04)",0.341768366896692,0.531639681839299,Female,0.154,Cortical,Volume of lingual (left hemisphere),Sepsis,
L_medialorbitofrontal,Bacterial Infections with Sepsis,44289,43854,435,-0.0615722846935094,-0.143052264538853,0.0199076951518342,"-0.06 (-0.14, 0.02)",0.138578014127949,0.287421066339451,Female,0.566,Cortical,Volume of medialorbitofrontal (left hemisphere),Sepsis,
L_middletemporal,Bacterial Infections with Sepsis,44289,43854,435,-0.149281582895502,-0.22830205701023,-0.0702611087807734,"-0.15 (-0.23, -0.07)",0.000213518192201978,0.0150848504699464,Female,0.379,Cortical,Volume of middletemporal (left hemisphere),Sepsis,**
L_paracentral,Bacterial Infections with Sepsis,44289,43854,435,-0.00405330600618202,-0.0910612773575596,0.0829546653451956,"-0.00 (-0.09, 0.08)",0.927248026679086,0.960176867466756,Female,0.082,Cortical,Volume of paracentral (left hemisphere),Sepsis,
L_parahippocampal,Bacterial Infections with Sepsis,44289,43854,435,-0.075399205665618,-0.165725385899865,0.0149269745686289,"-0.08 (-0.17, 0.01)",0.101823210022485,0.238687677957862,Female,0.152,Cortical,Volume of parahippocampal (left hemisphere),Sepsis,
L_parsopercularis,Bacterial Infections with Sepsis,44289,43854,435,-0.00304770066191939,-0.0866389157545162,0.0805435144306774,"-0.00 (-0.09, 0.08)",0.943030851976278,0.960176867466756,Female,0.498,Cortical,Volume of parsopercularis (left hemisphere),Sepsis,
L_parsorbitalis,Bacterial Infections with Sepsis,44289,43854,435,-0.0318249000505717,-0.115706729910361,0.0520569298092171,"-0.03 (-0.12, 0.05)",0.457101999771444,0.619299483561312,Female,0.611,Cortical,Volume of parsorbitalis (left hemisphere),Sepsis,
L_parstriangularis,Bacterial Infections with Sepsis,44289,43854,435,0.00315094476250044,-0.0802641110410227,0.0865660005660236,"0.00 (-0.08, 0.09)",0.940980261801098,0.960176867466756,Female,0.793,Cortical,Volume of parstriangularis (left hemisphere),Sepsis,
L_pericalcarine,Bacterial Infections with Sepsis,44289,43854,435,0.00272582406035204,-0.0836721163973491,0.0891237645180532,"0.00 (-0.08, 0.09)",0.950692238776535,0.962146362135288,Female,0.272,Cortical,Volume of pericalcarine (left hemisphere),Sepsis,
L_postcentral,Bacterial Infections with Sepsis,44289,43854,435,-0.0898431675670271,-0.174302056813565,-0.00538427832048925,"-0.09 (-0.17, -0.01)",0.0370778068574051,0.142572368323098,Female,0.781,Cortical,Volume of postcentral (left hemisphere),Sepsis,*
L_posteriorcingulate,Bacterial Infections with Sepsis,44289,43854,435,-0.0834921028453452,-0.168616414202856,0.0016322085121661,"-0.08 (-0.17, 0.00)",0.0545574052970095,0.166648074361774,Female,0.835,Cortical,Volume of posteriorcingulate (left hemisphere),Sepsis,
L_precentral,Bacterial Infections with Sepsis,44289,43854,435,-0.137892217360867,-0.220805474653427,-0.0549789600683081,"-0.14 (-0.22, -0.05)",0.00111619857850838,0.0171730781353459,Female,0.578,Cortical,Volume of precentral (left hemisphere),Sepsis,**
L_precuneus,Bacterial Infections with Sepsis,44289,43854,435,-0.119848898359793,-0.202109070034201,-0.037588726685386,"-0.12 (-0.20, -0.04)",0.00429693142108624,0.0432911206415649,Female,0.627,Cortical,Volume of precuneus (left hemisphere),Sepsis,**
L_rostralanteriorcingulate,Bacterial Infections with Sepsis,44289,43854,435,-0.0298925220936963,-0.115403948778389,0.0556189045909962,"-0.03 (-0.12, 0.06)",0.493240207728583,0.662914839187215,Female,0.461,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Sepsis,
L_rostralmiddlefrontal,Bacterial Infections with Sepsis,44289,43854,435,-0.0787174351595028,-0.157054709952228,-0.000380160366778085,"-0.08 (-0.16, -0.00)",0.04889856914762,0.158083483300229,Female,0.98,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Sepsis,*
L_superiorfrontal,Bacterial Infections with Sepsis,44289,43854,435,-0.0306961816791464,-0.110141598748883,0.0487492353905904,"-0.03 (-0.11, 0.05)",0.448866332172512,0.619299483561312,Female,0.872,Cortical,Volume of superiorfrontal (left hemisphere),Sepsis,
L_superiorparietal,Bacterial Infections with Sepsis,44289,43854,435,-0.130476334499881,-0.2166537936369,-0.0442988753628612,"-0.13 (-0.22, -0.04)",0.00300344066561985,0.0360839782325684,Female,0.477,Cortical,Volume of superiorparietal (left hemisphere),Sepsis,**
L_superiortemporal,Bacterial Infections with Sepsis,44289,43854,435,-0.0245802214392585,-0.104730428288375,0.0555699854098581,"-0.02 (-0.10, 0.06)",0.547781641164856,0.697176634209817,Female,0.884,Cortical,Volume of superiortemporal (left hemisphere),Sepsis,
L_supramarginal,Bacterial Infections with Sepsis,44289,43854,435,-0.112225321255283,-0.1916834999629,-0.0327671425476651,"-0.11 (-0.19, -0.03)",0.00563740131343109,0.0498464958240223,Female,0.274,Cortical,Volume of supramarginal (left hemisphere),Sepsis,**
