Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_medialorbitofrontal,Acute Infections,83240,34152,49088,-0.0359549432939727,-0.0485744870442812,-0.0233353995436641,"-0.04 (-0.05, -0.02)",2.35362394296686e-08,3.87655708253366e-08,Cortical,Volume of medialorbitofrontal (left hemisphere),Acute,**
L_middletemporal,Acute Infections,83240,34152,49088,-0.0460494647790472,-0.0584216941602195,-0.033677235397875,"-0.05 (-0.06, -0.03)",3.01089844049168e-13,1.15782562988661e-12,Cortical,Volume of middletemporal (left hemisphere),Acute,**
L_paracentral,Acute Infections,83240,34152,49088,-0.0457218584097631,-0.0591131055919837,-0.0323306112275424,"-0.05 (-0.06, -0.03)",2.21498825859652e-11,5.81434417881587e-11,Cortical,Volume of paracentral (left hemisphere),Acute,**
L_parahippocampal,Acute Infections,83239,34152,49087,-0.0366348378084865,-0.050383177915566,-0.022886497701407,"-0.04 (-0.05, -0.02)",1.76717702826341e-07,2.80080887498351e-07,Cortical,Volume of parahippocampal (left hemisphere),Acute,**
L_parsopercularis,Acute Infections,83240,34152,49088,-0.0235435594589349,-0.0368625503174434,-0.0102245686004264,"-0.02 (-0.04, -0.01)",0.000531254699071598,0.000628526686225553,Cortical,Volume of parsopercularis (left hemisphere),Acute,**
L_parsorbitalis,Acute Infections,83240,34152,49088,-0.0414374221630543,-0.0543887073324096,-0.028486136993699,"-0.04 (-0.05, -0.03)",3.60575348650843e-10,8.41342480185301e-10,Cortical,Volume of parsorbitalis (left hemisphere),Acute,**
L_parstriangularis,Acute Infections,83240,34152,49088,-0.0306166661410636,-0.0437280465581759,-0.0175052857239514,"-0.03 (-0.04, -0.02)",4.72777088243827e-06,6.87085393526135e-06,Cortical,Volume of parstriangularis (left hemisphere),Acute,**
L_pericalcarine,Acute Infections,83240,34152,49088,-0.00756687911670856,-0.0209657332107928,0.00583197497737567,"-0.01 (-0.02, 0.01)",0.268345701429253,0.268345701429253,Cortical,Volume of pericalcarine (left hemisphere),Acute,
L_postcentral,Acute Infections,83240,34152,49088,-0.0385673998313942,-0.0515717593343374,-0.025563040328451,"-0.04 (-0.05, -0.03)",6.16577484703056e-09,1.20447694686178e-08,Cortical,Volume of postcentral (left hemisphere),Acute,**
L_posteriorcingulate,Acute Infections,83240,34152,49088,-0.0306342366211199,-0.0437552185652802,-0.0175132546769596,"-0.03 (-0.04, -0.02)",4.7441610505376e-06,6.87085393526135e-06,Cortical,Volume of posteriorcingulate (left hemisphere),Acute,**
L_precentral,Acute Infections,83240,34152,49088,-0.0462693757651458,-0.0590436820643954,-0.0334950694658962,"-0.05 (-0.06, -0.03)",1.2646020475725e-12,4.42610716650375e-12,Cortical,Volume of precentral (left hemisphere),Acute,**
L_precuneus,Acute Infections,83240,34152,49088,-0.0462081295666248,-0.0589865099533778,-0.0334297491798718,"-0.05 (-0.06, -0.03)",1.37572668900459e-12,4.62244167505544e-12,Cortical,Volume of precuneus (left hemisphere),Acute,**
L_rostralanteriorcingulate,Acute Infections,83240,34152,49088,-0.0282514212874706,-0.0412662950153713,-0.0152365475595698,"-0.03 (-0.04, -0.02)",2.09688207578875e-05,2.81569780118915e-05,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Acute,**
L_rostralmiddlefrontal,Acute Infections,83240,34152,49088,-0.0386610654014999,-0.0510113823026258,-0.026310748500374,"-0.04 (-0.05, -0.03)",8.52716443302332e-10,1.93589679019989e-09,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Acute,**
L_superiorfrontal,Acute Infections,83240,34152,49088,-0.0495107124166343,-0.0619259775427815,-0.0370954472904871,"-0.05 (-0.06, -0.04)",5.50603460963612e-15,2.89066817005896e-14,Cortical,Volume of superiorfrontal (left hemisphere),Acute,**
L_superiorparietal,Acute Infections,83240,34152,49088,-0.0455391268322427,-0.0587205855224664,-0.0323576681420191,"-0.05 (-0.06, -0.03)",1.28424120988567e-11,3.47987940743214e-11,Cortical,Volume of superiorparietal (left hemisphere),Acute,**
L_superiortemporal,Acute Infections,83240,34152,49088,-0.0367506190289199,-0.0492934689417702,-0.0242077691160697,"-0.04 (-0.05, -0.02)",9.3452877667171e-09,1.70653080957443e-08,Cortical,Volume of superiortemporal (left hemisphere),Acute,**
L_supramarginal,Acute Infections,83240,34152,49088,-0.0273316480225301,-0.0399133889987345,-0.0147499070463257,"-0.03 (-0.04, -0.01)",2.06726779460263e-05,2.81569780118915e-05,Cortical,Volume of supramarginal (left hemisphere),Acute,**
L_temporalpole,Acute Infections,81870,33624,48246,-0.0654239626676341,-0.0780544528590702,-0.0527934724761979,"-0.07 (-0.08, -0.05)",3.33981702249351e-24,5.61089259778911e-23,Cortical,Volume of grey matter in Temporal Pole (left),Acute,**
L_transversetemporal,Acute Infections,83240,34152,49088,-0.0110241456291796,-0.0244677209968689,0.00241942973850968,"-0.01 (-0.02, 0.00)",0.108002415745207,0.112002505217251,Cortical,Volume of transversetemporal (left hemisphere),Acute,
Laccumb,Acute Infections,81858,33616,48242,-0.0850040005539373,-0.0986539501479565,-0.0713540509599181,"-0.09 (-0.10, -0.07)",3.10376288907445e-34,2.60716082682254e-32,SubCortical,Volume of accumbens (left),Acute,**
Lamyg,Acute Infections,81858,33616,48242,-0.0194698421542907,-0.032869783821593,-0.00606990048698836,"-0.02 (-0.03, -0.01)",0.00440294148127895,0.00474162928753118,SubCortical,Volume of amygdala (left),Acute,**
Lcaud,Acute Infections,81858,33616,48242,-0.0253968256030549,-0.0385942398708758,-0.012199411335234,"-0.03 (-0.04, -0.01)",0.000162208219689412,0.000206446825059251,SubCortical,Volume of caudate (left),Acute,**
Lhippo,Acute Infections,81858,33616,48242,-0.0587538559566695,-0.0723463274583875,-0.0451613844549516,"-0.06 (-0.07, -0.05)",2.44878725449369e-17,2.28553477086077e-16,SubCortical,Volume of hippocampus (left),Acute,**
LLatVent,Acute Infections,83240,34152,49088,0.0407539511965338,0.027518338311494,0.0539895640815736,"0.04 (0.03, 0.05)",1.59593332253405e-09,3.26971705104537e-09,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Acute,**
Lpal,Acute Infections,81858,33616,48242,-0.0391036602829036,-0.0524281011396453,-0.0257792194261619,"-0.04 (-0.05, -0.03)",8.84786887141789e-09,1.65160218933134e-08,SubCortical,Volume of pallidum (left),Acute,**
Lput,Acute Infections,81858,33616,48242,-0.0618855758438732,-0.0745503240122096,-0.0492208276755369,"-0.06 (-0.07, -0.05)",1.02169661524551e-21,1.22603593829462e-20,SubCortical,Volume of putamen (left),Acute,**
Lthal,Acute Infections,81858,33616,48242,-0.0678340403804036,-0.080463107855218,-0.0552049729055891,"-0.07 (-0.08, -0.06)",6.69378063492298e-26,1.40569393333383e-24,SubCortical,Volume of thalamus (left),Acute,**
R_bankssts,Acute Infections,83240,34152,49088,-0.0242002612752838,-0.0375636123862393,-0.0108369101643283,"-0.02 (-0.04, -0.01)",0.000386273134884597,0.000470245555511683,Cortical,Volume of bankssts (right hemisphere),Acute,**
R_caudalanteriorcingulate,Acute Infections,83240,34152,49088,-0.0168352096323233,-0.0305410828965892,-0.00312933636805736,"-0.02 (-0.03, -0.00)",0.0160643417571683,0.0170810722481283,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Acute,**
R_caudalmiddlefrontal,Acute Infections,83240,34152,49088,-0.035634933929093,-0.0489690171174735,-0.0223008507407125,"-0.04 (-0.05, -0.02)",1.62701730710507e-07,2.62825872686203e-07,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Acute,**
R_cuneus,Acute Infections,83240,34152,49088,-0.0280756661407947,-0.0410143905317787,-0.0151369417498106,"-0.03 (-0.04, -0.02)",2.11177335089187e-05,2.81569780118915e-05,Cortical,Volume of cuneus (right hemisphere),Acute,**
R_entorhinal,Acute Infections,83240,34152,49088,-0.0403859294020081,-0.0538516915570396,-0.0269201672469766,"-0.04 (-0.05, -0.03)",4.16014255954794e-09,8.32028511909588e-09,Cortical,Volume of entorhinal (right hemisphere),Acute,**
R_frontalpole,Acute Infections,83240,34152,49088,-0.0237515952350299,-0.0372168066695575,-0.0102863838005024,"-0.02 (-0.04, -0.01)",0.000545938739729152,0.000636928529684011,Cortical,Volume of frontalpole (right hemisphere),Acute,**
R_fusiform,Acute Infections,83240,34152,49088,-0.0359200799291926,-0.0483916523623203,-0.0234485074960648,"-0.04 (-0.05, -0.02)",1.65635228142184e-08,2.83946105386601e-08,Cortical,Volume of fusiform (right hemisphere),Acute,**
R_inferiorparietal,Acute Infections,83240,34152,49088,-0.0469819988911966,-0.0596064337776558,-0.0343575640047375,"-0.05 (-0.06, -0.03)",3.03240045922683e-13,1.15782562988661e-12,Cortical,Volume of inferiorparietal (right hemisphere),Acute,**
R_inferiortemporal,Acute Infections,83240,34152,49088,-0.0403604677818825,-0.0527811084730968,-0.0279398270906682,"-0.04 (-0.05, -0.03)",1.9133820483759e-10,4.72717917834046e-10,Cortical,Volume of inferiortemporal (right hemisphere),Acute,**
R_insula,Acute Infections,81870,33624,48246,-0.0543154422175935,-0.0670638624941459,-0.0415670219410411,"-0.05 (-0.07, -0.04)",6.89195025508743e-17,5.78923821427344e-16,Cortical,Volume of grey matter in Insular Cortex (right),Acute,**
R_isthmuscingulate,Acute Infections,83240,34152,49088,-0.0246992751962711,-0.0376312848790751,-0.0117672655134671,"-0.02 (-0.04, -0.01)",0.000181629299071269,0.000227714345104277,Cortical,Volume of isthmuscingulate (right hemisphere),Acute,**
R_lateraloccipital,Acute Infections,83240,34152,49088,-0.043990576985906,-0.0562384688759194,-0.0317426850958927,"-0.04 (-0.06, -0.03)",1.94169776083957e-12,6.27317738117401e-12,Cortical,Volume of lateraloccipital (right hemisphere),Acute,**
R_lateralorbitofrontal,Acute Infections,83240,34152,49088,-0.0427406655574361,-0.055292073416878,-0.0301892576979943,"-0.04 (-0.06, -0.03)",2.50030832243906e-11,6.36442118439034e-11,Cortical,Volume of lateralorbitofrontal (right hemisphere),Acute,**
R_lingual,Acute Infections,83240,34152,49088,-0.0295719392505096,-0.0429112378413244,-0.0162326406596948,"-0.03 (-0.04, -0.02)",1.39367706991413e-05,1.95114789787977e-05,Cortical,Volume of lingual (right hemisphere),Acute,**
R_medialorbitofrontal,Acute Infections,83240,34152,49088,-0.0390908338266596,-0.0516276085321627,-0.0265540591211564,"-0.04 (-0.05, -0.03)",9.91729186901897e-10,2.09475785231608e-09,Cortical,Volume of medialorbitofrontal (right hemisphere),Acute,**
R_middletemporal,Acute Infections,83240,34152,49088,-0.0518361226209409,-0.0641834951163611,-0.0394887501255207,"-0.05 (-0.06, -0.04)",1.92529897523929e-16,1.24403933784693e-15,Cortical,Volume of middletemporal (right hemisphere),Acute,**
R_paracentral,Acute Infections,83240,34152,49088,-0.0502170965968885,-0.0634771987718504,-0.0369569944219267,"-0.05 (-0.06, -0.04)",1.15886770113539e-13,4.86724434476865e-13,Cortical,Volume of paracentral (right hemisphere),Acute,**
R_parahippocampal,Acute Infections,83239,34152,49087,-0.0400914003379986,-0.0537960115019841,-0.026386789174013,"-0.04 (-0.05, -0.03)",9.85714660833947e-09,1.7617027980862e-08,Cortical,Volume of parahippocampal (right hemisphere),Acute,**
R_parsopercularis,Acute Infections,83240,34152,49088,-0.0280413114798487,-0.0413032746214415,-0.0147793483382558,"-0.03 (-0.04, -0.01)",3.41279053083122e-05,4.47928757171598e-05,Cortical,Volume of parsopercularis (right hemisphere),Acute,**
R_parsorbitalis,Acute Infections,83240,34152,49088,-0.0319206442115421,-0.0449020456117014,-0.0189392428113827,"-0.03 (-0.04, -0.02)",1.44151677820439e-06,2.20158926125761e-06,Cortical,Volume of parsorbitalis (right hemisphere),Acute,**
R_parstriangularis,Acute Infections,83240,34152,49088,-0.0345934427123083,-0.047642580406344,-0.0215443050182727,"-0.03 (-0.05, -0.02)",2.04137425755302e-07,3.17547106730469e-07,Cortical,Volume of parstriangularis (right hemisphere),Acute,**
R_pericalcarine,Acute Infections,83240,34152,49088,-0.0085716034041628,-0.0219518960405551,0.00480868923222946,"-0.01 (-0.02, 0.00)",0.209265021039207,0.211786286352933,Cortical,Volume of pericalcarine (right hemisphere),Acute,
R_postcentral,Acute Infections,83240,34152,49088,-0.0513719156448308,-0.0645055303827607,-0.038238300906901,"-0.05 (-0.06, -0.04)",1.7868925871258e-14,8.82935160697453e-14,Cortical,Volume of postcentral (right hemisphere),Acute,**
R_posteriorcingulate,Acute Infections,83240,34152,49088,-0.0377713752713717,-0.0509726278442306,-0.0245701226985128,"-0.04 (-0.05, -0.02)",2.05416177938759e-08,3.45099178937115e-08,Cortical,Volume of posteriorcingulate (right hemisphere),Acute,**
R_precentral,Acute Infections,83240,34152,49088,-0.0497083542829698,-0.0625483245013273,-0.0368683840646123,"-0.05 (-0.06, -0.04)",3.2857754022584e-14,1.53336185438725e-13,Cortical,Volume of precentral (right hemisphere),Acute,**
R_precuneus,Acute Infections,83240,34152,49088,-0.0449288599780701,-0.0575028995586012,-0.032354820397539,"-0.04 (-0.06, -0.03)",2.51823385321062e-12,7.55470155963186e-12,Cortical,Volume of precuneus (right hemisphere),Acute,**
R_rostralanteriorcingulate,Acute Infections,83240,34152,49088,-0.0223064675386725,-0.0355697154675905,-0.00904321960975448,"-0.02 (-0.04, -0.01)",0.000979855805001661,0.00112750530986493,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Acute,**
R_rostralmiddlefrontal,Acute Infections,83240,34152,49088,-0.038505144563165,-0.0508433890880562,-0.0261669000382738,"-0.04 (-0.05, -0.03)",9.59346144320033e-10,2.09475785231608e-09,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Acute,**
R_superiorfrontal,Acute Infections,83240,34152,49088,-0.0527701943159706,-0.0652129157690914,-0.0403274728628498,"-0.05 (-0.07, -0.04)",9.51591645515257e-17,7.26669983848014e-16,Cortical,Volume of superiorfrontal (right hemisphere),Acute,**
R_superiorparietal,Acute Infections,83240,34152,49088,-0.0498124128935037,-0.0628962497032308,-0.0367285760837765,"-0.05 (-0.06, -0.04)",8.60262893572316e-14,3.80326752947761e-13,Cortical,Volume of superiorparietal (right hemisphere),Acute,**
R_superiortemporal,Acute Infections,83240,34152,49088,-0.054015426818281,-0.0668054719260346,-0.0412253817105274,"-0.05 (-0.07, -0.04)",1.27606371785092e-16,8.93244602495645e-16,Cortical,Volume of superiortemporal (right hemisphere),Acute,**
R_supramarginal,Acute Infections,83240,34152,49088,-0.0401774899781572,-0.0530647193409088,-0.0272902606154056,"-0.04 (-0.05, -0.03)",9.97503739198135e-10,2.09475785231608e-09,Cortical,Volume of supramarginal (right hemisphere),Acute,**
R_temporalpole,Acute Infections,81870,33624,48246,-0.0722461310281208,-0.0850881864165219,-0.0594040756397196,"-0.07 (-0.09, -0.06)",2.98350655705007e-28,8.3538183597402e-27,Cortical,Volume of grey matter in Temporal Pole (right),Acute,**
R_transversetemporal,Acute Infections,83240,34152,49088,-0.0199358562037219,-0.0333889166723859,-0.00648279573505785,"-0.02 (-0.03, -0.01)",0.00367961912982202,0.00406694745927697,Cortical,Volume of transversetemporal (right hemisphere),Acute,**
Raccumb,Acute Infections,81858,33616,48242,-0.0834148720088263,-0.0971635561874807,-0.069666187830172,"-0.08 (-0.10, -0.07)",1.39385142880641e-32,5.85417600098693e-31,SubCortical,Volume of accumbens (right),Acute,**
Ramyg,Acute Infections,81858,33616,48242,-0.0243293425351965,-0.0378134379190156,-0.0108452471513773,"-0.02 (-0.04, -0.01)",0.00040582298999813,0.000486987587997756,SubCortical,Volume of amygdala (right),Acute,**
Rcaud,Acute Infections,81858,33616,48242,-0.0199234084405676,-0.0331356905225136,-0.00671112635862164,"-0.02 (-0.03, -0.01)",0.00312187239725349,0.00349649708492391,SubCortical,Volume of caudate (right),Acute,**
Rhippo,Acute Infections,81858,33616,48242,-0.0481563682245745,-0.0616701814032206,-0.0346425550459283,"-0.05 (-0.06, -0.03)",2.88206909594047e-12,8.348062208931e-12,SubCortical,Volume of hippocampus (right),Acute,**
RLatVent,Acute Infections,83240,34152,49088,0.038611989805234,0.0253825009154504,0.0518414786950176,"0.04 (0.03, 0.05)",1.06577699105378e-08,1.86510973434411e-08,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Acute,**
Rpal,Acute Infections,81858,33616,48242,-0.0548777096360501,-0.0681911199543175,-0.0415642993177827,"-0.05 (-0.07, -0.04)",6.6145170708967e-16,3.70412955970215e-15,SubCortical,Volume of pallidum (right),Acute,**
Rput,Acute Infections,81858,33616,48242,-0.0580385984665963,-0.070607896236349,-0.0454693006968437,"-0.06 (-0.07, -0.05)",1.4566970831724e-19,1.52953193733102e-18,SubCortical,Volume of putamen (right),Acute,**
Rthal,Acute Infections,81858,33616,48242,-0.0637233145191219,-0.0762096294770635,-0.0512369995611803,"-0.06 (-0.08, -0.05)",1.5294417798334e-23,2.14121849176677e-22,SubCortical,Volume of thalamus (right),Acute,**
