Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Parasitic Infections,83240,82024,1216,0.0201833848694868,-0.0342079798070142,0.0745747495459878,"0.02 (-0.03, 0.07)",0.467039253024907,0.992136292982183,Cortical,Volume of bankssts (left hemisphere),Parasitic,
L_caudalanteriorcingulate,Parasitic Infections,83240,82024,1216,0.0191623652128378,-0.0372708830125254,0.075595613438201,"0.02 (-0.04, 0.08)",0.505712588125089,0.992136292982183,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Parasitic,
L_caudalmiddlefrontal,Parasitic Infections,83240,82024,1216,-0.0459494020101092,-0.100376362067225,0.00847755804700648,"-0.05 (-0.10, 0.01)",0.0979884218123689,0.992136292982183,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Parasitic,
L_cuneus,Parasitic Infections,83240,82024,1216,-0.0203129327738881,-0.0739129065672804,0.0332870410195043,"-0.02 (-0.07, 0.03)",0.457614642209845,0.992136292982183,Cortical,Volume of cuneus (left hemisphere),Parasitic,
L_entorhinal,Parasitic Infections,83240,82024,1216,-0.0119946000288457,-0.0669775362156102,0.0429883361579188,"-0.01 (-0.07, 0.04)",0.668961715908823,0.992136292982183,Cortical,Volume of entorhinal (left hemisphere),Parasitic,
L_frontalpole,Parasitic Infections,83240,82024,1216,-0.0267439086460279,-0.0820384908076944,0.0285506735156386,"-0.03 (-0.08, 0.03)",0.343145131176545,0.992136292982183,Cortical,Volume of frontalpole (left hemisphere),Parasitic,
L_fusiform,Parasitic Infections,83240,82024,1216,0.0326296500364039,-0.0194915895972512,0.084750889670059,"0.03 (-0.02, 0.08)",0.219818072140423,0.992136292982183,Cortical,Volume of fusiform (left hemisphere),Parasitic,
L_inferiorparietal,Parasitic Infections,83240,82024,1216,0.0288661882741141,-0.0248309234000875,0.0825632999483157,"0.03 (-0.02, 0.08)",0.292050081188608,0.992136292982183,Cortical,Volume of inferiorparietal (left hemisphere),Parasitic,
L_inferiortemporal,Parasitic Infections,83240,82024,1216,-0.0195405403454984,-0.0706180381373953,0.0315369574463985,"-0.02 (-0.07, 0.03)",0.453360725147912,0.992136292982183,Cortical,Volume of inferiortemporal (left hemisphere),Parasitic,
L_insula,Parasitic Infections,81870,80677,1193,0.00428776466896511,-0.0482427335179364,0.0568182628558667,"0.00 (-0.05, 0.06)",0.872894831933079,0.992136292982183,Cortical,Volume of grey matter in Insular Cortex (left),Parasitic,
L_isthmuscingulate,Parasitic Infections,83240,82024,1216,-0.019919444316316,-0.0715660206658633,0.0317271320332312,"-0.02 (-0.07, 0.03)",0.449684426576196,0.992136292982183,Cortical,Volume of isthmuscingulate (left hemisphere),Parasitic,
L_lateraloccipital,Parasitic Infections,83240,82024,1216,0.020319483322392,-0.0305036162549249,0.0711425828997089,"0.02 (-0.03, 0.07)",0.433264914595209,0.992136292982183,Cortical,Volume of lateraloccipital (left hemisphere),Parasitic,
L_lateralorbitofrontal,Parasitic Infections,83240,82024,1216,0.0071049133945081,-0.0440506459182984,0.0582604727073146,"0.01 (-0.04, 0.06)",0.78545338141459,0.992136292982183,Cortical,Volume of lateralorbitofrontal (left hemisphere),Parasitic,
L_lingual,Parasitic Infections,83240,82024,1216,-0.0285998410228047,-0.0829762956219958,0.0257766135763865,"-0.03 (-0.08, 0.03)",0.302601178181819,0.992136292982183,Cortical,Volume of lingual (left hemisphere),Parasitic,
L_medialorbitofrontal,Parasitic Infections,83240,82024,1216,0.00509062137540497,-0.046626378783261,0.056807621534071,"0.01 (-0.05, 0.06)",0.847017004149416,0.992136292982183,Cortical,Volume of medialorbitofrontal (left hemisphere),Parasitic,
L_middletemporal,Parasitic Infections,83240,82024,1216,0.011005726617823,-0.0397044033884348,0.0617158566240808,"0.01 (-0.04, 0.06)",0.670559828513091,0.992136292982183,Cortical,Volume of middletemporal (left hemisphere),Parasitic,
L_paracentral,Parasitic Infections,83240,82024,1216,0.00779597847355278,-0.0470880599923995,0.062680016939505,"0.01 (-0.05, 0.06)",0.780701214952618,0.992136292982183,Cortical,Volume of paracentral (left hemisphere),Parasitic,
L_parahippocampal,Parasitic Infections,83239,82023,1216,0.0189700141335211,-0.0373712295471738,0.0753112578142161,"0.02 (-0.04, 0.08)",0.509302761078024,0.992136292982183,Cortical,Volume of parahippocampal (left hemisphere),Parasitic,
L_parsopercularis,Parasitic Infections,83240,82024,1216,-0.0288668996332096,-0.0834437225345398,0.0257099232681205,"-0.03 (-0.08, 0.03)",0.299886270588175,0.992136292982183,Cortical,Volume of parsopercularis (left hemisphere),Parasitic,
L_parsorbitalis,Parasitic Infections,83240,82024,1216,0.00558464402608011,-0.0474944811165693,0.0586637691687295,"0.01 (-0.05, 0.06)",0.836621289595974,0.992136292982183,Cortical,Volume of parsorbitalis (left hemisphere),Parasitic,
L_parstriangularis,Parasitic Infections,83240,82024,1216,0.0503661280197938,-0.00336211957108071,0.104094375610668,"0.05 (-0.00, 0.10)",0.066162803066552,0.992136292982183,Cortical,Volume of parstriangularis (left hemisphere),Parasitic,
L_pericalcarine,Parasitic Infections,83240,82024,1216,-0.0271831194323995,-0.0820836842706169,0.0277174454058179,"-0.03 (-0.08, 0.03)",0.331820910962861,0.992136292982183,Cortical,Volume of pericalcarine (left hemisphere),Parasitic,
L_postcentral,Parasitic Infections,83240,82024,1216,0.0252226398808156,-0.0280719695140867,0.0785172492757179,"0.03 (-0.03, 0.08)",0.353616764711584,0.992136292982183,Cortical,Volume of postcentral (left hemisphere),Parasitic,
L_posteriorcingulate,Parasitic Infections,83240,82024,1216,0.0155762815195773,-0.0381922957582165,0.069344858797371,"0.02 (-0.04, 0.07)",0.570177406144087,0.992136292982183,Cortical,Volume of posteriorcingulate (left hemisphere),Parasitic,
L_precentral,Parasitic Infections,83240,82024,1216,0.0290290091269944,-0.0233279149973777,0.0813859332513665,"0.03 (-0.02, 0.08)",0.277169433517202,0.992136292982183,Cortical,Volume of precentral (left hemisphere),Parasitic,
L_precuneus,Parasitic Infections,83240,82024,1216,0.00146447073380831,-0.0509094701374013,0.0538384116050179,"0.00 (-0.05, 0.05)",0.956293981814867,0.992136292982183,Cortical,Volume of precuneus (left hemisphere),Parasitic,
L_rostralanteriorcingulate,Parasitic Infections,83240,82024,1216,-0.00126791238872475,-0.054600860952051,0.0520650361746015,"-0.00 (-0.05, 0.05)",0.962835381387048,0.992136292982183,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Parasitic,
L_rostralmiddlefrontal,Parasitic Infections,83240,82024,1216,-0.0267771146322226,-0.0773924261402356,0.0238381968757905,"-0.03 (-0.08, 0.02)",0.299786148040372,0.992136292982183,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Parasitic,
L_superiorfrontal,Parasitic Infections,83240,82024,1216,0.0206498420939546,-0.0302389467664546,0.0715386309543638,"0.02 (-0.03, 0.07)",0.426422064099768,0.992136292982183,Cortical,Volume of superiorfrontal (left hemisphere),Parasitic,
L_superiorparietal,Parasitic Infections,83240,82024,1216,0.00607560741636026,-0.0479489686240264,0.0601001834567469,"0.01 (-0.05, 0.06)",0.825543921468534,0.992136292982183,Cortical,Volume of superiorparietal (left hemisphere),Parasitic,
L_superiortemporal,Parasitic Infections,83240,82024,1216,0.0297075389933376,-0.0216953264057355,0.0811104043924106,"0.03 (-0.02, 0.08)",0.257322864277079,0.992136292982183,Cortical,Volume of superiortemporal (left hemisphere),Parasitic,
L_supramarginal,Parasitic Infections,83240,82024,1216,0.00814844964197822,-0.0434095669356531,0.0597064662196096,"0.01 (-0.04, 0.06)",0.756739986056134,0.992136292982183,Cortical,Volume of supramarginal (left hemisphere),Parasitic,
L_temporalpole,Parasitic Infections,81870,80677,1193,0.0104401306938858,-0.0414213969558419,0.0623016583436135,"0.01 (-0.04, 0.06)",0.693167266266231,0.992136292982183,Cortical,Volume of grey matter in Temporal Pole (left),Parasitic,
L_transversetemporal,Parasitic Infections,83240,82024,1216,0.0173623983617931,-0.037722042575285,0.0724468392988712,"0.02 (-0.04, 0.07)",0.536720808769711,0.992136292982183,Cortical,Volume of transversetemporal (left hemisphere),Parasitic,
Laccumb,Parasitic Infections,81858,80665,1193,0.00810707066899832,-0.0479512601663707,0.0641654015043674,"0.01 (-0.05, 0.06)",0.776831696655688,0.992136292982183,SubCortical,Volume of accumbens (left),Parasitic,
Lamyg,Parasitic Infections,81858,80665,1193,-0.0219358576052873,-0.0769199672716101,0.0330482520610356,"-0.02 (-0.08, 0.03)",0.434253679750174,0.992136292982183,SubCortical,Volume of amygdala (left),Parasitic,
Lcaud,Parasitic Infections,81858,80665,1193,0.0528431206148489,-0.00131097179856742,0.106997213028265,"0.05 (-0.00, 0.11)",0.055809798288369,0.992136292982183,SubCortical,Volume of caudate (left),Parasitic,
Lhippo,Parasitic Infections,81858,80665,1193,-0.00827779605684456,-0.0640737832731358,0.0475181911594467,"-0.01 (-0.06, 0.05)",0.771219429162577,0.992136292982183,SubCortical,Volume of hippocampus (left),Parasitic,
LLatVent,Parasitic Infections,83240,82024,1216,0.0416972677076991,-0.0125454651761125,0.0959400005915107,"0.04 (-0.01, 0.10)",0.131897012302072,0.992136292982183,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Parasitic,
Lpal,Parasitic Infections,81858,80665,1193,0.00959332815861153,-0.0450894844828436,0.0642761408000667,"0.01 (-0.05, 0.06)",0.730957632172478,0.992136292982183,SubCortical,Volume of pallidum (left),Parasitic,
Lput,Parasitic Infections,81858,80665,1193,0.0116744114276768,-0.0403196429692413,0.0636684658245948,"0.01 (-0.04, 0.06)",0.659877252092602,0.992136292982183,SubCortical,Volume of putamen (left),Parasitic,
Lthal,Parasitic Infections,81858,80665,1193,-0.0144081958114028,-0.0662617780979177,0.0374453864751121,"-0.01 (-0.07, 0.04)",0.586023483952878,0.992136292982183,SubCortical,Volume of thalamus (left),Parasitic,
R_bankssts,Parasitic Infections,83240,82024,1216,0.0013857784291407,-0.0533733665867865,0.0561449234450679,"0.00 (-0.05, 0.06)",0.960440367434258,0.992136292982183,Cortical,Volume of bankssts (right hemisphere),Parasitic,
R_caudalanteriorcingulate,Parasitic Infections,83240,82024,1216,0.00122197355856264,-0.0549384332704453,0.0573823803875706,"0.00 (-0.05, 0.06)",0.96598322817546,0.992136292982183,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Parasitic,
R_caudalmiddlefrontal,Parasitic Infections,83240,82024,1216,0.00632344064789075,-0.0483206269673228,0.0609675082631043,"0.01 (-0.05, 0.06)",0.820570974273258,0.992136292982183,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Parasitic,
R_cuneus,Parasitic Infections,83240,82024,1216,0.0101939871861806,-0.0428268642826585,0.0632148386550197,"0.01 (-0.04, 0.06)",0.706296828219577,0.992136292982183,Cortical,Volume of cuneus (right hemisphere),Parasitic,
R_entorhinal,Parasitic Infections,83240,82024,1216,-0.0319959270836399,-0.0871815729072682,0.0231897187399885,"-0.03 (-0.09, 0.02)",0.255801497108145,0.992136292982183,Cortical,Volume of entorhinal (right hemisphere),Parasitic,
R_frontalpole,Parasitic Infections,83240,82024,1216,-0.0229808593893762,-0.0781569643993221,0.0321952456205698,"-0.02 (-0.08, 0.03)",0.414309591012269,0.992136292982183,Cortical,Volume of frontalpole (right hemisphere),Parasitic,
