Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections without Sepsis,83240,47661,35579,-0.014053796584568,-0.027270660570347,-0.000836932598789078,"-0.01 (-0.03, -0.00)",0.0371536360046079,0.0495381813394772,Cortical,Volume of bankssts (left hemisphere),No-Sepsis,**
L_caudalanteriorcingulate,Bacterial Infections without Sepsis,83240,47661,35579,-0.0132028163374798,-0.0269159064823395,0.000510273807379951,"-0.01 (-0.03, 0.00)",0.0591557627552863,0.07416543390215,Cortical,Volume of caudalanteriorcingulate (left hemisphere),No-Sepsis,
L_caudalmiddlefrontal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0178721165836876,-0.0310975933436675,-0.00464663982370765,"-0.02 (-0.03, -0.00)",0.0080837267786489,0.0121255901679734,Cortical,Volume of caudalmiddlefrontal (left hemisphere),No-Sepsis,**
L_cuneus,Bacterial Infections without Sepsis,83240,47661,35579,-0.0130686313349598,-0.0260932298131316,-4.40328567879802e-05,"-0.01 (-0.03, -0.00)",0.0492305006231335,0.063620954651434,Cortical,Volume of cuneus (left hemisphere),No-Sepsis,*
L_entorhinal,Bacterial Infections without Sepsis,83240,47661,35579,-0.022906866731184,-0.0362668944045327,-0.00954683905783518,"-0.02 (-0.04, -0.01)",0.000778172200499132,0.00148560147368016,Cortical,Volume of entorhinal (left hemisphere),No-Sepsis,**
L_frontalpole,Bacterial Infections without Sepsis,83240,47661,35579,-0.0116086121068181,-0.0250451029893314,0.00182787877569516,"-0.01 (-0.03, 0.00)",0.0903910410474841,0.110041267362155,Cortical,Volume of frontalpole (left hemisphere),No-Sepsis,
L_fusiform,Bacterial Infections without Sepsis,83240,47661,35579,-0.0246280428456278,-0.0372925758441001,-0.0119635098471556,"-0.02 (-0.04, -0.01)",0.000138229351987087,0.000331750444769009,Cortical,Volume of fusiform (left hemisphere),No-Sepsis,**
L_inferiorparietal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0394111478395706,-0.0524569497549554,-0.0263653459241857,"-0.04 (-0.05, -0.03)",3.21036432062792e-09,5.3934120586549e-08,Cortical,Volume of inferiorparietal (left hemisphere),No-Sepsis,**
L_inferiortemporal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0210037491746879,-0.0334148639782369,-0.0085926343711389,"-0.02 (-0.03, -0.01)",0.000910410961506691,0.00166248958188178,Cortical,Volume of inferiortemporal (left hemisphere),No-Sepsis,**
L_insula,Bacterial Infections without Sepsis,81870,46881,34989,-0.0276758874986875,-0.0404227168643642,-0.0149290581330109,"-0.03 (-0.04, -0.01)",2.08783827794803e-05,7.01513661390537e-05,Cortical,Volume of grey matter in Insular Cortex (left),No-Sepsis,**
L_isthmuscingulate,Bacterial Infections without Sepsis,83240,47661,35579,0.00159750017777387,-0.0109527182452942,0.0141477186008419,"0.00 (-0.01, 0.01)",0.802986436326421,0.812660971703848,Cortical,Volume of isthmuscingulate (left hemisphere),No-Sepsis,
L_lateraloccipital,Bacterial Infections without Sepsis,83240,47661,35579,-0.0295479371832304,-0.0418964251648367,-0.0171994492016242,"-0.03 (-0.04, -0.02)",2.73710856121784e-06,1.35245364201352e-05,Cortical,Volume of lateraloccipital (left hemisphere),No-Sepsis,**
L_lateralorbitofrontal,Bacterial Infections without Sepsis,83240,47661,35579,-0.017871713735422,-0.0303019885237516,-0.0054414389470923,"-0.02 (-0.03, -0.01)",0.00483362876287674,0.00766084558644616,Cortical,Volume of lateralorbitofrontal (left hemisphere),No-Sepsis,**
L_lingual,Bacterial Infections without Sepsis,83240,47661,35579,-0.00754082585599256,-0.0207543546140525,0.00567270290206737,"-0.01 (-0.02, 0.01)",0.263336379618583,0.294936745172812,Cortical,Volume of lingual (left hemisphere),No-Sepsis,
L_medialorbitofrontal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0131695390204616,-0.0257365163980281,-0.000602561642895162,"-0.01 (-0.03, -0.00)",0.0399816886590963,0.0524759663650639,Cortical,Volume of medialorbitofrontal (left hemisphere),No-Sepsis,*
L_middletemporal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0286845161537772,-0.0410056107731703,-0.0163634215343841,"-0.03 (-0.04, -0.02)",5.04942293834116e-06,2.01976917533647e-05,Cortical,Volume of middletemporal (left hemisphere),No-Sepsis,**
L_paracentral,Bacterial Infections without Sepsis,83240,47661,35579,-0.0291578333031204,-0.042493255337676,-0.0158224112685648,"-0.03 (-0.04, -0.02)",1.82521939768141e-05,6.38826789188493e-05,Cortical,Volume of paracentral (left hemisphere),No-Sepsis,**
L_parahippocampal,Bacterial Infections without Sepsis,83239,47661,35578,-0.0237857653090018,-0.0374759505463792,-0.0100955800716243,"-0.02 (-0.04, -0.01)",0.00066109624394197,0.0013544410851494,Cortical,Volume of parahippocampal (left hemisphere),No-Sepsis,**
L_parsopercularis,Bacterial Infections without Sepsis,83240,47661,35579,-0.00916646702369559,-0.0224286398843265,0.00409570583693531,"-0.01 (-0.02, 0.00)",0.175518254464704,0.199236937500475,Cortical,Volume of parsopercularis (left hemisphere),No-Sepsis,
L_parsorbitalis,Bacterial Infections without Sepsis,83240,47661,35579,-0.0125393476257858,-0.0254373606605674,0.000358665408995703,"-0.01 (-0.03, 0.00)",0.0567199259413648,0.0721889966526461,Cortical,Volume of parsorbitalis (left hemisphere),No-Sepsis,
L_parstriangularis,Bacterial Infections without Sepsis,83240,47661,35579,-0.0103319211669603,-0.0233880258993521,0.00272418356543158,"-0.01 (-0.02, 0.00)",0.120896869809146,0.145076243770975,Cortical,Volume of parstriangularis (left hemisphere),No-Sepsis,
L_pericalcarine,Bacterial Infections without Sepsis,83240,47661,35579,0.00397564340043133,-0.00936530787709625,0.0173165946779589,"0.00 (-0.01, 0.02)",0.559165632969477,0.587123914617951,Cortical,Volume of pericalcarine (left hemisphere),No-Sepsis,
L_postcentral,Bacterial Infections without Sepsis,83240,47661,35579,-0.0220679376662462,-0.0350177907106861,-0.00911808462180624,"-0.02 (-0.04, -0.01)",0.000838039345899104,0.001564340112345,Cortical,Volume of postcentral (left hemisphere),No-Sepsis,**
L_posteriorcingulate,Bacterial Infections without Sepsis,83240,47661,35579,-0.0214628675722459,-0.0345279079177772,-0.00839782722671453,"-0.02 (-0.03, -0.01)",0.00128320958886846,0.00229339586095639,Cortical,Volume of posteriorcingulate (left hemisphere),No-Sepsis,**
L_precentral,Bacterial Infections without Sepsis,83240,47661,35579,-0.0297597933471021,-0.0424810722589955,-0.0170385144352086,"-0.03 (-0.04, -0.02)",4.54319761257813e-06,1.90814299728281e-05,Cortical,Volume of precentral (left hemisphere),No-Sepsis,**
L_precuneus,Bacterial Infections without Sepsis,83240,47661,35579,-0.0254295731590155,-0.0381553310773171,-0.0127038152407138,"-0.03 (-0.04, -0.01)",8.98761580598655e-05,0.000243535396033184,Cortical,Volume of precuneus (left hemisphere),No-Sepsis,**
L_rostralanteriorcingulate,Bacterial Infections without Sepsis,83240,47661,35579,-0.0168785670155978,-0.0298380303173627,-0.00391910371383289,"-0.02 (-0.03, -0.00)",0.0106903462838071,0.0157541945235053,Cortical,Volume of rostralanteriorcingulate (left hemisphere),No-Sepsis,**
L_rostralmiddlefrontal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0149479140784716,-0.0272471556660836,-0.00264867249085968,"-0.01 (-0.03, -0.00)",0.0172173065428761,0.0241042291600265,Cortical,Volume of rostralmiddlefrontal (left hemisphere),No-Sepsis,**
L_superiorfrontal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0264972119676161,-0.0388619852220413,-0.014132438713191,"-0.03 (-0.04, -0.01)",2.66974020583376e-05,8.30585841814947e-05,Cortical,Volume of superiorfrontal (left hemisphere),No-Sepsis,**
L_superiorparietal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0265284431260336,-0.0396552464213147,-0.0134016398307525,"-0.03 (-0.04, -0.01)",7.46919251666534e-05,0.000216349024620651,Cortical,Volume of superiorparietal (left hemisphere),No-Sepsis,**
L_superiortemporal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0222602331536819,-0.0347503717870251,-0.00977009452033865,"-0.02 (-0.03, -0.01)",0.000477611421468139,0.00100298398508309,Cortical,Volume of superiortemporal (left hemisphere),No-Sepsis,**
L_supramarginal,Bacterial Infections without Sepsis,83240,47661,35579,-0.0197446368889247,-0.0322725857977291,-0.00721668798012035,"-0.02 (-0.03, -0.01)",0.00200870273630181,0.00330845156567358,Cortical,Volume of supramarginal (left hemisphere),No-Sepsis,**
L_temporalpole,Bacterial Infections without Sepsis,81870,46881,34989,-0.0385352426017511,-0.0511183754069701,-0.0259521097965321,"-0.04 (-0.05, -0.03)",1.9525494205151e-09,4.10035378308171e-08,Cortical,Volume of grey matter in Temporal Pole (left),No-Sepsis,**
L_transversetemporal,Bacterial Infections without Sepsis,83240,47661,35579,-0.00319605675963687,-0.0165816550872981,0.0101895415680244,"-0.00 (-0.02, 0.01)",0.639797182392264,0.655401991718905,Cortical,Volume of transversetemporal (left hemisphere),No-Sepsis,
Laccumb,Bacterial Infections without Sepsis,81858,46872,34986,-0.0582054272177782,-0.0718048678873425,-0.0446059865482139,"-0.06 (-0.07, -0.04)",4.99061098026365e-17,4.19211322342147e-15,SubCortical,Volume of accumbens (left),No-Sepsis,**
Lamyg,Bacterial Infections without Sepsis,81858,46872,34986,-0.00989331771279415,-0.0232377630388671,0.00345112761327882,"-0.01 (-0.02, 0.00)",0.146199415814761,0.170565985117221,SubCortical,Volume of amygdala (left),No-Sepsis,
Lcaud,Bacterial Infections without Sepsis,81858,46872,34986,-0.00595669515715028,-0.0191000490923464,0.00718665877804583,"-0.01 (-0.02, 0.01)",0.37438858375284,0.403187705579981,SubCortical,Volume of caudate (left),No-Sepsis,
Lhippo,Bacterial Infections without Sepsis,81858,46872,34986,-0.029696209632828,-0.0432362972815715,-0.0161561219840844,"-0.03 (-0.04, -0.02)",1.72024796818308e-05,6.2826447533643e-05,SubCortical,Volume of hippocampus (left),No-Sepsis,**
LLatVent,Bacterial Infections without Sepsis,83240,47661,35579,0.0211812135310398,0.00800077018300727,0.0343616568790723,"0.02 (0.01, 0.03)",0.0016347150930564,0.00286075141284871,SubCortical,Volume of Lateral-Ventricle (left hemisphere),No-Sepsis,**
Lpal,Bacterial Infections without Sepsis,81858,46872,34986,-0.0322700933478186,-0.0455397044352795,-0.0190004822603577,"-0.03 (-0.05, -0.02)",1.87806362387466e-06,9.85983402534195e-06,SubCortical,Volume of pallidum (left),No-Sepsis,**
Lput,Bacterial Infections without Sepsis,81858,46872,34986,-0.0370306579794393,-0.0496470075156184,-0.0244143084432602,"-0.04 (-0.05, -0.02)",8.80686034674805e-09,1.23296044854473e-07,SubCortical,Volume of putamen (left),No-Sepsis,**
Lthal,Bacterial Infections without Sepsis,81858,46872,34986,-0.035969364417588,-0.0485517670458652,-0.0233869617893108,"-0.04 (-0.05, -0.02)",2.11299891697574e-08,2.30876105058513e-07,SubCortical,Volume of thalamus (left),No-Sepsis,**
R_bankssts,Bacterial Infections without Sepsis,83240,47661,35579,-0.0102160070752174,-0.0235223641920168,0.00309035004158195,"-0.01 (-0.02, 0.00)",0.132381406226539,0.156620255253934,Cortical,Volume of bankssts (right hemisphere),No-Sepsis,
R_caudalanteriorcingulate,Bacterial Infections without Sepsis,83240,47661,35579,-0.0050500325733638,-0.0186970358411363,0.00859697069440868,"-0.01 (-0.02, 0.01)",0.468276586669628,0.497914345319605,Cortical,Volume of caudalanteriorcingulate (right hemisphere),No-Sepsis,
