Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Bacterial Infections,83240,48440,34800,-0.0156017310292881,-0.028856873568536,-0.00234658849004023,"-0.02 (-0.03, -0.00)",0.0210586851788513,0.0289988451643199,Cortical,Volume of bankssts (left hemisphere),Acute Bacterial,**
L_caudalanteriorcingulate,Acute Bacterial Infections,83240,48440,34800,-0.0138870057783711,-0.0276398630957057,-0.000134148461036458,"-0.01 (-0.03, -0.00)",0.0478068348324932,0.0608450625140822,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Bacterial,*
L_caudalmiddlefrontal,Acute Bacterial Infections,83240,48440,34800,-0.017491558916874,-0.0307554438068093,-0.00422767402693876,"-0.02 (-0.03, -0.00)",0.0097477188859549,0.0143650594108809,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Bacterial,**
L_cuneus,Acute Bacterial Infections,83240,48440,34800,-0.013312442603568,-0.0263748299856849,-0.000250055221451087,"-0.01 (-0.03, -0.00)",0.0457727420726614,0.0591524666785162,Cortical,Volume of cuneus (left hemisphere),Acute Bacterial,*
L_entorhinal,Acute Bacterial Infections,83240,48440,34800,-0.02233521941772,-0.0357340688546634,-0.00893636998077655,"-0.02 (-0.04, -0.01)",0.00108656835557676,0.001984168301488,Cortical,Volume of entorhinal (left hemisphere),Acute Bacterial,**
L_frontalpole,Acute Bacterial Infections,83240,48440,34800,-0.0101430444683392,-0.0236185851555941,0.00333249621891567,"-0.01 (-0.02, 0.00)",0.14013916324753,0.163495690455452,Cortical,Volume of frontalpole (left hemisphere),Acute Bacterial,
L_fusiform,Acute Bacterial Infections,83240,48440,34800,-0.024832644872006,-0.0375339194612352,-0.0121313702827767,"-0.02 (-0.04, -0.01)",0.000127178173861674,0.000323726260738806,Cortical,Volume of fusiform (left hemisphere),Acute Bacterial,**
L_inferiorparietal,Acute Bacterial Infections,83240,48440,34800,-0.0396514597519599,-0.0527351041262251,-0.0265678153776947,"-0.04 (-0.05, -0.03)",2.86187553266229e-09,4.80795089487265e-08,Cortical,Volume of inferiorparietal (left hemisphere),Acute Bacterial,**
L_inferiortemporal,Acute Bacterial Infections,83240,48440,34800,-0.0231229887349302,-0.0355699530204901,-0.0106760244493703,"-0.02 (-0.04, -0.01)",0.000271619590161251,0.000585026809578079,Cortical,Volume of inferiortemporal (left hemisphere),Acute Bacterial,**
L_insula,Acute Bacterial Infections,81870,47640,34230,-0.0285850913498826,-0.0413685619454712,-0.0158016207542939,"-0.03 (-0.04, -0.02)",1.1734369034633e-05,4.2855956474312e-05,Cortical,Volume of grey matter in Insular Cortex (left),Acute Bacterial,**
