Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Bacterial Infections,83240,81301,1939,-0.0250209030633862,-0.0682691596687256,0.0182273535419533,"-0.03 (-0.07, 0.02)",0.256824399262307,0.387646587328517,Cortical,Volume of bankssts (left hemisphere),Chronic Bacterial,
L_caudalanteriorcingulate,Chronic Bacterial Infections,83240,81301,1939,-0.0420863754510349,-0.0869576091990281,0.00278485829695838,"-0.04 (-0.09, 0.00)",0.0660145824255496,0.231051038489424,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic Bacterial,
L_caudalmiddlefrontal,Chronic Bacterial Infections,83240,81301,1939,-0.0192386476483283,-0.062515918546455,0.0240386232497984,"-0.02 (-0.06, 0.02)",0.383591385643466,0.508860522197879,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic Bacterial,
L_cuneus,Chronic Bacterial Infections,83240,81301,1939,-0.0362498976687758,-0.0788685183366134,0.00636872299906186,"-0.04 (-0.08, 0.01)",0.0954981697169962,0.252409908634657,Cortical,Volume of cuneus (left hemisphere),Chronic Bacterial,
L_entorhinal,Chronic Bacterial Infections,83240,81301,1939,-0.0321619766595734,-0.0758803107953668,0.0115563574762199,"-0.03 (-0.08, 0.01)",0.149335854593681,0.314488699564034,Cortical,Volume of entorhinal (left hemisphere),Chronic Bacterial,
L_frontalpole,Chronic Bacterial Infections,83240,81301,1939,-0.00493280997241147,-0.0488996672714011,0.0390340473265781,"-0.00 (-0.05, 0.04)",0.825950309317834,0.853737298647544,Cortical,Volume of frontalpole (left hemisphere),Chronic Bacterial,
L_fusiform,Chronic Bacterial Infections,83240,81301,1939,-0.0342605645690377,-0.0757036841560575,0.00718255501798214,"-0.03 (-0.08, 0.01)",0.105170795264441,0.252409908634657,Cortical,Volume of fusiform (left hemisphere),Chronic Bacterial,
L_inferiorparietal,Chronic Bacterial Infections,83240,81301,1939,-0.0553825081745469,-0.0980775635894319,-0.0126874527596618,"-0.06 (-0.10, -0.01)",0.0110101792396489,0.107169410232381,Cortical,Volume of inferiorparietal (left hemisphere),Chronic Bacterial,*
L_inferiortemporal,Chronic Bacterial Infections,83240,81301,1939,-0.0352726667730283,-0.0758855801144637,0.00534024656840713,"-0.04 (-0.08, 0.01)",0.0887084174868035,0.252409908634657,Cortical,Volume of inferiortemporal (left hemisphere),Chronic Bacterial,
L_insula,Chronic Bacterial Infections,81870,79975,1895,-0.0315134776827441,-0.0733539243591558,0.0103269689936675,"-0.03 (-0.07, 0.01)",0.139885543326662,0.310101786046878,Cortical,Volume of grey matter in Insular Cortex (left),Chronic Bacterial,
L_isthmuscingulate,Chronic Bacterial Infections,83240,81301,1939,-0.0143360350266505,-0.0554020377388111,0.0267299676855102,"-0.01 (-0.06, 0.03)",0.493832923308426,0.576138410526497,Cortical,Volume of isthmuscingulate (left hemisphere),Chronic Bacterial,
L_lateraloccipital,Chronic Bacterial Infections,83240,81301,1939,-0.05649600754647,-0.0969055360287678,-0.0160864790641722,"-0.06 (-0.10, -0.02)",0.00614076787084636,0.103164900230219,Cortical,Volume of lateraloccipital (left hemisphere),Chronic Bacterial,*
L_lateralorbitofrontal,Chronic Bacterial Infections,83240,81301,1939,-0.0270147091244568,-0.0676898657435623,0.0136604474946487,"-0.03 (-0.07, 0.01)",0.193007634312075,0.354363398582001,Cortical,Volume of lateralorbitofrontal (left hemisphere),Chronic Bacterial,
L_lingual,Chronic Bacterial Infections,83240,81301,1939,-0.0513789364804376,-0.0946144010931985,-0.00814347186767678,"-0.05 (-0.09, -0.01)",0.0198529535148575,0.128280622711387,Cortical,Volume of lingual (left hemisphere),Chronic Bacterial,*
L_medialorbitofrontal,Chronic Bacterial Infections,83240,81301,1939,-0.0261132895747529,-0.0672348896695882,0.0150083105200824,"-0.03 (-0.07, 0.02)",0.213265261969133,0.362722725610809,Cortical,Volume of medialorbitofrontal (left hemisphere),Chronic Bacterial,
L_middletemporal,Chronic Bacterial Infections,83240,81301,1939,-0.0414795400078757,-0.0817999753515434,-0.00115910466420801,"-0.04 (-0.08, -0.00)",0.0437679513849577,0.204250439796469,Cortical,Volume of middletemporal (left hemisphere),Chronic Bacterial,*
L_paracentral,Chronic Bacterial Infections,83240,81301,1939,-0.036903477386771,-0.0805429726476806,0.00673601787413868,"-0.04 (-0.08, 0.01)",0.0974311085794647,0.252409908634657,Cortical,Volume of paracentral (left hemisphere),Chronic Bacterial,
L_parahippocampal,Chronic Bacterial Infections,83239,81300,1939,-0.0426841616330309,-0.0874822200378021,0.0021138967717404,"-0.04 (-0.09, 0.00)",0.061834492646208,0.22583032096876,Cortical,Volume of parahippocampal (left hemisphere),Chronic Bacterial,
L_parsopercularis,Chronic Bacterial Infections,83240,81301,1939,-0.0402447182693245,-0.0836400545540773,0.00315061801542827,"-0.04 (-0.08, 0.00)",0.0691148504906167,0.232225897648472,Cortical,Volume of parsopercularis (left hemisphere),Chronic Bacterial,
L_parsorbitalis,Chronic Bacterial Infections,83240,81301,1939,-0.0148422614926804,-0.0570471980738113,0.0273626750884506,"-0.01 (-0.06, 0.03)",0.490653439889639,0.576138410526497,Cortical,Volume of parsorbitalis (left hemisphere),Chronic Bacterial,
L_parstriangularis,Chronic Bacterial Infections,83240,81301,1939,-0.00458458375592095,-0.0473066248310573,0.0381374573192154,"-0.00 (-0.05, 0.04)",0.833410220108317,0.853737298647544,Cortical,Volume of parstriangularis (left hemisphere),Chronic Bacterial,
L_pericalcarine,Chronic Bacterial Infections,83240,81301,1939,-0.0316697198277573,-0.0753227724398879,0.0119833327843734,"-0.03 (-0.08, 0.01)",0.155044814268006,0.317652790207622,Cortical,Volume of pericalcarine (left hemisphere),Chronic Bacterial,
L_postcentral,Chronic Bacterial Infections,83240,81301,1939,-0.0248380143322322,-0.0672142826326186,0.0175382539681543,"-0.02 (-0.07, 0.02)",0.250637239863754,0.387646587328517,Cortical,Volume of postcentral (left hemisphere),Chronic Bacterial,
L_posteriorcingulate,Chronic Bacterial Infections,83240,81301,1939,-0.0120631788455171,-0.0548164365779679,0.0306900788869336,"-0.01 (-0.05, 0.03)",0.580245861513932,0.648401677572434,Cortical,Volume of posteriorcingulate (left hemisphere),Chronic Bacterial,
L_precentral,Chronic Bacterial Infections,83240,81301,1939,-0.0196747030413568,-0.0613055830968062,0.0219561770140927,"-0.02 (-0.06, 0.02)",0.354297948424311,0.504424197756646,Cortical,Volume of precentral (left hemisphere),Chronic Bacterial,
L_precuneus,Chronic Bacterial Infections,83240,81301,1939,-0.0527747756774982,-0.0944175626624312,-0.0111319886925652,"-0.05 (-0.09, -0.01)",0.0129957399092034,0.109164215237308,Cortical,Volume of precuneus (left hemisphere),Chronic Bacterial,*
L_rostralanteriorcingulate,Chronic Bacterial Infections,83240,81301,1939,-0.0301783821088711,-0.0725847570189485,0.0122279928012063,"-0.03 (-0.07, 0.01)",0.163072835657809,0.326145671315618,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Chronic Bacterial,
L_rostralmiddlefrontal,Chronic Bacterial Infections,83240,81301,1939,-0.0161518810684097,-0.0563979743542868,0.0240942122174674,"-0.02 (-0.06, 0.02)",0.431518464636341,0.551799477030202,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Chronic Bacterial,
L_superiorfrontal,Chronic Bacterial Infections,83240,81301,1939,-0.0254698374695875,-0.0659330554347515,0.0149933804955765,"-0.03 (-0.07, 0.01)",0.217306975938812,0.362722725610809,Cortical,Volume of superiorfrontal (left hemisphere),Chronic Bacterial,
L_superiorparietal,Chronic Bacterial Infections,83240,81301,1939,-0.0419798178069409,-0.0849356903985223,0.000976054784640551,"-0.04 (-0.08, 0.00)",0.0554376687179388,0.212235292512798,Cortical,Volume of superiorparietal (left hemisphere),Chronic Bacterial,
L_superiortemporal,Chronic Bacterial Infections,83240,81301,1939,-0.0406565566739828,-0.0815281325657487,0.000215019217783032,"-0.04 (-0.08, 0.00)",0.0512174745058708,0.212235292512798,Cortical,Volume of superiortemporal (left hemisphere),Chronic Bacterial,
L_supramarginal,Chronic Bacterial Infections,83240,81301,1939,-0.0311802076109883,-0.0721752441841553,0.00981482896217866,"-0.03 (-0.07, 0.01)",0.136033355259243,0.310101786046878,Cortical,Volume of supramarginal (left hemisphere),Chronic Bacterial,
L_temporalpole,Chronic Bacterial Infections,81870,79975,1895,-0.0265482283140864,-0.0678560234943771,0.0147595668662042,"-0.03 (-0.07, 0.01)",0.207790709316553,0.362722725610809,Cortical,Volume of grey matter in Temporal Pole (left),Chronic Bacterial,
L_transversetemporal,Chronic Bacterial Infections,83240,81301,1939,-0.0193029936937215,-0.0631024399190135,0.0244964525315706,"-0.02 (-0.06, 0.02)",0.387703255007908,0.508860522197879,Cortical,Volume of transversetemporal (left hemisphere),Chronic Bacterial,
Laccumb,Chronic Bacterial Infections,81858,79963,1895,-0.0702864936828329,-0.114934905101555,-0.025638082264111,"-0.07 (-0.11, -0.03)",0.00203303092296704,0.0683218697419529,SubCortical,Volume of accumbens (left),Chronic Bacterial,*
Lamyg,Chronic Bacterial Infections,81858,79963,1895,-0.0581154394053185,-0.101909152089699,-0.0143217267209382,"-0.06 (-0.10, -0.01)",0.00929790348851,0.107169410232381,SubCortical,Volume of amygdala (left),Chronic Bacterial,*
