Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_lingual,Extracellular Bacterial Infections,83240,75912,7328,-0.0355962822843333,-0.0586319318278471,-0.0125606327408195,"-0.04 (-0.06, -0.01)",0.00245670485789404,0.00412726416126198,Cortical,Volume of lingual (left hemisphere),Extracellular,**
L_medialorbitofrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0348661646461831,-0.0567749738858862,-0.0129573554064801,"-0.03 (-0.06, -0.01)",0.00181419796970002,0.00311005366234289,Cortical,Volume of medialorbitofrontal (left hemisphere),Extracellular,**
L_middletemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.042898954714264,-0.0643805218225382,-0.0214173876059899,"-0.04 (-0.06, -0.02)",9.08032157870986e-05,0.000206147841246386,Cortical,Volume of middletemporal (left hemisphere),Extracellular,**
L_paracentral,Extracellular Bacterial Infections,83240,75912,7328,-0.0429197050923331,-0.0661696989548865,-0.0196697112297798,"-0.04 (-0.07, -0.02)",0.000296875510309068,0.000593751020618135,Cortical,Volume of paracentral (left hemisphere),Extracellular,**
L_parahippocampal,Extracellular Bacterial Infections,83239,75911,7328,-0.0277019614345424,-0.0515704517393845,-0.00383347112970033,"-0.03 (-0.05, -0.00)",0.0229214820039996,0.0287373804229249,Cortical,Volume of parahippocampal (left hemisphere),Extracellular,**
L_parsopercularis,Extracellular Bacterial Infections,83240,75912,7328,-0.0071349470887754,-0.0302567042748265,0.0159868100972757,"-0.01 (-0.03, 0.02)",0.545301932563177,0.587248235068037,Cortical,Volume of parsopercularis (left hemisphere),Extracellular,
L_parsorbitalis,Extracellular Bacterial Infections,83240,75912,7328,-0.0228266022447956,-0.0453132270819972,-0.000339977407593867,"-0.02 (-0.05, -0.00)",0.0466354388587561,0.0551743220300776,Cortical,Volume of parsorbitalis (left hemisphere),Extracellular,*
L_parstriangularis,Extracellular Bacterial Infections,83240,75912,7328,-0.0216320765959065,-0.0443942206318566,0.00113006744004361,"-0.02 (-0.04, 0.00)",0.062510097148078,0.0719294268553227,Cortical,Volume of parstriangularis (left hemisphere),Extracellular,
L_pericalcarine,Extracellular Bacterial Infections,83240,75912,7328,-0.00441819826215821,-0.0276771235897603,0.0188407270654439,"-0.00 (-0.03, 0.02)",0.70965964363677,0.718209759825165,Cortical,Volume of pericalcarine (left hemisphere),Extracellular,
L_postcentral,Extracellular Bacterial Infections,83240,75912,7328,-0.046399127668484,-0.0689754880863523,-0.0238227672506156,"-0.05 (-0.07, -0.02)",5.62569844906185e-05,0.000135016762777484,Cortical,Volume of postcentral (left hemisphere),Extracellular,**
L_posteriorcingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.0244178837656197,-0.0471965664306905,-0.00163920110054886,"-0.02 (-0.05, -0.00)",0.0356406651412088,0.0433886358240803,Cortical,Volume of posteriorcingulate (left hemisphere),Extracellular,**
L_precentral,Extracellular Bacterial Infections,83240,75912,7328,-0.0434379823623649,-0.0656173672623044,-0.0212585974624254,"-0.04 (-0.07, -0.02)",0.000123821709968435,0.000266692913778167,Cortical,Volume of precentral (left hemisphere),Extracellular,**
L_precuneus,Extracellular Bacterial Infections,83240,75912,7328,-0.0521517168358734,-0.0743372880579252,-0.0299661456138215,"-0.05 (-0.07, -0.03)",4.08411817715409e-06,1.42944136200393e-05,Cortical,Volume of precuneus (left hemisphere),Extracellular,**
L_rostralanteriorcingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.0283917517008626,-0.0509856156219773,-0.00579788777974784,"-0.03 (-0.05, -0.01)",0.013781815286779,0.0183757537157054,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Extracellular,**
L_rostralmiddlefrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0363103145316398,-0.0577523846912445,-0.014868244372035,"-0.04 (-0.06, -0.01)",0.000903533433787272,0.00164993061822024,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Extracellular,**
L_superiorfrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0476959978260232,-0.0692528545979423,-0.0261391410541042,"-0.05 (-0.07, -0.03)",1.44863311684314e-05,4.05617272716079e-05,Cortical,Volume of superiorfrontal (left hemisphere),Extracellular,**
L_superiorparietal,Extracellular Bacterial Infections,83240,75912,7328,-0.0498855039120248,-0.0727706983507677,-0.0270003094732818,"-0.05 (-0.07, -0.03)",1.93575450295267e-05,5.24527026606531e-05,Cortical,Volume of superiorparietal (left hemisphere),Extracellular,**
L_superiortemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.0318326172990904,-0.0536087118869811,-0.0100565227111996,"-0.03 (-0.05, -0.01)",0.00416921326425133,0.00678470860765946,Cortical,Volume of superiortemporal (left hemisphere),Extracellular,**
L_supramarginal,Extracellular Bacterial Infections,83240,75912,7328,-0.0390503061017981,-0.0608914383199134,-0.0172091738836828,"-0.04 (-0.06, -0.02)",0.000458016069731616,0.000874394314942175,Cortical,Volume of supramarginal (left hemisphere),Extracellular,**
L_temporalpole,Extracellular Bacterial Infections,81870,74661,7209,-0.0622192202163567,-0.0841564949986585,-0.0402819454340548,"-0.06 (-0.08, -0.04)",2.72173180840425e-08,3.61091197726508e-07,Cortical,Volume of grey matter in Temporal Pole (left),Extracellular,**
L_transversetemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.00910296284899558,-0.0324396472396968,0.0142337215417057,"-0.01 (-0.03, 0.01)",0.444549970567482,0.484963604255435,Cortical,Volume of transversetemporal (left hemisphere),Extracellular,
Laccumb,Extracellular Bacterial Infections,81858,74650,7208,-0.0876248556862423,-0.111335772361459,-0.0639139390110254,"-0.09 (-0.11, -0.06)",4.41895500238632e-13,3.71192220200451e-11,SubCortical,Volume of accumbens (left),Extracellular,**
Lamyg,Extracellular Bacterial Infections,81858,74650,7208,-0.0066707587605304,-0.0299347975114482,0.0165932799903874,"-0.01 (-0.03, 0.02)",0.57411022166824,0.610446311647243,SubCortical,Volume of amygdala (left),Extracellular,
Lcaud,Extracellular Bacterial Infections,81858,74650,7208,0.00571031038364446,-0.017202981380418,0.0286236021477069,"0.01 (-0.02, 0.03)",0.625227161592432,0.640476604558101,SubCortical,Volume of caudate (left),Extracellular,
Lhippo,Extracellular Bacterial Infections,81858,74650,7208,-0.0606711447397509,-0.0842750024384034,-0.0370672870410984,"-0.06 (-0.08, -0.04)",4.71546937725337e-07,2.47562142305802e-06,SubCortical,Volume of hippocampus (left),Extracellular,**
LLatVent,Extracellular Bacterial Infections,83240,75912,7328,0.0624986572310333,0.0395221469202873,0.0854751675417793,"0.06 (0.04, 0.09)",9.77133012502592e-08,8.20791730502177e-07,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Extracellular,**
Lpal,Extracellular Bacterial Infections,81858,74650,7208,-0.0316259612804442,-0.0547614801052322,-0.00849044245565627,"-0.03 (-0.05, -0.01)",0.00737941917972207,0.0105062917135026,SubCortical,Volume of pallidum (left),Extracellular,**
Lput,Extracellular Bacterial Infections,81858,74650,7208,-0.0633012007150146,-0.085295843675173,-0.0413065577548562,"-0.06 (-0.09, -0.04)",1.69705400889661e-08,2.85105073494631e-07,SubCortical,Volume of putamen (left),Extracellular,**
Lthal,Extracellular Bacterial Infections,81858,74650,7208,-0.0561990194539956,-0.0781351383352232,-0.034262900572768,"-0.06 (-0.08, -0.03)",5.14079054140955e-07,2.54015532634354e-06,SubCortical,Volume of thalamus (left),Extracellular,**
R_bankssts,Extracellular Bacterial Infections,83240,75912,7328,-0.0238293817474568,-0.0470277172391278,-0.000631046255785767,"-0.02 (-0.05, -0.00)",0.0440853833242726,0.0529024599891271,Cortical,Volume of bankssts (right hemisphere),Extracellular,*
R_caudalanteriorcingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.0340149161604371,-0.0578063434879322,-0.010223488832942,"-0.03 (-0.06, -0.01)",0.0050762872692342,0.0076144309038513,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Extracellular,**
R_caudalmiddlefrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.025229059359943,-0.0483785790764274,-0.00207953964345851,"-0.03 (-0.05, -0.00)",0.0326774193293766,0.0403662238774652,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Extracellular,**
R_cuneus,Extracellular Bacterial Infections,83240,75912,7328,-0.0326690965775426,-0.0551304851385045,-0.0102077080165807,"-0.03 (-0.06, -0.01)",0.00436307524489074,0.00691506265227966,Cortical,Volume of cuneus (right hemisphere),Extracellular,**
R_entorhinal,Extracellular Bacterial Infections,83240,75912,7328,-0.0231751823150866,-0.0465544221178945,0.000204057487721263,"-0.02 (-0.05, 0.00)",0.0520333761933747,0.0607056055589371,Cortical,Volume of entorhinal (right hemisphere),Extracellular,
R_frontalpole,Extracellular Bacterial Infections,83240,75912,7328,-0.0297055992734666,-0.0530803681995849,-0.00633083034734821,"-0.03 (-0.05, -0.01)",0.012746172013563,0.0172690072441821,Cortical,Volume of frontalpole (right hemisphere),Extracellular,**
R_fusiform,Extracellular Bacterial Infections,83240,75912,7328,-0.0576593288073827,-0.0793090551549289,-0.0360096024598365,"-0.06 (-0.08, -0.04)",1.7933898668253e-07,1.25537290677771e-06,Cortical,Volume of fusiform (right hemisphere),Extracellular,**
R_inferiorparietal,Extracellular Bacterial Infections,83240,75912,7328,-0.0569146060950309,-0.0788326756666599,-0.034996536523402,"-0.06 (-0.08, -0.03)",3.59772171326046e-07,2.01472415942586e-06,Cortical,Volume of inferiorparietal (right hemisphere),Extracellular,**
R_inferiortemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.0609616417704598,-0.0825236325205178,-0.0393996510204018,"-0.06 (-0.08, -0.04)",3.00909331438757e-08,3.61091197726508e-07,Cortical,Volume of inferiortemporal (right hemisphere),Extracellular,**
R_insula,Extracellular Bacterial Infections,81870,74661,7209,-0.0436539109610205,-0.0657936673348501,-0.0215141545871909,"-0.04 (-0.07, -0.02)",0.000111356007547844,0.000246155385105761,Cortical,Volume of grey matter in Insular Cortex (right),Extracellular,**
R_isthmuscingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.031033378235022,-0.0534826666852895,-0.00858408978475457,"-0.03 (-0.05, -0.01)",0.00674089842063057,0.00976268047125806,Cortical,Volume of isthmuscingulate (right hemisphere),Extracellular,**
R_lateraloccipital,Extracellular Bacterial Infections,83240,75912,7328,-0.0567653661835232,-0.0780290419149559,-0.0355016904520905,"-0.06 (-0.08, -0.04)",1.67743070852237e-07,1.25537290677771e-06,Cortical,Volume of lateraloccipital (right hemisphere),Extracellular,**
R_lateralorbitofrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0439223464780089,-0.0657138440422098,-0.022130848913808,"-0.04 (-0.07, -0.02)",7.80499714379204e-05,0.000182116600021814,Cortical,Volume of lateralorbitofrontal (right hemisphere),Extracellular,**
R_lingual,Extracellular Bacterial Infections,83240,75912,7328,-0.0297382390326044,-0.0528953764608659,-0.00658110160434278,"-0.03 (-0.05, -0.01)",0.0118374410967488,0.0163007385594574,Cortical,Volume of lingual (right hemisphere),Extracellular,**
R_medialorbitofrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0409621949702749,-0.062727607694915,-0.0191967822456347,"-0.04 (-0.06, -0.02)",0.000225565885298215,0.000462134984513417,Cortical,Volume of medialorbitofrontal (right hemisphere),Extracellular,**
R_middletemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.0480878544104746,-0.0695276120604453,-0.0266480967605039,"-0.05 (-0.07, -0.03)",1.10337257207033e-05,3.30929584801533e-05,Cortical,Volume of middletemporal (right hemisphere),Extracellular,**
R_paracentral,Extracellular Bacterial Infections,83240,75912,7328,-0.0419731931230841,-0.0649969623588212,-0.0189494238873471,"-0.04 (-0.06, -0.02)",0.000352925668213502,0.000689436189068236,Cortical,Volume of paracentral (right hemisphere),Extracellular,**
R_parahippocampal,Extracellular Bacterial Infections,83239,75911,7328,-0.0417471095519194,-0.0655395735451065,-0.0179546455587323,"-0.04 (-0.07, -0.02)",0.000583995533713241,0.00109012499626472,Cortical,Volume of parahippocampal (right hemisphere),Extracellular,**
R_parsopercularis,Extracellular Bacterial Infections,83240,75912,7328,-0.0336270416086185,-0.0566494308952768,-0.0106046523219601,"-0.03 (-0.06, -0.01)",0.00420005770950348,0.00678470860765946,Cortical,Volume of parsopercularis (right hemisphere),Extracellular,**
R_parsorbitalis,Extracellular Bacterial Infections,83240,75912,7328,-0.047695372242028,-0.0702303135931767,-0.0251604308908793,"-0.05 (-0.07, -0.03)",3.35228538039913e-05,8.53309005919777e-05,Cortical,Volume of parsorbitalis (right hemisphere),Extracellular,**
R_parstriangularis,Extracellular Bacterial Infections,83240,75912,7328,-0.0201974959133463,-0.0428524628349903,0.00245747100829767,"-0.02 (-0.04, 0.00)",0.0805743351924915,0.0914627588671526,Cortical,Volume of parstriangularis (right hemisphere),Extracellular,
R_pericalcarine,Extracellular Bacterial Infections,83240,75912,7328,-0.00588227904332589,-0.0291090177250958,0.017344459638444,"-0.01 (-0.03, 0.02)",0.619629642243567,0.640476604558101,Cortical,Volume of pericalcarine (right hemisphere),Extracellular,
R_postcentral,Extracellular Bacterial Infections,83240,75912,7328,-0.0515348119491144,-0.0743385236601019,-0.0287311002381269,"-0.05 (-0.07, -0.03)",9.45950403029386e-06,2.94295680942476e-05,Cortical,Volume of postcentral (right hemisphere),Extracellular,**
R_posteriorcingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.0513136197587677,-0.0742310589455996,-0.0283961805719357,"-0.05 (-0.07, -0.03)",1.14249499514815e-05,3.30929584801533e-05,Cortical,Volume of posteriorcingulate (right hemisphere),Extracellular,**
R_precentral,Extracellular Bacterial Infections,83240,75912,7328,-0.0554678568296645,-0.0777609998393631,-0.033174713819966,"-0.06 (-0.08, -0.03)",1.08083433541592e-06,4.32333734166369e-06,Cortical,Volume of precentral (right hemisphere),Extracellular,**
R_precuneus,Extracellular Bacterial Infections,83240,75912,7328,-0.0608825516132961,-0.0827120601093782,-0.039053043117214,"-0.06 (-0.08, -0.04)",4.60520480330752e-08,4.83546504347289e-07,Cortical,Volume of precuneus (right hemisphere),Extracellular,**
R_rostralanteriorcingulate,Extracellular Bacterial Infections,83240,75912,7328,-0.0333857183712431,-0.0564094818115707,-0.0103619549309155,"-0.03 (-0.06, -0.01)",0.00448288207380032,0.0069733721148005,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Extracellular,**
R_rostralmiddlefrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0525458896075024,-0.0739654134416483,-0.0311263657733566,"-0.05 (-0.07, -0.03)",1.52553957388076e-06,5.82478746390837e-06,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Extracellular,**
R_superiorfrontal,Extracellular Bacterial Infections,83240,75912,7328,-0.0540286176296886,-0.0756335081634695,-0.0324237270959077,"-0.05 (-0.08, -0.03)",9.53016081909183e-07,4.00266754401857e-06,Cortical,Volume of superiorfrontal (right hemisphere),Extracellular,**
R_superiorparietal,Extracellular Bacterial Infections,83240,75912,7328,-0.06032579682061,-0.0830416382993815,-0.0376099553418385,"-0.06 (-0.08, -0.04)",1.94356692762286e-07,1.25584324554092e-06,Cortical,Volume of superiorparietal (right hemisphere),Extracellular,**
R_superiortemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.0505491490958368,-0.072757586925869,-0.0283407112658046,"-0.05 (-0.07, -0.03)",8.16142489326446e-06,2.63676804243929e-05,Cortical,Volume of superiortemporal (right hemisphere),Extracellular,**
R_supramarginal,Extracellular Bacterial Infections,83240,75912,7328,-0.0524091731471305,-0.0747820130959919,-0.0300363331982691,"-0.05 (-0.07, -0.03)",4.41026734724439e-06,1.48184982867411e-05,Cortical,Volume of supramarginal (right hemisphere),Extracellular,**
R_temporalpole,Extracellular Bacterial Infections,81870,74661,7209,-0.078537965674864,-0.100842938277371,-0.0562329930723574,"-0.08 (-0.10, -0.06)",5.18928032856437e-12,2.17949773799704e-10,Cortical,Volume of grey matter in Temporal Pole (right),Extracellular,**
R_transversetemporal,Extracellular Bacterial Infections,83240,75912,7328,-0.0291994286788418,-0.0525526387674351,-0.00584621859024848,"-0.03 (-0.05, -0.01)",0.0142616986012652,0.0187184794141606,Cortical,Volume of transversetemporal (right hemisphere),Extracellular,**
Raccumb,Extracellular Bacterial Infections,81858,74650,7208,-0.0769124234198665,-0.10079558725862,-0.0530292595811133,"-0.08 (-0.10, -0.05)",2.77061177838853e-10,7.01561719591343e-09,SubCortical,Volume of accumbens (right),Extracellular,**
Ramyg,Extracellular Bacterial Infections,81858,74650,7208,-0.0033396728860966,-0.0267504760935728,0.0200711303213796,"-0.00 (-0.03, 0.02)",0.779782661817261,0.779782661817261,SubCortical,Volume of amygdala (right),Extracellular,
Rcaud,Extracellular Bacterial Infections,81858,74650,7208,0.00628705984360494,-0.0166512689315002,0.02922538861871,"0.01 (-0.02, 0.03)",0.591127231555153,0.62068359313291,SubCortical,Volume of caudate (right),Extracellular,
Rhippo,Extracellular Bacterial Infections,81858,74650,7208,-0.0638300984274448,-0.0872936317443132,-0.0403665651105764,"-0.06 (-0.09, -0.04)",9.74169109988166e-08,8.20791730502177e-07,SubCortical,Volume of hippocampus (right),Extracellular,**
RLatVent,Extracellular Bacterial Infections,83240,75912,7328,0.0551219779932879,0.0321557405104774,0.0780882154760985,"0.06 (0.03, 0.08)",2.55223450872641e-06,9.32120429273992e-06,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Extracellular,**
Rpal,Extracellular Bacterial Infections,81858,74650,7208,-0.0502550311794655,-0.0733743909423118,-0.0271356714166193,"-0.05 (-0.07, -0.03)",2.04218386698221e-05,5.36073265082831e-05,SubCortical,Volume of pallidum (right),Extracellular,**
Rput,Extracellular Bacterial Infections,81858,74650,7208,-0.0699660804932352,-0.0917926280014181,-0.0481395329850523,"-0.07 (-0.09, -0.05)",3.34077009329211e-10,7.01561719591343e-09,SubCortical,Volume of putamen (right),Extracellular,**
Rthal,Extracellular Bacterial Infections,81858,74650,7208,-0.054436033547193,-0.0761229055187937,-0.0327491615755923,"-0.05 (-0.08, -0.03)",8.68174344841688e-07,4.00266754401857e-06,SubCortical,Volume of thalamus (right),Extracellular,**
