Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_isthmuscingulate,All Infectious Diseases,83240,27769,55471,-0.0230100328148971,-0.0361533352267084,-0.00986673040308585,"-0.02 (-0.04, -0.01)",0.000600839561280816,0.000664085830889323,Cortical,Volume of isthmuscingulate (left hemisphere),Any,**
L_lateraloccipital,All Infectious Diseases,83240,27769,55471,-0.0507828232897544,-0.063712878480579,-0.0378527680989298,"-0.05 (-0.06, -0.04)",1.39863074608454e-14,4.69939930684407e-14,Cortical,Volume of lateraloccipital (left hemisphere),Any,**
L_lateralorbitofrontal,All Infectious Diseases,83240,27769,55471,-0.0463866828469134,-0.0594020954170162,-0.0333712702768106,"-0.05 (-0.06, -0.03)",2.86215814789312e-12,6.86917955494348e-12,Cortical,Volume of lateralorbitofrontal (left hemisphere),Any,**
L_lingual,All Infectious Diseases,83240,27769,55471,-0.0283519192926579,-0.0421896150531313,-0.0145142235321844,"-0.03 (-0.04, -0.01)",5.92940398686458e-05,7.21840485357427e-05,Cortical,Volume of lingual (left hemisphere),Any,**
L_medialorbitofrontal,All Infectious Diseases,83240,27769,55471,-0.0432869681977657,-0.0564457950426518,-0.0301281413528796,"-0.04 (-0.06, -0.03)",1.14295900648613e-10,2.00017826135073e-10,Cortical,Volume of medialorbitofrontal (left hemisphere),Any,**
L_middletemporal,All Infectious Diseases,83240,27769,55471,-0.0495187353362133,-0.0624202223481656,-0.0366172483242611,"-0.05 (-0.06, -0.04)",5.41183017185766e-14,1.68368049791127e-13,Cortical,Volume of middletemporal (left hemisphere),Any,**
L_paracentral,All Infectious Diseases,83240,27769,55471,-0.0467242729149829,-0.0606888010567368,-0.0327597447732291,"-0.05 (-0.06, -0.03)",5.48559779976596e-11,1.02397825595631e-10,Cortical,Volume of paracentral (left hemisphere),Any,**
L_parahippocampal,All Infectious Diseases,83239,27769,55470,-0.0435147591040664,-0.0578507986605843,-0.0291787195475485,"-0.04 (-0.06, -0.03)",2.70455578270798e-09,4.36889780283597e-09,Cortical,Volume of parahippocampal (left hemisphere),Any,**
L_parsopercularis,All Infectious Diseases,83240,27769,55471,-0.0289201825378349,-0.0428088247133808,-0.015031540362289,"-0.03 (-0.04, -0.02)",4.48314420310268e-05,5.53800166265625e-05,Cortical,Volume of parsopercularis (left hemisphere),Any,**
L_parsorbitalis,All Infectious Diseases,83240,27769,55471,-0.0455197337750132,-0.0590249709381815,-0.032014496611845,"-0.05 (-0.06, -0.03)",3.96667160611904e-11,7.74884685846511e-11,Cortical,Volume of parsorbitalis (left hemisphere),Any,**
L_parstriangularis,All Infectious Diseases,83240,27769,55471,-0.0325460626860071,-0.0462185297497419,-0.0188735956222723,"-0.03 (-0.05, -0.02)",3.08220211986041e-06,4.31508296780457e-06,Cortical,Volume of parstriangularis (left hemisphere),Any,**
L_pericalcarine,All Infectious Diseases,83240,27769,55471,-0.00749592867760358,-0.021468250413771,0.00647639305856386,"-0.01 (-0.02, 0.01)",0.293029841278437,0.29656032129384,Cortical,Volume of pericalcarine (left hemisphere),Any,
L_postcentral,All Infectious Diseases,83240,27769,55471,-0.0438439598030323,-0.0574043741595034,-0.0302835454465612,"-0.04 (-0.06, -0.03)",2.3530824763712e-10,4.03385567377921e-10,Cortical,Volume of postcentral (left hemisphere),Any,**
L_posteriorcingulate,All Infectious Diseases,83240,27769,55471,-0.0337813863784001,-0.0474637297127518,-0.0200990430440483,"-0.03 (-0.05, -0.02)",1.30611737331926e-06,1.85955693828504e-06,Cortical,Volume of posteriorcingulate (left hemisphere),Any,**
L_precentral,All Infectious Diseases,83240,27769,55471,-0.055231939732041,-0.0685517216599703,-0.0419121578041116,"-0.06 (-0.07, -0.04)",4.44832356351792e-16,2.1979951725618e-15,Cortical,Volume of precentral (left hemisphere),Any,**
L_precuneus,All Infectious Diseases,83240,27769,55471,-0.0537411838900252,-0.0670654854075469,-0.0404168823725035,"-0.05 (-0.07, -0.04)",2.70588923736782e-15,1.08235569494713e-14,Cortical,Volume of precuneus (left hemisphere),Any,**
L_rostralanteriorcingulate,All Infectious Diseases,83240,27769,55471,-0.0307361168969931,-0.0443078836735755,-0.0171643501204106,"-0.03 (-0.04, -0.02)",9.05716993847521e-06,1.18875355442487e-05,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Any,**
L_rostralmiddlefrontal,All Infectious Diseases,83240,27769,55471,-0.044322603849599,-0.057200894224094,-0.0314443134751041,"-0.04 (-0.06, -0.03)",1.53373602176608e-11,3.22084564570877e-11,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Any,**
L_superiorfrontal,All Infectious Diseases,83240,27769,55471,-0.0540224571507443,-0.0669686325744966,-0.0410762817269919,"-0.05 (-0.07, -0.04)",2.90783988764483e-16,1.52661594101353e-15,Cortical,Volume of superiorfrontal (left hemisphere),Any,**
L_superiorparietal,All Infectious Diseases,83240,27769,55471,-0.0498254529528021,-0.0635706830211339,-0.0360802228844703,"-0.05 (-0.06, -0.04)",1.21433144526593e-12,3.29044649684962e-12,Cortical,Volume of superiorparietal (left hemisphere),Any,**
L_superiortemporal,All Infectious Diseases,83240,27769,55471,-0.0437648151367326,-0.0568436983121076,-0.0306859319613577,"-0.04 (-0.06, -0.03)",5.46446118137467e-11,1.02397825595631e-10,Cortical,Volume of superiortemporal (left hemisphere),Any,**
L_supramarginal,All Infectious Diseases,83240,27769,55471,-0.0345267290866976,-0.0476462879608062,-0.021407170212589,"-0.03 (-0.05, -0.02)",2.50025170081091e-07,3.81856623396576e-07,Cortical,Volume of supramarginal (left hemisphere),Any,**
L_temporalpole,All Infectious Diseases,81870,27368,54502,-0.0697711089449,-0.0829369663436274,-0.0566052515461726,"-0.07 (-0.08, -0.06)",2.9529332464035e-25,3.5435198956842e-24,Cortical,Volume of grey matter in Temporal Pole (left),Any,**
L_transversetemporal,All Infectious Diseases,83240,27769,55471,-0.0189451894588765,-0.0329637631166309,-0.00492661580112205,"-0.02 (-0.03, -0.00)",0.00807928338131293,0.00837851609913933,Cortical,Volume of transversetemporal (left hemisphere),Any,**
Laccumb,All Infectious Diseases,81858,27360,54498,-0.098324743982455,-0.112551002054363,-0.0840984859105471,"-0.10 (-0.11, -0.08)",9.22086083930131e-42,3.87276155250655e-40,SubCortical,Volume of accumbens (left),Any,**
Lamyg,All Infectious Diseases,81858,27360,54498,-0.0274371558702942,-0.0414052182226231,-0.0134690935179653,"-0.03 (-0.04, -0.01)",0.00011822166316028,0.000139867883175542,SubCortical,Volume of amygdala (left),Any,**
Lcaud,All Infectious Diseases,81858,27360,54498,-0.0322287084734892,-0.0459856446343776,-0.0184717723126008,"-0.03 (-0.05, -0.02)",4.40254277194724e-06,5.96473536844465e-06,SubCortical,Volume of caudate (left),Any,**
Lhippo,All Infectious Diseases,81858,27360,54498,-0.0669027034217921,-0.0810708388026977,-0.0527345680408865,"-0.07 (-0.08, -0.05)",2.18801190067019e-20,2.04214444062551e-19,SubCortical,Volume of hippocampus (left),Any,**
LLatVent,All Infectious Diseases,83240,27769,55471,0.0489938934028198,0.0351928033360964,0.0627949834695433,"0.05 (0.04, 0.06)",3.47732653191338e-12,8.11376190779789e-12,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Any,**
Lpal,All Infectious Diseases,81858,27360,54498,-0.0492127830565431,-0.063101428387036,-0.0353241377260501,"-0.05 (-0.06, -0.04)",3.81256713803002e-12,8.65555782687896e-12,SubCortical,Volume of pallidum (left),Any,**
Lput,All Infectious Diseases,81858,27360,54498,-0.0715058767061277,-0.0847064254197459,-0.0583053279925095,"-0.07 (-0.08, -0.06)",2.58250723411669e-26,3.61551012776336e-25,SubCortical,Volume of putamen (left),Any,**
Lthal,All Infectious Diseases,81858,27360,54498,-0.0789627716883698,-0.0921256151313079,-0.0657999282454318,"-0.08 (-0.09, -0.07)",6.82900357917302e-32,1.91212100216844e-30,SubCortical,Volume of thalamus (left),Any,**
R_bankssts,All Infectious Diseases,83240,27769,55471,-0.0256442466062353,-0.0395795014294819,-0.0117089917829887,"-0.03 (-0.04, -0.01)",0.000310104527998061,0.000347317071357828,Cortical,Volume of bankssts (right hemisphere),Any,**
R_caudalanteriorcingulate,All Infectious Diseases,83240,27769,55471,-0.0229465578962452,-0.0372386762857994,-0.00865443950669103,"-0.02 (-0.04, -0.01)",0.00165100611602327,0.00175550017399942,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Any,**
R_caudalmiddlefrontal,All Infectious Diseases,83240,27769,55471,-0.0363384785543773,-0.0502433474543721,-0.0224336096543825,"-0.04 (-0.05, -0.02)",3.02706558931202e-07,4.54059838396803e-07,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Any,**
R_cuneus,All Infectious Diseases,83240,27769,55471,-0.0281931444063741,-0.0416857398925619,-0.0147005489201863,"-0.03 (-0.04, -0.01)",4.21733350391514e-05,5.28740319893839e-05,Cortical,Volume of cuneus (right hemisphere),Any,**
R_entorhinal,All Infectious Diseases,83240,27769,55471,-0.0477752033131962,-0.0618164502734108,-0.0337339563529816,"-0.05 (-0.06, -0.03)",2.59411291269322e-11,5.18822582538645e-11,Cortical,Volume of entorhinal (right hemisphere),Any,**
R_frontalpole,All Infectious Diseases,83240,27769,55471,-0.0236854751368739,-0.0377270704353603,-0.00964387983838758,"-0.02 (-0.04, -0.01)",0.000946338625249991,0.00101913390411538,Cortical,Volume of frontalpole (right hemisphere),Any,**
R_fusiform,All Infectious Diseases,83240,27769,55471,-0.0433956562341655,-0.0564001474403699,-0.030391165027961,"-0.04 (-0.06, -0.03)",6.16897018707372e-11,1.10253935258339e-10,Cortical,Volume of fusiform (right hemisphere),Any,**
R_inferiorparietal,All Infectious Diseases,83240,27769,55471,-0.0476677646630433,-0.0608327373296722,-0.0345027919964144,"-0.05 (-0.06, -0.03)",1.28744134800795e-12,3.37953353852087e-12,Cortical,Volume of inferiorparietal (right hemisphere),Any,**
R_inferiortemporal,All Infectious Diseases,83240,27769,55471,-0.0461835369852039,-0.0591351244690001,-0.0332319495014078,"-0.05 (-0.06, -0.03)",2.78810604742787e-12,6.86917955494348e-12,Cortical,Volume of inferiortemporal (right hemisphere),Any,**
R_insula,All Infectious Diseases,81870,27368,54502,-0.0545556538997117,-0.0678452354088656,-0.0412660723905578,"-0.05 (-0.07, -0.04)",8.66409098128427e-16,4.04324245793266e-15,Cortical,Volume of grey matter in Insular Cortex (right),Any,**
R_isthmuscingulate,All Infectious Diseases,83240,27769,55471,-0.026941633249293,-0.0404270131615603,-0.0134562533370257,"-0.03 (-0.04, -0.01)",9.01947756271373e-05,0.000108233730752565,Cortical,Volume of isthmuscingulate (right hemisphere),Any,**
R_lateraloccipital,All Infectious Diseases,83240,27769,55471,-0.0510918535070804,-0.0638630285123964,-0.0383206785017643,"-0.05 (-0.06, -0.04)",4.51996040320906e-15,1.65076814725896e-14,Cortical,Volume of lateraloccipital (right hemisphere),Any,**
R_lateralorbitofrontal,All Infectious Diseases,83240,27769,55471,-0.0523171691014292,-0.065404441018249,-0.0392298971846093,"-0.05 (-0.07, -0.04)",4.73636087779015e-15,1.65772630722655e-14,Cortical,Volume of lateralorbitofrontal (right hemisphere),Any,**
R_lingual,All Infectious Diseases,83240,27769,55471,-0.0362483052693849,-0.0501579102585491,-0.0223387002802207,"-0.04 (-0.05, -0.02)",3.26782258088851e-07,4.81573854025675e-07,Cortical,Volume of lingual (right hemisphere),Any,**
R_medialorbitofrontal,All Infectious Diseases,83240,27769,55471,-0.0470829732753832,-0.0601553293804545,-0.0340106171703119,"-0.05 (-0.06, -0.03)",1.68591280879765e-12,4.29141442239401e-12,Cortical,Volume of medialorbitofrontal (right hemisphere),Any,**
R_middletemporal,All Infectious Diseases,83240,27769,55471,-0.0577977828707639,-0.0706728600868684,-0.0449227056546593,"-0.06 (-0.07, -0.04)",1.41058646015363e-18,9.87410522107544e-18,Cortical,Volume of middletemporal (right hemisphere),Any,**
R_paracentral,All Infectious Diseases,83240,27769,55471,-0.0530332512201011,-0.066860755228728,-0.0392057472114743,"-0.05 (-0.07, -0.04)",5.64993180986638e-14,1.69497954295991e-13,Cortical,Volume of paracentral (right hemisphere),Any,**
R_parahippocampal,All Infectious Diseases,83239,27769,55470,-0.0572694956889668,-0.0715581628386675,-0.0429808285392662,"-0.06 (-0.07, -0.04)",4.02198502881365e-15,1.53566701100158e-14,Cortical,Volume of parahippocampal (right hemisphere),Any,**
R_parsopercularis,All Infectious Diseases,83240,27769,55471,-0.0315535108825684,-0.0453828382461085,-0.0177241835190283,"-0.03 (-0.05, -0.02)",7.75965515791022e-06,1.03462068772136e-05,Cortical,Volume of parsopercularis (right hemisphere),Any,**
R_parsorbitalis,All Infectious Diseases,83240,27769,55471,-0.0364020588164804,-0.0499386811084007,-0.0228654365245602,"-0.04 (-0.05, -0.02)",1.3622651155034e-07,2.11907906856084e-07,Cortical,Volume of parsorbitalis (right hemisphere),Any,**
R_parstriangularis,All Infectious Diseases,83240,27769,55471,-0.0391466157183655,-0.0527538514811799,-0.0255393799555511,"-0.04 (-0.05, -0.03)",1.71895620875371e-08,2.72438342519456e-08,Cortical,Volume of parstriangularis (right hemisphere),Any,**
R_pericalcarine,All Infectious Diseases,83240,27769,55471,-0.00546419139656479,-0.0194172300005625,0.00848884720743288,"-0.01 (-0.02, 0.01)",0.442751672481907,0.442751672481907,Cortical,Volume of pericalcarine (right hemisphere),Any,
R_postcentral,All Infectious Diseases,83240,27769,55471,-0.0556223040932952,-0.0693176469037705,-0.0419269612828199,"-0.06 (-0.07, -0.04)",1.7374318138869e-15,7.68127749297366e-15,Cortical,Volume of postcentral (right hemisphere),Any,**
R_posteriorcingulate,All Infectious Diseases,83240,27769,55471,-0.0443121894030882,-0.058077751390306,-0.0305466274158704,"-0.04 (-0.06, -0.03)",2.81638196724448e-10,4.73152170497072e-10,Cortical,Volume of posteriorcingulate (right hemisphere),Any,**
R_precentral,All Infectious Diseases,83240,27769,55471,-0.0541936514876399,-0.0675827286899369,-0.0408045742853428,"-0.05 (-0.07, -0.04)",2.16086400152973e-15,9.07562880642488e-15,Cortical,Volume of precentral (right hemisphere),Any,**
R_precuneus,All Infectious Diseases,83240,27769,55471,-0.0487715105158176,-0.0618833833307898,-0.0356596377008455,"-0.05 (-0.06, -0.04)",3.11591613088606e-13,8.72456516648097e-13,Cortical,Volume of precuneus (right hemisphere),Any,**
R_rostralanteriorcingulate,All Infectious Diseases,83240,27769,55471,-0.030410891029299,-0.044241152368741,-0.0165806296898571,"-0.03 (-0.04, -0.02)",1.6361858312862e-05,2.11445553581601e-05,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Any,**
R_rostralmiddlefrontal,All Infectious Diseases,83240,27769,55471,-0.0441216604473473,-0.0569873695762435,-0.0312559513184512,"-0.04 (-0.06, -0.03)",1.80896210489612e-11,3.70616626368962e-11,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Any,**
R_superiorfrontal,All Infectious Diseases,83240,27769,55471,-0.0586917079829424,-0.0716662245194506,-0.0457171914464343,"-0.06 (-0.07, -0.05)",7.71032953493053e-19,5.8878880084924e-18,Cortical,Volume of superiorfrontal (right hemisphere),Any,**
R_superiorparietal,All Infectious Diseases,83240,27769,55471,-0.0532305429649116,-0.0668741261133022,-0.0395869598165211,"-0.05 (-0.07, -0.04)",2.08038230552649e-14,6.72123514093175e-14,Cortical,Volume of superiorparietal (right hemisphere),Any,**
R_superiortemporal,All Infectious Diseases,83240,27769,55471,-0.0594337238771357,-0.0727705478516558,-0.0460968999026157,"-0.06 (-0.07, -0.05)",2.49301992650262e-18,1.61087441404784e-17,Cortical,Volume of superiortemporal (right hemisphere),Any,**
R_supramarginal,All Infectious Diseases,83240,27769,55471,-0.0410081551246438,-0.0544470716311005,-0.0275692386181872,"-0.04 (-0.05, -0.03)",2.22925785641391e-09,3.6717188223288e-09,Cortical,Volume of supramarginal (right hemisphere),Any,**
R_temporalpole,All Infectious Diseases,81870,27368,54502,-0.0729792580007683,-0.0863666472746739,-0.0595918687268627,"-0.07 (-0.09, -0.06)",1.25134678618402e-26,2.10226260078916e-25,Cortical,Volume of grey matter in Temporal Pole (right),Any,**
R_transversetemporal,All Infectious Diseases,83240,27769,55471,-0.0220028383708218,-0.0360315909749776,-0.00797408576666589,"-0.02 (-0.04, -0.01)",0.00211226654062531,0.00221787986765657,Cortical,Volume of transversetemporal (right hemisphere),Any,**
Raccumb,All Infectious Diseases,81858,27360,54498,-0.100117737459443,-0.114445882724837,-0.0857895921940484,"-0.10 (-0.11, -0.09)",1.20508482285324e-42,1.01227125119672e-40,SubCortical,Volume of accumbens (right),Any,**
Ramyg,All Infectious Diseases,81858,27360,54498,-0.0241296418531773,-0.0381861039702976,-0.010073179736057,"-0.02 (-0.04, -0.01)",0.000766986601928839,0.000836712656649643,SubCortical,Volume of amygdala (right),Any,**
Rcaud,All Infectious Diseases,81858,27360,54498,-0.0256271287785444,-0.0393997559057298,-0.0118545016513589,"-0.03 (-0.04, -0.01)",0.000265467820454688,0.000301341850245862,SubCortical,Volume of caudate (right),Any,**
Rhippo,All Infectious Diseases,81858,27360,54498,-0.0616567092422126,-0.0757419133397205,-0.0475715051447046,"-0.06 (-0.08, -0.05)",9.67572525614991e-18,5.41840614344395e-17,SubCortical,Volume of hippocampus (right),Any,**
RLatVent,All Infectious Diseases,83240,27769,55471,0.0481355463458718,0.0343410126455219,0.0619300800462217,"0.05 (0.03, 0.06)",8.01135945520539e-12,1.77093209009803e-11,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Any,**
Rpal,All Infectious Diseases,81858,27360,54498,-0.0629313916939563,-0.0768086599148363,-0.0490541234730762,"-0.06 (-0.08, -0.05)",6.32846658444733e-19,5.31591193093576e-18,SubCortical,Volume of pallidum (right),Any,**
Rput,All Infectious Diseases,81858,27360,54498,-0.0659727498747639,-0.0790742490459305,-0.0528712507035973,"-0.07 (-0.08, -0.05)",5.80994197981659e-23,6.10043907880742e-22,SubCortical,Volume of putamen (right),Any,**
Rthal,All Infectious Diseases,81858,27360,54498,-0.0760873889395224,-0.0891011404617139,-0.0630736374173309,"-0.08 (-0.09, -0.06)",2.22358001586869e-30,4.66951803332425e-29,SubCortical,Volume of thalamus (right),Any,**
