Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_lateralorbitofrontal,Fungal Infections,83240,76445,6795,0.00481178116108439,-0.0175970295939457,0.0272205919161145,"0.00 (-0.02, 0.03)",0.673855702366204,0.873347807175529,Cortical,Volume of lateralorbitofrontal (left hemisphere),Fungal,
L_lingual,Fungal Infections,83240,76445,6795,-0.00630395596051897,-0.0301238156477571,0.0175159037267192,"-0.01 (-0.03, 0.02)",0.603961235566173,0.852208072463982,Cortical,Volume of lingual (left hemisphere),Fungal,
L_medialorbitofrontal,Fungal Infections,83240,76445,6795,0.0213791752942922,-0.0012751293431445,0.0440334799317288,"0.02 (-0.00, 0.04)",0.0643644447172434,0.38618666830346,Cortical,Volume of medialorbitofrontal (left hemisphere),Fungal,
L_middletemporal,Fungal Infections,83240,76445,6795,0.0156520742002792,-0.00656139857037724,0.0378655469709357,"0.02 (-0.01, 0.04)",0.167266862380467,0.520385794072564,Cortical,Volume of middletemporal (left hemisphere),Fungal,
L_paracentral,Fungal Infections,83240,76445,6795,0.0157395805418181,-0.00830228735656645,0.0397814484402027,"0.02 (-0.01, 0.04)",0.199441108414455,0.523532909587943,Cortical,Volume of paracentral (left hemisphere),Fungal,
L_parahippocampal,Fungal Infections,83239,76444,6795,0.00775216156713798,-0.0169282843161477,0.0324326074504236,"0.01 (-0.02, 0.03)",0.53813626936274,0.803176102781763,Cortical,Volume of parahippocampal (left hemisphere),Fungal,
L_parsopercularis,Fungal Infections,83240,76445,6795,0.00354752285751687,-0.0203601373225405,0.0274551830375743,"0.00 (-0.02, 0.03)",0.771180357864208,0.901711268611073,Cortical,Volume of parsopercularis (left hemisphere),Fungal,
L_parsorbitalis,Fungal Infections,83240,76445,6795,0.000359091535675414,-0.0228923618727332,0.023610544944084,"0.00 (-0.02, 0.02)",0.975851958719975,0.99977442014148,Cortical,Volume of parsorbitalis (left hemisphere),Fungal,
L_parstriangularis,Fungal Infections,83240,76445,6795,0.0149866695095954,-0.00854938495130731,0.038522723970498,"0.01 (-0.01, 0.04)",0.212022685444998,0.523820752275876,Cortical,Volume of parstriangularis (left hemisphere),Fungal,
L_pericalcarine,Fungal Infections,83240,76445,6795,3.54048982790544e-05,-0.024014065129629,0.0240848749261871,"0.00 (-0.02, 0.02)",0.997697761023262,0.99977442014148,Cortical,Volume of pericalcarine (left hemisphere),Fungal,
L_postcentral,Fungal Infections,83240,76445,6795,0.00345419119985835,-0.0198917587215195,0.0268001411212362,"0.00 (-0.02, 0.03)",0.771821438498804,0.901711268611073,Cortical,Volume of postcentral (left hemisphere),Fungal,
L_posteriorcingulate,Fungal Infections,83240,76445,6795,0.0197111829969046,-0.00384194577366738,0.0432643117674766,"0.02 (-0.00, 0.04)",0.100950347917702,0.446306801320366,Cortical,Volume of posteriorcingulate (left hemisphere),Fungal,
L_precentral,Fungal Infections,83240,76445,6795,0.0132433557018204,-0.00969171610543124,0.0361784275090721,"0.01 (-0.01, 0.04)",0.257740794347911,0.601395186811792,Cortical,Volume of precentral (left hemisphere),Fungal,
L_precuneus,Fungal Infections,83240,76445,6795,0.0217163820986149,-0.00122568368040005,0.0446584478776299,"0.02 (-0.00, 0.04)",0.063559848199483,0.38618666830346,Cortical,Volume of precuneus (left hemisphere),Fungal,
L_rostralanteriorcingulate,Fungal Infections,83240,76445,6795,-0.00908866664406989,-0.0324512209416676,0.0142738876535278,"-0.01 (-0.03, 0.01)",0.445769659358527,0.780096903877422,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Fungal,
L_rostralmiddlefrontal,Fungal Infections,83240,76445,6795,0.020110820751495,-0.00206106913848452,0.0422827106414746,"0.02 (-0.00, 0.04)",0.0754413091284106,0.388477835992378,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Fungal,
L_superiorfrontal,Fungal Infections,83240,76445,6795,0.0277803661463696,0.00548911534637455,0.0500716169463647,"0.03 (0.01, 0.05)",0.014582685936767,0.204157603114738,Cortical,Volume of superiorfrontal (left hemisphere),Fungal,*
L_superiorparietal,Fungal Infections,83240,76445,6795,0.0242625542069341,0.000597516625198479,0.0479275917886697,"0.02 (0.00, 0.05)",0.0444894564217705,0.373711433942872,Cortical,Volume of superiorparietal (left hemisphere),Fungal,*
L_superiortemporal,Fungal Infections,83240,76445,6795,0.0147781935067784,-0.00773891391527254,0.0372953009288294,"0.01 (-0.01, 0.04)",0.198320379495832,0.523532909587943,Cortical,Volume of superiortemporal (left hemisphere),Fungal,
L_supramarginal,Fungal Infections,83240,76445,6795,0.0116040741110986,-0.0109809233684432,0.0341890715906404,"0.01 (-0.01, 0.03)",0.313920560024362,0.630739671138301,Cortical,Volume of supramarginal (left hemisphere),Fungal,
L_temporalpole,Fungal Infections,81870,75202,6668,0.0318731084080115,0.00916185657154674,0.0545843602444762,"0.03 (0.01, 0.05)",0.00594873141873109,0.15765736350516,Cortical,Volume of grey matter in Temporal Pole (left),Fungal,*
L_transversetemporal,Fungal Infections,83240,76445,6795,-0.00386508150377174,-0.0279950038935023,0.0202648408859588,"-0.00 (-0.03, 0.02)",0.753561639745923,0.901711268611073,Cortical,Volume of transversetemporal (left hemisphere),Fungal,
Laccumb,Fungal Infections,81858,75190,6668,0.00783706458410785,-0.0167132690635202,0.0323873982317359,"0.01 (-0.02, 0.03)",0.531528235565889,0.803176102781763,SubCortical,Volume of accumbens (left),Fungal,
Lamyg,Fungal Infections,81858,75190,6668,-0.00828118564258978,-0.0323611409127015,0.0157987696275219,"-0.01 (-0.03, 0.02)",0.500282174110757,0.79290004953403,SubCortical,Volume of amygdala (left),Fungal,
Lcaud,Fungal Infections,81858,75190,6668,-0.0121491561677958,-0.0358659716212651,0.0115676592856735,"-0.01 (-0.04, 0.01)",0.315369835569151,0.630739671138301,SubCortical,Volume of caudate (left),Fungal,
Lhippo,Fungal Infections,81858,75190,6668,0.0128432783815572,-0.0115920644440556,0.0372786212071699,"0.01 (-0.01, 0.04)",0.302929830678192,0.630739671138301,SubCortical,Volume of hippocampus (left),Fungal,
LLatVent,Fungal Infections,83240,76445,6795,-0.018840854793522,-0.0426020030253716,0.00492029343832765,"-0.02 (-0.04, 0.00)",0.120157006297819,0.471776413602878,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Fungal,
Lpal,Fungal Infections,81858,75190,6668,0.000125006886668319,-0.0238229914909013,0.0240730052642379,"0.00 (-0.02, 0.02)",0.991836988819066,0.99977442014148,SubCortical,Volume of pallidum (left),Fungal,
Lput,Fungal Infections,81858,75190,6668,0.0292525081662169,0.00648290628853406,0.0520221100438997,"0.03 (0.01, 0.05)",0.0118029689139343,0.198289877754097,SubCortical,Volume of putamen (left),Fungal,*
Lthal,Fungal Infections,81858,75190,6668,0.00799780631226516,-0.0147111068441676,0.0307067194686979,"0.01 (-0.01, 0.03)",0.490016326097912,0.791564834465857,SubCortical,Volume of thalamus (left),Fungal,
R_bankssts,Fungal Infections,83240,76445,6795,0.0163442765448261,-0.00764285140402636,0.0403314044936786,"0.02 (-0.01, 0.04)",0.181718454254988,0.523532909587943,Cortical,Volume of bankssts (right hemisphere),Fungal,
R_caudalanteriorcingulate,Fungal Infections,83240,76445,6795,0.00601360760466968,-0.0185875697173239,0.0306147849266633,"0.01 (-0.02, 0.03)",0.631862916470027,0.870106311204628,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Fungal,
R_caudalmiddlefrontal,Fungal Infections,83240,76445,6795,0.00721679849281561,-0.0167201333666655,0.0311537303522968,"0.01 (-0.02, 0.03)",0.554573975730265,0.803176102781763,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Fungal,
R_cuneus,Fungal Infections,83240,76445,6795,0.00333825276953592,-0.0198876766348322,0.0265641821739041,"0.00 (-0.02, 0.03)",0.778167451938212,0.901711268611073,Cortical,Volume of cuneus (right hemisphere),Fungal,
R_entorhinal,Fungal Infections,83240,76445,6795,0.00878897384274286,-0.0153853543737328,0.0329633020592185,"0.01 (-0.02, 0.03)",0.476103082044471,0.791564834465857,Cortical,Volume of entorhinal (right hemisphere),Fungal,
R_frontalpole,Fungal Infections,83240,76445,6795,0.0180648112790892,-0.00610500889767855,0.0422346314558569,"0.02 (-0.01, 0.04)",0.142946054872954,0.500311192055338,Cortical,Volume of frontalpole (right hemisphere),Fungal,
R_fusiform,Fungal Infections,83240,76445,6795,0.00978761511142011,-0.0126015081580582,0.0321767383808984,"0.01 (-0.01, 0.03)",0.391541813481418,0.728944280026147,Cortical,Volume of fusiform (right hemisphere),Fungal,
R_inferiorparietal,Fungal Infections,83240,76445,6795,0.0132579188188681,-0.00940845015242292,0.0359242877901592,"0.01 (-0.01, 0.04)",0.251620280833065,0.601395186811792,Cortical,Volume of inferiorparietal (right hemisphere),Fungal,
R_inferiortemporal,Fungal Infections,83240,76445,6795,0.00973987008441983,-0.0125589845896995,0.0320387247585392,"0.01 (-0.01, 0.03)",0.391944369552079,0.728944280026147,Cortical,Volume of inferiortemporal (right hemisphere),Fungal,
R_insula,Fungal Infections,81870,75202,6668,0.0179166404598521,-0.0050027324399281,0.0408360133596323,"0.02 (-0.01, 0.04)",0.125483130105381,0.471776413602878,Cortical,Volume of grey matter in Insular Cortex (right),Fungal,
R_isthmuscingulate,Fungal Infections,83240,76445,6795,0.0160772995365734,-0.00713576241602151,0.0392903614891684,"0.02 (-0.01, 0.04)",0.174630796996527,0.523532909587943,Cortical,Volume of isthmuscingulate (right hemisphere),Fungal,
R_lateraloccipital,Fungal Infections,83240,76445,6795,-0.000457279534321947,-0.0224472813629398,0.0215327222942959,"-0.00 (-0.02, 0.02)",0.967489066939734,0.99977442014148,Cortical,Volume of lateraloccipital (right hemisphere),Fungal,
R_lateralorbitofrontal,Fungal Infections,83240,76445,6795,0.00213459382198574,-0.0203996614304349,0.0246688490744064,"0.00 (-0.02, 0.02)",0.852709135032647,0.933498020994489,Cortical,Volume of lateralorbitofrontal (right hemisphere),Fungal,
R_lingual,Fungal Infections,83240,76445,6795,-0.000267925785307013,-0.0242130396266864,0.0236771880560723,"-0.00 (-0.02, 0.02)",0.98250330753018,0.99977442014148,Cortical,Volume of lingual (right hemisphere),Fungal,
R_medialorbitofrontal,Fungal Infections,83240,76445,6795,0.0306992620292681,0.00819321295593862,0.0532053111025976,"0.03 (0.01, 0.05)",0.00750749350024573,0.15765736350516,Cortical,Volume of medialorbitofrontal (right hemisphere),Fungal,*
R_middletemporal,Fungal Infections,83240,76445,6795,0.00670968094740769,-0.0154612984853089,0.0288806603801242,"0.01 (-0.02, 0.03)",0.553076110403842,0.803176102781763,Cortical,Volume of middletemporal (right hemisphere),Fungal,
R_paracentral,Fungal Infections,83240,76445,6795,0.0157998335014615,-0.0080080519598226,0.0396077189627456,"0.02 (-0.01, 0.04)",0.193355582122935,0.523532909587943,Cortical,Volume of paracentral (right hemisphere),Fungal,
R_parahippocampal,Fungal Infections,83239,76444,6795,0.00869336921381775,-0.015909412530364,0.0332961509579995,"0.01 (-0.02, 0.03)",0.488586737640518,0.791564834465857,Cortical,Volume of parahippocampal (right hemisphere),Fungal,
R_parsopercularis,Fungal Infections,83240,76445,6795,0.00723176361236061,-0.0165742323868581,0.0310377596115793,"0.01 (-0.02, 0.03)",0.551574590503043,0.803176102781763,Cortical,Volume of parsopercularis (right hemisphere),Fungal,
R_parsorbitalis,Fungal Infections,83240,76445,6795,-0.00397432230057037,-0.0272775748925297,0.0193289302913889,"-0.00 (-0.03, 0.02)",0.738174608624852,0.901711268611073,Cortical,Volume of parsorbitalis (right hemisphere),Fungal,
R_parstriangularis,Fungal Infections,83240,76445,6795,0.0171169691550884,-0.00630813613666699,0.0405420744468438,"0.02 (-0.01, 0.04)",0.15209407025662,0.511036076062244,Cortical,Volume of parstriangularis (right hemisphere),Fungal,
R_pericalcarine,Fungal Infections,83240,76445,6795,-0.00493403553216794,-0.0289502170819164,0.0190821460175805,"-0.00 (-0.03, 0.02)",0.687189688841379,0.874605058525392,Cortical,Volume of pericalcarine (right hemisphere),Fungal,
R_postcentral,Fungal Infections,83240,76445,6795,0.0101434788394502,-0.013437964308705,0.0337249219876053,"0.01 (-0.01, 0.03)",0.399183772395271,0.728944280026147,Cortical,Volume of postcentral (right hemisphere),Fungal,
R_posteriorcingulate,Fungal Infections,83240,76445,6795,0.0284882471094864,0.00478993829829547,0.0521865559206774,"0.03 (0.00, 0.05)",0.0184678065894341,0.221613679073209,Cortical,Volume of posteriorcingulate (right hemisphere),Fungal,*
R_precentral,Fungal Infections,83240,76445,6795,0.0181539156187776,-0.00489989047622687,0.041207721713782,"0.02 (-0.00, 0.04)",0.122734464128163,0.471776413602878,Cortical,Volume of precentral (right hemisphere),Fungal,
R_precuneus,Fungal Infections,83240,76445,6795,0.0145173126302506,-0.00805797398192271,0.0370925992424238,"0.01 (-0.01, 0.04)",0.207529713784007,0.523820752275876,Cortical,Volume of precuneus (right hemisphere),Fungal,
R_rostralanteriorcingulate,Fungal Infections,83240,76445,6795,-0.00896568268304413,-0.0327730554843163,0.014841690118228,"-0.01 (-0.03, 0.01)",0.460444308829655,0.789333100850837,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Fungal,
R_rostralmiddlefrontal,Fungal Infections,83240,76445,6795,0.0246031752730527,0.00245319901814606,0.0467531515279593,"0.02 (0.00, 0.05)",0.0294781791097581,0.30952088065246,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Fungal,*
R_superiorfrontal,Fungal Infections,83240,76445,6795,0.0357242194728725,0.0133831158167951,0.05806532312895,"0.04 (0.01, 0.06)",0.00172443308834374,0.144852379420874,Cortical,Volume of superiorfrontal (right hemisphere),Fungal,*
R_superiorparietal,Fungal Infections,83240,76445,6795,0.00915525720158681,-0.0143363912482569,0.0326469056514305,"0.01 (-0.01, 0.03)",0.444955257966987,0.780096903877422,Cortical,Volume of superiorparietal (right hemisphere),Fungal,
R_superiortemporal,Fungal Infections,83240,76445,6795,0.0125686463125592,-0.0103971990968335,0.0355344917219519,"0.01 (-0.01, 0.04)",0.283428589220427,0.626526355118839,Cortical,Volume of superiortemporal (right hemisphere),Fungal,
R_supramarginal,Fungal Infections,83240,76445,6795,0.0243727780309335,0.00123719257430892,0.047508363487558,"0.02 (0.00, 0.05)",0.0389445883583693,0.363482824678113,Cortical,Volume of supramarginal (right hemisphere),Fungal,*
R_temporalpole,Fungal Infections,81870,75202,6668,0.0178795138461975,-0.00521550959202911,0.0409745372844241,"0.02 (-0.01, 0.04)",0.129176875153169,0.471776413602878,Cortical,Volume of grey matter in Temporal Pole (right),Fungal,
R_transversetemporal,Fungal Infections,83240,76445,6795,0.0216682559652282,-0.0024791058572171,0.0458156177876736,"0.02 (-0.00, 0.05)",0.0786205144270288,0.388477835992378,Cortical,Volume of transversetemporal (right hemisphere),Fungal,
Raccumb,Fungal Infections,81858,75190,6668,0.00583748285411505,-0.0188893164513105,0.0305642821595406,"0.01 (-0.02, 0.03)",0.643570926588899,0.871934803765605,SubCortical,Volume of accumbens (right),Fungal,
Ramyg,Fungal Infections,81858,75190,6668,-0.00223783674641394,-0.0264697310226468,0.0219940575298189,"-0.00 (-0.03, 0.02)",0.856362471226832,0.933498020994489,SubCortical,Volume of amygdala (right),Fungal,
Rcaud,Fungal Infections,81858,75190,6668,-0.0108150838502143,-0.0345578521692707,0.0129276844688421,"-0.01 (-0.03, 0.01)",0.37196815716753,0.72663546981564,SubCortical,Volume of caudate (right),Fungal,
Rhippo,Fungal Infections,81858,75190,6668,0.0173129672671927,-0.00697742820351681,0.0416033627379023,"0.02 (-0.01, 0.04)",0.162422166146092,0.520385794072564,SubCortical,Volume of hippocampus (right),Fungal,
RLatVent,Fungal Infections,83240,76445,6795,-0.021519411840676,-0.0452689332094393,0.00223010952808739,"-0.02 (-0.05, 0.00)",0.0757453452985065,0.388477835992378,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Fungal,
Rpal,Fungal Infections,81858,75190,6668,0.0024161756895051,-0.0215166946138666,0.0263490459928768,"0.00 (-0.02, 0.03)",0.843144315196623,0.933498020994489,SubCortical,Volume of pallidum (right),Fungal,
Rput,Fungal Infections,81858,75190,6668,0.0318750909672705,0.00927863093798653,0.0544715509965545,"0.03 (0.01, 0.05)",0.00569684319653099,0.15765736350516,SubCortical,Volume of putamen (right),Fungal,*
Rthal,Fungal Infections,81858,75190,6668,0.00586360626611257,-0.0165871700714664,0.0283143826036916,"0.01 (-0.02, 0.03)",0.608720051759987,0.852208072463982,SubCortical,Volume of thalamus (right),Fungal,
