Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Prospective memory,All Infectious Diseases,93242,56164,37078,-0.0153389499079356,-0.0284171752926485,-0.00226072452322273,"-0.02 (-0.03, -0.00)",0.0215186944301532,1.0,Female,0.126,Any,*
Cognition,Prospective memory,Bacterial Infections,93242,66627,26615,-0.00103996734281226,-0.0152312887124139,0.0131513540267894,"-0.00 (-0.02, 0.01)",0.885791540437505,1.0,Female,0.843,Bacterial,
Cognition,Prospective memory,Invasive Bacterial Infections,93242,86144,7098,0.0116015251835827,-0.0125196588550223,0.0357227092221878,"0.01 (-0.01, 0.04)",0.345840495162513,1.0,Female,0.224,Invasive,
Cognition,Prospective memory,Localised Bacterial Infections,93242,70517,22725,-0.00637850160288466,-0.0213070884491863,0.00855008524341696,"-0.01 (-0.02, 0.01)",0.40234743786021,1.0,Female,0.179,Localised,
Cognition,Prospective memory,Bacterial Infections with Sepsis,93242,92872,370,0.0382666463314666,-0.0634306136177441,0.139963906280677,"0.04 (-0.06, 0.14)",0.460817251367163,1.0,Female,0.843,Sepsis,
Cognition,Prospective memory,Bacterial Infections without Sepsis,93242,66752,26490,-0.0015429657361993,-0.015754448074068,0.0126685166016695,"-0.00 (-0.02, 0.01)",0.831483808015741,1.0,Female,0.731,No-Sepsis,
Cognition,Prospective memory,Extracellular Bacterial Infections,93242,90214,3028,-0.0143245963695997,-0.0503981544268261,0.0217489616876266,"-0.01 (-0.05, 0.02)",0.436394032148684,1.0,Female,0.567,Extracellular,
Cognition,Prospective memory,Intracellular Bacterial Infections,93242,92467,775,0.0532132495381072,-0.0171817565881847,0.123608255664399,"0.05 (-0.02, 0.12)",0.138449512425406,1.0,Female,0.269,Intracellular,
Cognition,Prospective memory,Gram Positive Bacterial Infections,93242,91643,1599,0.00662606417580651,-0.0426121940392304,0.0558643223908434,"0.01 (-0.04, 0.06)",0.791966493849615,1.0,Female,0.343,Gram Positive,
Cognition,Prospective memory,Gram Negative Bacterial Infections,93242,91347,1895,-0.0284476992532788,-0.0737565058754769,0.0168611073689194,"-0.03 (-0.07, 0.02)",0.21847418584573,1.0,Female,0.62,Gram Negative,
Cognition,Prospective memory,Mycobacterial Infections,93242,92743,499,0.0355056110075609,-0.0521005479605404,0.123111769975662,"0.04 (-0.05, 0.12)",0.426989274799098,1.0,Female,0.45,Mycobacterial,
Cognition,Prospective memory,Mycoplasma Infections,93242,93222,20,0.334364065010675,-0.101997227515206,0.770725357536556,"0.33 (-0.10, 0.77)",0.133138749655329,1.0,Female,0.715,Mycoplasma,
Cognition,Prospective memory,Acute Bacterial Infections,93242,67423,25819,-0.00164117501333973,-0.0159642494068729,0.0126818993801934,"-0.00 (-0.02, 0.01)",0.82230599400722,1.0,Female,0.878,Acute Bacterial,
Cognition,Prospective memory,Chronic Bacterial Infections,93242,91987,1255,-0.00238360021342373,-0.0578857676144347,0.0531185671875872,"-0.00 (-0.06, 0.05)",0.932918388162513,1.0,Female,0.854,Chronic Bacterial,
Cognition,Prospective memory,Viral Infections,93242,75383,17859,-0.0323528416573543,-0.048693203703203,-0.0160124796115056,"-0.03 (-0.05, -0.02)",0.000104249233924049,0.0642175280972142,Female,0.038,Viral,*
Cognition,Prospective memory,Acute Viral Infections,93242,80016,13226,-0.0356395429489843,-0.0540426351919568,-0.0172364507060118,"-0.04 (-0.05, -0.02)",0.000147304084304015,0.0907393159312732,Female,0.076,Acute Viral,*
Cognition,Prospective memory,Herpes Viral Infections,93242,81834,11408,-0.0404555971130777,-0.060136503660152,-0.0207746905660034,"-0.04 (-0.06, -0.02)",5.60811574556849e-05,0.0345459929927019,Female,0.203,Herpes,**
Cognition,Prospective memory,Other Potentially Persistent Viral Infections,93242,93048,194,-0.0049901060315689,-0.145328135515448,0.13534792345231,"-0.00 (-0.15, 0.14)",0.944438294508516,1.0,Female,0.861,Other Viral,
Cognition,Prospective memory,Parasitic Infections,93242,92187,1055,-0.0468391191526451,-0.10729069582384,0.0136124575185495,"-0.05 (-0.11, 0.01)",0.128856544088719,1.0,Female,0.135,Parasitic,
Cognition,Prospective memory,Fungal Infections,93242,87908,5334,-0.0175579049202331,-0.0450781076905898,0.00996229785012354,"-0.02 (-0.05, 0.01)",0.211129452599857,1.0,Female,0.025,Fungal,
Cognition,Prospective memory,Acute Infections,93242,60806,32436,-0.0156775099542763,-0.0291165682308773,-0.0022384516776754,"-0.02 (-0.03, -0.00)",0.0222300950452734,1.0,Female,0.307,Acute,*
Cognition,Prospective memory,Chronic Infections,93242,80027,13215,-0.0417338798383247,-0.060175662931597,-0.0232920967450523,"-0.04 (-0.06, -0.02)",9.1976831251001e-06,0.00566577280506166,Female,0.087,Chronic,**
