Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Paired associate learning,All Infectious Diseases,42933,15304,27629,0.0167513628218165,-0.00200289964195916,0.0355056252855921,"0.02 (-0.00, 0.04)",0.0800056031468855,1.0,Female,0.319,Any,
Cognition,Paired associate learning,Bacterial Infections,42933,27644,15289,-0.00385686783906503,-0.0226219826060341,0.014908246927904,"-0.00 (-0.02, 0.01)",0.687060238325666,1.0,Female,0.579,Bacterial,
Cognition,Paired associate learning,Invasive Bacterial Infections,42933,38610,4323,0.0142961501075835,-0.0155376136310654,0.0441299138462325,"0.01 (-0.02, 0.04)",0.347618580069983,1.0,Female,0.62,Invasive,
Cognition,Paired associate learning,Localised Bacterial Infections,42933,29962,12971,-0.00785299183804754,-0.027422875460645,0.01171689178455,"-0.01 (-0.03, 0.01)",0.431569930367312,1.0,Female,0.957,Localised,
Cognition,Paired associate learning,Bacterial Infections with Sepsis,42933,42803,130,0.0141296363229023,-0.149194117255902,0.177453389901707,"0.01 (-0.15, 0.18)",0.865351281200176,1.0,Female,0.822,Sepsis,
Cognition,Paired associate learning,Bacterial Infections without Sepsis,42933,27698,15235,-0.00346040975408581,-0.0222406413390865,0.0153198218309148,"-0.00 (-0.02, 0.02)",0.7179895272375,1.0,Female,0.601,No-Sepsis,
Cognition,Paired associate learning,Extracellular Bacterial Infections,42933,39022,3911,0.0816410869442811,0.0504295148663489,0.112852659022213,"0.08 (0.05, 0.11)",2.95853968813638e-07,0.000182246044789201,Female,0.138,Extracellular,**
Cognition,Paired associate learning,Intracellular Bacterial Infections,42933,42568,365,-0.0699795782637028,-0.167747651555698,0.0277884950282928,"-0.07 (-0.17, 0.03)",0.160646295230157,1.0,Female,0.649,Intracellular,
Cognition,Paired associate learning,Gram Positive Bacterial Infections,42933,41315,1618,0.0755364291456128,0.0284105594969459,0.12266229879428,"0.08 (0.03, 0.12)",0.00168114495952025,1.0,Female,0.334,Gram Positive,*
Cognition,Paired associate learning,Gram Negative Bacterial Infections,42933,40277,2656,0.0809558963969687,0.0436721710529311,0.118239621741006,"0.08 (0.04, 0.12)",2.08668389613332e-05,0.0128539728001813,Female,0.058,Gram Negative,**
Cognition,Paired associate learning,Mycobacterial Infections,42933,42700,233,-0.0630712793752183,-0.18527897454071,0.0591364157902734,"-0.06 (-0.19, 0.06)",0.311752200076149,1.0,Female,0.393,Mycobacterial,
Cognition,Paired associate learning,Mycoplasma Infections,42933,42926,7,0.356551863469791,-0.346241057454058,1.05934478439364,"0.36 (-0.35, 1.06)",0.320039840256622,1.0,Female,0.432,Mycoplasma,
Cognition,Paired associate learning,Acute Bacterial Infections,42933,27917,15016,-0.00345912160829411,-0.0223007022384276,0.0153824590218394,"-0.00 (-0.02, 0.02)",0.718968931546542,1.0,Female,0.567,Acute Bacterial,
Cognition,Paired associate learning,Chronic Bacterial Infections,42933,42459,474,-0.0492781548531805,-0.135197904633517,0.0366415949271562,"-0.05 (-0.14, 0.04)",0.260958418992179,1.0,Female,0.833,Chronic Bacterial,
Cognition,Paired associate learning,Viral Infections,42933,19946,22987,0.0340135729628688,0.0159857418420437,0.0520414040836939,"0.03 (0.02, 0.05)",0.00021755948017082,0.134016639785225,Female,0.709,Viral,*
Cognition,Paired associate learning,Acute Viral Infections,42933,24727,18206,0.037270316655574,0.0190832378011853,0.0554573955099627,"0.04 (0.02, 0.06)",5.91398913042933e-05,0.0364301730434447,Female,0.541,Acute Viral,**
Cognition,Paired associate learning,Herpes Viral Infections,42933,22941,19992,0.0424933080102606,0.0244567756659683,0.0605298403545529,"0.04 (0.02, 0.06)",3.89098146506055e-06,0.0023968445824773,Female,0.687,Herpes,**
Cognition,Paired associate learning,Other Potentially Persistent Viral Infections,42933,42841,92,0.0416528225789595,-0.152487611578498,0.235793256736417,"0.04 (-0.15, 0.24)",0.674106225419881,1.0,Female,0.009,Other Viral,
Cognition,Paired associate learning,Parasitic Infections,42933,42416,517,0.013323373035627,-0.0690314636071548,0.0956782096784088,"0.01 (-0.07, 0.10)",0.751175264197364,1.0,Female,0.302,Parasitic,
Cognition,Paired associate learning,Fungal Infections,42933,40985,1948,-0.0191416833821195,-0.0622651056928195,0.0239817389285805,"-0.02 (-0.06, 0.02)",0.384296516482215,1.0,Female,0.589,Fungal,
Cognition,Paired associate learning,Acute Infections,42933,18649,24284,0.017220946180251,-0.00090253656560265,0.0353444289261046,"0.02 (-0.00, 0.04)",0.0625519100876761,1.0,Female,0.274,Acute,
Cognition,Paired associate learning,Chronic Infections,42933,22548,20385,0.0398846792169212,0.021875250952807,0.0578941074810353,"0.04 (0.02, 0.06)",1.42310474828592e-05,0.00876632524944127,Female,0.734,Chronic,**
