Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Movement,Falls in the last year,All Infectious Diseases,213010,172435,40575,0.0222538297831185,0.011152464728572,0.033355194837665,"0.02 (0.01, 0.03)",8.53366520751527e-05,0.0525673776782941,Female,0.004,Any,*
Movement,Falls in the last year,Bacterial Infections,226117,201129,24988,0.0510514989124023,0.0376097318387009,0.0644932659861038,"0.05 (0.04, 0.06)",9.80741360914179e-14,6.04136678323134e-11,Female,0.013,Bacterial,**
Movement,Falls in the last year,Invasive Bacterial Infections,258567,250850,7717,0.0817190227599422,0.0583617204677275,0.105076325052157,"0.08 (0.06, 0.11)",7.03504357263307e-12,4.33358684074197e-09,Female,0.007,Invasive,**
Movement,Falls in the last year,Localised Bacterial Infections,234218,213439,20779,0.0399625070827224,0.0253588671968599,0.0545661469685849,"0.04 (0.03, 0.05)",8.17371577874087e-08,5.03500891970438e-05,Female,0.01,Localised,**
Movement,Falls in the last year,Bacterial Infections with Sepsis,271265,270895,370,0.200331804447267,0.0946947276762188,0.305968881218315,"0.20 (0.09, 0.31)",0.00020170441998568,0.124249922711179,Female,0.883,Sepsis,*
Movement,Falls in the last year,Bacterial Infections without Sepsis,226268,201402,24866,0.0509771564466032,0.0375051911026039,0.0644491217906026,"0.05 (0.04, 0.06)",1.20734296038626e-13,7.43723263597936e-11,Female,0.01,No-Sepsis,**
Movement,Falls in the last year,Extracellular Bacterial Infections,268643,263372,5271,0.0407623691747497,0.0125345321093385,0.0689902062401609,"0.04 (0.01, 0.07)",0.00465084018066826,1.0,Female,0.023,Extracellular,*
Movement,Falls in the last year,Intracellular Bacterial Infections,270039,269253,786,0.0916131216058429,0.0190993163481349,0.164126926863551,"0.09 (0.02, 0.16)",0.0132792485160019,1.0,Female,0.207,Intracellular,*
Movement,Falls in the last year,Gram Positive Bacterial Infections,269695,267320,2375,0.0652444387104903,0.0234293196422538,0.107059557778727,"0.07 (0.02, 0.11)",0.00222722457401806,1.0,Female,<0.001,Gram Positive,*
Movement,Falls in the last year,Gram Negative Bacterial Infections,269980,266486,3494,0.029015367541101,-0.00556532023865031,0.0635960553208524,"0.03 (-0.01, 0.06)",0.100065837029731,1.0,Female,0.996,Gram Negative,
Movement,Falls in the last year,Mycobacterial Infections,270561,270014,547,0.0811799038806631,-0.00572106449873908,0.168080872260065,"0.08 (-0.01, 0.17)",0.0671107002720415,1.0,Female,0.236,Mycobacterial,
Movement,Falls in the last year,Mycoplasma Infections,271692,271674,18,0.440915689241753,-0.0378189534471792,0.919650331930686,"0.44 (-0.04, 0.92)",0.0710539921529579,1.0,Female,0.443,Mycoplasma,
Movement,Falls in the last year,Acute Bacterial Infections,227870,203509,24361,0.049178399207945,0.0355783870523109,0.0627784113635791,"0.05 (0.04, 0.06)",1.37072241340863e-12,8.44365006659716e-10,Female,0.014,Acute Bacterial,**
Movement,Falls in the last year,Chronic Bacterial Infections,269217,268162,1055,0.113540083230066,0.0509542569743666,0.176125909485766,"0.11 (0.05, 0.18)",0.000377060372907059,0.232269189710748,Female,0.184,Chronic Bacterial,*
Movement,Falls in the last year,Viral Infections,252281,223757,28524,-0.0234713218389747,-0.0363552137467698,-0.0105874299311795,"-0.02 (-0.04, -0.01)",0.000356236757933497,0.219441842887034,Female,0.143,Viral,*
Movement,Falls in the last year,Acute Viral Infections,257976,235569,22407,-0.0154269415516251,-0.0297251713948738,-0.00112871170837627,"-0.02 (-0.03, -0.00)",0.034456927825,1.0,Female,0.527,Acute Viral,*
Movement,Falls in the last year,Herpes Viral Infections,263906,240446,23460,-0.0386684615857616,-0.0527189682157329,-0.0246179549557903,"-0.04 (-0.05, -0.02)",6.89459315858606e-08,4.24706938568901e-05,Female,0.416,Herpes,**
Movement,Falls in the last year,Other Potentially Persistent Viral Infections,271297,271113,184,0.166428830042721,0.0166485976670615,0.31620906241838,"0.17 (0.02, 0.32)",0.0294195117965698,1.0,Female,0.106,Other Viral,*
Movement,Falls in the last year,Parasitic Infections,269914,269086,828,0.0259284592617385,-0.0447422304628867,0.0965991489863637,"0.03 (-0.04, 0.10)",0.472081836980602,1.0,Female,0.462,Parasitic,
Movement,Falls in the last year,Fungal Infections,261869,258269,3600,0.0461302544030221,0.0121025938496884,0.0801579149563557,"0.05 (0.01, 0.08)",0.0078826624313227,1.0,Female,0.179,Fungal,*
Movement,Falls in the last year,Acute Infections,220572,184801,35771,0.0292187355842277,0.0175995424882309,0.0408379286802245,"0.03 (0.02, 0.04)",8.28214198591737e-07,0.00051017994633251,Female,0.01,Acute,**
Movement,Falls in the last year,Chronic Infections,260060,235464,24596,-0.027390115264935,-0.0411180735386825,-0.0136621569911875,"-0.03 (-0.04, -0.01)",9.21089367231709e-05,0.0567391050214733,Female,0.162,Chronic,*
