Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_lateraloccipital,Herpes Viral Infections,83240,49142,34098,-0.0582113796591919,-0.070641060509631,-0.0457816988087528,"-0.06 (-0.07, -0.05)",4.44103175356374e-20,1.61956824942653e-19,Cortical,Volume of lateraloccipital (left hemisphere),Herpes,**
L_lateralorbitofrontal,Herpes Viral Infections,83240,49142,34098,-0.0562117355604117,-0.0687231887951808,-0.0437002823256426,"-0.06 (-0.07, -0.04)",1.32235021668281e-18,4.11397845190208e-18,Cortical,Volume of lateralorbitofrontal (left hemisphere),Herpes,**
L_lingual,Herpes Viral Infections,83240,49142,34098,-0.0449091982193648,-0.0582111816780846,-0.0316072147606451,"-0.04 (-0.06, -0.03)",3.68312038986696e-11,5.72929838423749e-11,Cortical,Volume of lingual (left hemisphere),Herpes,**
L_medialorbitofrontal,Herpes Viral Infections,83240,49142,34098,-0.0596844679002843,-0.0723326264572395,-0.0470363093433291,"-0.06 (-0.07, -0.05)",2.32047078530679e-20,9.28188314122717e-20,Cortical,Volume of medialorbitofrontal (left hemisphere),Herpes,**
L_middletemporal,Herpes Viral Infections,83240,49142,34098,-0.0514553867849917,-0.0638587574143367,-0.0390520161556468,"-0.05 (-0.06, -0.04)",4.31453166928556e-16,1.06594311829408e-15,Cortical,Volume of middletemporal (left hemisphere),Herpes,**
L_paracentral,Herpes Viral Infections,83240,49142,34098,-0.0533983927467422,-0.0668230960291714,-0.0399736894643129,"-0.05 (-0.07, -0.04)",6.45808007276744e-15,1.26157843281969e-14,Cortical,Volume of paracentral (left hemisphere),Herpes,**
L_parahippocampal,Herpes Viral Infections,83239,49141,34098,-0.056032006223454,-0.0698129768386671,-0.0422510356082408,"-0.06 (-0.07, -0.04)",1.61806725799848e-15,3.39794124179682e-15,Cortical,Volume of parahippocampal (left hemisphere),Herpes,**
L_parsopercularis,Herpes Viral Infections,83240,49142,34098,-0.0384292205182694,-0.0517811798507271,-0.0250772611858118,"-0.04 (-0.05, -0.03)",1.69422017844498e-08,2.15628022711179e-08,Cortical,Volume of parsopercularis (left hemisphere),Herpes,**
L_parsorbitalis,Herpes Viral Infections,83240,49142,34098,-0.0533578122446225,-0.0663407085619739,-0.0403749159272712,"-0.05 (-0.07, -0.04)",8.03346307656078e-16,1.77581815376607e-15,Cortical,Volume of parsorbitalis (left hemisphere),Herpes,**
L_parstriangularis,Herpes Viral Infections,83240,49142,34098,-0.0408679545641498,-0.0540120762047969,-0.0277238329235026,"-0.04 (-0.05, -0.03)",1.10573217032336e-09,1.49808874688972e-09,Cortical,Volume of parstriangularis (left hemisphere),Herpes,**
L_pericalcarine,Herpes Viral Infections,83240,49142,34098,-0.0122584273245654,-0.0256918874087897,0.00117503275965893,"-0.01 (-0.03, 0.00)",0.0736908270103237,0.0754881642544779,Cortical,Volume of pericalcarine (left hemisphere),Herpes,
L_postcentral,Herpes Viral Infections,83240,49142,34098,-0.0452492769848456,-0.058286400417114,-0.0322121535525772,"-0.05 (-0.06, -0.03)",1.03334011292191e-11,1.70197195069491e-11,Cortical,Volume of postcentral (left hemisphere),Herpes,**
L_posteriorcingulate,Herpes Viral Infections,83240,49142,34098,-0.0355307996724447,-0.0486852660384014,-0.022376333306488,"-0.04 (-0.05, -0.02)",1.19954256792768e-07,1.5039041150138e-07,Cortical,Volume of posteriorcingulate (left hemisphere),Herpes,**
L_precentral,Herpes Viral Infections,83240,49142,34098,-0.0643887934336623,-0.0771926507220149,-0.0515849361453097,"-0.06 (-0.08, -0.05)",6.61176723733586e-23,3.70258965290808e-22,Cortical,Volume of precentral (left hemisphere),Herpes,**
L_precuneus,Herpes Viral Infections,83240,49142,34098,-0.0616062924435926,-0.0744148570264752,-0.0487977278607099,"-0.06 (-0.07, -0.05)",4.31846776467371e-21,1.90921732753996e-20,Cortical,Volume of precuneus (left hemisphere),Herpes,**
L_rostralanteriorcingulate,Herpes Viral Infections,83240,49142,34098,-0.038131517591663,-0.0511790074880134,-0.0250840276953127,"-0.04 (-0.05, -0.03)",1.01903016598574e-08,1.31690052219696e-08,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Herpes,**
L_rostralmiddlefrontal,Herpes Viral Infections,83240,49142,34098,-0.0582305516394719,-0.0706093928804329,-0.0458517103985109,"-0.06 (-0.07, -0.05)",3.04106843037965e-20,1.16113521887223e-19,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Herpes,**
L_superiorfrontal,Herpes Viral Infections,83240,49142,34098,-0.0622539572315086,-0.0746988180365969,-0.0498090964264203,"-0.06 (-0.07, -0.05)",1.10625886816222e-22,5.80785905785166e-22,Cortical,Volume of superiorfrontal (left hemisphere),Herpes,**
L_superiorparietal,Herpes Viral Infections,83240,49142,34098,-0.0549550339289226,-0.0681690599868412,-0.0417410078710039,"-0.05 (-0.07, -0.04)",3.64989803514824e-16,9.29064954401369e-16,Cortical,Volume of superiorparietal (left hemisphere),Herpes,**
L_superiortemporal,Herpes Viral Infections,83240,49142,34098,-0.0502895572711785,-0.0628628012757621,-0.0377163132665949,"-0.05 (-0.06, -0.04)",4.57900213150167e-15,9.38137022063756e-15,Cortical,Volume of superiortemporal (left hemisphere),Herpes,**
L_supramarginal,Herpes Viral Infections,83240,49142,34098,-0.0422807800227025,-0.0548932690550085,-0.0296682909903964,"-0.04 (-0.05, -0.03)",5.04503283021857e-11,7.56754924532785e-11,Cortical,Volume of supramarginal (left hemisphere),Herpes,**
L_temporalpole,Herpes Viral Infections,81870,48437,33433,-0.075065763938001,-0.0877346878933931,-0.062396839982609,"-0.08 (-0.09, -0.06)",3.73047037276142e-31,5.22265852186599e-30,Cortical,Volume of grey matter in Temporal Pole (left),Herpes,**
L_transversetemporal,Herpes Viral Infections,83240,49142,34098,-0.0139786528309965,-0.0274569841029743,-0.000500321559018798,"-0.01 (-0.03, -0.00)",0.0420811296353936,0.0436396899922601,Cortical,Volume of transversetemporal (left hemisphere),Herpes,**
Laccumb,Herpes Viral Infections,81858,48426,33432,-0.104225948821209,-0.117913426761072,-0.0905384708813467,"-0.10 (-0.12, -0.09)",2.65020096777364e-50,1.11308440646493e-48,SubCortical,Volume of accumbens (left),Herpes,**
Lamyg,Herpes Viral Infections,81858,48426,33432,-0.0192432238990507,-0.03268606964075,-0.00580037815735136,"-0.02 (-0.03, -0.01)",0.00502193610944883,0.00540823888709874,SubCortical,Volume of amygdala (left),Herpes,**
Lcaud,Herpes Viral Infections,81858,48426,33432,-0.0405677387257909,-0.0538056225165396,-0.0273298549350422,"-0.04 (-0.05, -0.03)",1.90444266180984e-09,2.53925688241311e-09,SubCortical,Volume of caudate (left),Herpes,**
Lhippo,Herpes Viral Infections,81858,48426,33432,-0.0753925993787423,-0.0890247673397528,-0.0617604314177318,"-0.08 (-0.09, -0.06)",2.32907504380504e-27,1.77856639708749e-26,SubCortical,Volume of hippocampus (left),Herpes,**
LLatVent,Herpes Viral Infections,83240,49142,34098,0.0734351730929757,0.0601716958660805,0.0866986503198708,"0.07 (0.06, 0.09)",2.04025755197695e-27,1.71381634366064e-26,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Herpes,**
Lpal,Herpes Viral Infections,81858,48426,33432,-0.0399914885966183,-0.0533584662509274,-0.0266245109423093,"-0.04 (-0.05, -0.03)",4.53764359375225e-09,5.95565721679982e-09,SubCortical,Volume of pallidum (left),Herpes,**
Lput,Herpes Viral Infections,81858,48426,33432,-0.0840251600669047,-0.0967245163644651,-0.0713258037693443,"-0.08 (-0.10, -0.07)",2.02045782565305e-38,5.65728191182854e-37,SubCortical,Volume of putamen (left),Herpes,**
Lthal,Herpes Viral Infections,81858,48426,33432,-0.0809100821562977,-0.0935760181323844,-0.068244146180211,"-0.08 (-0.09, -0.07)",6.22607833639215e-36,1.30747645064235e-34,SubCortical,Volume of thalamus (left),Herpes,**
R_bankssts,Herpes Viral Infections,83240,49142,34098,-0.0291133251600892,-0.0425109034452059,-0.0157157468749725,"-0.03 (-0.04, -0.02)",2.05457841556802e-05,2.33222414740154e-05,Cortical,Volume of bankssts (right hemisphere),Herpes,**
R_caudalanteriorcingulate,Herpes Viral Infections,83240,49142,34098,-0.031162912958623,-0.0449031954517762,-0.0174226304654698,"-0.03 (-0.04, -0.02)",8.79004669537628e-06,1.03994918649522e-05,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Herpes,**
R_caudalmiddlefrontal,Herpes Viral Infections,83240,49142,34098,-0.0427412768778297,-0.0561090070655442,-0.0293735466901151,"-0.04 (-0.06, -0.03)",3.70395499775678e-10,5.27342745443337e-10,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Herpes,**
R_cuneus,Herpes Viral Infections,83240,49142,34098,-0.0251472677491252,-0.0381198481400495,-0.0121746873582009,"-0.03 (-0.04, -0.01)",0.000145130361812205,0.000160407242002964,Cortical,Volume of cuneus (right hemisphere),Herpes,**
R_entorhinal,Herpes Viral Infections,83240,49142,34098,-0.0456836803833989,-0.0591836163657016,-0.0321837444010962,"-0.05 (-0.06, -0.03)",3.31834744270241e-11,5.25926764503778e-11,Cortical,Volume of entorhinal (right hemisphere),Herpes,**
R_frontalpole,Herpes Viral Infections,83240,49142,34098,-0.0259185740750932,-0.0394185439612356,-0.0124186041889508,"-0.03 (-0.04, -0.01)",0.000168011086633865,0.000183284821782399,Cortical,Volume of frontalpole (right hemisphere),Herpes,**
R_fusiform,Herpes Viral Infections,83240,49142,34098,-0.0514217387232,-0.063923183408204,-0.0389202940381961,"-0.05 (-0.06, -0.04)",7.60648973100248e-16,1.7268787497411e-15,Cortical,Volume of fusiform (right hemisphere),Herpes,**
R_inferiorparietal,Herpes Viral Infections,83240,49142,34098,-0.0504294500312577,-0.0630860493848816,-0.0377728506776338,"-0.05 (-0.06, -0.04)",5.80946779444834e-15,1.16189355888967e-14,Cortical,Volume of inferiorparietal (right hemisphere),Herpes,**
R_inferiortemporal,Herpes Viral Infections,83240,49142,34098,-0.0528233105954548,-0.0652740415035449,-0.0403725796873647,"-0.05 (-0.07, -0.04)",9.2773315516485e-17,2.51385758173701e-16,Cortical,Volume of inferiortemporal (right hemisphere),Herpes,**
R_insula,Herpes Viral Infections,81870,48437,33433,-0.0504027819215588,-0.0631932620624053,-0.0376123017807123,"-0.05 (-0.06, -0.04)",1.14327716287695e-14,2.13411737070363e-14,Cortical,Volume of grey matter in Insular Cortex (right),Herpes,**
R_isthmuscingulate,Herpes Viral Infections,83240,49142,34098,-0.0418364262105985,-0.0547999655917735,-0.0288728868294236,"-0.04 (-0.05, -0.03)",2.53917214154477e-10,3.67742172223726e-10,Cortical,Volume of isthmuscingulate (right hemisphere),Herpes,**
R_lateraloccipital,Herpes Viral Infections,83240,49142,34098,-0.0486052090309601,-0.0608840956072311,-0.0363263224546891,"-0.05 (-0.06, -0.04)",8.69052596608299e-15,1.65910041170675e-14,Cortical,Volume of lateraloccipital (right hemisphere),Herpes,**
R_lateralorbitofrontal,Herpes Viral Infections,83240,49142,34098,-0.0588915126846316,-0.0714724934479353,-0.0463105319213279,"-0.06 (-0.07, -0.05)",4.62733785550437e-20,1.61956824942653e-19,Cortical,Volume of lateralorbitofrontal (right hemisphere),Herpes,**
R_lingual,Herpes Viral Infections,83240,49142,34098,-0.0447476873614475,-0.0581196579719863,-0.0313757167509088,"-0.04 (-0.06, -0.03)",5.45300132508872e-11,8.03600195276232e-11,Cortical,Volume of lingual (right hemisphere),Herpes,**
R_medialorbitofrontal,Herpes Viral Infections,83240,49142,34098,-0.0570943580763051,-0.0696604956520169,-0.0445282205005932,"-0.06 (-0.07, -0.04)",5.43100739131656e-19,1.75463315719458e-18,Cortical,Volume of medialorbitofrontal (right hemisphere),Herpes,**
R_middletemporal,Herpes Viral Infections,83240,49142,34098,-0.0610710676185142,-0.0734485590324761,-0.0486935762045522,"-0.06 (-0.07, -0.05)",4.12592280408905e-22,2.03869126790282e-21,Cortical,Volume of middletemporal (right hemisphere),Herpes,**
R_paracentral,Herpes Viral Infections,83240,49142,34098,-0.0543865815755921,-0.0676803545640415,-0.0410928085871427,"-0.05 (-0.07, -0.04)",1.0834504311915e-15,2.33358554410477e-15,Cortical,Volume of paracentral (right hemisphere),Herpes,**
R_parahippocampal,Herpes Viral Infections,83239,49141,34098,-0.0649298370372155,-0.0786656402548192,-0.0511940338196119,"-0.06 (-0.08, -0.05)",1.99573341500079e-20,8.38208034300333e-20,Cortical,Volume of parahippocampal (right hemisphere),Herpes,**
R_parsopercularis,Herpes Viral Infections,83240,49142,34098,-0.0416306312540815,-0.0549253679931984,-0.0283358945149646,"-0.04 (-0.05, -0.03)",8.42358230637445e-10,1.15996871104173e-09,Cortical,Volume of parsopercularis (right hemisphere),Herpes,**
R_parsorbitalis,Herpes Viral Infections,83240,49142,34098,-0.0467891846374257,-0.059802202031509,-0.0337761672433425,"-0.05 (-0.06, -0.03)",1.83852232037668e-12,3.08871749823281e-12,Cortical,Volume of parsorbitalis (right hemisphere),Herpes,**
R_parstriangularis,Herpes Viral Infections,83240,49142,34098,-0.0473226364913529,-0.060403803383523,-0.0342414695991828,"-0.05 (-0.06, -0.03)",1.34686851288195e-12,2.35701989754341e-12,Cortical,Volume of parstriangularis (right hemisphere),Herpes,**
R_pericalcarine,Herpes Viral Infections,83240,49142,34098,-0.0029777305901941,-0.0163928521607616,0.0104373909803734,"-0.00 (-0.02, 0.01)",0.663522882965116,0.663522882965116,Cortical,Volume of pericalcarine (right hemisphere),Herpes,
R_postcentral,Herpes Viral Infections,83240,49142,34098,-0.058598721343973,-0.0717650441022691,-0.0454323985856768,"-0.06 (-0.07, -0.05)",2.7520719336457e-18,8.2562158009371e-18,Cortical,Volume of postcentral (right hemisphere),Herpes,**
R_posteriorcingulate,Herpes Viral Infections,83240,49142,34098,-0.0485897910356502,-0.0618236797660535,-0.0353559023052469,"-0.05 (-0.06, -0.04)",6.23674674335024e-13,1.11465260944983e-12,Cortical,Volume of posteriorcingulate (right hemisphere),Herpes,**
R_precentral,Herpes Viral Infections,83240,49142,34098,-0.066771466624512,-0.0796412111463778,-0.0539017221026462,"-0.07 (-0.08, -0.05)",2.81955343596519e-24,1.69173206157911e-23,Cortical,Volume of precentral (right hemisphere),Herpes,**
R_precuneus,Herpes Viral Infections,83240,49142,34098,-0.0542308829034284,-0.0668358780357319,-0.041625887771125,"-0.05 (-0.07, -0.04)",3.43562382978372e-17,9.95146212764941e-17,Cortical,Volume of precuneus (right hemisphere),Herpes,**
R_rostralanteriorcingulate,Herpes Viral Infections,83240,49142,34098,-0.0423238182065407,-0.0556192383672648,-0.0290283980458166,"-0.04 (-0.06, -0.03)",4.41587161772058e-10,6.18222026480881e-10,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Herpes,**
R_rostralmiddlefrontal,Herpes Viral Infections,83240,49142,34098,-0.0516346254630329,-0.0640026893821901,-0.0392665615438758,"-0.05 (-0.06, -0.04)",2.81555285154567e-16,7.39082623530738e-16,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Herpes,**
R_superiorfrontal,Herpes Viral Infections,83240,49142,34098,-0.0681933567511145,-0.0806649372624979,-0.0557217762397311,"-0.07 (-0.08, -0.06)",8.81466991680009e-27,6.17026894176006e-26,Cortical,Volume of superiorfrontal (right hemisphere),Herpes,**
R_superiorparietal,Herpes Viral Infections,83240,49142,34098,-0.0559759869282675,-0.0690926470557693,-0.0428593268007656,"-0.06 (-0.07, -0.04)",6.1360674733968e-17,1.7180988925511e-16,Cortical,Volume of superiorparietal (right hemisphere),Herpes,**
R_superiortemporal,Herpes Viral Infections,83240,49142,34098,-0.0623575371494743,-0.0751790477332316,-0.0495360265657169,"-0.06 (-0.08, -0.05)",1.57567215824709e-21,7.35313673848642e-21,Cortical,Volume of superiortemporal (right hemisphere),Herpes,**
R_supramarginal,Herpes Viral Infections,83240,49142,34098,-0.0464809313665876,-0.0594006377014193,-0.0335612250317559,"-0.05 (-0.06, -0.03)",1.78473491221467e-12,3.05954556379658e-12,Cortical,Volume of supramarginal (right hemisphere),Herpes,**
R_temporalpole,Herpes Viral Infections,81870,48437,33433,-0.0762062204419337,-0.089088842795936,-0.0633235980879314,"-0.08 (-0.09, -0.06)",4.66360424582534e-31,5.5963250949904e-30,Cortical,Volume of grey matter in Temporal Pole (right),Herpes,**
R_transversetemporal,Herpes Viral Infections,83240,49142,34098,-0.0166321874023043,-0.0301203640610846,-0.00314401074352404,"-0.02 (-0.03, -0.00)",0.0156574035561274,0.016648378464743,Cortical,Volume of transversetemporal (right hemisphere),Herpes,**
Raccumb,Herpes Viral Infections,81858,48426,33432,-0.107496631776277,-0.121281566992505,-0.0937116965600486,"-0.11 (-0.12, -0.09)",1.15138485892298e-52,9.67163281495302e-51,SubCortical,Volume of accumbens (right),Herpes,**
Ramyg,Herpes Viral Infections,81858,48426,33432,-0.0112712336989969,-0.0247992960562827,0.00225682865828893,"-0.01 (-0.02, 0.00)",0.102469532078405,0.103704104754049,SubCortical,Volume of amygdala (right),Herpes,
Rcaud,Herpes Viral Infections,81858,48426,33432,-0.0321698051729879,-0.0454232460041256,-0.0189163643418501,"-0.03 (-0.05, -0.02)",1.9638675587112e-06,2.35664107045344e-06,SubCortical,Volume of caudate (right),Herpes,**
Rhippo,Herpes Viral Infections,81858,48426,33432,-0.0730326957303649,-0.0865845634086086,-0.0594808280521213,"-0.07 (-0.09, -0.06)",4.6147544943436e-26,2.98184136557586e-25,SubCortical,Volume of hippocampus (right),Herpes,**
RLatVent,Herpes Viral Infections,83240,49142,34098,0.0749362710690032,0.0616796219915958,0.0881929201464106,"0.07 (0.06, 0.09)",1.65519824227253e-28,1.5448516927877e-27,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Herpes,**
Rpal,Herpes Viral Infections,81858,48426,33432,-0.0552268872610991,-0.0685828715299842,-0.0418709029922141,"-0.06 (-0.07, -0.04)",5.36621782242048e-16,1.25211749189811e-15,SubCortical,Volume of pallidum (right),Herpes,**
Rput,Herpes Viral Infections,81858,48426,33432,-0.0721868263240138,-0.0847929605980657,-0.0595806920499618,"-0.07 (-0.08, -0.06)",3.28196842776408e-29,3.44606684915228e-28,SubCortical,Volume of putamen (right),Herpes,**
Rthal,Herpes Viral Infections,81858,48426,33432,-0.0785807822033911,-0.0911031444216982,-0.066058419985084,"-0.08 (-0.09, -0.07)",9.79151687420082e-35,1.64497483486574e-33,SubCortical,Volume of thalamus (right),Herpes,**
