Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_superiorfrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0316740227239017,-0.0633914174392315,4.33719914280928e-05,"-0.03 (-0.06, 0.00)",0.0503141003717214,0.114226606249313,Cortical,Volume of superiorfrontal (left hemisphere),Gram Positive,
L_superiorparietal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0381891886746777,-0.071860678941052,-0.00451769840830331,"-0.04 (-0.07, -0.00)",0.0262208785710804,0.0647809941167868,Cortical,Volume of superiorparietal (left hemisphere),Gram Positive,*
L_superiortemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0312437736774891,-0.0632817356712382,0.000794188316259926,"-0.03 (-0.06, 0.00)",0.055955821284466,0.114641194826711,Cortical,Volume of superiortemporal (left hemisphere),Gram Positive,
L_supramarginal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0280797213998566,-0.0602142946092208,0.00405485180950756,"-0.03 (-0.06, 0.00)",0.0867762843392413,0.142925644794045,Cortical,Volume of supramarginal (left hemisphere),Gram Positive,
L_temporalpole,Gram Positive Bacterial Infections,81870,78726,3144,-0.0473603030198926,-0.0796726036100503,-0.015048002429735,"-0.05 (-0.08, -0.02)",0.00406992671876839,0.0196201657511919,Cortical,Volume of grey matter in Temporal Pole (left),Gram Positive,**
L_transversetemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.00157703792939197,-0.0359101885176804,0.0327561126588965,"-0.00 (-0.04, 0.03)",0.92826431036104,0.935141373971507,Cortical,Volume of transversetemporal (left hemisphere),Gram Positive,
Laccumb,Gram Positive Bacterial Infections,81858,78714,3144,-0.0676214900382706,-0.10254735915283,-0.0326956209237108,"-0.07 (-0.10, -0.03)",0.000147852536139644,0.00620980651786506,SubCortical,Volume of accumbens (left),Gram Positive,**
Lamyg,Gram Positive Bacterial Infections,81858,78714,3144,-0.0251936218171138,-0.0594529120063471,0.00906566837211959,"-0.03 (-0.06, 0.01)",0.149492178313095,0.220304262777193,SubCortical,Volume of amygdala (left),Gram Positive,
Lcaud,Gram Positive Bacterial Infections,81858,78714,3144,0.00140100491465764,-0.0323421761892308,0.0351441860185461,"0.00 (-0.03, 0.04)",0.935141373971507,0.935141373971507,SubCortical,Volume of caudate (left),Gram Positive,
Lhippo,Gram Positive Bacterial Infections,81858,78714,3144,-0.0561030329926333,-0.0908663891155859,-0.0213396768696807,"-0.06 (-0.09, -0.02)",0.00156131374004373,0.0131150354163673,SubCortical,Volume of hippocampus (left),Gram Positive,**
LLatVent,Gram Positive Bacterial Infections,83240,80037,3203,0.0312298700992636,-0.00257837826106497,0.0650381184595923,"0.03 (-0.00, 0.07)",0.0702197022273097,0.128227282328131,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Gram Positive,
Lpal,Gram Positive Bacterial Infections,81858,78714,3144,-0.0411947201280033,-0.075265440097565,-0.00712400015844168,"-0.04 (-0.08, -0.01)",0.0177992102059824,0.0498377885767507,SubCortical,Volume of pallidum (left),Gram Positive,**
Lput,Gram Positive Bacterial Infections,81858,78714,3144,-0.0671117100945652,-0.0995050333459895,-0.0347183868431408,"-0.07 (-0.10, -0.03)",4.89783289765703e-05,0.00411417963403191,SubCortical,Volume of putamen (left),Gram Positive,**
Lthal,Gram Positive Bacterial Infections,81858,78714,3144,-0.0253897480743509,-0.0576983607939153,0.00691886464521345,"-0.03 (-0.06, 0.01)",0.123500373704126,0.19211169242864,SubCortical,Volume of thalamus (left),Gram Positive,
R_bankssts,Gram Positive Bacterial Infections,83240,80037,3203,-0.0334045634665117,-0.0675341321993532,0.000725005266329827,"-0.03 (-0.07, 0.00)",0.055069190109424,0.114641194826711,Cortical,Volume of bankssts (right hemisphere),Gram Positive,
R_caudalanteriorcingulate,Gram Positive Bacterial Infections,83240,80037,3203,-0.019912649911988,-0.05491609124132,0.015090791417344,"-0.02 (-0.05, 0.02)",0.264856001697258,0.332058270784622,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Gram Positive,
R_caudalmiddlefrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0143061275334591,-0.0483645966687911,0.0197523416018728,"-0.01 (-0.05, 0.02)",0.410347035892843,0.472180150890395,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Gram Positive,
R_cuneus,Gram Positive Bacterial Infections,83240,80037,3203,-0.0509994790460506,-0.0840445685166788,-0.0179543895754224,"-0.05 (-0.08, -0.02)",0.00248778632730013,0.0174145042911009,Cortical,Volume of cuneus (right hemisphere),Gram Positive,**
R_entorhinal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0133314312471187,-0.047727731449009,0.0210648689547716,"-0.01 (-0.05, 0.02)",0.447459792433303,0.507927331951317,Cortical,Volume of entorhinal (right hemisphere),Gram Positive,
R_frontalpole,Gram Positive Bacterial Infections,83240,80037,3203,-0.0421739564856839,-0.0765631064387199,-0.00778480653264785,"-0.04 (-0.08, -0.01)",0.0162329842021467,0.0478998866754515,Cortical,Volume of frontalpole (right hemisphere),Gram Positive,**
R_fusiform,Gram Positive Bacterial Infections,83240,80037,3203,-0.053858100981015,-0.0857123849640421,-0.0220038169979879,"-0.05 (-0.09, -0.02)",0.000920481862501893,0.00859116405001767,Cortical,Volume of fusiform (right hemisphere),Gram Positive,**
R_inferiorparietal,Gram Positive Bacterial Infections,83240,80037,3203,-0.045373766744043,-0.0776232707229644,-0.0131242627651215,"-0.05 (-0.08, -0.01)",0.00582345180905621,0.0244584975980361,Cortical,Volume of inferiorparietal (right hemisphere),Gram Positive,**
R_inferiortemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0476033055349459,-0.0793296036964923,-0.0158770073733994,"-0.05 (-0.08, -0.02)",0.00327408481091606,0.0184219321913688,Cortical,Volume of inferiortemporal (right hemisphere),Gram Positive,**
R_insula,Gram Positive Bacterial Infections,81870,78726,3144,-0.0268100527247367,-0.0594185434524085,0.00579843800293506,"-0.03 (-0.06, 0.01)",0.107081775975556,0.169714512866919,Cortical,Volume of grey matter in Insular Cortex (right),Gram Positive,
R_isthmuscingulate,Gram Positive Bacterial Infections,83240,80037,3203,-0.0155635647562697,-0.0485923430895659,0.0174652135770265,"-0.02 (-0.05, 0.02)",0.355711635820711,0.420841935337179,Cortical,Volume of isthmuscingulate (right hemisphere),Gram Positive,
R_lateraloccipital,Gram Positive Bacterial Infections,83240,80037,3203,-0.056258363279993,-0.0875443860944145,-0.0249723404655714,"-0.06 (-0.09, -0.02)",0.000424593290296113,0.00635310988181513,Cortical,Volume of lateraloccipital (right hemisphere),Gram Positive,**
R_lateralorbitofrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0315735223915383,-0.0636355568259155,0.000488512042838875,"-0.03 (-0.06, 0.00)",0.0535942333054861,0.114641194826711,Cortical,Volume of lateralorbitofrontal (right hemisphere),Gram Positive,
R_lingual,Gram Positive Bacterial Infections,83240,80037,3203,-0.0196761462539373,-0.0537460621469449,0.0143937696390703,"-0.02 (-0.05, 0.01)",0.257662942844257,0.327934654529054,Cortical,Volume of lingual (right hemisphere),Gram Positive,
R_medialorbitofrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0297163936802292,-0.0617397447825128,0.00230695742205443,"-0.03 (-0.06, 0.00)",0.0689463153558922,0.128227282328131,Cortical,Volume of medialorbitofrontal (right hemisphere),Gram Positive,
R_middletemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0386708881539228,-0.0702157210296509,-0.00712605527819459,"-0.04 (-0.07, -0.01)",0.0162740552979072,0.0478998866754515,Cortical,Volume of middletemporal (right hemisphere),Gram Positive,**
R_paracentral,Gram Positive Bacterial Infections,83240,80037,3203,-0.0298679421460677,-0.0637426020561627,0.00400671776402735,"-0.03 (-0.06, 0.00)",0.0839626700520458,0.142925644794045,Cortical,Volume of paracentral (right hemisphere),Gram Positive,
R_parahippocampal,Gram Positive Bacterial Infections,83239,80036,3203,-0.048912496832983,-0.0839169538815919,-0.0139080397843742,"-0.05 (-0.08, -0.01)",0.00616881401611114,0.0246752560644446,Cortical,Volume of parahippocampal (right hemisphere),Gram Positive,**
R_parsopercularis,Gram Positive Bacterial Infections,83240,80037,3203,-0.0303459705627986,-0.064217650201458,0.00352570907586081,"-0.03 (-0.06, 0.00)",0.0790960945533659,0.141363232818782,Cortical,Volume of parsopercularis (right hemisphere),Gram Positive,
R_parsorbitalis,Gram Positive Bacterial Infections,83240,80037,3203,-0.0613547209937222,-0.0945090319471656,-0.0282004100402789,"-0.06 (-0.09, -0.03)",0.000286767007105574,0.00635310988181513,Cortical,Volume of parsorbitalis (right hemisphere),Gram Positive,**
R_parstriangularis,Gram Positive Bacterial Infections,83240,80037,3203,-0.0176818933721367,-0.0510123742805024,0.0156485875362291,"-0.02 (-0.05, 0.02)",0.298444993393584,0.368667344780309,Cortical,Volume of parstriangularis (right hemisphere),Gram Positive,
R_pericalcarine,Gram Positive Bacterial Infections,83240,80037,3203,-0.0254826520189671,-0.0596535430795006,0.00868823904156634,"-0.03 (-0.06, 0.01)",0.143841533459481,0.215762300189221,Cortical,Volume of pericalcarine (right hemisphere),Gram Positive,
R_postcentral,Gram Positive Bacterial Infections,83240,80037,3203,-0.0435003008987385,-0.0770518736436436,-0.00994872815383338,"-0.04 (-0.08, -0.01)",0.0110500054611031,0.0403565416840287,Cortical,Volume of postcentral (right hemisphere),Gram Positive,**
R_posteriorcingulate,Gram Positive Bacterial Infections,83240,80037,3203,-0.0449084776174343,-0.0786272346352207,-0.0111897205996479,"-0.04 (-0.08, -0.01)",0.00904460580331138,0.0345339494308253,Cortical,Volume of posteriorcingulate (right hemisphere),Gram Positive,**
R_precentral,Gram Positive Bacterial Infections,83240,80037,3203,-0.0419885269608117,-0.0747897414591934,-0.00918731246242999,"-0.04 (-0.07, -0.01)",0.0121103300324895,0.0423861551137134,Cortical,Volume of precentral (right hemisphere),Gram Positive,**
R_precuneus,Gram Positive Bacterial Infections,83240,80037,3203,-0.0478409109298506,-0.0799606995737241,-0.0157211222859771,"-0.05 (-0.08, -0.02)",0.00350893946502263,0.0184219321913688,Cortical,Volume of precuneus (right hemisphere),Gram Positive,**
R_rostralanteriorcingulate,Gram Positive Bacterial Infections,83240,80037,3203,-0.0163308863674869,-0.050205009491347,0.0175432367563732,"-0.02 (-0.05, 0.02)",0.344701284360907,0.413641541233088,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Gram Positive,
R_rostralmiddlefrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0460268482556832,-0.0775421703396718,-0.0145115261716947,"-0.05 (-0.08, -0.01)",0.00420432123239827,0.0196201657511919,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Gram Positive,**
R_superiorfrontal,Gram Positive Bacterial Infections,83240,80037,3203,-0.036261328166155,-0.0680501700997848,-0.0044724862325251,"-0.04 (-0.07, -0.00)",0.0253707355725913,0.064580054184778,Cortical,Volume of superiorfrontal (right hemisphere),Gram Positive,*
R_superiorparietal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0516161501455077,-0.0850393948219833,-0.0181929054690321,"-0.05 (-0.09, -0.02)",0.00247189193310598,0.0174145042911009,Cortical,Volume of superiorparietal (right hemisphere),Gram Positive,**
R_superiortemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0319453825270288,-0.0646217187809145,0.000730953726856963,"-0.03 (-0.06, 0.00)",0.0553496293226276,0.114641194826711,Cortical,Volume of superiortemporal (right hemisphere),Gram Positive,
R_supramarginal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0499360196917876,-0.0828534594084231,-0.0170185799751522,"-0.05 (-0.08, -0.02)",0.00294677383646704,0.0184219321913688,Cortical,Volume of supramarginal (right hemisphere),Gram Positive,**
R_temporalpole,Gram Positive Bacterial Infections,81870,78726,3144,-0.0560530094204826,-0.0889096748052725,-0.0231963440356927,"-0.06 (-0.09, -0.02)",0.000827000536841549,0.00859116405001767,Cortical,Volume of grey matter in Temporal Pole (right),Gram Positive,**
R_transversetemporal,Gram Positive Bacterial Infections,83240,80037,3203,-0.0213613824023062,-0.0557196599311869,0.0129968951265745,"-0.02 (-0.06, 0.01)",0.223008874662981,0.297345166217308,Cortical,Volume of transversetemporal (right hemisphere),Gram Positive,
Raccumb,Gram Positive Bacterial Infections,81858,78714,3144,-0.0430204364736417,-0.0781991716122006,-0.00784170133508274,"-0.04 (-0.08, -0.01)",0.0165368656379535,0.0478998866754515,SubCortical,Volume of accumbens (right),Gram Positive,**
Ramyg,Gram Positive Bacterial Infections,81858,78714,3144,-0.0200531892339851,-0.0545287227162161,0.0144223442482459,"-0.02 (-0.05, 0.01)",0.254265447949502,0.327934654529054,SubCortical,Volume of amygdala (right),Gram Positive,
Rcaud,Gram Positive Bacterial Infections,81858,78714,3144,0.00641060136190915,-0.0273694335433113,0.0401906362671296,"0.01 (-0.03, 0.04)",0.709925537702735,0.745421814587872,SubCortical,Volume of caudate (right),Gram Positive,
Rhippo,Gram Positive Bacterial Infections,81858,78714,3144,-0.051727855441834,-0.0862854828634872,-0.0171702280201809,"-0.05 (-0.09, -0.02)",0.00334899504604254,0.0184219321913688,SubCortical,Volume of hippocampus (right),Gram Positive,**
RLatVent,Gram Positive Bacterial Infections,83240,80037,3203,0.0206141840376353,-0.0131780464092867,0.0544064144845572,"0.02 (-0.01, 0.05)",0.231836975325584,0.304286030114829,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Gram Positive,
Rpal,Gram Positive Bacterial Infections,81858,78714,3144,-0.0419596255589013,-0.0760087856817346,-0.0079104654360681,"-0.04 (-0.08, -0.01)",0.0157223582533175,0.0478998866754515,SubCortical,Volume of pallidum (right),Gram Positive,**
Rput,Gram Positive Bacterial Infections,81858,78714,3144,-0.0568424842454658,-0.0889906216960771,-0.0246943467948546,"-0.06 (-0.09, -0.02)",0.000529425823484595,0.00635310988181513,SubCortical,Volume of putamen (right),Gram Positive,**
Rthal,Gram Positive Bacterial Infections,81858,78714,3144,-0.0300706463555699,-0.062011757211035,0.00187046449989524,"-0.03 (-0.06, 0.00)",0.0650097037168662,0.12695738875774,SubCortical,Volume of thalamus (right),Gram Positive,
