Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
Lhippo,Chronic Infections,81858,46881,34977,-0.0743529785134852,-0.0878885738698191,-0.0608173831571512,"-0.07 (-0.09, -0.06)",5.16449563288375e-27,3.61514694301863e-26,SubCortical,Volume of hippocampus (left),Chronic,**
LLatVent,Chronic Infections,83240,47566,35674,0.0731569414917311,0.0599868056071219,0.0863270773763403,"0.07 (0.06, 0.09)",1.38334717271186e-27,1.16201162507796e-26,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Chronic,**
Lpal,Chronic Infections,81858,46881,34977,-0.0405912328036632,-0.0538632629923412,-0.0273192026149852,"-0.04 (-0.05, -0.03)",2.05025534695625e-09,2.82330244498893e-09,SubCortical,Volume of pallidum (left),Chronic,**
Lput,Chronic Infections,81858,46881,34977,-0.0869921945061615,-0.0996003344132198,-0.0743840545991031,"-0.09 (-0.10, -0.07)",1.26267253385038e-41,3.53548309478107e-40,SubCortical,Volume of putamen (left),Chronic,**
Lthal,Chronic Infections,81858,46881,34977,-0.0817407989227551,-0.0943164610062781,-0.069165136839232,"-0.08 (-0.09, -0.07)",3.8542813215904e-37,8.09399077533984e-36,SubCortical,Volume of thalamus (left),Chronic,**
R_bankssts,Chronic Infections,83240,47566,35674,-0.0286286156455622,-0.0419319984046229,-0.0153252328865014,"-0.03 (-0.04, -0.02)",2.4688690699456e-05,2.80250002534365e-05,Cortical,Volume of bankssts (right hemisphere),Chronic,**
R_caudalanteriorcingulate,Chronic Infections,83240,47566,35674,-0.0319781489263184,-0.0456216876463954,-0.0183346102062414,"-0.03 (-0.05, -0.02)",4.35693027849228e-06,5.1546780759627e-06,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Chronic,**
R_caudalmiddlefrontal,Chronic Infections,83240,47566,35674,-0.0428902044771051,-0.0561638544123811,-0.0296165545418291,"-0.04 (-0.06, -0.03)",2.41372124129097e-10,3.55706288190249e-10,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Chronic,**
R_cuneus,Chronic Infections,83240,47566,35674,-0.0240046575151767,-0.0368860881369083,-0.0111232268934451,"-0.02 (-0.04, -0.01)",0.0002598962843879,0.000287253788007679,Cortical,Volume of cuneus (right hemisphere),Chronic,**
R_entorhinal,Chronic Infections,83240,47566,35674,-0.0422904029830365,-0.055695859238902,-0.0288849467271711,"-0.04 (-0.06, -0.03)",6.3098114750675e-10,8.98346040518084e-10,Cortical,Volume of entorhinal (right hemisphere),Chronic,**
R_frontalpole,Chronic Infections,83240,47566,35674,-0.02419424196993,-0.0375994008449567,-0.0107890830949034,"-0.02 (-0.04, -0.01)",0.00040417865581076,0.000440922169975374,Cortical,Volume of frontalpole (right hemisphere),Chronic,**
R_fusiform,Chronic Infections,83240,47566,35674,-0.051772124025549,-0.0641855114941711,-0.0393587365569268,"-0.05 (-0.06, -0.04)",3.01277846659478e-16,6.48906131266567e-16,Cortical,Volume of fusiform (right hemisphere),Chronic,**
R_inferiorparietal,Chronic Infections,83240,47566,35674,-0.0505923071261087,-0.0631597985404168,-0.0380248157118006,"-0.05 (-0.06, -0.04)",3.05246005404318e-15,5.69792543421394e-15,Cortical,Volume of inferiorparietal (right hemisphere),Chronic,**
R_inferiortemporal,Chronic Infections,83240,47566,35674,-0.0535340168902043,-0.0658969692534369,-0.0411710645269717,"-0.05 (-0.07, -0.04)",2.15177529286886e-17,5.8306169226124e-17,Cortical,Volume of inferiortemporal (right hemisphere),Chronic,**
R_insula,Chronic Infections,81870,46892,34978,-0.0528060541034361,-0.0655052402902169,-0.0401068679166553,"-0.05 (-0.07, -0.04)",3.6873693606512e-16,7.55461039743173e-16,Cortical,Volume of grey matter in Insular Cortex (right),Chronic,**
R_isthmuscingulate,Chronic Infections,83240,47566,35674,-0.038886496256734,-0.0517592476814691,-0.0260137448319988,"-0.04 (-0.05, -0.03)",3.21592249341209e-09,4.28789665788279e-09,Cortical,Volume of isthmuscingulate (right hemisphere),Chronic,**
R_lateraloccipital,Chronic Infections,83240,47566,35674,-0.0496980605450831,-0.0618903252126636,-0.0375057958775027,"-0.05 (-0.06, -0.04)",1.37414541319573e-15,2.74829082639146e-15,Cortical,Volume of lateraloccipital (right hemisphere),Chronic,**
R_lateralorbitofrontal,Chronic Infections,83240,47566,35674,-0.058731996447312,-0.0712244416181939,-0.0462395512764301,"-0.06 (-0.07, -0.05)",3.19108860449697e-20,1.11688101157394e-19,Cortical,Volume of lateralorbitofrontal (right hemisphere),Chronic,**
R_lingual,Chronic Infections,83240,47566,35674,-0.0414886637645164,-0.0547670307378781,-0.0282102967911547,"-0.04 (-0.05, -0.03)",9.16290917187385e-10,1.28280728406234e-09,Cortical,Volume of lingual (right hemisphere),Chronic,**
R_medialorbitofrontal,Chronic Infections,83240,47566,35674,-0.0582874435649305,-0.0707648659317814,-0.0458100211980797,"-0.06 (-0.07, -0.05)",5.50459045945043e-20,1.77840614843783e-19,Cortical,Volume of medialorbitofrontal (right hemisphere),Chronic,**
R_middletemporal,Chronic Infections,83240,47566,35674,-0.059965779017526,-0.0722563741591342,-0.0476751838759177,"-0.06 (-0.07, -0.05)",1.17593351480059e-21,5.19886396017105e-21,Cortical,Volume of middletemporal (right hemisphere),Chronic,**
R_paracentral,Chronic Infections,83240,47566,35674,-0.0556502180871049,-0.0688501820373134,-0.0424502541368964,"-0.06 (-0.07, -0.04)",1.43869891761357e-16,3.35696414109833e-16,Cortical,Volume of paracentral (right hemisphere),Chronic,**
R_parahippocampal,Chronic Infections,83239,47565,35674,-0.0646887822147256,-0.0783279393949569,-0.0510496250344943,"-0.06 (-0.08, -0.05)",1.49219935903533e-20,5.44977157212901e-20,Cortical,Volume of parahippocampal (right hemisphere),Chronic,**
R_parsopercularis,Chronic Infections,83240,47566,35674,-0.0428675517845531,-0.0560685631155248,-0.0296665404535814,"-0.04 (-0.06, -0.03)",1.9672437369581e-10,2.95086560543714e-10,Cortical,Volume of parsopercularis (right hemisphere),Chronic,**
R_parsorbitalis,Chronic Infections,83240,47566,35674,-0.0453273826984206,-0.0582490669015274,-0.0324056984953139,"-0.05 (-0.06, -0.03)",6.22639782527591e-12,1.00580272562149e-11,Cortical,Volume of parsorbitalis (right hemisphere),Chronic,**
R_parstriangularis,Chronic Infections,83240,47566,35674,-0.0485547561989429,-0.061543659212403,-0.0355658531854829,"-0.05 (-0.06, -0.04)",2.37856473075425e-13,4.25105185922036e-13,Cortical,Volume of parstriangularis (right hemisphere),Chronic,**
R_pericalcarine,Chronic Infections,83240,47566,35674,-0.00236739515085674,-0.0156881753063405,0.010953385004627,"-0.00 (-0.02, 0.01)",0.727590464400837,0.727590464400837,Cortical,Volume of pericalcarine (right hemisphere),Chronic,
R_postcentral,Chronic Infections,83240,47566,35674,-0.0590040594588952,-0.0720776160109992,-0.0459305029067912,"-0.06 (-0.07, -0.05)",9.25123583041343e-19,2.77537074912403e-18,Cortical,Volume of postcentral (right hemisphere),Chronic,**
R_posteriorcingulate,Chronic Infections,83240,47566,35674,-0.0484174700089901,-0.0615582577125904,-0.0352766823053898,"-0.05 (-0.06, -0.04)",5.18062588050817e-13,9.0660952908893e-13,Cortical,Volume of posteriorcingulate (right hemisphere),Chronic,**
R_precentral,Chronic Infections,83240,47566,35674,-0.0663735882506812,-0.0791528043028789,-0.0535943721984836,"-0.07 (-0.08, -0.05)",2.5183502885909e-24,1.51101017315454e-23,Cortical,Volume of precentral (right hemisphere),Chronic,**
R_precuneus,Chronic Infections,83240,47566,35674,-0.0543959126992792,-0.0669121494240445,-0.041879675974514,"-0.05 (-0.07, -0.04)",1.64731177041245e-17,4.61247295715485e-17,Cortical,Volume of precuneus (right hemisphere),Chronic,**
R_rostralanteriorcingulate,Chronic Infections,83240,47566,35674,-0.0426097630262946,-0.0558115918255955,-0.0294079342269936,"-0.04 (-0.06, -0.03)",2.52865115401811e-10,3.66218442995726e-10,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Chronic,**
R_rostralmiddlefrontal,Chronic Infections,83240,47566,35674,-0.0528538737220311,-0.0651346449534585,-0.0405731024906038,"-0.05 (-0.07, -0.04)",3.35275295857483e-17,8.57106648162251e-17,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Chronic,**
R_superiorfrontal,Chronic Infections,83240,47566,35674,-0.0685385344440601,-0.080922194462338,-0.0561548744257822,"-0.07 (-0.08, -0.06)",2.13187146736801e-27,1.62797457508102e-26,Cortical,Volume of superiorfrontal (right hemisphere),Chronic,**
R_superiorparietal,Chronic Infections,83240,47566,35674,-0.0558899911361249,-0.0689143426744462,-0.0428656395978035,"-0.06 (-0.07, -0.04)",4.13901891957588e-17,9.93364540698211e-17,Cortical,Volume of superiorparietal (right hemisphere),Chronic,**
R_superiortemporal,Chronic Infections,83240,47566,35674,-0.0626841455053549,-0.0754153111828866,-0.0499529798278233,"-0.06 (-0.08, -0.05)",5.02987658007071e-22,2.48535078074082e-21,Cortical,Volume of superiortemporal (right hemisphere),Chronic,**
R_supramarginal,Chronic Infections,83240,47566,35674,-0.0451299111140413,-0.0579589229804377,-0.0323008992476448,"-0.05 (-0.06, -0.03)",5.42990230393694e-12,8.94336850060202e-12,Cortical,Volume of supramarginal (right hemisphere),Chronic,**
R_temporalpole,Chronic Infections,81870,46892,34978,-0.0778054321158975,-0.0905960287958472,-0.0650148354359478,"-0.08 (-0.09, -0.07)",9.59850005551356e-33,1.15182000666163e-31,Cortical,Volume of grey matter in Temporal Pole (right),Chronic,**
R_transversetemporal,Chronic Infections,83240,47566,35674,-0.018293074462146,-0.0316862838366976,-0.00489986508759446,"-0.02 (-0.03, -0.00)",0.00742881526063338,0.00789899344168613,Cortical,Volume of transversetemporal (right hemisphere),Chronic,**
Raccumb,Chronic Infections,81858,46881,34977,-0.110152724946842,-0.123838601767095,-0.0964668481265891,"-0.11 (-0.12, -0.10)",5.56839768718067e-56,4.67745405723176e-54,SubCortical,Volume of accumbens (right),Chronic,**
Ramyg,Chronic Infections,81858,46881,34977,-0.0115909875435166,-0.0250230692766136,0.00184109418958039,"-0.01 (-0.03, 0.00)",0.090775166102736,0.0918688428027689,SubCortical,Volume of amygdala (right),Chronic,
Rcaud,Chronic Infections,81858,46881,34977,-0.0319274547301872,-0.0450868805570727,-0.0187680289033017,"-0.03 (-0.05, -0.02)",1.98446132672951e-06,2.41586596297505e-06,SubCortical,Volume of caudate (right),Chronic,**
Rhippo,Chronic Infections,81858,46881,34977,-0.0730533846158835,-0.0865089819149617,-0.0595977873168053,"-0.07 (-0.09, -0.06)",1.9936415727316e-26,1.28819917007273e-25,SubCortical,Volume of hippocampus (right),Chronic,**
RLatVent,Chronic Infections,83240,47566,35674,0.0741090148540179,0.06094551992701,0.0872725097810258,"0.07 (0.06, 0.09)",2.72425441951456e-28,2.54263745821359e-27,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Chronic,**
Rpal,Chronic Infections,81858,46881,34977,-0.0582806851820228,-0.0715412356076476,-0.0450201347563981,"-0.06 (-0.07, -0.05)",7.16249366574457e-18,2.07465333766394e-17,SubCortical,Volume of pallidum (right),Chronic,**
Rput,Chronic Infections,81858,46881,34977,-0.0765746603634505,-0.0890900076777576,-0.0640593130491435,"-0.08 (-0.09, -0.06)",4.16492327527606e-33,5.83089258538649e-32,SubCortical,Volume of putamen (right),Chronic,**
Rthal,Chronic Infections,81858,46881,34977,-0.0783966002907819,-0.0908300217739963,-0.0659631788075675,"-0.08 (-0.09, -0.07)",4.71802295594802e-35,7.92627856599268e-34,SubCortical,Volume of thalamus (right),Chronic,**
