Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections,83240,47469,35771,-0.0145689732149837,-0.0277766784390855,-0.00136126799088183,"-0.01 (-0.03, -0.00)",0.0306209035951205,0.0408278714601607,Cortical,Volume of bankssts (left hemisphere),Bacterial,**
L_caudalanteriorcingulate,Bacterial Infections,83240,47469,35771,-0.0134625534693278,-0.0271661561471873,0.000241049208531737,"-0.01 (-0.03, 0.00)",0.0541682624178125,0.0679124484044216,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Bacterial,
L_caudalmiddlefrontal,Bacterial Infections,83240,47469,35771,-0.0173509453090028,-0.0305673148890168,-0.00413457572898885,"-0.02 (-0.03, -0.00)",0.0100794209306751,0.0142669363692346,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Bacterial,**
L_cuneus,Bacterial Infections,83240,47469,35771,-0.0141524626555139,-0.0271680087314568,-0.00113691657957101,"-0.01 (-0.03, -0.00)",0.0330756621666954,0.0434118065937877,Cortical,Volume of cuneus (left hemisphere),Bacterial,**
L_entorhinal,Bacterial Infections,83240,47469,35771,-0.0219039211348883,-0.0352547938118248,-0.00855304845795183,"-0.02 (-0.04, -0.01)",0.00130206369492006,0.00229554566511507,Cortical,Volume of entorhinal (left hemisphere),Bacterial,**
L_frontalpole,Bacterial Infections,83240,47469,35771,-0.0108403937369896,-0.0242676296706658,0.00258684219668661,"-0.01 (-0.02, 0.00)",0.113564936280362,0.136277923536435,Cortical,Volume of frontalpole (left hemisphere),Bacterial,
L_fusiform,Bacterial Infections,83240,47469,35771,-0.0257620911375841,-0.0384177675216906,-0.0131064147534776,"-0.03 (-0.04, -0.01)",6.61880606670145e-05,0.000168478699879673,Cortical,Volume of fusiform (left hemisphere),Bacterial,**
L_inferiorparietal,Bacterial Infections,83240,47469,35771,-0.0400769827252702,-0.0531136728234117,-0.0270402926271286,"-0.04 (-0.05, -0.03)",1.69452703597811e-09,2.84680542044322e-08,Cortical,Volume of inferiorparietal (left hemisphere),Bacterial,**
L_inferiortemporal,Bacterial Infections,83240,47469,35771,-0.02266638164824,-0.0350687844336254,-0.0102639788628545,"-0.02 (-0.04, -0.01)",0.00034111220533489,0.000716335631203268,Cortical,Volume of inferiortemporal (left hemisphere),Bacterial,**
L_insula,Bacterial Infections,81870,46691,35179,-0.0283950021477679,-0.0411331081495027,-0.0156568961460332,"-0.03 (-0.04, -0.02)",1.24915279730438e-05,4.42239952395058e-05,Cortical,Volume of grey matter in Insular Cortex (left),Bacterial,**
L_isthmuscingulate,Bacterial Infections,83240,47469,35771,0.00152675799985176,-0.0110147889420275,0.014068304941731,"0.00 (-0.01, 0.01)",0.81141504703757,0.821191131941637,Cortical,Volume of isthmuscingulate (left hemisphere),Bacterial,
L_lateraloccipital,Bacterial Infections,83240,47469,35771,-0.0307348668484898,-0.0430746862534044,-0.0183950474435751,"-0.03 (-0.04, -0.02)",1.0533443317181e-06,5.53005774152005e-06,Cortical,Volume of lateraloccipital (left hemisphere),Bacterial,**
L_lateralorbitofrontal,Bacterial Infections,83240,47469,35771,-0.018610804926274,-0.0310324397899868,-0.00618917006256117,"-0.02 (-0.03, -0.01)",0.00331951515645744,0.00536229371427741,Cortical,Volume of lateralorbitofrontal (left hemisphere),Bacterial,**
L_lingual,Bacterial Infections,83240,47469,35771,-0.0084899584709507,-0.0216943302841252,0.00471441334222377,"-0.01 (-0.02, 0.00)",0.207597875225965,0.232509620253081,Cortical,Volume of lingual (left hemisphere),Bacterial,
L_medialorbitofrontal,Bacterial Infections,83240,47469,35771,-0.0135962278706883,-0.0261545003567314,-0.00103795538464524,"-0.01 (-0.03, -0.00)",0.0338416847931998,0.0437338695789043,Cortical,Volume of medialorbitofrontal (left hemisphere),Bacterial,**
L_middletemporal,Bacterial Infections,83240,47469,35771,-0.0300670123371055,-0.0423794390041245,-0.0177545856700865,"-0.03 (-0.04, -0.02)",1.701647317227e-06,8.40813968512164e-06,Cortical,Volume of middletemporal (left hemisphere),Bacterial,**
