Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Mycobacterial Infections,83240,82720,520,-0.0374910892287408,-0.120251193779044,0.0452690153215624,"-0.04 (-0.12, 0.05)",0.374599993523713,0.926662966084762,Cortical,Volume of bankssts (left hemisphere),Mycobacterial,
L_caudalanteriorcingulate,Mycobacterial Infections,83240,82720,520,-0.0336796799486218,-0.119546704507881,0.0521873446106372,"-0.03 (-0.12, 0.05)",0.442032545433861,0.926662966084762,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Mycobacterial,
L_caudalmiddlefrontal,Mycobacterial Infections,83240,82720,520,0.0230358928977497,-0.0597797158937584,0.105851501689258,"0.02 (-0.06, 0.11)",0.585624846491424,0.926662966084762,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Mycobacterial,
L_cuneus,Mycobacterial Infections,83240,82720,520,-0.0379520800562679,-0.11950802018381,0.0436038600712742,"-0.04 (-0.12, 0.04)",0.361727634016593,0.926662966084762,Cortical,Volume of cuneus (left hemisphere),Mycobacterial,
L_entorhinal,Mycobacterial Infections,83240,82720,520,-0.000368670580902398,-0.0840291130368191,0.0832917718750143,"-0.00 (-0.08, 0.08)",0.993108621707227,0.993108621707227,Cortical,Volume of entorhinal (left hemisphere),Mycobacterial,
L_frontalpole,Mycobacterial Infections,83240,82720,520,0.0297597499297986,-0.0543750029377753,0.113894502797372,"0.03 (-0.05, 0.11)",0.488136197301953,0.926662966084762,Cortical,Volume of frontalpole (left hemisphere),Mycobacterial,
L_fusiform,Mycobacterial Infections,83240,82720,520,-0.0154939344711813,-0.0948006628104507,0.063812793868088,"-0.02 (-0.09, 0.06)",0.70178134244555,0.926662966084762,Cortical,Volume of fusiform (left hemisphere),Mycobacterial,
L_inferiorparietal,Mycobacterial Infections,83240,82720,520,-0.0309558744774084,-0.112660028167445,0.0507482792126282,"-0.03 (-0.11, 0.05)",0.457727637562337,0.926662966084762,Cortical,Volume of inferiorparietal (left hemisphere),Mycobacterial,
L_inferiortemporal,Mycobacterial Infections,83240,82720,520,-0.0060929885412301,-0.0838111952788252,0.071625218196365,"-0.01 (-0.08, 0.07)",0.877877871998172,0.983223216637953,Cortical,Volume of inferiortemporal (left hemisphere),Mycobacterial,
L_insula,Mycobacterial Infections,81870,81368,502,-0.000971920087592006,-0.0815356536098964,0.0795918134347124,"-0.00 (-0.08, 0.08)",0.981135567104162,0.993108621707227,Cortical,Volume of grey matter in Insular Cortex (left),Mycobacterial,
L_isthmuscingulate,Mycobacterial Infections,83240,82720,520,0.0360507192575056,-0.0425330165558555,0.114634455070867,"0.04 (-0.04, 0.11)",0.368571487086246,0.926662966084762,Cortical,Volume of isthmuscingulate (left hemisphere),Mycobacterial,
L_lateraloccipital,Mycobacterial Infections,83240,82720,520,-0.0540193177877787,-0.131349602844931,0.0233109672693734,"-0.05 (-0.13, 0.02)",0.170953268068021,0.926662966084762,Cortical,Volume of lateraloccipital (left hemisphere),Mycobacterial,
L_lateralorbitofrontal,Mycobacterial Infections,83240,82720,520,0.00335616063127648,-0.0744806019330675,0.0811929231956205,"0.00 (-0.07, 0.08)",0.932650493526937,0.991679005775477,Cortical,Volume of lateralorbitofrontal (left hemisphere),Mycobacterial,
L_lingual,Mycobacterial Infections,83240,82720,520,-0.0571651543977769,-0.139902317865286,0.0255720090697318,"-0.06 (-0.14, 0.03)",0.175673917670173,0.926662966084762,Cortical,Volume of lingual (left hemisphere),Mycobacterial,
L_medialorbitofrontal,Mycobacterial Infections,83240,82720,520,-0.0359618269743253,-0.114652467685861,0.0427288137372099,"-0.04 (-0.11, 0.04)",0.370404033328796,0.926662966084762,Cortical,Volume of medialorbitofrontal (left hemisphere),Mycobacterial,
L_middletemporal,Mycobacterial Infections,83240,82720,520,-0.0361749483352906,-0.113333620438034,0.040983723767453,"-0.04 (-0.11, 0.04)",0.358140216096384,0.926662966084762,Cortical,Volume of middletemporal (left hemisphere),Mycobacterial,
L_paracentral,Mycobacterial Infections,83240,82720,520,-0.0833825411674704,-0.166890529316123,0.000125446981182095,"-0.08 (-0.17, 0.00)",0.0503451446913056,0.845798430813933,Cortical,Volume of paracentral (left hemisphere),Mycobacterial,
L_parahippocampal,Mycobacterial Infections,83239,82719,520,-0.00964612270856218,-0.0953734347677928,0.0760811893506684,"-0.01 (-0.10, 0.08)",0.825450922353826,0.963026076079464,Cortical,Volume of parahippocampal (left hemisphere),Mycobacterial,
L_parsopercularis,Mycobacterial Infections,83240,82720,520,-0.0425099947892663,-0.125552449805532,0.0405324602269995,"-0.04 (-0.13, 0.04)",0.315702932721961,0.926662966084762,Cortical,Volume of parsopercularis (left hemisphere),Mycobacterial,
L_parsorbitalis,Mycobacterial Infections,83240,82720,520,-0.00159379065996855,-0.082357380632494,0.0791697993125568,"-0.00 (-0.08, 0.08)",0.969146776178931,0.993108621707227,Cortical,Volume of parsorbitalis (left hemisphere),Mycobacterial,
L_parstriangularis,Mycobacterial Infections,83240,82720,520,0.0252230765831998,-0.056529656778166,0.106975809944566,"0.03 (-0.06, 0.11)",0.54537054427667,0.926662966084762,Cortical,Volume of parstriangularis (left hemisphere),Mycobacterial,
L_pericalcarine,Mycobacterial Infections,83240,82720,520,-0.0847192783032983,-0.168252784755161,-0.00118577185143573,"-0.08 (-0.17, -0.00)",0.0468354358184253,0.845798430813933,Cortical,Volume of pericalcarine (left hemisphere),Mycobacterial,*
L_postcentral,Mycobacterial Infections,83240,82720,520,-0.00403066920340743,-0.0851225280895037,0.0770611896826889,"-0.00 (-0.09, 0.08)",0.922391995712163,0.991679005775477,Cortical,Volume of postcentral (left hemisphere),Mycobacterial,
L_posteriorcingulate,Mycobacterial Infections,83240,82720,520,0.000379776961834092,-0.0814330007656755,0.0821925546893437,"0.00 (-0.08, 0.08)",0.992740701578299,0.993108621707227,Cortical,Volume of posteriorcingulate (left hemisphere),Mycobacterial,
L_precentral,Mycobacterial Infections,83240,82720,520,0.000502244518950567,-0.0791630117673564,0.0801675008052576,"0.00 (-0.08, 0.08)",0.990141102288002,0.993108621707227,Cortical,Volume of precentral (left hemisphere),Mycobacterial,
