Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_superiorfrontal,Intracellular Bacterial Infections,83240,82329,911,-0.0325070870847745,-0.0911396725680203,0.0261254983984714,"-0.03 (-0.09, 0.03)",0.277190537504966,0.776133505013905,Cortical,Volume of superiorfrontal (left hemisphere),Intracellular,
L_superiorparietal,Intracellular Bacterial Infections,83240,82329,911,-0.0417264046346169,-0.103971530705687,0.0205187214364535,"-0.04 (-0.10, 0.02)",0.188885813104729,0.661100345866552,Cortical,Volume of superiorparietal (left hemisphere),Intracellular,
L_superiortemporal,Intracellular Bacterial Infections,83240,82329,911,-0.0406033643709756,-0.0998282630969004,0.0186215343549491,"-0.04 (-0.10, 0.02)",0.179039288165707,0.661100345866552,Cortical,Volume of superiortemporal (left hemisphere),Intracellular,
L_supramarginal,Intracellular Bacterial Infections,83240,82329,911,-0.0154314682026576,-0.0748352558406469,0.0439723194353317,"-0.02 (-0.07, 0.04)",0.610646981908377,0.922436229602143,Cortical,Volume of supramarginal (left hemisphere),Intracellular,
L_temporalpole,Intracellular Bacterial Infections,81870,80984,886,-0.0467875913782638,-0.106792930871231,0.0132177481147032,"-0.05 (-0.11, 0.01)",0.126453557229339,0.590116600403584,Cortical,Volume of grey matter in Temporal Pole (left),Intracellular,
L_transversetemporal,Intracellular Bacterial Infections,83240,82329,911,0.00443706102285649,-0.0590299804384118,0.0679041024841247,"0.00 (-0.06, 0.07)",0.891010930811571,0.953760711005854,Cortical,Volume of transversetemporal (left hemisphere),Intracellular,
Laccumb,Intracellular Bacterial Infections,81858,80972,886,-0.0718934196873149,-0.136753623123767,-0.00703321625086241,"-0.07 (-0.14, -0.01)",0.0298187325079679,0.388815360829149,SubCortical,Volume of accumbens (left),Intracellular,*
Lamyg,Intracellular Bacterial Infections,81858,80972,886,-0.067110456138402,-0.130728151317464,-0.00349276095934017,"-0.07 (-0.13, -0.00)",0.0386806754485799,0.388815360829149,SubCortical,Volume of amygdala (left),Intracellular,*
Lcaud,Intracellular Bacterial Infections,81858,80972,886,0.00965341611854953,-0.053006700562013,0.0723135327991121,"0.01 (-0.05, 0.07)",0.76268601281515,0.928487319948878,SubCortical,Volume of caudate (left),Intracellular,
Lhippo,Intracellular Bacterial Infections,81858,80972,886,-0.0072803260024704,-0.0718388384702716,0.0572781864653308,"-0.01 (-0.07, 0.06)",0.825069386734402,0.939292768174825,SubCortical,Volume of hippocampus (left),Intracellular,
LLatVent,Intracellular Bacterial Infections,83240,82329,911,-0.00986648215169172,-0.0723644068917382,0.0526314425883547,"-0.01 (-0.07, 0.05)",0.757001335688864,0.928487319948878,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Intracellular,
Lpal,Intracellular Bacterial Infections,81858,80972,886,-0.029322665551737,-0.0925928970097236,0.0339475659062496,"-0.03 (-0.09, 0.03)",0.363690134397112,0.803284252633979,SubCortical,Volume of pallidum (left),Intracellular,
Lput,Intracellular Bacterial Infections,81858,80972,886,-0.056457789271671,-0.116616105856976,0.00370052731363434,"-0.06 (-0.12, 0.00)",0.0658559320942378,0.428764390398528,SubCortical,Volume of putamen (left),Intracellular,
Lthal,Intracellular Bacterial Infections,81858,80972,886,-0.0623510448495888,-0.122346589066104,-0.00235550063307315,"-0.06 (-0.12, -0.00)",0.041658788660266,0.388815360829149,SubCortical,Volume of thalamus (left),Intracellular,*
R_bankssts,Intracellular Bacterial Infections,83240,82329,911,-0.0451244678520523,-0.10821582922229,0.017966893518185,"-0.05 (-0.11, 0.02)",0.160968539912145,0.661100345866552,Cortical,Volume of bankssts (right hemisphere),Intracellular,
R_caudalanteriorcingulate,Intracellular Bacterial Infections,83240,82329,911,0.0315348922466959,-0.0331713575888472,0.096241142082239,"0.03 (-0.03, 0.10)",0.339473541350588,0.803284252633979,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Intracellular,
R_caudalmiddlefrontal,Intracellular Bacterial Infections,83240,82329,911,-0.0425976553534859,-0.105556525663184,0.020361214956212,"-0.04 (-0.11, 0.02)",0.184803236784432,0.661100345866552,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Intracellular,
R_cuneus,Intracellular Bacterial Infections,83240,82329,911,-0.0111210606027604,-0.0722103533638262,0.0499682321583054,"-0.01 (-0.07, 0.05)",0.721235876734991,0.92297130178808,Cortical,Volume of cuneus (right hemisphere),Intracellular,
R_entorhinal,Intracellular Bacterial Infections,83240,82329,911,0.0416079178366596,-0.0219754558641717,0.105191291537491,"0.04 (-0.02, 0.11)",0.199640390468112,0.670791711972855,Cortical,Volume of entorhinal (right hemisphere),Intracellular,
R_frontalpole,Intracellular Bacterial Infections,83240,82329,911,-0.026654467840126,-0.0902269805577841,0.036918044877532,"-0.03 (-0.09, 0.04)",0.411205034086441,0.803284252633979,Cortical,Volume of frontalpole (right hemisphere),Intracellular,
R_fusiform,Intracellular Bacterial Infections,83240,82329,911,-0.013845356886111,-0.0727338674044861,0.0450431536322641,"-0.01 (-0.07, 0.05)",0.644931488640752,0.922436229602143,Cortical,Volume of fusiform (right hemisphere),Intracellular,
R_inferiorparietal,Intracellular Bacterial Infections,83240,82329,911,-0.0269124326012269,-0.0865301661354166,0.0327053009329629,"-0.03 (-0.09, 0.03)",0.376281586811072,0.803284252633979,Cortical,Volume of inferiorparietal (right hemisphere),Intracellular,
R_inferiortemporal,Intracellular Bacterial Infections,83240,82329,911,-0.0669406502124952,-0.125590044666743,-0.00829125575824721,"-0.07 (-0.13, -0.01)",0.0252839890166842,0.388815360829149,Cortical,Volume of inferiortemporal (right hemisphere),Intracellular,*
R_insula,Intracellular Bacterial Infections,81870,80984,886,-0.0208478446883356,-0.081401825509384,0.0397061361327128,"-0.02 (-0.08, 0.04)",0.49980681647771,0.890643193045371,Cortical,Volume of grey matter in Insular Cortex (right),Intracellular,
R_isthmuscingulate,Intracellular Bacterial Infections,83240,82329,911,-0.0112573058769366,-0.0723134000730697,0.0497987883191965,"-0.01 (-0.07, 0.05)",0.717818962718442,0.92297130178808,Cortical,Volume of isthmuscingulate (right hemisphere),Intracellular,
R_lateraloccipital,Intracellular Bacterial Infections,83240,82329,911,-0.0326151519757792,-0.0904532766579878,0.0252229727064294,"-0.03 (-0.09, 0.03)",0.26905547830941,0.776133505013905,Cortical,Volume of lateraloccipital (right hemisphere),Intracellular,
R_lateralorbitofrontal,Intracellular Bacterial Infections,83240,82329,911,4.94614755222524e-05,-0.0592206057835075,0.059319528734552,"0.00 (-0.06, 0.06)",0.99869495760996,0.99869495760996,Cortical,Volume of lateralorbitofrontal (right hemisphere),Intracellular,
R_lingual,Intracellular Bacterial Infections,83240,82329,911,-0.00213365031194949,-0.0651145726724329,0.0608472720485339,"-0.00 (-0.07, 0.06)",0.947059462151122,0.970158473423101,Cortical,Volume of lingual (right hemisphere),Intracellular,
R_medialorbitofrontal,Intracellular Bacterial Infections,83240,82329,911,-0.046831853110171,-0.106029406578662,0.0123657003583204,"-0.05 (-0.11, 0.01)",0.12100804240984,0.590116600403584,Cortical,Volume of medialorbitofrontal (right hemisphere),Intracellular,
R_middletemporal,Intracellular Bacterial Infections,83240,82329,911,-0.0122407313588743,-0.0705553548842134,0.0460738921664648,"-0.01 (-0.07, 0.05)",0.680766415842787,0.922436229602143,Cortical,Volume of middletemporal (right hemisphere),Intracellular,
R_paracentral,Intracellular Bacterial Infections,83240,82329,911,0.015777112562107,-0.0468434152037961,0.07839764032801,"0.02 (-0.05, 0.08)",0.621437394933354,0.922436229602143,Cortical,Volume of paracentral (right hemisphere),Intracellular,
R_parahippocampal,Intracellular Bacterial Infections,83239,82328,911,0.0206289815111883,-0.0440817677282178,0.0853397307505943,"0.02 (-0.04, 0.09)",0.532090119296763,0.893911400418562,Cortical,Volume of parahippocampal (right hemisphere),Intracellular,
R_parsopercularis,Intracellular Bacterial Infections,83240,82329,911,-0.0244046317089681,-0.087019558812385,0.0382102953944488,"-0.02 (-0.09, 0.04)",0.444916134245588,0.843591098837942,Cortical,Volume of parsopercularis (right hemisphere),Intracellular,
R_parsorbitalis,Intracellular Bacterial Infections,83240,82329,911,0.0324343849766187,-0.0288579474070083,0.0937267173602457,"0.03 (-0.03, 0.09)",0.299655221089298,0.803284252633979,Cortical,Volume of parsorbitalis (right hemisphere),Intracellular,
R_parstriangularis,Intracellular Bacterial Infections,83240,82329,911,0.0160249989396311,-0.0455888509705764,0.0776388488498387,"0.02 (-0.05, 0.08)",0.610214124311193,0.922436229602143,Cortical,Volume of parstriangularis (right hemisphere),Intracellular,
R_pericalcarine,Intracellular Bacterial Infections,83240,82329,911,-0.0133735568871104,-0.0765414006488044,0.0497942868745837,"-0.01 (-0.08, 0.05)",0.678172920073476,0.922436229602143,Cortical,Volume of pericalcarine (right hemisphere),Intracellular,
R_postcentral,Intracellular Bacterial Infections,83240,82329,911,-0.0364199339809721,-0.0984440950882442,0.0256042271263,"-0.04 (-0.10, 0.03)",0.249782057180128,0.749346171540384,Cortical,Volume of postcentral (right hemisphere),Intracellular,
R_posteriorcingulate,Intracellular Bacterial Infections,83240,82329,911,-0.0153056676016564,-0.0776394320672637,0.0470280968639509,"-0.02 (-0.08, 0.05)",0.630330182136721,0.922436229602143,Cortical,Volume of posteriorcingulate (right hemisphere),Intracellular,
R_precentral,Intracellular Bacterial Infections,83240,82329,911,-0.0226046442617879,-0.0832419057401047,0.038032617216529,"-0.02 (-0.08, 0.04)",0.464991817025324,0.849115491959287,Cortical,Volume of precentral (right hemisphere),Intracellular,
R_precuneus,Intracellular Bacterial Infections,83240,82329,911,-0.0192051375897761,-0.0785835374496305,0.0401732622700784,"-0.02 (-0.08, 0.04)",0.526126309216983,0.893911400418562,Cortical,Volume of precuneus (right hemisphere),Intracellular,
R_rostralanteriorcingulate,Intracellular Bacterial Infections,83240,82329,911,0.00322087811093757,-0.0593979576071941,0.0658397138290692,"0.00 (-0.06, 0.07)",0.919697828469931,0.953760711005854,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Intracellular,
R_rostralmiddlefrontal,Intracellular Bacterial Infections,83240,82329,911,-0.0248214496549023,-0.0830821811342781,0.0334392818244735,"-0.02 (-0.08, 0.03)",0.403699384501743,0.803284252633979,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Intracellular,
R_superiorfrontal,Intracellular Bacterial Infections,83240,82329,911,-0.0279085745128278,-0.0866737600753001,0.0308566110496444,"-0.03 (-0.09, 0.03)",0.351942458654069,0.803284252633979,Cortical,Volume of superiorfrontal (right hemisphere),Intracellular,
R_superiorparietal,Intracellular Bacterial Infections,83240,82329,911,-0.00325861838980418,-0.0650470410077615,0.0585298042281532,"-0.00 (-0.07, 0.06)",0.917672160525654,0.953760711005854,Cortical,Volume of superiorparietal (right hemisphere),Intracellular,
R_superiortemporal,Intracellular Bacterial Infections,83240,82329,911,-0.0137161793475138,-0.0741217571998423,0.0466893985048147,"-0.01 (-0.07, 0.05)",0.656283509306144,0.922436229602143,Cortical,Volume of superiortemporal (right hemisphere),Intracellular,
R_supramarginal,Intracellular Bacterial Infections,83240,82329,911,-0.0259605425398856,-0.0868135314988191,0.0348924464190479,"-0.03 (-0.09, 0.03)",0.403070689271429,0.803284252633979,Cortical,Volume of supramarginal (right hemisphere),Intracellular,
R_temporalpole,Intracellular Bacterial Infections,81870,80984,886,-0.00661449765179741,-0.0676326909143696,0.0544036956107747,"-0.01 (-0.07, 0.05)",0.831743039462592,0.939292768174825,Cortical,Volume of grey matter in Temporal Pole (right),Intracellular,
R_transversetemporal,Intracellular Bacterial Infections,83240,82329,911,0.0133286153036671,-0.0501853810793325,0.0768426116866666,"0.01 (-0.05, 0.08)",0.680845788515868,0.922436229602143,Cortical,Volume of transversetemporal (right hemisphere),Intracellular,
Raccumb,Intracellular Bacterial Infections,81858,80972,886,-0.0462618890243766,-0.111589346009353,0.0190655679605997,"-0.05 (-0.11, 0.02)",0.165147969068827,0.661100345866552,SubCortical,Volume of accumbens (right),Intracellular,
Ramyg,Intracellular Bacterial Infections,81858,80972,886,-0.0599703911959761,-0.123989688126619,0.00404890573466644,"-0.06 (-0.12, 0.00)",0.0663563937521531,0.428764390398528,SubCortical,Volume of amygdala (right),Intracellular,
Rcaud,Intracellular Bacterial Infections,81858,80972,886,-0.00124223180618537,-0.0639708697862531,0.0614864061738824,"-0.00 (-0.06, 0.06)",0.969038570931455,0.980713734436653,SubCortical,Volume of caudate (right),Intracellular,
Rhippo,Intracellular Bacterial Infections,81858,80972,886,-0.00907815280882716,-0.0732540504495653,0.055097744831911,"-0.01 (-0.07, 0.06)",0.781584685140956,0.937901622169147,SubCortical,Volume of hippocampus (right),Intracellular,
RLatVent,Intracellular Bacterial Infections,83240,82329,911,-0.0135221082007731,-0.0759896968976104,0.0489454804960642,"-0.01 (-0.08, 0.05)",0.671368766824598,0.922436229602143,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Intracellular,
Rpal,Intracellular Bacterial Infections,81858,80972,886,-0.0780979842780564,-0.141326317427046,-0.0148696511290664,"-0.08 (-0.14, -0.01)",0.0154829300770007,0.388815360829149,SubCortical,Volume of pallidum (right),Intracellular,*
Rput,Intracellular Bacterial Infections,81858,80972,886,-0.0578192289631545,-0.117520492305811,0.00188203437950189,"-0.06 (-0.12, 0.00)",0.0576724961434152,0.428764390398528,SubCortical,Volume of putamen (right),Intracellular,
Rthal,Intracellular Bacterial Infections,81858,80972,886,-0.0711064255719261,-0.130419413421024,-0.0117934377228278,"-0.07 (-0.13, -0.01)",0.0187905976630989,0.388815360829149,SubCortical,Volume of thalamus (right),Intracellular,*
