Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Atlas,Description,Abbreviations,p_star
L_bankssts,Invasive Bacterial Infections,83240,71682,11558,-0.0323884444889723,-0.0512594222312064,-0.0135174667467382,"-0.03 (-0.05, -0.01)",0.0007686890036338,0.00109440468313965,Cortical,Volume of bankssts (left hemisphere),Invasive,**
L_caudalanteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0221947133392963,-0.0417748589419663,-0.00261456773662632,"-0.02 (-0.04, -0.00)",0.0263053608451227,0.0306895876526431,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Invasive,**
L_caudalmiddlefrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0280000771542403,-0.0468839808819874,-0.00911617342649327,"-0.03 (-0.05, -0.01)",0.00365972451387314,0.00478625461137567,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Invasive,**
L_cuneus,Invasive Bacterial Infections,83240,71682,11558,-0.0363745253386378,-0.0549705563000119,-0.0177784943772637,"-0.04 (-0.05, -0.02)",0.000126262360764034,0.000220959131337059,Cortical,Volume of cuneus (left hemisphere),Invasive,**
L_entorhinal,Invasive Bacterial Infections,83240,71682,11558,-0.0318962902226284,-0.0509725389038193,-0.0128200415414375,"-0.03 (-0.05, -0.01)",0.00104888756960312,0.00146844259744437,Cortical,Volume of entorhinal (left hemisphere),Invasive,**
L_frontalpole,Invasive Bacterial Infections,83240,71682,11558,-0.0167392799907108,-0.0359246370738154,0.00244607709239381,"-0.02 (-0.04, 0.00)",0.087251265094352,0.0964356087884943,Cortical,Volume of frontalpole (left hemisphere),Invasive,
L_fusiform,Invasive Bacterial Infections,83240,71682,11558,-0.0527422633039312,-0.0708234105881897,-0.0346611160196727,"-0.05 (-0.07, -0.03)",1.08630771303428e-08,6.90655654476313e-08,Cortical,Volume of fusiform (left hemisphere),Invasive,**
L_inferiorparietal,Invasive Bacterial Infections,83240,71682,11558,-0.0614329324299215,-0.0800596962951162,-0.0428061685647269,"-0.06 (-0.08, -0.04)",1.02362085195758e-10,2.86613838548123e-09,Cortical,Volume of inferiorparietal (left hemisphere),Invasive,**
L_inferiortemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0405770018930355,-0.0582973039254766,-0.0228566998605945,"-0.04 (-0.06, -0.02)",7.19548752252704e-06,1.51105237973068e-05,Cortical,Volume of inferiortemporal (left hemisphere),Invasive,**
L_insula,Invasive Bacterial Infections,81870,70490,11380,-0.0450011928987585,-0.0631932006819971,-0.02680918511552,"-0.05 (-0.06, -0.03)",1.24692821206803e-06,3.0806461709916e-06,Cortical,Volume of grey matter in Insular Cortex (left),Invasive,**
L_isthmuscingulate,Invasive Bacterial Infections,83240,71682,11558,-0.00290376739646124,-0.0208236581302376,0.0150161233373151,"-0.00 (-0.02, 0.02)",0.750788959513389,0.750788959513389,Cortical,Volume of isthmuscingulate (left hemisphere),Invasive,
L_lateraloccipital,Invasive Bacterial Infections,83240,71682,11558,-0.0516644089952568,-0.0692950980002015,-0.0340337199903121,"-0.05 (-0.07, -0.03)",9.30614269866932e-09,6.85788425956489e-08,Cortical,Volume of lateraloccipital (left hemisphere),Invasive,**
L_lateralorbitofrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0402231626196136,-0.0579705381840391,-0.0224757870551882,"-0.04 (-0.06, -0.02)",8.91652079590602e-06,1.7833041591812e-05,Cortical,Volume of lateralorbitofrontal (left hemisphere),Invasive,**
L_lingual,Invasive Bacterial Infections,83240,71682,11558,-0.0249059783376827,-0.0437723673286805,-0.00603958934668496,"-0.02 (-0.04, -0.01)",0.00967105910353672,0.0123086206772286,Cortical,Volume of lingual (left hemisphere),Invasive,**
L_medialorbitofrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0328566628644016,-0.0507995533121972,-0.0149137724166061,"-0.03 (-0.05, -0.01)",0.000332013177260299,0.000526209563959719,Cortical,Volume of medialorbitofrontal (left hemisphere),Invasive,**
L_middletemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0500098359522747,-0.0676014948395663,-0.032418177064983,"-0.05 (-0.07, -0.03)",2.52758094595146e-08,1.19204310436009e-07,Cortical,Volume of middletemporal (left hemisphere),Invasive,**
L_paracentral,Invasive Bacterial Infections,83240,71682,11558,-0.0535774915393094,-0.0726171649722323,-0.0345378181063865,"-0.05 (-0.07, -0.03)",3.49012059221582e-08,1.46585064873064e-07,Cortical,Volume of paracentral (left hemisphere),Invasive,**
L_parahippocampal,Invasive Bacterial Infections,83239,71682,11557,-0.0390262275035732,-0.0585739319425918,-0.0194785230645546,"-0.04 (-0.06, -0.02)",9.12106906963155e-05,0.000163014851457245,Cortical,Volume of parahippocampal (left hemisphere),Invasive,**
L_parsopercularis,Invasive Bacterial Infections,83240,71682,11558,-0.0112509685957568,-0.0301874858571175,0.00768554866560387,"-0.01 (-0.03, 0.01)",0.244219656754897,0.259676597055839,Cortical,Volume of parsopercularis (left hemisphere),Invasive,
L_parsorbitalis,Invasive Bacterial Infections,83240,71682,11558,-0.0340818669156385,-0.0524973081349844,-0.0156664256962927,"-0.03 (-0.05, -0.02)",0.000286458728200366,0.000471814375859426,Cortical,Volume of parsorbitalis (left hemisphere),Invasive,**
L_parstriangularis,Invasive Bacterial Infections,83240,71682,11558,-0.0170363055424007,-0.0356784429581878,0.00160583187338632,"-0.02 (-0.04, 0.00)",0.0732714271276524,0.0820639983829707,Cortical,Volume of parstriangularis (left hemisphere),Invasive,
L_pericalcarine,Invasive Bacterial Infections,83240,71682,11558,-0.0233227046046228,-0.0423710314937999,-0.00427437771544573,"-0.02 (-0.04, -0.00)",0.0164058600506013,0.0202660624154486,Cortical,Volume of pericalcarine (left hemisphere),Invasive,**
L_postcentral,Invasive Bacterial Infections,83240,71682,11558,-0.0397863960317669,-0.0582761747199683,-0.0212966173435656,"-0.04 (-0.06, -0.02)",2.47263133937103e-05,4.51523983711232e-05,Cortical,Volume of postcentral (left hemisphere),Invasive,**
L_posteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0351749278186332,-0.0538295450505514,-0.0165203105867151,"-0.04 (-0.05, -0.02)",0.00021938869888011,0.000368573014118586,Cortical,Volume of posteriorcingulate (left hemisphere),Invasive,**
L_precentral,Invasive Bacterial Infections,83240,71682,11558,-0.0603681488755735,-0.0785299568767441,-0.042206340874403,"-0.06 (-0.08, -0.04)",7.31845181530043e-11,2.86613838548123e-09,Cortical,Volume of precentral (left hemisphere),Invasive,**
L_precuneus,Invasive Bacterial Infections,83240,71682,11558,-0.053715148387837,-0.0718836978278611,-0.0355465989478129,"-0.05 (-0.07, -0.04)",6.86893940894004e-09,6.85788425956489e-08,Cortical,Volume of precuneus (left hemisphere),Invasive,**
L_rostralanteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0286834409183171,-0.0471873764922632,-0.010179505344371,"-0.03 (-0.05, -0.01)",0.00238041020955583,0.00326053042939384,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Invasive,**
L_rostralmiddlefrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0399357558043067,-0.0574957946765217,-0.0223757169320917,"-0.04 (-0.06, -0.02)",8.30311783908832e-06,1.70112658166688e-05,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Invasive,**
L_superiorfrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0521130973017292,-0.0697665242309795,-0.034459670372479,"-0.05 (-0.07, -0.03)",7.23749345375145e-09,6.85788425956489e-08,Cortical,Volume of superiorfrontal (left hemisphere),Invasive,**
L_superiorparietal,Invasive Bacterial Infections,83240,71682,11558,-0.049135769301498,-0.0678777376814907,-0.0303938009215053,"-0.05 (-0.07, -0.03)",2.77553496402612e-07,8.32660489207835e-07,Cortical,Volume of superiorparietal (left hemisphere),Invasive,**
L_superiortemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0402737244701975,-0.0581070424213856,-0.0224404065190094,"-0.04 (-0.06, -0.02)",9.59703431436352e-06,1.87476949396869e-05,Cortical,Volume of superiortemporal (left hemisphere),Invasive,**
L_supramarginal,Invasive Bacterial Infections,83240,71682,11558,-0.0399040600196935,-0.0577911282243086,-0.0220169918150784,"-0.04 (-0.06, -0.02)",1.22966369889087e-05,2.34753978879167e-05,Cortical,Volume of supramarginal (left hemisphere),Invasive,**
L_temporalpole,Invasive Bacterial Infections,81870,70490,11380,-0.0502113358421243,-0.0681709693970203,-0.0322517022872284,"-0.05 (-0.07, -0.03)",4.27237560878128e-08,1.56034587451143e-07,Cortical,Volume of grey matter in Temporal Pole (left),Invasive,**
L_transversetemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0155605316372486,-0.034672960837845,0.00355189756334783,"-0.02 (-0.03, 0.00)",0.110549980552111,0.120599978784121,Cortical,Volume of transversetemporal (left hemisphere),Invasive,
Laccumb,Invasive Bacterial Infections,81858,70479,11379,-0.0748083547087408,-0.0942190889706573,-0.0553976204468242,"-0.07 (-0.09, -0.06)",4.2727169287617e-14,3.58908222015983e-12,SubCortical,Volume of accumbens (left),Invasive,**
Lamyg,Invasive Bacterial Infections,81858,70479,11379,-0.00986196241885846,-0.0289073151247621,0.00918339028704517,"-0.01 (-0.03, 0.01)",0.310150276621172,0.32565779045223,SubCortical,Volume of amygdala (left),Invasive,
Lcaud,Invasive Bacterial Infections,81858,70479,11379,-0.00920489992361063,-0.0279631130574474,0.00955331321022615,"-0.01 (-0.03, 0.01)",0.336155872211393,0.348606089700704,SubCortical,Volume of caudate (left),Invasive,
Lhippo,Invasive Bacterial Infections,81858,70479,11379,-0.0562224228107869,-0.0755452133780696,-0.0368996322435043,"-0.06 (-0.08, -0.04)",1.18204331950925e-08,6.90655654476313e-08,SubCortical,Volume of hippocampus (left),Invasive,**
LLatVent,Invasive Bacterial Infections,83240,71682,11558,0.0346844892248422,0.0158650779964954,0.053503900453189,"0.03 (0.02, 0.05)",0.000303672964235657,0.000490548634534523,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Invasive,**
Lpal,Invasive Bacterial Infections,81858,70479,11379,-0.0453639300967252,-0.0643024317542421,-0.0264254284392084,"-0.05 (-0.06, -0.03)",2.67264389265873e-06,5.90794965745613e-06,SubCortical,Volume of pallidum (left),Invasive,**
Lput,Invasive Bacterial Infections,81858,70479,11379,-0.04982421458237,-0.0678307062382084,-0.0318177229265316,"-0.05 (-0.07, -0.03)",5.86646647455e-08,1.89531993793154e-07,SubCortical,Volume of putamen (left),Invasive,**
Lthal,Invasive Bacterial Infections,81858,70479,11379,-0.0502492863749596,-0.0682070681632007,-0.0322915045867185,"-0.05 (-0.07, -0.03)",4.16021184679653e-08,1.56034587451143e-07,SubCortical,Volume of thalamus (left),Invasive,**
R_bankssts,Invasive Bacterial Infections,83240,71682,11558,-0.0364801072433648,-0.0554783005069921,-0.0174819139797375,"-0.04 (-0.06, -0.02)",0.000167630107516778,0.00028736589860019,Cortical,Volume of bankssts (right hemisphere),Invasive,**
R_caudalanteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.00485024972765304,-0.0243362283076406,0.0146357288523345,"-0.00 (-0.02, 0.01)",0.625649438579809,0.633187383622939,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Invasive,
R_caudalmiddlefrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0444273987463797,-0.0633848828937215,-0.0254699145990378,"-0.04 (-0.06, -0.03)",4.36934153514126e-06,9.41088946030426e-06,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Invasive,**
R_cuneus,Invasive Bacterial Infections,83240,71682,11558,-0.0335666244558295,-0.0519618995515521,-0.0151713493601068,"-0.03 (-0.05, -0.02)",0.000348449400699196,0.000532177266522408,Cortical,Volume of cuneus (right hemisphere),Invasive,**
R_entorhinal,Invasive Bacterial Infections,83240,71682,11558,-0.0214633323067786,-0.0406107184573714,-0.00231594615618585,"-0.02 (-0.04, -0.00)",0.0280188557925461,0.0320887509095525,Cortical,Volume of entorhinal (right hemisphere),Invasive,**
R_frontalpole,Invasive Bacterial Infections,83240,71682,11558,-0.0283486426243451,-0.0474922328878883,-0.00920505236080194,"-0.03 (-0.05, -0.01)",0.00370364940165975,0.00478625461137567,Cortical,Volume of frontalpole (right hemisphere),Invasive,**
R_fusiform,Invasive Bacterial Infections,83240,71682,11558,-0.045286677825587,-0.0630179533178858,-0.0275554023332882,"-0.05 (-0.06, -0.03)",5.5705768996773e-07,1.55976153190964e-06,Cortical,Volume of fusiform (right hemisphere),Invasive,**
R_inferiorparietal,Invasive Bacterial Infections,83240,71682,11558,-0.049697879911897,-0.0676483122940285,-0.0317474475297656,"-0.05 (-0.07, -0.03)",5.76396275739841e-08,1.89531993793154e-07,Cortical,Volume of inferiorparietal (right hemisphere),Invasive,**
R_inferiortemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0507669663155405,-0.0684260430499655,-0.0331078895811155,"-0.05 (-0.07, -0.03)",1.75970189837461e-08,9.23843496646671e-08,Cortical,Volume of inferiortemporal (right hemisphere),Invasive,**
R_insula,Invasive Bacterial Infections,81870,70490,11380,-0.0507975056553086,-0.0689211229541508,-0.0326738883564664,"-0.05 (-0.07, -0.03)",3.95132599127088e-08,1.56034587451143e-07,Cortical,Volume of grey matter in Insular Cortex (right),Invasive,**
R_isthmuscingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0146030827513332,-0.0329895065994462,0.00378334109677982,"-0.01 (-0.03, 0.00)",0.119548289131656,0.128744311372553,Cortical,Volume of isthmuscingulate (right hemisphere),Invasive,
R_lateraloccipital,Invasive Bacterial Infections,83240,71682,11558,-0.0376487070013163,-0.0550645613446078,-0.0202328526580247,"-0.04 (-0.06, -0.02)",2.26757445824276e-05,4.23280565538649e-05,Cortical,Volume of lateraloccipital (right hemisphere),Invasive,**
R_lateralorbitofrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0447461902235017,-0.0625924267359244,-0.0268999537110789,"-0.04 (-0.06, -0.03)",8.92580491502289e-07,2.34302379019351e-06,Cortical,Volume of lateralorbitofrontal (right hemisphere),Invasive,**
R_lingual,Invasive Bacterial Infections,83240,71682,11558,-0.0212260401554398,-0.0401918199595851,-0.00226026035129451,"-0.02 (-0.04, -0.00)",0.0282686615155581,0.0320887509095525,Cortical,Volume of lingual (right hemisphere),Invasive,**
R_medialorbitofrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0312043770180253,-0.0490303625434192,-0.0133783914926314,"-0.03 (-0.05, -0.01)",0.000601728566270171,0.000902592849405256,Cortical,Volume of medialorbitofrontal (right hemisphere),Invasive,**
R_middletemporal,Invasive Bacterial Infections,83240,71682,11558,-0.0560272310622995,-0.0735842224284264,-0.0384702396961726,"-0.06 (-0.07, -0.04)",4.00319801391848e-10,8.4067158292288e-09,Cortical,Volume of middletemporal (right hemisphere),Invasive,**
R_paracentral,Invasive Bacterial Infections,83240,71682,11558,-0.0483455170439225,-0.0672004807059015,-0.0294905533819434,"-0.05 (-0.07, -0.03)",5.02989577519221e-07,1.45693532798671e-06,Cortical,Volume of paracentral (right hemisphere),Invasive,**
R_parahippocampal,Invasive Bacterial Infections,83239,71681,11558,-0.0339813354502107,-0.0534672837522293,-0.0144953871481921,"-0.03 (-0.05, -0.01)",0.000631110218313124,0.000930057163829867,Cortical,Volume of parahippocampal (right hemisphere),Invasive,**
R_parsopercularis,Invasive Bacterial Infections,83240,71682,11558,-0.0291961262237759,-0.0480512592348511,-0.0103409932127007,"-0.03 (-0.05, -0.01)",0.00240658198360021,0.00326053042939384,Cortical,Volume of parsopercularis (right hemisphere),Invasive,**
R_parsorbitalis,Invasive Bacterial Infections,83240,71682,11558,-0.03173127838425,-0.0501879574301598,-0.0132745993383402,"-0.03 (-0.05, -0.01)",0.000752901953774364,0.00109040972615598,Cortical,Volume of parsorbitalis (right hemisphere),Invasive,**
R_parstriangularis,Invasive Bacterial Infections,83240,71682,11558,-0.0338872759007487,-0.0524405182681636,-0.0153340335333339,"-0.03 (-0.05, -0.02)",0.000343917365601794,0.000532177266522408,Cortical,Volume of parstriangularis (right hemisphere),Invasive,**
R_pericalcarine,Invasive Bacterial Infections,83240,71682,11558,-0.0220698994224424,-0.0410919459566454,-0.00304785288823943,"-0.02 (-0.04, -0.00)",0.0229662981270352,0.0271713949671966,Cortical,Volume of pericalcarine (right hemisphere),Invasive,**
R_postcentral,Invasive Bacterial Infections,83240,71682,11558,-0.046409844084489,-0.0650855356942753,-0.0277341524747027,"-0.05 (-0.07, -0.03)",1.11429836226878e-06,2.83639583122963e-06,Cortical,Volume of postcentral (right hemisphere),Invasive,**
R_posteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0477333787243031,-0.066502042990754,-0.0289647144578522,"-0.05 (-0.07, -0.03)",6.21668776319068e-07,1.68452184550973e-06,Cortical,Volume of posteriorcingulate (right hemisphere),Invasive,**
R_precentral,Invasive Bacterial Infections,83240,71682,11558,-0.0535114152373128,-0.0717684023055611,-0.0352544281690646,"-0.05 (-0.07, -0.04)",9.23722392115497e-09,6.85788425956489e-08,Cortical,Volume of precentral (right hemisphere),Invasive,**
R_precuneus,Invasive Bacterial Infections,83240,71682,11558,-0.0479291134515045,-0.0658076407804679,-0.0300505861225411,"-0.05 (-0.07, -0.03)",1.48882991639712e-07,4.63191529545769e-07,Cortical,Volume of precuneus (right hemisphere),Invasive,**
R_rostralanteriorcingulate,Invasive Bacterial Infections,83240,71682,11558,-0.0218920889518198,-0.0407487908590581,-0.00303538704458141,"-0.02 (-0.04, -0.00)",0.0228787858296601,0.0271713949671966,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Invasive,**
R_rostralmiddlefrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0421388153410534,-0.0596814231360242,-0.0245962075460827,"-0.04 (-0.06, -0.02)",2.5047981086268e-06,5.68656867904462e-06,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Invasive,**
R_superiorfrontal,Invasive Bacterial Infections,83240,71682,11558,-0.0553356902362615,-0.0730285720502394,-0.0376428084222836,"-0.06 (-0.07, -0.04)",8.82668351742306e-10,1.48288283092707e-08,Cortical,Volume of superiorfrontal (right hemisphere),Invasive,**
