Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections,30001,15848,14153,-0.0195123406427831,-0.0405163073226352,0.00149162603706892,"-0.02 (-0.04, 0.00)",0.0686399417093256,0.168296164002008,71-80,0.604,Cortical,Volume of bankssts (left hemisphere),Bacterial,
L_caudalanteriorcingulate,Bacterial Infections,30001,15848,14153,0.00266986657989004,-0.0196587904165256,0.0249985235763057,"0.00 (-0.02, 0.02)",0.814703301312364,0.869937423435236,71-80,0.237,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Bacterial,
L_caudalmiddlefrontal,Bacterial Infections,30001,15848,14153,-0.0131862040730273,-0.034425088080369,0.00805267993431433,"-0.01 (-0.03, 0.01)",0.223653089485505,0.383405296260865,71-80,0.505,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Bacterial,
L_cuneus,Bacterial Infections,30001,15848,14153,-0.0103522981203865,-0.0314070266287582,0.0107024303879852,"-0.01 (-0.03, 0.01)",0.335192009292477,0.474541496301709,71-80,0.272,Cortical,Volume of cuneus (left hemisphere),Bacterial,
L_entorhinal,Bacterial Infections,30001,15848,14153,-0.0114509382906712,-0.0341459672344351,0.0112440906530928,"-0.01 (-0.03, 0.01)",0.322693778902085,0.463978062167966,71-80,0.365,Cortical,Volume of entorhinal (left hemisphere),Bacterial,
L_frontalpole,Bacterial Infections,30001,15848,14153,0.01179140274945,-0.0115101447139458,0.0350929502128459,"0.01 (-0.01, 0.04)",0.321278332965424,0.463978062167966,71-80,0.006,Cortical,Volume of frontalpole (left hemisphere),Bacterial,
L_fusiform,Bacterial Infections,30001,15848,14153,-0.0192645475735957,-0.0398380628434611,0.00130896769626971,"-0.02 (-0.04, 0.00)",0.0664655998629193,0.167493311654557,71-80,0.58,Cortical,Volume of fusiform (left hemisphere),Bacterial,
L_inferiorparietal,Bacterial Infections,30001,15848,14153,-0.0375227296146863,-0.0583762657104417,-0.0166691935189309,"-0.04 (-0.06, -0.02)",0.000421248785134489,0.0103404629689167,71-80,0.026,Cortical,Volume of inferiorparietal (left hemisphere),Bacterial,**
L_inferiortemporal,Bacterial Infections,30001,15848,14153,-0.0236839515967896,-0.043579732462633,-0.00378817073094627,"-0.02 (-0.04, -0.00)",0.0196423021543809,0.0823797079007824,71-80,0.61,Cortical,Volume of inferiortemporal (left hemisphere),Bacterial,*
L_insula,Bacterial Infections,29683,15698,13985,-0.0231375854764419,-0.0442481867680039,-0.00202698418487992,"-0.02 (-0.04, -0.00)",0.031702591390511,0.11049590785531,71-80,0.733,Cortical,Volume of grey matter in Insular Cortex (left),Bacterial,*
L_isthmuscingulate,Bacterial Infections,30001,15848,14153,0.0111656199088029,-0.00910013235022663,0.0314313721678325,"0.01 (-0.01, 0.03)",0.280192971474398,0.441303930072177,71-80,0.418,Cortical,Volume of isthmuscingulate (left hemisphere),Bacterial,
L_lateraloccipital,Bacterial Infections,30001,15848,14153,-0.0252206709357306,-0.0452336758306325,-0.00520766604082877,"-0.03 (-0.05, -0.01)",0.0135140355149808,0.0681107389955034,71-80,0.093,Cortical,Volume of lateraloccipital (left hemisphere),Bacterial,*
L_lateralorbitofrontal,Bacterial Infections,30001,15848,14153,-0.0112670813721131,-0.0315558791437469,0.00902171639952062,"-0.01 (-0.03, 0.01)",0.276391692340797,0.43905977332413,71-80,0.88,Cortical,Volume of lateralorbitofrontal (left hemisphere),Bacterial,
