Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_parsopercularis,Acute Viral Infections,30001,18058,11943,-0.0376922423803722,-0.059109169273444,-0.0162753154873004,"-0.04 (-0.06, -0.02)",0.000562326798293213,0.0014170635316989,71-80,0.572,Cortical,Volume of parsopercularis (left hemisphere),Acute Viral,**
L_parsorbitalis,Acute Viral Infections,30001,18058,11943,-0.0580998286063422,-0.0797279695660435,-0.0364716876466409,"-0.06 (-0.08, -0.04)",1.40941182151389e-07,1.36604530392884e-06,71-80,0.557,Cortical,Volume of parsorbitalis (left hemisphere),Acute Viral,**
L_parstriangularis,Acute Viral Infections,30001,18058,11943,-0.0505070548263528,-0.0716620094411238,-0.0293521002115819,"-0.05 (-0.07, -0.03)",2.88737791685146e-06,1.58178094575341e-05,71-80,0.309,Cortical,Volume of parstriangularis (left hemisphere),Acute Viral,**
L_pericalcarine,Acute Viral Infections,30001,18058,11943,-0.0243850911592091,-0.0467111710214433,-0.00205901129697486,"-0.02 (-0.05, -0.00)",0.032297638950359,0.0484464584255385,71-80,0.325,Cortical,Volume of pericalcarine (left hemisphere),Acute Viral,**
L_postcentral,Acute Viral Infections,30001,18058,11943,-0.0416601141513846,-0.0631484104862779,-0.0201718178164913,"-0.04 (-0.06, -0.02)",0.000144979388270607,0.000429821245225801,71-80,0.141,Cortical,Volume of postcentral (left hemisphere),Acute Viral,**
L_posteriorcingulate,Acute Viral Infections,30001,18058,11943,-0.0327595513259316,-0.0551014582315786,-0.0104176444202845,"-0.03 (-0.06, -0.01)",0.00405622955186955,0.00798570193024318,71-80,0.656,Cortical,Volume of posteriorcingulate (left hemisphere),Acute Viral,**
L_precentral,Acute Viral Infections,30001,18058,11943,-0.056775617355382,-0.0781186756207807,-0.0354325590899833,"-0.06 (-0.08, -0.04)",1.86038561877854e-07,1.67434705690069e-06,71-80,0.026,Cortical,Volume of precentral (left hemisphere),Acute Viral,**
L_precuneus,Acute Viral Infections,30001,18058,11943,-0.0436697069591705,-0.0646569257747964,-0.0226824881435445,"-0.04 (-0.06, -0.02)",4.54615582536972e-05,0.000168475186469584,71-80,0.189,Cortical,Volume of precuneus (left hemisphere),Acute Viral,**
L_rostralanteriorcingulate,Acute Viral Infections,30001,18058,11943,-0.0346757963945374,-0.055712943090438,-0.0136386496986368,"-0.03 (-0.06, -0.01)",0.0012359296382974,0.00283140244409951,71-80,0.7,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Acute Viral,**
L_rostralmiddlefrontal,Acute Viral Infections,30001,18058,11943,-0.0550671962501378,-0.0752689165299786,-0.0348654759702969,"-0.06 (-0.08, -0.03)",9.21803025101712e-08,1.16147181162816e-06,71-80,0.154,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Acute Viral,**
L_superiorfrontal,Acute Viral Infections,30001,18058,11943,-0.0643075864170722,-0.0847818412256637,-0.0438333316084806,"-0.06 (-0.08, -0.04)",7.54079910528033e-10,1.2668542496871e-08,71-80,0.117,Cortical,Volume of superiorfrontal (left hemisphere),Acute Viral,**
L_superiorparietal,Acute Viral Infections,30001,18058,11943,-0.0452640657833202,-0.0669140981351018,-0.0236140334315386,"-0.05 (-0.07, -0.02)",4.18023381152214e-05,0.000162064449308243,71-80,0.36,Cortical,Volume of superiorparietal (left hemisphere),Acute Viral,**
L_superiortemporal,Acute Viral Infections,30001,18058,11943,-0.0286075467880623,-0.0493495519214786,-0.00786554165464591,"-0.03 (-0.05, -0.01)",0.00686918199598147,0.0125437236448357,71-80,0.302,Cortical,Volume of superiortemporal (left hemisphere),Acute Viral,**
L_supramarginal,Acute Viral Infections,30001,18058,11943,-0.041764077228547,-0.0623645375094724,-0.0211636169476216,"-0.04 (-0.06, -0.02)",7.09396905966832e-05,0.000239203678385801,71-80,0.107,Cortical,Volume of supramarginal (left hemisphere),Acute Viral,**
L_temporalpole,Acute Viral Infections,29683,17836,11847,-0.0559554984481256,-0.0766148543487805,-0.0352961425474707,"-0.06 (-0.08, -0.04)",1.11176040291476e-07,1.23359954469039e-06,71-80,0.003,Cortical,Volume of grey matter in Temporal Pole (left),Acute Viral,**
L_transversetemporal,Acute Viral Infections,30001,18058,11943,-0.0159806082693943,-0.0383798320290043,0.00641861549021576,"-0.02 (-0.04, 0.01)",0.162008596771757,0.19722785693953,71-80,0.635,Cortical,Volume of transversetemporal (left hemisphere),Acute Viral,
Laccumb,Acute Viral Infections,29679,17833,11846,-0.0584482901909319,-0.0811071197549021,-0.0357894606269617,"-0.06 (-0.08, -0.04)",4.30868948564277e-07,3.29027197085448e-06,71-80,<0.001,SubCortical,Volume of accumbens (left),Acute Viral,**
Lamyg,Acute Viral Infections,29679,17833,11846,-0.0135160610469122,-0.0365742033968193,0.00954208130299497,"-0.01 (-0.04, 0.01)",0.250596213239121,0.281920739894011,71-80,0.085,SubCortical,Volume of amygdala (left),Acute Viral,
Lcaud,Acute Viral Infections,29679,17833,11846,-0.018442665473935,-0.0407175717961958,0.00383224084832578,"-0.02 (-0.04, 0.00)",0.104635907855475,0.134531881528467,71-80,0.151,SubCortical,Volume of caudate (left),Acute Viral,
Lhippo,Acute Viral Infections,29679,17833,11846,-0.0591958044071543,-0.0819378336275012,-0.0364537751868073,"-0.06 (-0.08, -0.04)",3.38423954839575e-07,2.66508864436165e-06,71-80,0.001,SubCortical,Volume of hippocampus (left),Acute Viral,**
LLatVent,Acute Viral Infections,30001,18058,11943,0.0406912743130627,0.0146044152412229,0.0667781333849025,"0.04 (0.01, 0.07)",0.00223500143559831,0.00477305391331164,71-80,0.005,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Acute Viral,**
Lpal,Acute Viral Infections,29679,17833,11846,-0.015015138844476,-0.0391677455888774,0.00913746789992534,"-0.02 (-0.04, 0.01)",0.223037725296532,0.255479576248755,71-80,0.197,SubCortical,Volume of pallidum (left),Acute Viral,
Lput,Acute Viral Infections,29679,17833,11846,-0.0541533496048419,-0.0763897894286574,-0.0319169097810264,"-0.05 (-0.08, -0.03)",1.82023581834453e-06,1.11877908834835e-05,71-80,0.093,SubCortical,Volume of putamen (left),Acute Viral,**
Lthal,Acute Viral Infections,29679,17833,11846,-0.0521260809851143,-0.0728440995612392,-0.0314080624089893,"-0.05 (-0.07, -0.03)",8.20716054281834e-07,5.44264330734269e-06,71-80,0.019,SubCortical,Volume of thalamus (left),Acute Viral,**
R_bankssts,Acute Viral Infections,30001,18058,11943,-0.0234030547536776,-0.0452301522207689,-0.00157595728658636,"-0.02 (-0.05, -0.00)",0.0355999934979574,0.0521581300086352,71-80,0.676,Cortical,Volume of bankssts (right hemisphere),Acute Viral,*
R_caudalanteriorcingulate,Acute Viral Infections,30001,18058,11943,-0.0209339102025324,-0.0436030543240302,0.00173523391896544,"-0.02 (-0.04, 0.00)",0.0703043202432125,0.0978694089251747,71-80,0.419,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Acute Viral,
R_caudalmiddlefrontal,Acute Viral Infections,30001,18058,11943,-0.0545724414506958,-0.0760554420391804,-0.0330894408622112,"-0.05 (-0.08, -0.03)",6.42605941637519e-07,4.49824159146263e-06,71-80,0.062,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Acute Viral,**
R_cuneus,Acute Viral Infections,30001,18058,11943,-0.0291146264380778,-0.0504967961401194,-0.00773245673603619,"-0.03 (-0.05, -0.01)",0.00761511323159679,0.0137072038168742,71-80,0.609,Cortical,Volume of cuneus (right hemisphere),Acute Viral,**
R_entorhinal,Acute Viral Infections,30001,18058,11943,-0.0335037851771656,-0.0568833252701599,-0.0101242450841712,"-0.03 (-0.06, -0.01)",0.0049755971802158,0.00964500376472601,71-80,0.475,Cortical,Volume of entorhinal (right hemisphere),Acute Viral,**
R_frontalpole,Acute Viral Infections,30001,18058,11943,-0.0213595067993969,-0.0454574013476052,0.00273838774881146,"-0.02 (-0.05, 0.00)",0.082342436449983,0.110964138959335,71-80,0.29,Cortical,Volume of frontalpole (right hemisphere),Acute Viral,
R_fusiform,Acute Viral Infections,30001,18058,11943,-0.0417181941393766,-0.0624187309808782,-0.021017657297875,"-0.04 (-0.06, -0.02)",7.82929406623287e-05,0.000256231442167621,71-80,0.708,Cortical,Volume of fusiform (right hemisphere),Acute Viral,**
R_inferiorparietal,Acute Viral Infections,30001,18058,11943,-0.0481059375660332,-0.068762828934298,-0.0274490461977684,"-0.05 (-0.07, -0.03)",5.02518215746393e-06,2.43528058400175e-05,71-80,0.317,Cortical,Volume of inferiorparietal (right hemisphere),Acute Viral,**
R_inferiortemporal,Acute Viral Infections,30001,18058,11943,-0.0420424351359507,-0.0623345717324109,-0.0217502985394906,"-0.04 (-0.06, -0.02)",4.90013444097224e-05,0.000173920264665494,71-80,0.909,Cortical,Volume of inferiortemporal (right hemisphere),Acute Viral,**
R_insula,Acute Viral Infections,29683,17836,11847,-0.0417847425539509,-0.063322422570569,-0.0202470625373327,"-0.04 (-0.06, -0.02)",0.000143451910539117,0.000429821245225801,71-80,0.895,Cortical,Volume of grey matter in Insular Cortex (right),Acute Viral,**
R_isthmuscingulate,Acute Viral Infections,30001,18058,11943,-0.0440663261882447,-0.065287640982428,-0.0228450113940614,"-0.04 (-0.07, -0.02)",4.71226047045572e-05,0.000169641376936406,71-80,0.566,Cortical,Volume of isthmuscingulate (right hemisphere),Acute Viral,**
R_lateraloccipital,Acute Viral Infections,30001,18058,11943,-0.0420651517355163,-0.062221934849,-0.0219083686220326,"-0.04 (-0.06, -0.02)",4.31734908294747e-05,0.000162383875955636,71-80,0.135,Cortical,Volume of lateraloccipital (right hemisphere),Acute Viral,**
R_lateralorbitofrontal,Acute Viral Infections,30001,18058,11943,-0.0537858141016056,-0.0743406570791011,-0.0332309711241101,"-0.05 (-0.07, -0.03)",2.93344633452278e-07,2.38460798806368e-06,71-80,0.386,Cortical,Volume of lateralorbitofrontal (right hemisphere),Acute Viral,**
R_lingual,Acute Viral Infections,30001,18058,11943,-0.0362000316549226,-0.0580686492992802,-0.014331414010565,"-0.04 (-0.06, -0.01)",0.00117769012283065,0.00272273312801215,71-80,0.958,Cortical,Volume of lingual (right hemisphere),Acute Viral,**
R_medialorbitofrontal,Acute Viral Infections,30001,18058,11943,-0.0385547966489271,-0.0591534081553405,-0.0179561851425136,"-0.04 (-0.06, -0.02)",0.000244258143326875,0.000683922801315251,71-80,0.934,Cortical,Volume of medialorbitofrontal (right hemisphere),Acute Viral,**
R_middletemporal,Acute Viral Infections,30001,18058,11943,-0.0546482448868023,-0.0748919081145283,-0.0344045816590763,"-0.05 (-0.07, -0.03)",1.22380722154301e-07,1.23359954469039e-06,71-80,0.507,Cortical,Volume of middletemporal (right hemisphere),Acute Viral,**
R_paracentral,Acute Viral Infections,30001,18058,11943,-0.0405012928550364,-0.0624878063200002,-0.0185147793900726,"-0.04 (-0.06, -0.02)",0.000305999620542261,0.000820339408262232,71-80,0.883,Cortical,Volume of paracentral (right hemisphere),Acute Viral,**
R_parahippocampal,Acute Viral Infections,30000,18057,11943,-0.0373700605746779,-0.0604619968108096,-0.0142781243385463,"-0.04 (-0.06, -0.01)",0.00151561205507346,0.00341012712391529,71-80,0.614,Cortical,Volume of parahippocampal (right hemisphere),Acute Viral,**
R_parsopercularis,Acute Viral Infections,30001,18058,11943,-0.032085685618148,-0.0536024602479201,-0.010568910988376,"-0.03 (-0.05, -0.01)",0.00347153318391196,0.00699861089876652,71-80,0.811,Cortical,Volume of parsopercularis (right hemisphere),Acute Viral,**
R_parsorbitalis,Acute Viral Infections,30001,18058,11943,-0.0435255885843261,-0.0650267051410313,-0.0220244720276209,"-0.04 (-0.07, -0.02)",7.27092943725688e-05,0.00024108871291957,71-80,0.438,Cortical,Volume of parsorbitalis (right hemisphere),Acute Viral,**
R_parstriangularis,Acute Viral Infections,30001,18058,11943,-0.0377670436719773,-0.0588061598882953,-0.0167279274556592,"-0.04 (-0.06, -0.02)",0.000434721540321026,0.00111785538939692,71-80,0.947,Cortical,Volume of parstriangularis (right hemisphere),Acute Viral,**
R_pericalcarine,Acute Viral Infections,30001,18058,11943,-0.0316053449721335,-0.0539191906614788,-0.00929149928278826,"-0.03 (-0.05, -0.01)",0.00550314047735606,0.0101969955903951,71-80,0.075,Cortical,Volume of pericalcarine (right hemisphere),Acute Viral,**
R_postcentral,Acute Viral Infections,30001,18058,11943,-0.05350166727101,-0.075147749547157,-0.0318555849948629,"-0.05 (-0.08, -0.03)",1.275305567161e-06,8.03442507311433e-06,71-80,0.725,Cortical,Volume of postcentral (right hemisphere),Acute Viral,**
R_posteriorcingulate,Acute Viral Infections,30001,18058,11943,-0.043562475832417,-0.0660180552542228,-0.0211068964106113,"-0.04 (-0.07, -0.02)",0.00014360461259139,0.000429821245225801,71-80,0.363,Cortical,Volume of posteriorcingulate (right hemisphere),Acute Viral,**
R_precentral,Acute Viral Infections,30001,18058,11943,-0.0586882915239699,-0.080214783158723,-0.0371617998892168,"-0.06 (-0.08, -0.04)",9.17211916790733e-08,1.16147181162816e-06,71-80,0.392,Cortical,Volume of precentral (right hemisphere),Acute Viral,**
R_precuneus,Acute Viral Infections,30001,18058,11943,-0.0424378800237491,-0.0630825760864759,-0.0217931839610222,"-0.04 (-0.06, -0.02)",5.61226845018861e-05,0.000196429395756601,71-80,0.831,Cortical,Volume of precuneus (right hemisphere),Acute Viral,**
R_rostralanteriorcingulate,Acute Viral Infections,30001,18058,11943,-0.0404411735749367,-0.0621902979032895,-0.0186920492465839,"-0.04 (-0.06, -0.02)",0.000268280093477373,0.000734854169090195,71-80,0.158,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Acute Viral,**
R_rostralmiddlefrontal,Acute Viral Infections,30001,18058,11943,-0.0468350914481169,-0.0670511026909718,-0.026619080205262,"-0.05 (-0.07, -0.03)",5.62335837595877e-06,2.67374775611624e-05,71-80,0.597,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Acute Viral,**
R_superiorfrontal,Acute Viral Infections,30001,18058,11943,-0.0605212857290226,-0.0810041445899716,-0.0400384268680736,"-0.06 (-0.08, -0.04)",7.05004291149959e-09,1.11038175856119e-07,71-80,0.269,Cortical,Volume of superiorfrontal (right hemisphere),Acute Viral,**
R_superiorparietal,Acute Viral Infections,30001,18058,11943,-0.030027491072605,-0.0515184716383054,-0.00853651050690452,"-0.03 (-0.05, -0.01)",0.00617380159286643,0.011356189791258,71-80,0.105,Cortical,Volume of superiorparietal (right hemisphere),Acute Viral,**
R_superiortemporal,Acute Viral Infections,30001,18058,11943,-0.0583599485818155,-0.0796554562522274,-0.0370644409114037,"-0.06 (-0.08, -0.04)",7.8681714284469e-08,1.10154399998257e-06,71-80,0.179,Cortical,Volume of superiortemporal (right hemisphere),Acute Viral,**
R_supramarginal,Acute Viral Infections,30001,18058,11943,-0.0500819105112737,-0.0713887610030456,-0.0287750600195019,"-0.05 (-0.07, -0.03)",4.10010358110489e-06,2.06645220487687e-05,71-80,0.184,Cortical,Volume of supramarginal (right hemisphere),Acute Viral,**
R_temporalpole,Acute Viral Infections,29683,17836,11847,-0.0689582450102247,-0.089972483451878,-0.0479440065685713,"-0.07 (-0.09, -0.05)",1.27947481393383e-10,2.3030546650809e-09,71-80,0.007,Cortical,Volume of grey matter in Temporal Pole (right),Acute Viral,**
R_transversetemporal,Acute Viral Infections,30001,18058,11943,-0.0332889621014964,-0.0558628115995818,-0.010715112603411,"-0.03 (-0.06, -0.01)",0.00385009153088854,0.00763955169908592,71-80,0.435,Cortical,Volume of transversetemporal (right hemisphere),Acute Viral,**
Raccumb,Acute Viral Infections,29679,17833,11846,-0.0534797725554944,-0.075837957431504,-0.0311215876794847,"-0.05 (-0.08, -0.03)",2.76658305248731e-06,1.58178094575341e-05,71-80,<0.001,SubCortical,Volume of accumbens (right),Acute Viral,**
Ramyg,Acute Viral Infections,29679,17833,11846,-0.00395878962533037,-0.0262638447497441,0.0183462654990834,"-0.00 (-0.03, 0.02)",0.727935496714474,0.75180223431167,71-80,0.25,SubCortical,Volume of amygdala (right),Acute Viral,
Rcaud,Acute Viral Infections,29679,17833,11846,-0.0153820970981952,-0.0379428981645565,0.00717870396816602,"-0.02 (-0.04, 0.01)",0.181438489141814,0.217726186970177,71-80,0.366,SubCortical,Volume of caudate (right),Acute Viral,
Rhippo,Acute Viral Infections,29679,17833,11846,-0.0384363722841188,-0.0610294915064122,-0.0158432530618253,"-0.04 (-0.06, -0.02)",0.000855545513472654,0.00203393839051989,71-80,<0.001,SubCortical,Volume of hippocampus (right),Acute Viral,**
RLatVent,Acute Viral Infections,30001,18058,11943,0.0401848957964006,0.0141453144722325,0.0662244771205687,"0.04 (0.01, 0.07)",0.00249020764951015,0.00522943606397131,71-80,0.004,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Acute Viral,**
Rpal,Acute Viral Infections,29679,17833,11846,-0.0297309110261042,-0.0536317112403362,-0.00583011081187223,"-0.03 (-0.05, -0.01)",0.0147682078075415,0.0244841339967136,71-80,0.004,SubCortical,Volume of pallidum (right),Acute Viral,**
Rput,Acute Viral Infections,29679,17833,11846,-0.047645198090699,-0.0698555667099027,-0.0254348294714952,"-0.05 (-0.07, -0.03)",2.62260068776725e-05,0.000108343503822516,71-80,0.145,SubCortical,Volume of putamen (right),Acute Viral,**
Rthal,Acute Viral Infections,29679,17833,11846,-0.0477043672540568,-0.0678573319806632,-0.0275514025274505,"-0.05 (-0.07, -0.03)",3.50493666320043e-06,1.84009174818023e-05,71-80,0.027,SubCortical,Volume of thalamus (right),Acute Viral,**
