Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Infections,30001,17157,12844,-0.0238497240767292,-0.0450655753825947,-0.00263387277086379,"-0.02 (-0.05, -0.00)",0.0275758678873346,0.0318766913193042,71-80,0.353,Cortical,Volume of bankssts (left hemisphere),Chronic,**
L_caudalanteriorcingulate,Chronic Infections,30001,17157,12844,-0.0101810469447236,-0.0327352569754586,0.0123731630860115,"-0.01 (-0.03, 0.01)",0.376287727885299,0.385465477345916,71-80,0.751,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic,
L_caudalmiddlefrontal,Chronic Infections,30001,17157,12844,-0.0658621843476883,-0.0873034454580196,-0.044420923237357,"-0.07 (-0.09, -0.04)",1.75614198053017e-09,9.83439509096892e-09,71-80,0.106,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic,**
L_cuneus,Chronic Infections,30001,17157,12844,-0.0476067452110795,-0.0688679172966325,-0.0263455731255265,"-0.05 (-0.07, -0.03)",1.14360917860579e-05,2.52797818428648e-05,71-80,0.104,Cortical,Volume of cuneus (left hemisphere),Chronic,**
L_entorhinal,Chronic Infections,30001,17157,12844,-0.0289438780109147,-0.0518664717112308,-0.00602128431059862,"-0.03 (-0.05, -0.01)",0.0133326378981176,0.0159991654777411,71-80,0.99,Cortical,Volume of entorhinal (left hemisphere),Chronic,**
L_frontalpole,Chronic Infections,30001,17157,12844,-0.0312215309949673,-0.0547564775533699,-0.00768658443656468,"-0.03 (-0.05, -0.01)",0.00932153815268764,0.0113479594902284,71-80,0.031,Cortical,Volume of frontalpole (left hemisphere),Chronic,**
L_fusiform,Chronic Infections,30001,17157,12844,-0.0512355340948503,-0.0720101984277381,-0.0304608697619625,"-0.05 (-0.07, -0.03)",1.34506822254193e-06,3.45874685796495e-06,71-80,0.05,Cortical,Volume of fusiform (left hemisphere),Chronic,**
L_inferiorparietal,Chronic Infections,30001,17157,12844,-0.0631797638461317,-0.0842364348943381,-0.0421230927979252,"-0.06 (-0.08, -0.04)",4.12022618858013e-09,2.03587646965136e-08,71-80,0.659,Cortical,Volume of inferiorparietal (left hemisphere),Chronic,**
L_inferiortemporal,Chronic Infections,30001,17157,12844,-0.0502083964305891,-0.0702991857601166,-0.0301176071010616,"-0.05 (-0.07, -0.03)",9.71747778789183e-07,2.60511106654121e-06,71-80,0.831,Cortical,Volume of inferiortemporal (left hemisphere),Chronic,**
L_insula,Chronic Infections,29683,16988,12695,-0.0589066370349624,-0.0802207970649739,-0.0375924770049509,"-0.06 (-0.08, -0.04)",6.10655544927033e-08,2.36746457417865e-07,71-80,0.239,Cortical,Volume of grey matter in Insular Cortex (left),Chronic,**
L_isthmuscingulate,Chronic Infections,30001,17157,12844,-0.0296169826116556,-0.0500853506369019,-0.00914861458640925,"-0.03 (-0.05, -0.01)",0.00456971642236998,0.00587534968590427,71-80,0.719,Cortical,Volume of isthmuscingulate (left hemisphere),Chronic,**
L_lateraloccipital,Chronic Infections,30001,17157,12844,-0.0692691134114189,-0.0894713709883247,-0.0490668558345131,"-0.07 (-0.09, -0.05)",1.84269484299008e-11,1.71984852012407e-10,71-80,0.36,Cortical,Volume of lateraloccipital (left hemisphere),Chronic,**
L_lateralorbitofrontal,Chronic Infections,30001,17157,12844,-0.0635659371110353,-0.0840477005816483,-0.0430841736404223,"-0.06 (-0.08, -0.04)",1.19329206570912e-09,6.83430910360679e-09,71-80,0.69,Cortical,Volume of lateralorbitofrontal (left hemisphere),Chronic,**
L_lingual,Chronic Infections,30001,17157,12844,-0.0592982903480907,-0.0808224148864637,-0.0377741658097176,"-0.06 (-0.08, -0.04)",6.7200254331123e-08,2.56582789264288e-07,71-80,0.233,Cortical,Volume of lingual (left hemisphere),Chronic,**
L_medialorbitofrontal,Chronic Infections,30001,17157,12844,-0.0674825383266068,-0.0879091515435949,-0.0470559251096186,"-0.07 (-0.09, -0.05)",9.6078900138547e-11,7.33693419239814e-10,71-80,0.634,Cortical,Volume of medialorbitofrontal (left hemisphere),Chronic,**
L_middletemporal,Chronic Infections,30001,17157,12844,-0.0606076421848022,-0.080501489348669,-0.0407137950209353,"-0.06 (-0.08, -0.04)",2.37909669475326e-09,1.24902576474546e-08,71-80,0.54,Cortical,Volume of middletemporal (left hemisphere),Chronic,**
L_paracentral,Chronic Infections,30001,17157,12844,-0.0637070244305683,-0.085943691257797,-0.0414703576033397,"-0.06 (-0.09, -0.04)",1.97804413554953e-08,8.59426072687038e-08,71-80,0.459,Cortical,Volume of paracentral (left hemisphere),Chronic,**
L_parahippocampal,Chronic Infections,30000,17156,12844,-0.0516928511233648,-0.0746687784851229,-0.0287169237616066,"-0.05 (-0.07, -0.03)",1.0380553952282e-05,2.33562463926344e-05,71-80,0.915,Cortical,Volume of parahippocampal (left hemisphere),Chronic,**
L_parsopercularis,Chronic Infections,30001,17157,12844,-0.0391047195157216,-0.0602989164866705,-0.0179105225447726,"-0.04 (-0.06, -0.02)",0.00029920540255256,0.000489608840540553,71-80,0.73,Cortical,Volume of parsopercularis (left hemisphere),Chronic,**
L_parsorbitalis,Chronic Infections,30001,17157,12844,-0.0648017684589535,-0.0862027292549935,-0.0434008076629136,"-0.06 (-0.09, -0.04)",2.97108664634828e-09,1.52798741812197e-08,71-80,0.244,Cortical,Volume of parsorbitalis (left hemisphere),Chronic,**
L_parstriangularis,Chronic Infections,30001,17157,12844,-0.0481064964177414,-0.0690424202642741,-0.0271705725712086,"-0.05 (-0.07, -0.03)",6.7006703223241e-06,1.5350626556597e-05,71-80,0.714,Cortical,Volume of parstriangularis (left hemisphere),Chronic,**
L_pericalcarine,Chronic Infections,30001,17157,12844,-0.0345786427069874,-0.0566711934245141,-0.0124860919894607,"-0.03 (-0.06, -0.01)",0.0021582973372381,0.00302161627213334,71-80,0.02,Cortical,Volume of pericalcarine (left hemisphere),Chronic,**
L_postcentral,Chronic Infections,30001,17157,12844,-0.0583128142200377,-0.0795729320210362,-0.0370526964190393,"-0.06 (-0.08, -0.04)",7.67024519888552e-08,2.88492804495396e-07,71-80,0.334,Cortical,Volume of postcentral (left hemisphere),Chronic,**
L_posteriorcingulate,Chronic Infections,30001,17157,12844,-0.0480192342956271,-0.070125589953714,-0.0259128786375402,"-0.05 (-0.07, -0.03)",2.0727188112992e-05,4.50280293489136e-05,71-80,0.176,Cortical,Volume of posteriorcingulate (left hemisphere),Chronic,**
L_precentral,Chronic Infections,30001,17157,12844,-0.0796814899835326,-0.10079331644381,-0.0585696635232548,"-0.08 (-0.10, -0.06)",1.42181612044899e-13,1.88577717027971e-12,71-80,0.233,Cortical,Volume of precentral (left hemisphere),Chronic,**
L_precuneus,Chronic Infections,30001,17157,12844,-0.0657760879299759,-0.0865378676686417,-0.0450143081913101,"-0.07 (-0.09, -0.05)",5.37892297000811e-10,3.38872147110511e-09,71-80,0.838,Cortical,Volume of precuneus (left hemisphere),Chronic,**
L_rostralanteriorcingulate,Chronic Infections,30001,17157,12844,-0.026501521165584,-0.0473217592348778,-0.00568128309629024,"-0.03 (-0.05, -0.01)",0.012605091144597,0.0151984831025763,71-80,0.105,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Chronic,**
L_rostralmiddlefrontal,Chronic Infections,30001,17157,12844,-0.0686012867595882,-0.0885877426104806,-0.0486148309086958,"-0.07 (-0.09, -0.05)",1.7554787170713e-11,1.70146398731526e-10,71-80,0.521,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Chronic,**
L_superiorfrontal,Chronic Infections,30001,17157,12844,-0.0802871173435059,-0.100541266514846,-0.0600329681721661,"-0.08 (-0.10, -0.06)",8.12547369002926e-15,1.27976210617961e-13,71-80,0.154,Cortical,Volume of superiorfrontal (left hemisphere),Chronic,**
L_superiorparietal,Chronic Infections,30001,17157,12844,-0.065301710686238,-0.0867202574946201,-0.0438831638778559,"-0.07 (-0.09, -0.04)",2.31465065545018e-09,1.24104673441159e-08,71-80,0.582,Cortical,Volume of superiorparietal (left hemisphere),Chronic,**
L_superiortemporal,Chronic Infections,30001,17157,12844,-0.0449645601206145,-0.0654874485729542,-0.0244416716682748,"-0.04 (-0.07, -0.02)",1.75755850632958e-05,3.85134559647874e-05,71-80,0.673,Cortical,Volume of superiortemporal (left hemisphere),Chronic,**
L_supramarginal,Chronic Infections,30001,17157,12844,-0.0534125422510652,-0.073795566689704,-0.0330295178124264,"-0.05 (-0.07, -0.03)",2.82131909956262e-07,8.88715516362224e-07,71-80,0.319,Cortical,Volume of supramarginal (left hemisphere),Chronic,**
L_temporalpole,Chronic Infections,29683,16988,12695,-0.0698710147902351,-0.0903206044512105,-0.0494214251292597,"-0.07 (-0.09, -0.05)",2.16583516600553e-11,1.88203607528757e-10,71-80,0.397,Cortical,Volume of grey matter in Temporal Pole (left),Chronic,**
L_transversetemporal,Chronic Infections,30001,17157,12844,-0.0187730325091753,-0.0409394507069263,0.00339338568857575,"-0.02 (-0.04, 0.00)",0.0969276435312017,0.104383616110525,71-80,0.321,Cortical,Volume of transversetemporal (left hemisphere),Chronic,
Laccumb,Chronic Infections,29679,16984,12695,-0.0767341702209094,-0.0991614617574818,-0.054306878684337,"-0.08 (-0.10, -0.05)",2.03314012602825e-11,1.82982611342542e-10,71-80,0.001,SubCortical,Volume of accumbens (left),Chronic,**
Lamyg,Chronic Infections,29679,16984,12695,-0.0171706030847291,-0.0400002591908342,0.00565905302137611,"-0.02 (-0.04, 0.01)",0.140442395394623,0.148703712770777,71-80,0.477,SubCortical,Volume of amygdala (left),Chronic,
Lcaud,Chronic Infections,29679,16984,12695,-0.0328482317723927,-0.0549005407305719,-0.0107959228142135,"-0.03 (-0.05, -0.01)",0.00350741609426588,0.00467655479235451,71-80,0.714,SubCortical,Volume of caudate (left),Chronic,**
Lhippo,Chronic Infections,29679,16984,12695,-0.0687436543659366,-0.0912569413949372,-0.0462303673369361,"-0.07 (-0.09, -0.05)",2.18957234112557e-09,1.19950484774705e-08,71-80,0.048,SubCortical,Volume of hippocampus (left),Chronic,**
LLatVent,Chronic Infections,30001,17157,12844,0.0519854111952313,0.0261720231849864,0.0777987992054763,"0.05 (0.03, 0.08)",7.92118452879661e-05,0.000152376984828759,71-80,0.007,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Chronic,**
Lpal,Chronic Infections,29679,16984,12695,-0.0245679216663379,-0.0484805047921006,-0.000655338540575281,"-0.02 (-0.05, -0.00)",0.0440437358994991,0.0491107143658131,71-80,0.031,SubCortical,Volume of pallidum (left),Chronic,**
Lput,Chronic Infections,29679,16984,12695,-0.0887733754745157,-0.110775057834119,-0.0667716931149128,"-0.09 (-0.11, -0.07)",2.69568053449966e-15,4.85222496209939e-14,71-80,0.795,SubCortical,Volume of putamen (left),Chronic,**
Lthal,Chronic Infections,29679,16984,12695,-0.0672644992604347,-0.0877716391839488,-0.0467573593369206,"-0.07 (-0.09, -0.05)",1.30356489245638e-10,9.12495424719468e-10,71-80,0.085,SubCortical,Volume of thalamus (left),Chronic,**
R_bankssts,Chronic Infections,30001,17157,12844,-0.0294940286641387,-0.0510935659147878,-0.00789449141348956,"-0.03 (-0.05, -0.01)",0.00744524071709721,0.00928812208271533,71-80,0.995,Cortical,Volume of bankssts (right hemisphere),Chronic,**
R_caudalanteriorcingulate,Chronic Infections,30001,17157,12844,-0.0246204144735411,-0.0470537414718183,-0.00218708747526401,"-0.02 (-0.05, -0.00)",0.0314736551829922,0.0360516413914275,71-80,0.424,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Chronic,**
R_caudalmiddlefrontal,Chronic Infections,30001,17157,12844,-0.067659056092419,-0.0889140510983973,-0.0464040610864407,"-0.07 (-0.09, -0.05)",4.45620862233128e-10,2.87939634058329e-09,71-80,0.021,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Chronic,**
R_cuneus,Chronic Infections,30001,17157,12844,-0.0458500605890783,-0.0670064258812733,-0.0246936952968833,"-0.05 (-0.07, -0.02)",2.16526529921987e-05,4.66364833678127e-05,71-80,0.018,Cortical,Volume of cuneus (right hemisphere),Chronic,**
R_entorhinal,Chronic Infections,30001,17157,12844,-0.0419546055451975,-0.0650896298013488,-0.0188195812890463,"-0.04 (-0.07, -0.02)",0.000379318664488057,0.000616698731941873,71-80,0.99,Cortical,Volume of entorhinal (right hemisphere),Chronic,**
R_frontalpole,Chronic Infections,30001,17157,12844,-0.0255039326319743,-0.0493511376030357,-0.00165672766091278,"-0.03 (-0.05, -0.00)",0.036071711086428,0.0407626510931832,71-80,0.27,Cortical,Volume of frontalpole (right hemisphere),Chronic,**
R_fusiform,Chronic Infections,30001,17157,12844,-0.0557750759614811,-0.0762563368883053,-0.0352938150346569,"-0.06 (-0.08, -0.04)",9.48488152330879e-08,3.41455734839116e-07,71-80,0.939,Cortical,Volume of fusiform (right hemisphere),Chronic,**
R_inferiorparietal,Chronic Infections,30001,17157,12844,-0.0528830481634755,-0.07332385373633,-0.032442242590621,"-0.05 (-0.07, -0.03)",3.98317899267198e-07,1.1949536978016e-06,71-80,0.947,Cortical,Volume of inferiorparietal (right hemisphere),Chronic,**
R_inferiortemporal,Chronic Infections,30001,17157,12844,-0.0601920386006147,-0.0802675002910835,-0.0401165769101459,"-0.06 (-0.08, -0.04)",4.22752353982207e-09,2.04872294622147e-08,71-80,0.198,Cortical,Volume of inferiortemporal (right hemisphere),Chronic,**
R_insula,Chronic Infections,29683,16988,12695,-0.0565608694284629,-0.0778813302361567,-0.0352404086207691,"-0.06 (-0.08, -0.04)",2.00842735766992e-07,6.6595222912213e-07,71-80,0.759,Cortical,Volume of grey matter in Insular Cortex (right),Chronic,**
R_isthmuscingulate,Chronic Infections,30001,17157,12844,-0.0557682222420734,-0.0767655675517884,-0.0347708769323585,"-0.06 (-0.08, -0.03)",1.94428039263858e-07,6.62106295871517e-07,71-80,0.231,Cortical,Volume of isthmuscingulate (right hemisphere),Chronic,**
R_lateraloccipital,Chronic Infections,30001,17157,12844,-0.0580264129039455,-0.0779687140889559,-0.0380841117189351,"-0.06 (-0.08, -0.04)",1.18706576121758e-08,5.34179592547911e-08,71-80,0.398,Cortical,Volume of lateraloccipital (right hemisphere),Chronic,**
R_lateralorbitofrontal,Chronic Infections,30001,17157,12844,-0.0670239675731883,-0.0873602198512877,-0.0466877152950889,"-0.07 (-0.09, -0.05)",1.06386435848428e-10,7.65982338108678e-10,71-80,0.535,Cortical,Volume of lateralorbitofrontal (right hemisphere),Chronic,**
R_lingual,Chronic Infections,30001,17157,12844,-0.0531711104831378,-0.074808155413347,-0.0315340655529287,"-0.05 (-0.07, -0.03)",1.46714290043454e-06,3.73454556474248e-06,71-80,0.365,Cortical,Volume of lingual (right hemisphere),Chronic,**
