Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Localised Bacterial Infections,30001,18134,11867,-0.0201471987237546,-0.0415951128513805,0.00130071540387122,"-0.02 (-0.04, 0.00)",0.0656056900911727,0.262422760364691,71-80,0.69,Cortical,Volume of bankssts (left hemisphere),Localised,
L_caudalanteriorcingulate,Localised Bacterial Infections,30001,18134,11867,0.00291193671683905,-0.0198886922227763,0.0257125656564544,"0.00 (-0.02, 0.03)",0.802339297714656,0.892012542082101,71-80,0.223,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Localised,
L_caudalmiddlefrontal,Localised Bacterial Infections,30001,18134,11867,-0.0181539250867069,-0.0398413107795503,0.00353346060613647,"-0.02 (-0.04, 0.00)",0.100870365999407,0.32176369913735,71-80,0.457,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Localised,
L_cuneus,Localised Bacterial Infections,30001,18134,11867,-0.000302718327730655,-0.0218028266194969,0.0211973899640356,"-0.00 (-0.02, 0.02)",0.97798366592427,0.987413547567351,71-80,0.183,Cortical,Volume of cuneus (left hemisphere),Localised,
L_entorhinal,Localised Bacterial Infections,30001,18134,11867,-0.00169394195353005,-0.0248690600669459,0.0214811761598858,"-0.00 (-0.02, 0.02)",0.886081315520606,0.926524861042293,71-80,0.183,Cortical,Volume of entorhinal (left hemisphere),Localised,
L_frontalpole,Localised Bacterial Infections,30001,18134,11867,0.0159057559230651,-0.00788804017768627,0.0396995520238164,"0.02 (-0.01, 0.04)",0.190119238925218,0.407637002315024,71-80,0.003,Cortical,Volume of frontalpole (left hemisphere),Localised,
L_fusiform,Localised Bacterial Infections,30001,18134,11867,-0.00844026139553563,-0.0294496148830896,0.0125690920920183,"-0.01 (-0.03, 0.01)",0.431039730387683,0.638589512796726,71-80,0.716,Cortical,Volume of fusiform (left hemisphere),Localised,
L_inferiorparietal,Localised Bacterial Infections,30001,18134,11867,-0.0279532678101752,-0.0492496642568093,-0.00665687136354106,"-0.03 (-0.05, -0.01)",0.0100951208629333,0.0908560877663998,71-80,0.081,Cortical,Volume of inferiorparietal (left hemisphere),Localised,*
L_inferiortemporal,Localised Bacterial Infections,30001,18134,11867,-0.0148622119285101,-0.0351796903181527,0.00545526646113243,"-0.01 (-0.04, 0.01)",0.151648546294697,0.371023627827802,71-80,0.706,Cortical,Volume of inferiortemporal (left hemisphere),Localised,
L_insula,Localised Bacterial Infections,29683,17964,11719,-0.0175508005051854,-0.039116427262528,0.00401482625215724,"-0.02 (-0.04, 0.00)",0.110690065182915,0.32816348736582,71-80,0.813,Cortical,Volume of grey matter in Insular Cortex (left),Localised,
L_isthmuscingulate,Localised Bacterial Infections,30001,18134,11867,0.0181645939118741,-0.0025289092547084,0.0388580970784566,"0.02 (-0.00, 0.04)",0.0853500251683322,0.298489435273679,71-80,0.071,Cortical,Volume of isthmuscingulate (left hemisphere),Localised,
L_lateraloccipital,Localised Bacterial Infections,30001,18134,11867,-0.0153708666630417,-0.0358082376461479,0.00506650432006444,"-0.02 (-0.04, 0.01)",0.140454198958242,0.361167940178336,71-80,0.081,Cortical,Volume of lateraloccipital (left hemisphere),Localised,
L_lateralorbitofrontal,Localised Bacterial Infections,30001,18134,11867,-0.0104397366167381,-0.0311574637921128,0.0102779905586365,"-0.01 (-0.03, 0.01)",0.323320932125175,0.550519424969893,71-80,0.789,Cortical,Volume of lateralorbitofrontal (left hemisphere),Localised,
L_lingual,Localised Bacterial Infections,30001,18134,11867,0.0135729118981144,-0.00819615182743764,0.0353419756236665,"0.01 (-0.01, 0.04)",0.22168776369914,0.461696830183333,71-80,0.062,Cortical,Volume of lingual (left hemisphere),Localised,
L_medialorbitofrontal,Localised Bacterial Infections,30001,18134,11867,-0.00945517289997828,-0.0301188686026433,0.0112085228026867,"-0.01 (-0.03, 0.01)",0.369798132140309,0.589701598585767,71-80,0.829,Cortical,Volume of medialorbitofrontal (left hemisphere),Localised,
L_middletemporal,Localised Bacterial Infections,30001,18134,11867,-0.0178651081175232,-0.0379870056751832,0.00225678944013693,"-0.02 (-0.04, 0.00)",0.0818319329388369,0.298489435273679,71-80,0.844,Cortical,Volume of middletemporal (left hemisphere),Localised,
L_paracentral,Localised Bacterial Infections,30001,18134,11867,-0.0171810504852207,-0.0396713740473215,0.00530927307688001,"-0.02 (-0.04, 0.01)",0.134316049246364,0.356290993790355,71-80,0.742,Cortical,Volume of paracentral (left hemisphere),Localised,
L_parahippocampal,Localised Bacterial Infections,30000,18133,11867,-0.0112422462433153,-0.0344761248937564,0.0119916324071259,"-0.01 (-0.03, 0.01)",0.342927440739384,0.564821667100162,71-80,0.638,Cortical,Volume of parahippocampal (left hemisphere),Localised,
L_parsopercularis,Localised Bacterial Infections,30001,18134,11867,-0.0108528366223964,-0.0322826565527184,0.0105769833079255,"-0.01 (-0.03, 0.01)",0.3208950002269,0.550105714674686,71-80,0.85,Cortical,Volume of parsopercularis (left hemisphere),Localised,
L_parsorbitalis,Localised Bacterial Infections,30001,18134,11867,-0.00435906863275082,-0.026006237096312,0.0172880998308103,"-0.00 (-0.03, 0.02)",0.693073075464388,0.844274568795857,71-80,0.973,Cortical,Volume of parsorbitalis (left hemisphere),Localised,
L_parstriangularis,Localised Bacterial Infections,30001,18134,11867,-0.0240394301088129,-0.0452092471169937,-0.00286961310063208,"-0.02 (-0.05, -0.00)",0.0260396066622254,0.1526042064856,71-80,0.134,Cortical,Volume of parstriangularis (left hemisphere),Localised,*
L_pericalcarine,Localised Bacterial Infections,30001,18134,11867,0.00864227181464437,-0.0136946764684182,0.0309792200977069,"0.01 (-0.01, 0.03)",0.44824742680303997,0.648182089318922,71-80,0.908,Cortical,Volume of pericalcarine (left hemisphere),Localised,
L_postcentral,Localised Bacterial Infections,30001,18134,11867,-0.0110567275640226,-0.0325588596157794,0.0104454044877342,"-0.01 (-0.03, 0.01)",0.313518112619502,0.541140851918592,71-80,0.872,Cortical,Volume of postcentral (left hemisphere),Localised,
L_posteriorcingulate,Localised Bacterial Infections,30001,18134,11867,-0.00222563341088524,-0.0245799869441902,0.0201287201224197,"-0.00 (-0.02, 0.02)",0.845280858190288,0.918149897689451,71-80,0.384,Cortical,Volume of posteriorcingulate (left hemisphere),Localised,
L_precentral,Localised Bacterial Infections,30001,18134,11867,-0.0335168810702458,-0.0548752107637644,-0.0121585513767271,"-0.03 (-0.05, -0.01)",0.00210108371970576,0.0368180214714419,71-80,0.35,Cortical,Volume of precentral (left hemisphere),Localised,**
L_precuneus,Localised Bacterial Infections,30001,18134,11867,-0.0114979972977076,-0.0324994494693729,0.00950345487395761,"-0.01 (-0.03, 0.01)",0.2832367661636,0.525482238420295,71-80,0.464,Cortical,Volume of precuneus (left hemisphere),Localised,
L_rostralanteriorcingulate,Localised Bacterial Infections,30001,18134,11867,-0.0102575751849176,-0.0313068990877274,0.0107917487178922,"-0.01 (-0.03, 0.01)",0.339508878708358,0.562869983121751,71-80,0.807,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Localised,
L_rostralmiddlefrontal,Localised Bacterial Infections,30001,18134,11867,-0.000702647561404133,-0.0209224685025795,0.0195171733797712,"-0.00 (-0.02, 0.02)",0.94569665385614,0.964840310816791,71-80,0.488,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Localised,
L_superiorfrontal,Localised Bacterial Infections,30001,18134,11867,-0.0273654597149357,-0.0478589134744592,-0.00687200595541213,"-0.03 (-0.05, -0.01)",0.00886733546598548,0.0908560877663998,71-80,0.48,Cortical,Volume of superiorfrontal (left hemisphere),Localised,*
L_superiorparietal,Localised Bacterial Infections,30001,18134,11867,-0.02371226853886,-0.0453757945175624,-0.00204874256015759,"-0.02 (-0.05, -0.00)",0.0319283699378668,0.171190409028562,71-80,0.674,Cortical,Volume of superiorparietal (left hemisphere),Localised,*
L_superiortemporal,Localised Bacterial Infections,30001,18134,11867,-0.0116780674688601,-0.0324308907344571,0.00907475579673694,"-0.01 (-0.03, 0.01)",0.270053771145594,0.519080425705916,71-80,0.668,Cortical,Volume of superiortemporal (left hemisphere),Localised,
L_supramarginal,Localised Bacterial Infections,30001,18134,11867,-0.0273428945659254,-0.0479551082840716,-0.00673068084777914,"-0.03 (-0.05, -0.01)",0.00932497416765336,0.0908560877663998,71-80,0.205,Cortical,Volume of supramarginal (left hemisphere),Localised,*
L_temporalpole,Localised Bacterial Infections,29683,17964,11719,-0.0350388284151639,-0.05573213203343,-0.0143455247968978,"-0.04 (-0.06, -0.01)",0.000905028983449295,0.020733391257202,71-80,0.471,Cortical,Volume of grey matter in Temporal Pole (left),Localised,**
L_transversetemporal,Localised Bacterial Infections,30001,18134,11867,-0.00168711224502358,-0.0240964649442458,0.0207222404541986,"-0.00 (-0.02, 0.02)",0.882687894909318,0.926524861042293,71-80,0.835,Cortical,Volume of transversetemporal (left hemisphere),Localised,
Laccumb,Localised Bacterial Infections,29679,17961,11718,-0.0446390352562543,-0.0673324052749106,-0.0219456652375979,"-0.04 (-0.07, -0.02)",0.000115733099989531,0.00618997501046525,71-80,0.674,SubCortical,Volume of accumbens (left),Localised,**
Lamyg,Localised Bacterial Infections,29679,17961,11718,-0.00707353458054008,-0.0301630382514561,0.0160159690903759,"-0.01 (-0.03, 0.02)",0.548200968400176,0.719513771025232,71-80,0.422,SubCortical,Volume of amygdala (left),Localised,
Lcaud,Localised Bacterial Infections,29679,17961,11718,0.0134718236869813,-0.00883348119522481,0.0357771285691874,"0.01 (-0.01, 0.04)",0.236495572410243,0.484527514206352,71-80,0.017,SubCortical,Volume of caudate (left),Localised,
Lhippo,Localised Bacterial Infections,29679,17961,11718,-0.0118925013752037,-0.0346746817264355,0.010889678976028,"-0.01 (-0.03, 0.01)",0.306240340072886,0.535920595127551,71-80,0.068,SubCortical,Volume of hippocampus (left),Localised,
LLatVent,Localised Bacterial Infections,30001,18134,11867,0.0186499908693938,-0.0074510372554332,0.0447510189942209,"0.02 (-0.01, 0.04)",0.161370595833804,0.380050375234754,71-80,0.936,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Localised,
Lpal,Localised Bacterial Infections,29679,17961,11718,-0.00291833274863945,-0.0271039807587608,0.0212673152614819,"-0.00 (-0.03, 0.02)",0.813041376023443,0.898624678762753,71-80,0.01,SubCortical,Volume of pallidum (left),Localised,
Lput,Localised Bacterial Infections,29679,17961,11718,-0.0258519523097307,-0.0481248834823724,-0.00357902113708886,"-0.03 (-0.05, -0.00)",0.0229129133584993,0.137477480150996,71-80,0.579,SubCortical,Volume of putamen (left),Localised,*
Lthal,Localised Bacterial Infections,29679,17961,11718,-0.0130661290794696,-0.033819961170954,0.00768770301201484,"-0.01 (-0.03, 0.01)",0.217213423177139,0.456148188671993,71-80,0.04,SubCortical,Volume of thalamus (left),Localised,
