Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Intracellular Bacterial Infections,34331,34001,330,-0.0234162929839868,-0.128709231890345,0.0818766459223717,"-0.02 (-0.13, 0.08)",0.662915349865519,0.911929724408247,61-70,0.917,Cortical,Volume of bankssts (left hemisphere),Intracellular,
L_caudalanteriorcingulate,Intracellular Bacterial Infections,34331,34001,330,0.00350301926643891,-0.104639097220086,0.111645135752964,"0.00 (-0.10, 0.11)",0.949376023099928,0.974711305297117,61-70,0.568,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Intracellular,
L_caudalmiddlefrontal,Intracellular Bacterial Infections,34331,34001,330,0.0581604395851335,-0.0464561713614522,0.162777050531719,"0.06 (-0.05, 0.16)",0.275871218867815,0.837584905478186,61-70,0.312,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Intracellular,
L_cuneus,Intracellular Bacterial Infections,34331,34001,330,-0.0106082329659338,-0.113194045540339,0.0919775796084716,"-0.01 (-0.11, 0.09)",0.839383344461072,0.957124899566471,61-70,0.176,Cortical,Volume of cuneus (left hemisphere),Intracellular,
L_entorhinal,Intracellular Bacterial Infections,34331,34001,330,0.0132649092123342,-0.089829047391602,0.11635886581627,"0.01 (-0.09, 0.12)",0.800892744786009,0.934374868917011,61-70,0.778,Cortical,Volume of entorhinal (left hemisphere),Intracellular,
L_frontalpole,Intracellular Bacterial Infections,34331,34001,330,0.0145323029346982,-0.0887674398320421,0.117832045701438,"0.01 (-0.09, 0.12)",0.782749995764786,0.933869284961938,61-70,0.5,Cortical,Volume of frontalpole (left hemisphere),Intracellular,
L_fusiform,Intracellular Bacterial Infections,34331,34001,330,-0.0361488730760709,-0.135820046600085,0.0635223004479434,"-0.04 (-0.14, 0.06)",0.477171236914477,0.87472060494052,61-70,0.012,Cortical,Volume of fusiform (left hemisphere),Intracellular,
L_inferiorparietal,Intracellular Bacterial Infections,34331,34001,330,-0.010795737144299,-0.114470501946294,0.0928790276576962,"-0.01 (-0.11, 0.09)",0.83827669356374,0.957124899566471,61-70,0.197,Cortical,Volume of inferiorparietal (left hemisphere),Intracellular,
L_inferiortemporal,Intracellular Bacterial Infections,34331,34001,330,0.0192954731802912,-0.0785924410072374,0.11718338736782,"0.02 (-0.08, 0.12)",0.699234038541664,0.917744675585934,61-70,0.065,Cortical,Volume of inferiortemporal (left hemisphere),Intracellular,
L_insula,Intracellular Bacterial Infections,33568,33244,324,-0.013493399460416,-0.112755611463265,0.0857688125424333,"-0.01 (-0.11, 0.09)",0.789901167180706,0.933869284961938,61-70,0.104,Cortical,Volume of grey matter in Insular Cortex (left),Intracellular,
L_isthmuscingulate,Intracellular Bacterial Infections,34331,34001,330,0.0690723737744994,-0.0297807657702825,0.167925513319281,"0.07 (-0.03, 0.17)",0.170836937740811,0.756781365403691,61-70,0.73,Cortical,Volume of isthmuscingulate (left hemisphere),Intracellular,
L_lateraloccipital,Intracellular Bacterial Infections,34331,34001,330,-0.0259153759675881,-0.123155239837751,0.0713244879025746,"-0.03 (-0.12, 0.07)",0.601417488932729,0.881146553552603,61-70,0.073,Cortical,Volume of lateraloccipital (left hemisphere),Intracellular,
L_lateralorbitofrontal,Intracellular Bacterial Infections,34331,34001,330,0.0176489774799667,-0.0796381453642292,0.114936100324163,"0.02 (-0.08, 0.11)",0.722163273492937,0.92378246152396,61-70,0.216,Cortical,Volume of lateralorbitofrontal (left hemisphere),Intracellular,
L_lingual,Intracellular Bacterial Infections,34331,34001,330,-0.0220705799394981,-0.126366982293682,0.0822258224146859,"-0.02 (-0.13, 0.08)",0.67831253248054,0.911929724408247,61-70,0.295,Cortical,Volume of lingual (left hemisphere),Intracellular,
L_medialorbitofrontal,Intracellular Bacterial Infections,34331,34001,330,-0.038696238872779,-0.137698620991863,0.0603061432463046,"-0.04 (-0.14, 0.06)",0.443620960976157,0.873900989255212,61-70,0.373,Cortical,Volume of medialorbitofrontal (left hemisphere),Intracellular,
L_middletemporal,Intracellular Bacterial Infections,34331,34001,330,-0.0649397611388242,-0.162804111660528,0.0329245893828795,"-0.06 (-0.16, 0.03)",0.193398162717079,0.776688540538904,61-70,0.012,Cortical,Volume of middletemporal (left hemisphere),Intracellular,
L_paracentral,Intracellular Bacterial Infections,34331,34001,330,0.0421686636203127,-0.0626880501687264,0.147025377409352,"0.04 (-0.06, 0.15)",0.430563335002361,0.873900989255212,61-70,0.135,Cortical,Volume of paracentral (left hemisphere),Intracellular,
