Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections,34331,19994,14337,-0.0017568870236488801,-0.0226450930078513,0.0191313189605535,"-0.00 (-0.02, 0.02)",0.869057894139703,0.89836618629375,61-70,0.604,Cortical,Volume of bankssts (left hemisphere),Bacterial,
L_caudalanteriorcingulate,Bacterial Infections,34331,19994,14337,-0.0160449579157587,-0.0374976675228964,0.00540775169137907,"-0.02 (-0.04, 0.01)",0.142670445809119,0.283094112944079,61-70,0.237,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Bacterial,
L_caudalmiddlefrontal,Bacterial Infections,34331,19994,14337,-0.0204302631122233,-0.0411834818589458,0.000322955634499265,"-0.02 (-0.04, 0.00)",0.0536731294338312,0.148633281509071,61-70,0.505,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Bacterial,
L_cuneus,Bacterial Infections,34331,19994,14337,0.00128602890680048,-0.0190650917451381,0.021637149558739,"0.00 (-0.02, 0.02)",0.901428038339851,0.919675569480334,61-70,0.272,Cortical,Volume of cuneus (left hemisphere),Bacterial,
L_entorhinal,Bacterial Infections,34331,19994,14337,-0.0128621282271381,-0.0333136136623893,0.00758935720811316,"-0.01 (-0.03, 0.01)",0.217702521482044,0.381058416144186,61-70,0.365,Cortical,Volume of entorhinal (left hemisphere),Bacterial,
L_frontalpole,Bacterial Infections,34331,19994,14337,-0.0125666883649993,-0.0330590231148289,0.00792564638483016,"-0.01 (-0.03, 0.01)",0.229384319066597,0.38795200271666,61-70,0.006,Cortical,Volume of frontalpole (left hemisphere),Bacterial,
L_fusiform,Bacterial Infections,34331,19994,14337,-0.0114399450634339,-0.0312126230911703,0.00833273296430247,"-0.01 (-0.03, 0.01)",0.256792831226841,0.421814074519849,61-70,0.58,Cortical,Volume of fusiform (left hemisphere),Bacterial,
L_inferiorparietal,Bacterial Infections,34331,19994,14337,-0.0169219313463781,-0.0374883052300927,0.00364444253733639,"-0.02 (-0.04, 0.00)",0.106817260939101,0.232051291005634,61-70,0.026,Cortical,Volume of inferiorparietal (left hemisphere),Bacterial,
L_inferiortemporal,Bacterial Infections,34331,19994,14337,-0.0072029016723211,-0.0266219318932044,0.0122161285485622,"-0.01 (-0.03, 0.01)",0.467221738926222,0.585770538355263,61-70,0.61,Cortical,Volume of inferiortemporal (left hemisphere),Bacterial,
L_insula,Bacterial Infections,33568,19539,14029,-0.014585112970411,-0.0343147876840683,0.00514456174324624,"-0.01 (-0.03, 0.01)",0.147360675990725,0.287437789905,61-70,0.733,Cortical,Volume of grey matter in Insular Cortex (left),Bacterial,
