Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Parasitic Infections,34331,33844,487,0.00649118513890449,-0.0804586329316875,0.0934410032094965,"0.01 (-0.08, 0.09)",0.883665638388725,0.993805699618369,61-70,0.907,Cortical,Volume of bankssts (left hemisphere),Parasitic,
L_caudalanteriorcingulate,Parasitic Infections,34331,33844,487,-0.00288016572522279,-0.0921825857727714,0.0864222543223259,"-0.00 (-0.09, 0.09)",0.949595956241886,0.993805699618369,61-70,0.573,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Parasitic,
L_caudalmiddlefrontal,Parasitic Infections,34331,33844,487,-0.0606040749969406,-0.146994290919461,0.0257861409255797,"-0.06 (-0.15, 0.03)",0.169142405026167,0.98502690720643,61-70,0.779,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Parasitic,
L_cuneus,Parasitic Infections,34331,33844,487,-0.0138189597779161,-0.0985329773641033,0.0708950578082711,"-0.01 (-0.10, 0.07)",0.749174908142781,0.98502690720643,61-70,0.523,Cortical,Volume of cuneus (left hemisphere),Parasitic,
L_entorhinal,Parasitic Infections,34331,33844,487,0.000929676914015879,-0.0842041135343288,0.0860634673623606,"0.00 (-0.08, 0.09)",0.982923564408194,0.993805699618369,61-70,0.924,Cortical,Volume of entorhinal (left hemisphere),Parasitic,
L_frontalpole,Parasitic Infections,34331,33844,487,0.00756547761904165,-0.0777382271079874,0.0928691823460707,"0.01 (-0.08, 0.09)",0.861997846508243,0.98864931922881,61-70,0.303,Cortical,Volume of frontalpole (left hemisphere),Parasitic,
L_fusiform,Parasitic Infections,34331,33844,487,0.0150795647860013,-0.0672281068927362,0.0973872364647389,"0.02 (-0.07, 0.10)",0.719524658011646,0.98502690720643,61-70,0.768,Cortical,Volume of fusiform (left hemisphere),Parasitic,
L_inferiorparietal,Parasitic Infections,34331,33844,487,0.0493377891349967,-0.0362740074211018,0.134949585691095,"0.05 (-0.04, 0.13)",0.25866937285179,0.98502690720643,61-70,0.611,Cortical,Volume of inferiorparietal (left hemisphere),Parasitic,
L_inferiortemporal,Parasitic Infections,34331,33844,487,-0.0234029115520234,-0.104237334860697,0.0574315117566498,"-0.02 (-0.10, 0.06)",0.570403895440792,0.98502690720643,61-70,0.898,Cortical,Volume of inferiortemporal (left hemisphere),Parasitic,
L_insula,Parasitic Infections,33568,33091,477,-0.0616665082042937,-0.143736058958896,0.020403042550309,"-0.06 (-0.14, 0.02)",0.140825983512496,0.98502690720643,61-70,0.095,Cortical,Volume of grey matter in Insular Cortex (left),Parasitic,
L_isthmuscingulate,Parasitic Infections,34331,33844,487,-0.0330690983390533,-0.114702277489053,0.0485640808109466,"-0.03 (-0.11, 0.05)",0.427202463378028,0.98502690720643,61-70,0.733,Cortical,Volume of isthmuscingulate (left hemisphere),Parasitic,
