Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Chronic Infections,34331,19537,14794,-0.0202655489810804,-0.0410896569750635,0.000558559012902783,"-0.02 (-0.04, 0.00)",0.0564694221959048,0.0624135719007369,61-70,0.353,Cortical,Volume of bankssts (left hemisphere),Chronic,
L_caudalanteriorcingulate,Chronic Infections,34331,19537,14794,-0.0181746192432068,-0.0395624292210741,0.00321319073466055,"-0.02 (-0.04, 0.00)",0.0958085820759639,0.103621299069283,61-70,0.751,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Chronic,
L_caudalmiddlefrontal,Chronic Infections,34331,19537,14794,-0.0362352890457771,-0.0569234825923945,-0.0155470954991598,"-0.04 (-0.06, -0.02)",0.000597667938955019,0.000947247299475879,61-70,0.106,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Chronic,**
L_cuneus,Chronic Infections,34331,19537,14794,-0.0148320864933834,-0.0351212224360344,0.00545704944926771,"-0.01 (-0.04, 0.01)",0.151908517639787,0.160171324038604,61-70,0.104,Cortical,Volume of cuneus (left hemisphere),Chronic,
L_entorhinal,Chronic Infections,34331,19537,14794,-0.0284797059430641,-0.0488677308745117,-0.00809168101161647,"-0.03 (-0.05, -0.01)",0.0061857423370156,0.00787276297438349,61-70,0.99,Cortical,Volume of entorhinal (left hemisphere),Chronic,**
L_frontalpole,Chronic Infections,34331,19537,14794,-0.0181117827793713,-0.0385418406057855,0.00231827504704295,"-0.02 (-0.04, 0.00)",0.0822866179012106,0.0893802918582115,61-70,0.031,Cortical,Volume of frontalpole (left hemisphere),Chronic,
L_fusiform,Chronic Infections,34331,19537,14794,-0.0752517380649754,-0.0949490600359615,-0.0555544160939893,"-0.08 (-0.09, -0.06)",7.15425751789009e-14,1.06051346735783e-12,61-70,0.05,Cortical,Volume of fusiform (left hemisphere),Chronic,**
L_inferiorparietal,Chronic Infections,34331,19537,14794,-0.0532632832654929,-0.0737606558812542,-0.0327659106497315,"-0.05 (-0.07, -0.03)",3.53878326151118e-07,1.07442576132629e-06,61-70,0.659,Cortical,Volume of inferiorparietal (left hemisphere),Chronic,**
L_inferiortemporal,Chronic Infections,34331,19537,14794,-0.049527169047352,-0.0688806833515314,-0.0301736547431727,"-0.05 (-0.07, -0.03)",5.30545235348593e-07,1.53675171618213e-06,61-70,0.831,Cortical,Volume of inferiortemporal (left hemisphere),Chronic,**
L_insula,Chronic Infections,33568,19174,14394,-0.0414640439962829,-0.061143318813163,-0.0217847691794029,"-0.04 (-0.06, -0.02)",3.6399772770375e-05,7.51864158863484e-05,61-70,0.239,Cortical,Volume of grey matter in Insular Cortex (left),Chronic,**
