Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Hand grip strength left,All Infectious Diseases,169730,138775,30955,-0.0216864106047943,-0.0297106471463547,-0.0136621740632338,"-0.02 (-0.03, -0.01)",1.17826221224211e-07,0.000145161904548228,61-70,<0.001,Any,**
Movement,Hand grip strength left,Bacterial Infections,179475,157336,22139,-0.0464451371386984,-0.0555892446693158,-0.0373010296080809,"-0.05 (-0.06, -0.04)",2.42706488970923e-23,2.99014394412177e-20,61-70,<0.001,Bacterial,**
Movement,Hand grip strength left,Invasive Bacterial Infections,202634,194605,8029,-0.0585006309485682,-0.0729636172509851,-0.0440376446461514,"-0.06 (-0.07, -0.04)",2.2416735605763e-15,2.76174182663e-12,61-70,<0.001,Invasive,**
Movement,Hand grip strength left,Localised Bacterial Infections,186551,168986,17565,-0.0446330802297148,-0.0547278404946996,-0.03453831996473,"-0.04 (-0.05, -0.03)",4.51599523290575e-18,5.56370612693988e-15,61-70,<0.001,Localised,**
Movement,Hand grip strength left,Bacterial Infections with Sepsis,213193,212715,478,-0.121050473633256,-0.179169762400451,-0.0629311848660615,"-0.12 (-0.18, -0.06)",4.46231410327449e-05,0.0549757097523417,61-70,0.015,Sepsis,*
Movement,Hand grip strength left,Bacterial Infections without Sepsis,179610,157598,22012,-0.0466097069683587,-0.0557758123053432,-0.0374436016313743,"-0.05 (-0.06, -0.04)",2.1664356009862e-23,2.669048660415e-20,61-70,<0.001,No-Sepsis,**
Movement,Hand grip strength left,Extracellular Bacterial Infections,211147,206806,4341,-0.0207877276116348,-0.0402593319659628,-0.00131612325730683,"-0.02 (-0.04, -0.00)",0.0363991383060879,1,61-70,0.176,Extracellular,*
Movement,Hand grip strength left,Intracellular Bacterial Infections,211983,210999,984,-0.0151366904217451,-0.0556852248408453,0.0254118439973551,"-0.02 (-0.06, 0.03)",0.464379985136241,1,61-70,0.308,Intracellular,
Movement,Hand grip strength left,Gram Positive Bacterial Infections,211978,209852,2126,-0.0745204345959703,-0.102179246637171,-0.0468616225547692,"-0.07 (-0.10, -0.05)",1.28809730182617e-07,0.000158693587584984,61-70,0.378,Gram Positive,**
Movement,Hand grip strength left,Gram Negative Bacterial Infections,212263,209432,2831,0.0154840263747057,-0.00855065601763547,0.0395187087670468,"0.02 (-0.01, 0.04)",0.206702684763131,1,61-70,0.673,Gram Negative,
Movement,Hand grip strength left,Mycobacterial Infections,212339,211575,764,-0.0215885911217881,-0.0675835147321817,0.0244063324886055,"-0.02 (-0.07, 0.02)",0.357599112000551,1,61-70,0.288,Mycobacterial,
Movement,Hand grip strength left,Mycoplasma Infections,213588,213569,19,-0.259889581722169,-0.551004369967917,0.0312252065235782,"-0.26 (-0.55, 0.03)",0.0801634872772755,1,61-70,0.505,Mycoplasma,
Movement,Hand grip strength left,Acute Bacterial Infections,180884,159479,21405,-0.0459503128855392,-0.0552220194921267,-0.0366786062789516,"-0.05 (-0.06, -0.04)",2.67209901751819e-22,3.29202598958241e-19,61-70,<0.001,Acute Bacterial,**
Movement,Hand grip strength left,Chronic Bacterial Infections,211576,210355,1221,-0.06175511435175,-0.0981831655587712,-0.0253270631447287,"-0.06 (-0.10, -0.03)",0.000891745603071707,1,61-70,0.735,Chronic Bacterial,*
Movement,Hand grip strength left,Viral Infections,200529,184425,16104,0.0417659404997537,0.0312690409016846,0.0522628400978228,"0.04 (0.03, 0.05)",6.29386549366138e-15,7.75404228819082e-12,61-70,0.029,Viral,**
Movement,Hand grip strength left,Acute Viral Infections,204498,191679,12819,0.0484240826589274,0.0367855017946423,0.0600626635232125,"0.05 (0.04, 0.06)",3.51780633301468e-16,4.33393740227409e-13,61-70,0.467,Acute Viral,**
Movement,Hand grip strength left,Herpes Viral Infections,208342,196693,11649,0.0634779954880687,0.0512934600136842,0.0756625309624532,"0.06 (0.05, 0.08)",1.7954867415713e-24,2.21203966561584e-21,61-70,0.063,Herpes,**
Movement,Hand grip strength left,Other Potentially Persistent Viral Infections,213449,213318,131,-0.223643887266643,-0.334558088588696,-0.112729685944591,"-0.22 (-0.33, -0.11)",7.75153620883635e-05,0.0954989260928638,61-70,0.39,Other Viral,*
Movement,Hand grip strength left,Parasitic Infections,212594,211915,679,0.0755501823311224,0.0267438500127318,0.124356514649513,"0.08 (0.03, 0.12)",0.0024139524285637,1,61-70,0.709,Parasitic,*
Movement,Hand grip strength left,Fungal Infections,205352,201463,3889,-0.0496373473641674,-0.0701931497663944,-0.0290815449619404,"-0.05 (-0.07, -0.03)",2.21511981231147e-06,0.00272902760876773,61-70,0.001,Fungal,**
Movement,Hand grip strength left,Acute Infections,175866,148318,27548,-0.0225663300707003,-0.0309301563826054,-0.0142025037587952,"-0.02 (-0.03, -0.01)",1.2368005741849e-07,0.00015237383073958,61-70,<0.001,Acute,**
Movement,Hand grip strength left,Chronic Infections,205727,192707,13020,0.0465342280136718,0.0349718643222703,0.0580965917050734,"0.05 (0.03, 0.06)",3.08129920614348e-15,3.79616062196877e-12,61-70,0.006,Chronic,**
