Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Movement,Usual walking pace,All Infectious Diseases,169336,138583,30753,-0.0545114021285678,-0.0660059560392779,-0.0430168482178577,"-0.05 (-0.07, -0.04)",1.48963652312144e-20,1.83523219648561e-17,61-70,<0.001,Any,**
Movement,Usual walking pace,Bacterial Infections,179071,157127,21944,-0.102997858058536,-0.11611103852572,-0.0898846775913532,"-0.10 (-0.12, -0.09)",1.92257625399773e-53,2.3686139449252e-50,61-70,<0.001,Bacterial,**
Movement,Usual walking pace,Invasive Bacterial Infections,202217,194305,7912,-0.169428563868029,-0.190266576380577,-0.148590551355481,"-0.17 (-0.19, -0.15)",3.85870452217384e-57,4.75392397131817e-54,61-70,<0.001,Invasive,**
Movement,Usual walking pace,Localised Bacterial Infections,186104,168695,17409,-0.0890848497903859,-0.103562361426542,-0.0746073381542298,"-0.09 (-0.10, -0.07)",1.75996613843411e-33,2.16827828255082e-30,61-70,<0.001,Localised,**
Movement,Usual walking pace,Bacterial Infections with Sepsis,212710,212246,464,-0.40366139706644,-0.488080689076176,-0.319242105056703,"-0.40 (-0.49, -0.32)",7.19249729081695e-21,8.86115666228648e-18,61-70,0.002,Sepsis,**
Movement,Usual walking pace,Bacterial Infections without Sepsis,179204,157384,21820,-0.102494702987898,-0.115639033256207,-0.0893503727195888,"-0.10 (-0.12, -0.09)",1.06866922955213e-52,1.31660049080822e-49,61-70,<0.001,No-Sepsis,**
Movement,Usual walking pace,Extracellular Bacterial Infections,210668,206371,4297,-0.0558439573423535,-0.0838478388756253,-0.0278400758090818,"-0.06 (-0.08, -0.03)",9.29054175703033e-05,0.114459474446614,61-70,<0.001,Extracellular,*
Movement,Usual walking pace,Intracellular Bacterial Infections,211506,210536,970,-0.124026127133979,-0.182485445328434,-0.0655668089395234,"-0.12 (-0.18, -0.07)",3.20828997211939e-05,0.0395261324565109,61-70,0.174,Intracellular,**
Movement,Usual walking pace,Gram Positive Bacterial Infections,211497,209410,2087,-0.159501029877804,-0.199439958080953,-0.119562101674654,"-0.16 (-0.20, -0.12)",5.00339494336726e-15,6.16418257022846e-12,61-70,<0.001,Gram Positive,**
Movement,Usual walking pace,Gram Negative Bacterial Infections,211784,208970,2814,-0.00560434278826131,-0.0401126460678495,0.0289039604913269,"-0.01 (-0.04, 0.03)",0.75024934889459,1,61-70,0.051,Gram Negative,
Movement,Usual walking pace,Mycobacterial Infections,211857,211106,751,-0.0889578665641299,-0.155353808543196,-0.0225619245850636,"-0.09 (-0.16, -0.02)",0.00864030653089209,1,61-70,0.584,Mycobacterial,*
Movement,Usual walking pace,Mycoplasma Infections,213101,213084,17,-0.687519421471384,-1.1280773026455,-0.246961540297272,"-0.69 (-1.13, -0.25)",0.00222349838749488,1,61-70,0.103,Mycoplasma,*
Movement,Usual walking pace,Acute Bacterial Infections,180475,159259,21216,-0.102828158409314,-0.116127185247163,-0.0895291315714647,"-0.10 (-0.12, -0.09)",7.60946576353265e-52,9.37486182067222e-49,61-70,<0.001,Acute Bacterial,**
Movement,Usual walking pace,Chronic Bacterial Infections,211100,209900,1200,-0.130694740241213,-0.183284304203784,-0.0781051762786423,"-0.13 (-0.18, -0.08)",1.11171872102066e-06,0.00136963746429745,61-70,0.351,Chronic Bacterial,**
Movement,Usual walking pace,Viral Infections,200066,183974,16092,0.0647585965406344,0.0497440566107718,0.0797731364704971,"0.06 (0.05, 0.08)",2.84578785784903e-17,3.50601064087e-14,61-70,0.058,Viral,**
Movement,Usual walking pace,Acute Viral Infections,204032,191219,12813,0.0735321849814163,0.0568739976212123,0.0901903723416204,"0.07 (0.06, 0.09)",5.11060727721825e-18,6.29626816553288e-15,61-70,0.245,Acute Viral,**
Movement,Usual walking pace,Herpes Viral Infections,207859,196192,11667,0.102241937651039,0.0848223907415677,0.119661484560511,"0.10 (0.08, 0.12)",1.28900082308222e-30,1.5880490140373e-27,61-70,0.15,Herpes,**
Movement,Usual walking pace,Other Potentially Persistent Viral Infections,212959,212829,130,-0.330984016504133,-0.490383457261673,-0.171584575746594,"-0.33 (-0.49, -0.17)",4.70747799809652e-05,0.0579961289365491,61-70,0.624,Other Viral,*
Movement,Usual walking pace,Parasitic Infections,212104,211428,676,0.0443783847536686,-0.0256293802956339,0.114386149802971,"0.04 (-0.03, 0.11)",0.21407519315864,1,61-70,0.331,Parasitic,
Movement,Usual walking pace,Fungal Infections,204866,201014,3852,-0.076959055101843,-0.106519813645055,-0.0473982965586305,"-0.08 (-0.11, -0.05)",3.35248477604386e-07,0.000413026124408604,61-70,<0.001,Fungal,**
Movement,Usual walking pace,Acute Infections,175467,148110,27357,-0.0601790763798965,-0.0721695194243736,-0.0481886333354193,"-0.06 (-0.07, -0.05)",7.90942028000866e-23,9.74440578497067e-20,61-70,<0.001,Acute,**
Movement,Usual walking pace,Chronic Infections,205254,192240,13014,0.0726224870205503,0.0560805728811458,0.0891644011599548,"0.07 (0.06, 0.09)",7.70393309698328e-18,9.4912455754834e-15,61-70,0.067,Chronic,**
