Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Paired associate learning,All Infectious Diseases,33710,12464,21246,0.0171644809830756,-0.00357338542880047,0.0379023473949517,"0.02 (-0.00, 0.04)",0.104749182045044,1,61-70,0.649,Any,
Cognition,Paired associate learning,Bacterial Infections,33710,22804,10906,-0.00846850601364836,-0.0298677281208204,0.0129307160935237,"-0.01 (-0.03, 0.01)",0.437954035594656,1,61-70,0.825,Bacterial,
Cognition,Paired associate learning,Invasive Bacterial Infections,33710,30649,3061,0.0213923592078007,-0.0133976139401457,0.0561823323557471,"0.02 (-0.01, 0.06)",0.22812475743835,1,61-70,0.311,Invasive,
Cognition,Paired associate learning,Localised Bacterial Infections,33710,24546,9164,-0.0179088540283373,-0.0404199721917785,0.00460226413510395,"-0.02 (-0.04, 0.00)",0.118930755300132,1,61-70,0.72,Localised,
Cognition,Paired associate learning,Bacterial Infections with Sepsis,33710,33614,96,0.136835981365214,-0.0506703102869736,0.324342273017402,"0.14 (-0.05, 0.32)",0.152620347676187,1,61-70,0.135,Sepsis,
Cognition,Paired associate learning,Bacterial Infections without Sepsis,33710,22845,10865,-0.00980465200462598,-0.031225234930258,0.011615930921006,"-0.01 (-0.03, 0.01)",0.369645809209162,1,61-70,0.722,No-Sepsis,
Cognition,Paired associate learning,Extracellular Bacterial Infections,33710,31610,2100,0.0590066217511621,0.0176085277095264,0.100404715792798,"0.06 (0.02, 0.10)",0.00521337191373711,1,61-70,0.84,Extracellular,*
Cognition,Paired associate learning,Intracellular Bacterial Infections,33710,33453,257,-0.107608459439081,-0.222495327360397,0.0072784084822361,"-0.11 (-0.22, 0.01)",0.0663870735369142,1,61-70,0.014,Intracellular,
Cognition,Paired associate learning,Gram Positive Bacterial Infections,33710,32701,1009,0.0504346374261928,-0.00823301164575905,0.109102286498145,"0.05 (-0.01, 0.11)",0.0920023200496528,1,61-70,0.919,Gram Positive,
Cognition,Paired associate learning,Gram Negative Bacterial Infections,33710,32405,1305,0.043662252219489,-0.00817599182517486,0.0955004962641529,"0.04 (-0.01, 0.10)",0.09876926491979,1,61-70,0.026,Gram Negative,
Cognition,Paired associate learning,Mycobacterial Infections,33710,33569,141,-0.077359250035993,-0.2322145549349,0.0774960548629144,"-0.08 (-0.23, 0.08)",0.327512200321603,1,61-70,0.054,Mycobacterial,
Cognition,Paired associate learning,Mycoplasma Infections,33710,33701,9,0.169862769802267,-0.441822106791845,0.78154764639638,"0.17 (-0.44, 0.78)",0.586242255554608,1,61-70,0.899,Mycoplasma,
Cognition,Paired associate learning,Acute Bacterial Infections,33710,22970,10740,-0.00908822072031794,-0.0305759271615498,0.0123994857209139,"-0.01 (-0.03, 0.01)",0.407112476400284,1,61-70,0.786,Acute Bacterial,
Cognition,Paired associate learning,Chronic Bacterial Infections,33710,33415,295,-0.0168429692885163,-0.124154488548805,0.0904685499717723,"-0.02 (-0.12, 0.09)",0.758361844761341,1,61-70,0.574,Chronic Bacterial,
Cognition,Paired associate learning,Viral Infections,33710,16074,17636,0.0403186852074367,0.0202472493652537,0.0603901210496196,"0.04 (0.02, 0.06)",8.25906768018576e-05,0.101751713819889,61-70,0.71,Viral,*
Cognition,Paired associate learning,Acute Viral Infections,33710,19625,14085,0.0371112115505177,0.0167929307908589,0.0574294923101765,"0.04 (0.02, 0.06)",0.00034408959915556,0.42391838615965,61-70,0.719,Acute Viral,*
Cognition,Paired associate learning,Herpes Viral Infections,33710,18446,15264,0.0527093482087739,0.0325508451853333,0.0728678512322145,"0.05 (0.03, 0.07)",2.9919400520643e-07,0.000368607014414322,61-70,0.614,Herpes,**
Cognition,Paired associate learning,Other Potentially Persistent Viral Infections,33710,33620,90,-0.232179174906253,-0.426200589942545,-0.0381577598699613,"-0.23 (-0.43, -0.04)",0.0190068366062998,1,61-70,0.192,Other Viral,*
Cognition,Paired associate learning,Parasitic Infections,33710,33311,399,-0.0188507339328724,-0.111354991363906,0.0736535234981613,"-0.02 (-0.11, 0.07)",0.68958600111568,1,61-70,0.548,Parasitic,
Cognition,Paired associate learning,Fungal Infections,33710,31979,1731,-0.023082859770498,-0.0683748335407328,0.0222091139997367,"-0.02 (-0.07, 0.02)",0.317839115565211,1,61-70,0.804,Fungal,
Cognition,Paired associate learning,Acute Infections,33710,15140,18570,0.014880642507908,-0.00525521504021845,0.0350165000560345,"0.01 (-0.01, 0.04)",0.147489604232759,1,61-70,0.522,Acute,
Cognition,Paired associate learning,Chronic Infections,33710,18182,15528,0.0498639824973052,0.0297418553072196,0.0699861096873908,"0.05 (0.03, 0.07)",1.19653267625907e-06,0.00147412825715117,61-70,0.724,Chronic,**
