Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
VD,All Infectious Diseases,161340,194,161146,64,103677,130,57469,2.80600791466394,2.07506669125806,3.79442282521681,"2.81 (2.08, 3.79)",2.06714410032057e-11,1.27336076579747e-08,51-60,0.596,Any,**
VD,Bacterial Infections,179012,208,178804,74,124000,134,54804,3.20709610869129,2.40111322157551,4.2836236783678,"3.21 (2.40, 4.28)",2.98481892875063e-15,1.83864846011039e-12,51-60,0.263,Bacterial,**
VD,Invasive Bacterial Infections,176167,213,175954,126,153411,87,22543,4.58388682979932,3.43545376905442,6.11622798061724,"4.58 (3.44, 6.12)",4.30541170761509e-25,2.6521336118909e-22,51-60,0.001,Invasive,**
VD,Localised Bacterial Infections,179939,215,179724,96,131991,119,47733,2.75641618681575,2.09684057734302,3.62346583571336,"2.76 (2.10, 3.62)",3.70081915568886e-13,2.27970459990434e-10,51-60,0.49,Localised,**
VD,Bacterial Infections with Sepsis,171080,220,170860,190,165960,30,4900,7.75831011800677,5.0990253421141,11.8044865143209,"7.76 (5.10, 11.80)",1.09824591012731e-21,6.76519480638422e-19,51-60,<0.001,Sepsis,**
VD,Bacterial Infections without Sepsis,178588,208,178380,75,124176,133,54204,3.17347022789635,2.37730490773263,4.23627329190587,"3.17 (2.38, 4.24)",4.66106394143145e-15,2.87121538792177e-12,51-60,0.222,No-Sepsis,**
VD,Extracellular Bacterial Infections,170263,221,170042,178,161451,43,8591,4.67103864927042,3.28346976204383,6.64498339993751,"4.67 (3.28, 6.64)",1.02742697015857e-17,6.32895013617676e-15,51-60,0.07,Extracellular,**
VD,Intracellular Bacterial Infections,166265,220,166045,215,165137,5,908,3.30485699730614,1.34516667697814,8.11949921119019,"3.30 (1.35, 8.12)",0.00914700835123755,1.0,51-60,0.068,Intracellular,*
VD,Gram Positive Bacterial Infections,168673,221,168452,202,163734,19,4718,3.08280348288952,1.88976966414827,5.02901358531393,"3.08 (1.89, 5.03)",6.51526146161771e-06,0.00401340106035651,51-60,0.209,Gram Positive,**
VD,Gram Negative Bacterial Infections,169498,221,169277,190,163358,31,5919,4.75478703853683,3.17068543067855,7.13031938239284,"4.75 (3.17, 7.13)",4.64290848723425e-14,2.8600316281363e-11,51-60,0.129,Gram Negative,**
VD,Mycobacterial Infections,166147,220,165927,219,165676,1,251,2.37384197162511,0.337727419201544,16.6854255410223,"2.37 (0.34, 16.69)",0.384893291888826,1.0,51-60,0.113,Mycobacterial,
VD,Mycoplasma Infections,166729,221,166508,219,166440,2,68,23.7652103619689,5.95428461518263,94.8535819246042,"23.77 (5.95, 94.85)",7.24554054332715e-06,0.00446325297468952,51-60,0.343,Mycoplasma,**
VD,Acute Bacterial Infections,178567,208,178359,75,125252,133,53107,3.33576059137322,2.50045987628496,4.45010089083729,"3.34 (2.50, 4.45)",2.56756194240282e-16,1.58161815652013e-13,51-60,0.172,Acute Bacterial,**
VD,Chronic Bacterial Infections,169145,220,168925,210,164550,10,4375,1.50144071704176,0.796780878742685,2.82929006824082,"1.50 (0.80, 2.83)",0.208672188449406,1.0,51-60,0.392,Chronic Bacterial,
VD,Viral Infections,152090,209,151881,175,134066,34,17815,1.47898741387796,1.02365334899986,2.13685987795242,"1.48 (1.02, 2.14)",0.037116390212126,1.0,51-60,0.466,Viral,*
VD,Acute Viral Infections,154460,212,154248,183,140882,29,13366,1.69656058039692,1.14365285125721,2.51677578540778,"1.70 (1.14, 2.52)",0.00861297039680102,1.0,51-60,0.284,Acute Viral,*
VD,Herpes Viral Infections,151400,213,151187,205,144655,8,6532,0.97134560486305,0.480729936967004,1.9626659617654,"0.97 (0.48, 1.96)",0.935432434218689,1.0,51-60,0.633,Herpes,
VD,Other Potentially Persistent Viral Infections,166965,221,166744,219,166011,2,733,1.76569426269515,0.428698293856455,7.2724250924089,"1.77 (0.43, 7.27)",0.431161489654557,1.0,51-60,0.637,Other Viral,
VD,Parasitic Infections,166521,221,166300,217,164795,4,1505,1.67175937696913,0.608794935046166,4.59067454999817,"1.67 (0.61, 4.59)",0.318735834092886,1.0,51-60,0.153,Parasitic,
VD,Fungal Infections,172557,220,172337,189,157710,31,14627,1.73144899468629,1.18357440743268,2.53293379983014,"1.73 (1.18, 2.53)",0.00467965612710473,1.0,51-60,0.259,Fungal,*
VD,Acute Infections,164759,197,164562,68,111305,129,53257,3.14283348096517,2.32935632918844,4.24039987583909,"3.14 (2.33, 4.24)",6.73099635994502e-14,4.14629375772613e-11,51-60,0.289,Acute,**
VD,Chronic Infections,153709,212,153497,190,141795,22,11702,1.33286642075107,0.856566534295057,2.0740162315912,"1.33 (0.86, 2.07)",0.202780125032764,1.0,51-60,0.236,Chronic,
