Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
ACD,All Infectious Diseases,161110,1154,159956,528,103184,626,56772,1.84033251033627,1.63766825559803,2.06807681410654,"1.84 (1.64, 2.07)",1.22874884246507e-24,7.56909286958482e-22,51-60,<0.001,Any,**
ACD,Bacterial Infections,178761,1210,177551,605,123434,605,54117,2.02146622945517,1.80309067465335,2.26628964048817,"2.02 (1.80, 2.27)",1.5848792594987e-33,9.762856238512e-31,51-60,<0.001,Bacterial,**
ACD,Invasive Bacterial Infections,175915,1247,174668,938,152558,309,22110,2.60258158731764,2.283344203719,2.96645197321217,"2.60 (2.28, 2.97)",1.50985946996388e-46,9.30073433497748e-44,51-60,<0.001,Invasive,**
ACD,Localised Bacterial Infections,179718,1245,178473,698,131349,547,47124,1.97409564578822,1.7624646515574,2.21113859802884,"1.97 (1.76, 2.21)",6.6506072633492e-32,4.09677407422311e-29,51-60,<0.001,Localised,**
ACD,Bacterial Infections with Sepsis,170933,1282,169651,1198,164904,84,4747,4.39084307617987,3.49666788386085,5.51367861060605,"4.39 (3.50, 5.51)",3.79728106822522e-37,2.33912513802674e-34,51-60,<0.001,Sepsis,**
ACD,Bacterial Infections without Sepsis,178344,1212,177132,611,123605,601,53527,2.00881072165577,1.79226673056118,2.25151783862868,"2.01 (1.79, 2.25)",4.20062383881773e-33,2.58758428471172e-30,51-60,<0.001,No-Sepsis,**
ACD,Extracellular Bacterial Infections,170134,1275,168859,1125,160458,150,8401,3.10689349101531,2.60813616313663,3.70102884233795,"3.11 (2.61, 3.70)",6.12399620328863e-37,3.7723816612258e-34,51-60,<0.001,Extracellular,**
ACD,Intracellular Bacterial Infections,166216,1280,164936,1264,164042,16,894,2.25568366442869,1.37223550714388,3.70789763672612,"2.26 (1.37, 3.71)",0.0013373212166895,0.823789869480731,51-60,0.021,Intracellular,*
ACD,Gram Positive Bacterial Infections,168587,1278,167309,1195,162694,83,4615,2.9439490020803,2.34674376856894,3.69313251959104,"2.94 (2.35, 3.69)",1.0177520952279e-20,6.26935290660385e-18,51-60,0.002,Gram Positive,**
ACD,Gram Negative Bacterial Infections,169388,1282,168106,1178,162323,104,5783,3.10782554195336,2.52659555295836,3.82276442618947,"3.11 (2.53, 3.82)",7.05943990278344e-27,4.3486149801146e-24,51-60,0.028,Gram Negative,**
ACD,Mycobacterial Infections,166099,1280,164819,1275,164574,5,245,2.30595627262083,0.94850793184418,5.60610423246615,"2.31 (0.95, 5.61)",0.0652809602245217,1.0,51-60,0.187,Mycobacterial,
ACD,Mycoplasma Infections,166681,1285,165396,1283,165328,2,68,4.30364682729116,1.11123322795451,16.6674065786769,"4.30 (1.11, 16.67)",0.0346318417346785,1.0,51-60,0.772,Mycoplasma,*
ACD,Acute Bacterial Infections,178312,1214,177098,619,124672,595,52426,2.05903977862873,1.8372134118153,2.30764960821093,"2.06 (1.84, 2.31)",2.07826177839148e-35,1.28020925548915e-32,51-60,<0.001,Acute Bacterial,**
ACD,Chronic Bacterial Infections,169087,1280,167807,1235,163480,45,4327,1.35797502604422,1.0062104199897,1.83271424616999,"1.36 (1.01, 1.83)",0.0454528770993833,1.0,51-60,0.001,Chronic Bacterial,*
ACD,Viral Infections,151989,1236,150753,1058,133141,178,17612,1.33041324892004,1.13447101336862,1.5601980059819,"1.33 (1.13, 1.56)",0.000444679661462283,0.273922671460766,51-60,0.001,Viral,*
ACD,Acute Viral Infections,154362,1246,153116,1111,139911,135,13205,1.37215753022436,1.14769657279723,1.6405174785549,"1.37 (1.15, 1.64)",0.000517592369656249,0.318836899708249,51-60,0.002,Acute Viral,*
ACD,Herpes Viral Infections,151346,1260,150086,1201,143612,59,6474,1.20050621023915,0.923549324066213,1.56051780155863,"1.20 (0.92, 1.56)",0.172054475146873,1.0,51-60,0.392,Herpes,
ACD,Other Potentially Persistent Viral Infections,166915,1285,165630,1272,164911,13,719,2.23152719823684,1.28127107971857,3.88654182186376,"2.23 (1.28, 3.89)",0.00457526153250393,1.0,51-60,0.051,Other Viral,*
ACD,Parasitic Infections,166470,1281,165189,1264,163702,17,1487,1.40984091850569,0.868464539033265,2.28869611383965,"1.41 (0.87, 2.29)",0.164692017967643,1.0,51-60,0.597,Parasitic,
ACD,Fungal Infections,172474,1278,171196,1131,156720,147,14476,1.44712671478154,1.21769989804912,1.71977983408678,"1.45 (1.22, 1.72)",2.71214521553156e-05,0.0167068145276744,51-60,0.001,Fungal,**
ACD,Acute Infections,164516,1173,163343,571,110772,602,52571,1.97442046247621,1.75855556847672,2.21678304201758,"1.97 (1.76, 2.22)",1.09942235830405e-30,6.77244172715295e-28,51-60,<0.001,Acute,**
ACD,Chronic Infections,153644,1252,152392,1126,140817,126,11575,1.39468225401083,1.1578757664482,1.67991994134179,"1.39 (1.16, 1.68)",0.000458399991461915,0.28237439474054,51-60,0.001,Chronic,*
