Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
AD,All Infectious Diseases,3623,143,3480,62,1928,81,1552,1.27323915248522,0.897557612277276,1.8061658853387,"1.27 (0.90, 1.81)",0.175698407929114,1.0,71-80,0.761,Any,
AD,Bacterial Infections,3699,143,3556,71,2128,72,1428,1.32247458304297,0.936718414833624,1.86709153476535,"1.32 (0.94, 1.87)",0.112185372565779,1.0,71-80,0.573,Bacterial,
AD,Invasive Bacterial Infections,3502,144,3358,103,2572,41,786,1.72254449747882,1.18876345005688,2.49600502577077,"1.72 (1.19, 2.50)",0.00405659586920743,1.0,71-80,0.194,Invasive,*
AD,Localised Bacterial Infections,3683,151,3532,84,2304,67,1228,1.39170529407825,1.00231456064209,1.93237103562046,"1.39 (1.00, 1.93)",0.048407959852827,1.0,71-80,0.283,Localised,*
AD,Bacterial Infections with Sepsis,3174,153,3021,148,2809,5,212,1.18733791239897,0.462541163932006,3.04788293053888,"1.19 (0.46, 3.05)",0.721094251332687,1.0,71-80,0.307,Sepsis,
AD,Bacterial Infections without Sepsis,3684,143,3541,71,2132,72,1409,1.34624101871913,0.95374182578543,1.90026779940095,"1.35 (0.95, 1.90)",0.0909045480019839,1.0,71-80,0.514,No-Sepsis,
AD,Extracellular Bacterial Infections,3236,150,3086,136,2753,14,333,1.28456266573428,0.730601914601748,2.25855039416071,"1.28 (0.73, 2.26)",0.384430517079328,1.0,71-80,0.407,Extracellular,
AD,Intracellular Bacterial Infections,2940,147,2793,145,2771,2,22,1.83736952618162,0.359282995088479,9.39628878040692,"1.84 (0.36, 9.40)",0.465027219980748,1.0,71-80,0.368,Intracellular,
AD,Gram Positive Bacterial Infections,3081,151,2930,146,2763,5,167,0.960617854671113,0.394282197517495,2.34042183117331,"0.96 (0.39, 2.34)",0.929534173508823,1.0,71-80,0.42,Gram Positive,
AD,Gram Negative Bacterial Infections,3176,151,3025,140,2789,11,236,1.52193389117485,0.800035769666366,2.89522400988715,"1.52 (0.80, 2.90)",0.200541855510434,1.0,71-80,0.582,Gram Negative,
AD,Mycobacterial Infections,2933,148,2785,147,2780,1,5,3.36842439466574,0.468572975537333,24.2145482025889,"3.37 (0.47, 24.21)",0.22753937559892,1.0,71-80,0.24,Mycobacterial,
AD,Acute Bacterial Infections,3723,147,3576,74,2159,73,1417,1.34555875900918,0.95952769082043,1.88689538745699,"1.35 (0.96, 1.89)",0.0853446898946272,1.0,71-80,0.418,Acute Bacterial,
AD,Chronic Bacterial Infections,2992,148,2844,144,2767,4,77,1.22788120994168,0.449191619656929,3.35645679872513,"1.23 (0.45, 3.36)",0.689066529333104,1.0,71-80,0.222,Chronic Bacterial,
AD,Viral Infections,3119,151,2968,134,2552,17,416,0.86232437905956,0.514586607702329,1.44504991694344,"0.86 (0.51, 1.45)",0.573885298908141,1.0,71-80,0.122,Viral,
AD,Acute Viral Infections,3067,151,2916,140,2631,11,285,0.821308368139855,0.437543338182857,1.54166999405816,"0.82 (0.44, 1.54)",0.540073971896984,1.0,71-80,0.061,Acute Viral,
AD,Herpes Viral Infections,2995,152,2843,145,2680,7,163,0.934735180782417,0.428360685697761,2.03970599395486,"0.93 (0.43, 2.04)",0.865381734754129,1.0,71-80,0.736,Herpes,
AD,Other Potentially Persistent Viral Infections,2969,153,2816,153,2811,0,5,1.0,1.0,1.0,"0.00 (0.00, 0.00)",2.9291269679813e-121,1.80434221227648e-118,71-80,0.139,Other Viral,**
AD,Parasitic Infections,2968,153,2815,152,2796,1,19,0.829721872750276,0.126565355696359,5.43939044245129,"0.83 (0.13, 5.44)",0.845729591519462,1.0,71-80,0.648,Parasitic,
AD,Fungal Infections,3142,153,2989,131,2669,22,320,1.62786783150075,1.02330737045747,2.5895969806709,"1.63 (1.02, 2.59)",0.0396633903702572,1.0,71-80,0.067,Fungal,*
AD,Acute Infections,3658,146,3512,70,2044,76,1468,1.28525516974438,0.914830282881508,1.80566918505541,"1.29 (0.91, 1.81)",0.147958836488055,1.0,71-80,0.288,Acute,
AD,Chronic Infections,3014,147,2867,135,2621,12,246,1.0655032657671,0.580662146623133,1.9551768889409,"1.07 (0.58, 1.96)",0.837684813489345,1.0,71-80,0.121,Chronic,
