Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
ACD,All Infectious Diseases,98506,138,98368,62,72778,76,25590,3.02896534816294,2.13198124160271,4.30333574298938,"3.03 (2.13, 4.30)",6.20007758718281e-10,3.81924779370461e-07,40-50,<0.001,Any,**
ACD,Bacterial Infections,114097,147,113950,74,88816,73,25134,3.04845164415265,2.17504857483364,4.27257466075109,"3.05 (2.18, 4.27)",9.70823760594497e-11,5.9802743652621e-08,40-50,<0.001,Bacterial,**
ACD,Invasive Bacterial Infections,118748,167,118581,125,108939,42,9642,3.85645703721964,2.67963727421334,5.55010225564463,"3.86 (2.68, 5.55)",3.69198332372064e-13,2.27426172741191e-10,40-50,<0.001,Invasive,**
ACD,Localised Bacterial Infections,116034,157,115877,88,93658,69,22219,2.91930899800018,2.09804626253479,4.06204819121022,"2.92 (2.10, 4.06)",2.06431803333164e-10,1.27161990853229e-07,40-50,<0.001,Localised,**
ACD,Bacterial Infections with Sepsis,118640,182,118458,170,116667,12,1791,6.9574508585398,3.84682143333215,12.5834077011125,"6.96 (3.85, 12.58)",1.39807229886958e-10,8.61212536103664e-08,40-50,<0.001,Sepsis,**
ACD,Bacterial Infections without Sepsis,113978,147,113831,74,88929,73,24902,3.07332678976398,2.19274657903328,4.30753724438378,"3.07 (2.19, 4.31)",7.11718134610721e-11,4.38418370920204e-08,40-50,<0.001,No-Sepsis,**
ACD,Extracellular Bacterial Infections,118083,178,117905,157,114184,21,3721,4.33206087772837,2.6872666135131,6.9835837478778,"4.33 (2.69, 6.98)",1.7730860198104e-09,1.09222098820321e-06,40-50,<0.001,Extracellular,**
ACD,Intracellular Bacterial Infections,116806,182,116624,179,116265,3,359,5.27798720018541,1.68073827429367,16.5743526588207,"5.28 (1.68, 16.57)",0.00438154611740717,1.0,40-50,0.021,Intracellular,*
ACD,Gram Positive Bacterial Infections,117541,180,117361,169,115202,11,2159,3.39635276685262,1.79467743044908,6.42745705785188,"3.40 (1.79, 6.43)",0.0001720175595456,0.105962816680089,40-50,0.002,Gram Positive,*
ACD,Gram Negative Bacterial Infections,118004,179,117825,166,115437,13,2388,4.40184136572788,2.44897358570319,7.91197076283266,"4.40 (2.45, 7.91)",7.27579851978281e-07,0.000448189188818621,40-50,0.028,Gram Negative,**
ACD,Mycobacterial Infections,116927,182,116745,181,116633,1,112,5.01836039209714,0.730958073834945,34.4533317661337,"5.02 (0.73, 34.45)",0.100772225868755,1.0,40-50,0.187,Mycobacterial,
ACD,Mycoplasma Infections,117125,182,116943,182,116923,0,20,1.0,1.0,1.0,"0.00 (0.00, 0.00)",9.32325910575883e-272,5.74312760914744e-269,40-50,0.772,Mycoplasma,**
ACD,Acute Bacterial Infections,113824,149,113675,76,89719,73,23956,3.20521915378555,2.29635346911332,4.47380159978618,"3.21 (2.30, 4.47)",7.58258992468311e-12,4.6708753936048e-09,40-50,<0.001,Acute Bacterial,**
ACD,Chronic Bacterial Infections,118517,179,118338,163,115646,16,2692,3.68591752622968,2.17804584969747,6.2376960577089,"3.69 (2.18, 6.24)",1.1737790828673e-06,0.000723047915046258,40-50,0.001,Chronic Bacterial,**
ACD,Viral Infections,101104,167,100937,136,92768,31,8169,2.68806143946867,1.81645132524522,3.9779069232053,"2.69 (1.82, 3.98)",7.62126343651943e-07,0.000469469827689597,40-50,0.001,Viral,**
ACD,Acute Viral Infections,106750,172,106578,145,99888,27,6690,2.91011957961193,1.92320236895371,4.40348665556606,"2.91 (1.92, 4.40)",4.31324976765714e-07,0.00026569618568768,40-50,0.002,Acute Viral,**
ACD,Herpes Viral Infections,102711,174,102537,167,99986,7,2551,1.79139546237087,0.836318610021912,3.83717122176543,"1.79 (0.84, 3.84)",0.133601406055875,1.0,40-50,0.392,Herpes,
ACD,Other Potentially Persistent Viral Infections,117084,179,116905,177,116410,2,495,2.26911889613798,0.574060722248655,8.96926120400931,"2.27 (0.57, 8.97)",0.242611604805362,1.0,40-50,0.051,Other Viral,
ACD,Parasitic Infections,116582,181,116401,180,115625,1,776,0.74355316634086,0.104427374886756,5.29431398400148,"0.74 (0.10, 5.29)",0.767333566659714,1.0,40-50,0.597,Parasitic,
ACD,Fungal Infections,118074,178,117896,154,111246,24,6650,2.52503745460644,1.62442045213257,3.92497775978817,"2.53 (1.62, 3.92)",3.86107749207487e-05,0.0237842373511812,40-50,0.001,Fungal,**
ACD,Acute Infections,103961,144,103817,69,79690,75,24127,3.22065066525978,2.28682687217036,4.53580060382705,"3.22 (2.29, 4.54)",2.16312062400117e-11,1.33248230438472e-08,40-50,<0.001,Acute,**
ACD,Chronic Infections,103585,169,103416,148,97780,21,5636,2.33068015203321,1.474366727759,3.68434112680918,"2.33 (1.47, 3.68)",0.000292790546089706,0.180358976391259,40-50,0.001,Chronic,*
