Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Paired associate learning,All Infectious Diseases,39318,15489,23829,0.032958929544977,0.0138146180941759,0.052103240995778,"0.03 (0.01, 0.05)",0.000740519251480828,0.45615985891219,Male,0.319,Any,*
Cognition,Paired associate learning,Bacterial Infections,39318,26864,12454,0.007456488083729,-0.0126555547169275,0.0275685308843855,"0.01 (-0.01, 0.03)",0.467430024275319,1.0,Male,0.579,Bacterial,
Cognition,Paired associate learning,Invasive Bacterial Infections,39318,35572,3746,0.00483781309841726,-0.0269999694407075,0.0366755956375421,"0.00 (-0.03, 0.04)",0.765834857539614,1.0,Male,0.62,Invasive,
Cognition,Paired associate learning,Localised Bacterial Infections,39318,29095,10223,-0.00277885653046033,-0.0241122878974556,0.0185545748365349,"-0.00 (-0.02, 0.02)",0.798485443743798,1.0,Male,0.957,Localised,
Cognition,Paired associate learning,Bacterial Infections with Sepsis,39318,39154,164,-0.0137207188461644,-0.158721485873586,0.131280048181257,"-0.01 (-0.16, 0.13)",0.852863254601389,1.0,Male,0.822,Sepsis,
Cognition,Paired associate learning,Bacterial Infections without Sepsis,39318,26928,12390,0.00747153762858134,-0.0126675272359437,0.0276106024931063,"0.01 (-0.01, 0.03)",0.4671300496252,1.0,Male,0.601,No-Sepsis,
Cognition,Paired associate learning,Extracellular Bacterial Infections,39318,36843,2475,0.0503806130545696,0.0118800374716711,0.0888811886374681,"0.05 (0.01, 0.09)",0.0103264721159481,1.0,Male,0.138,Extracellular,*
Cognition,Paired associate learning,Intracellular Bacterial Infections,39318,38926,392,-0.0370209501424954,-0.131065302207541,0.0570234019225507,"-0.04 (-0.13, 0.06)",0.440372760503242,1.0,Male,0.649,Intracellular,
Cognition,Paired associate learning,Gram Positive Bacterial Infections,39318,38173,1145,0.0424958692045453,-0.0130766034066252,0.0980683418157157,"0.04 (-0.01, 0.10)",0.133929277387613,1.0,Male,0.334,Gram Positive,
Cognition,Paired associate learning,Gram Negative Bacterial Infections,39318,37682,1636,0.031242797808795,-0.0155768243728788,0.0780624199904689,"0.03 (-0.02, 0.08)",0.190905746482798,1.0,Male,0.058,Gram Negative,
Cognition,Paired associate learning,Mycobacterial Infections,39318,39082,236,0.0118134536179881,-0.109146676646223,0.1327735838822,"0.01 (-0.11, 0.13)",0.848194506001564,1.0,Male,0.393,Mycobacterial,
Cognition,Paired associate learning,Mycoplasma Infections,39318,39307,11,0.0448979419083332,-0.513775903402486,0.603571787219152,"0.04 (-0.51, 0.60)",0.874837611936437,1.0,Male,0.432,Mycoplasma,
Cognition,Paired associate learning,Acute Bacterial Infections,39318,27118,12200,0.00821747041620638,-0.0120086917879309,0.0284436326203437,"0.01 (-0.01, 0.03)",0.425852464913053,1.0,Male,0.567,Acute Bacterial,
Cognition,Paired associate learning,Chronic Bacterial Infections,39318,38899,419,-0.0340372750031165,-0.125027035290484,0.0569524852842509,"-0.03 (-0.13, 0.06)",0.463439518068208,1.0,Male,0.833,Chronic Bacterial,
Cognition,Paired associate learning,Viral Infections,39318,20259,19059,0.0409574580222118,0.0222226171167597,0.0596922989276639,"0.04 (0.02, 0.06)",1.83225163252739e-05,0.0112866700563687,Male,0.709,Viral,**
Cognition,Paired associate learning,Acute Viral Infections,39318,24408,14910,0.0493022558836579,0.0300129981934894,0.0685915135738263,"0.05 (0.03, 0.07)",5.47475752178523e-07,0.00033724506334197,Male,0.541,Acute Viral,**
Cognition,Paired associate learning,Herpes Viral Infections,39318,23061,16257,0.050471246751115,0.0314461662230189,0.0694963272792112,"0.05 (0.03, 0.07)",2.00599219982594e-07,0.000123569119509278,Male,0.687,Herpes,**
Cognition,Paired associate learning,Other Potentially Persistent Viral Infections,39318,39204,114,-0.322899288737986,-0.497197296850534,-0.148601280625438,"-0.32 (-0.50, -0.15)",0.000282593308293233,0.174077477908632,Male,0.009,Other Viral,*
Cognition,Paired associate learning,Parasitic Infections,39318,38824,494,-0.0426032741760562,-0.126612617619467,0.0414060692673548,"-0.04 (-0.13, 0.04)",0.320239607679928,1.0,Male,0.302,Parasitic,
Cognition,Paired associate learning,Fungal Infections,39318,37172,2146,-0.0306133224649579,-0.0717625886904517,0.0105359437605359,"-0.03 (-0.07, 0.01)",0.144800128677202,1.0,Male,0.589,Fungal,
Cognition,Paired associate learning,Acute Infections,39318,18758,20560,0.0355549716438189,0.0168235186950291,0.0542864245926088,"0.04 (0.02, 0.05)",0.000199179532184489,0.122694591825645,Male,0.274,Acute,*
Cognition,Paired associate learning,Chronic Infections,39318,22675,16643,0.0468408068170212,0.0278847758611321,0.0657968377729103,"0.05 (0.03, 0.07)",1.28206685519098e-06,0.000789753182797644,Male,0.734,Chronic,**
