Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Reaction time,All Infectious Diseases,182652,143043,39609,-0.0310708561869465,-0.0419540332203272,-0.0201876791535658,"-0.03 (-0.04, -0.02)",2.20143923900069e-08,1.35608657122443e-05,Male,0.376,Any,**
Cognition,Reaction time,Bacterial Infections,193675,169345,24330,-0.00951999627756831,-0.0226356437625818,0.00359565120744516,"-0.01 (-0.02, 0.00)",0.154839461254925,1.0,Male,0.078,Bacterial,
Cognition,Reaction time,Invasive Bacterial Infections,215249,206663,8586,0.0016550343942334,-0.0194052276007314,0.0227152963891982,"0.00 (-0.02, 0.02)",0.877589449452811,1.0,Male,0.102,Invasive,
Cognition,Reaction time,Localised Bacterial Infections,200856,181609,19247,-0.00694253706491235,-0.0214691224838378,0.00758404835401312,"-0.01 (-0.02, 0.01)",0.348908636942156,1.0,Male,0.042,Localised,
Cognition,Reaction time,Bacterial Infections with Sepsis,225694,225176,518,0.195499057398766,0.111234689785395,0.279763425012136,"0.20 (0.11, 0.28)",5.43734244021092e-06,0.00334940294316993,Male,0.001,Sepsis,**
Cognition,Reaction time,Bacterial Infections without Sepsis,193813,169629,24184,-0.0105407781371157,-0.0236946178060001,0.0026130615317688,"-0.01 (-0.02, 0.00)",0.116272735094373,1.0,Male,0.097,No-Sepsis,
Cognition,Reaction time,Extracellular Bacterial Infections,223753,219739,4014,-0.0147692414028315,-0.0452792865933525,0.0157408037876896,"-0.01 (-0.05, 0.02)",0.342733254735001,1.0,Male,0.045,Extracellular,
Cognition,Reaction time,Intracellular Bacterial Infections,224823,223911,912,-0.0281425251835746,-0.0916687343634558,0.0353836839963066,"-0.03 (-0.09, 0.04)",0.385241169196979,1.0,Male,0.394,Intracellular,
Cognition,Reaction time,Gram Positive Bacterial Infections,224416,222173,2243,0.033143826122404,-0.0074884926161422,0.0737761448609501,"0.03 (-0.01, 0.07)",0.109876825076147,1.0,Male,0.003,Gram Positive,
Cognition,Reaction time,Gram Negative Bacterial Infections,224843,222473,2370,-0.0576142415953337,-0.0971877835353895,-0.0180406996552778,"-0.06 (-0.10, -0.02)",0.00432467301653767,1.0,Male,0.766,Gram Negative,*
Cognition,Reaction time,Mycobacterial Infections,225259,224641,618,-0.0206504535164845,-0.097787743602865,0.0564868365698959,"-0.02 (-0.10, 0.06)",0.599788429075748,1.0,Male,0.202,Mycobacterial,
Cognition,Reaction time,Mycoplasma Infections,226071,226044,27,0.0510225387575196,-0.317711549616785,0.419756627131824,"0.05 (-0.32, 0.42)",0.786232894886777,1.0,Male,0.932,Mycoplasma,
Cognition,Reaction time,Acute Bacterial Infections,194907,171259,23648,-0.0115248692934612,-0.0248016595243904,0.00175192093746808,"-0.01 (-0.02, 0.00)",0.0888788515499916,1.0,Male,0.12,Acute Bacterial,
Cognition,Reaction time,Chronic Bacterial Infections,224314,223145,1169,0.0779706253356016,0.0218153584407687,0.134125892230434,"0.08 (0.02, 0.13)",0.0065012819766139,1.0,Male,0.047,Chronic Bacterial,*
Cognition,Reaction time,Viral Infections,212775,188114,24661,-0.0694920288820207,-0.0826006653995355,-0.0563833923645059,"-0.07 (-0.08, -0.06)",2.78346262030251e-25,1.71461297410635e-22,Male,0.717,Viral,**
Cognition,Reaction time,Acute Viral Infections,216606,197535,19071,-0.0730959920271142,-0.0877360074821633,-0.0584559765720651,"-0.07 (-0.09, -0.06)",1.30792666176513e-22,8.0568282364732e-20,Male,0.242,Acute Viral,**
Cognition,Reaction time,Herpes Viral Infections,221025,201570,19455,-0.0859054581469069,-0.10045206601192,-0.0713588502818943,"-0.09 (-0.10, -0.07)",5.65211166414953e-31,3.48170078511611e-28,Male,0.308,Herpes,**
Cognition,Reaction time,Other Potentially Persistent Viral Infections,225699,225420,279,0.15538532898564,0.0405376153785466,0.270233042592733,"0.16 (0.04, 0.27)",0.00800734381223179,1.0,Male,0.523,Other Viral,*
Cognition,Reaction time,Parasitic Infections,224904,224038,866,-0.0339085170561113,-0.0991361648255733,0.0313191307133506,"-0.03 (-0.10, 0.03)",0.308256055893318,1.0,Male,0.801,Parasitic,
Cognition,Reaction time,Fungal Infections,217514,212829,4685,0.000425318771668835,-0.0278527087643875,0.0287033463077251,"0.00 (-0.03, 0.03)",0.976482421120328,1.0,Male,0.33,Fungal,
Cognition,Reaction time,Acute Infections,189210,154782,34428,-0.0299281155044295,-0.0413399446498267,-0.0185162863590323,"-0.03 (-0.04, -0.02)",2.74805527900688e-07,0.000169280205186824,Male,0.405,Acute,**
Cognition,Reaction time,Chronic Infections,218322,197484,20838,-0.0757370136971351,-0.0898173319401263,-0.0616566954541439,"-0.08 (-0.09, -0.06)",5.57769366735011e-26,3.43585929908767e-23,Male,0.63,Chronic,**
