Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Numeric memory,All Infectious Diseases,22847,12102,10745,0.0196406841073834,-0.00534942899047387,0.0446307972052407,"0.02 (-0.01, 0.04)",0.123454280336221,1.0,Male,0.772,Any,
Cognition,Numeric memory,Bacterial Infections,22847,15458,7389,0.00515362180546246,-0.0215571767534737,0.0318644203643986,"0.01 (-0.02, 0.03)",0.70530154121319,1.0,Male,0.764,Bacterial,
Cognition,Numeric memory,Invasive Bacterial Infections,22847,20639,2208,-0.0273315346449131,-0.0695852390434353,0.0149221697536091,"-0.03 (-0.07, 0.01)",0.204861877352445,1.0,Male,0.736,Invasive,
Cognition,Numeric memory,Localised Bacterial Infections,22847,16713,6134,0.0123434668439664,-0.0158435407163508,0.0405304744042837,"0.01 (-0.02, 0.04)",0.390713816048782,1.0,Male,0.878,Localised,
Cognition,Numeric memory,Bacterial Infections with Sepsis,22847,22725,122,-0.268567145395736,-0.439563515541658,-0.0975707752498147,"-0.27 (-0.44, -0.10)",0.00208302383879796,1.0,Male,0.009,Sepsis,*
Cognition,Numeric memory,Bacterial Infections without Sepsis,22847,15501,7346,0.00776817091459451,-0.0189810107215015,0.0345173525506906,"0.01 (-0.02, 0.03)",0.569213126637864,1.0,Male,0.929,No-Sepsis,
Cognition,Numeric memory,Extracellular Bacterial Infections,22847,22086,761,-0.00632643139967347,-0.0757928014806034,0.0631399386812565,"-0.01 (-0.08, 0.06)",0.8583263877515,1.0,Male,0.288,Extracellular,
Cognition,Numeric memory,Intracellular Bacterial Infections,22847,22616,231,-0.0581371112866186,-0.182711296345151,0.0664370737719138,"-0.06 (-0.18, 0.07)",0.360339083272029,1.0,Male,0.455,Intracellular,
Cognition,Numeric memory,Gram Positive Bacterial Infections,22847,22374,473,-0.0236047674918156,-0.11114099802545,0.0639314630418191,"-0.02 (-0.11, 0.06)",0.597125387226742,1.0,Male,0.518,Gram Positive,
Cognition,Numeric memory,Gram Negative Bacterial Infections,22847,22417,430,0.0265474585120226,-0.0651513564978747,0.11824627352192,"0.03 (-0.07, 0.12)",0.570411632189536,1.0,Male,0.428,Gram Negative,
Cognition,Numeric memory,Mycobacterial Infections,22847,22705,142,-0.118971074976001,-0.277591067647545,0.0396489176955426,"-0.12 (-0.28, 0.04)",0.141541395530639,1.0,Male,0.371,Mycobacterial,
Cognition,Numeric memory,Mycoplasma Infections,22847,22842,5,0.184350271254765,-0.657986438034933,1.02668698054446,"0.18 (-0.66, 1.03)",0.667947487704206,1.0,Male,0.847,Mycoplasma,
Cognition,Numeric memory,Acute Bacterial Infections,22847,15619,7228,0.00898521810443799,-0.0178839229645591,0.0358543591734351,"0.01 (-0.02, 0.04)",0.512178466349701,1.0,Male,0.868,Acute Bacterial,
Cognition,Numeric memory,Chronic Bacterial Infections,22847,22562,285,-0.104304207869066,-0.216641957550067,0.00803354181193484,"-0.10 (-0.22, 0.01)",0.0687875149812056,1.0,Male,0.339,Chronic Bacterial,
Cognition,Numeric memory,Viral Infections,22847,17767,5080,0.0616871636407694,0.0315417119460342,0.0918326153355046,"0.06 (0.03, 0.09)",6.06748204299767e-05,0.0373756893848656,Male,0.015,Viral,**
Cognition,Numeric memory,Acute Viral Infections,22847,19015,3832,0.0678951120368477,0.0343539672486626,0.101436256825033,"0.07 (0.03, 0.10)",7.28110433262237e-05,0.0448516026889538,Male,0.102,Acute Viral,**
Cognition,Numeric memory,Herpes Viral Infections,22847,19692,3155,0.0648958392389884,0.0284889208537974,0.101302757624179,"0.06 (0.03, 0.10)",0.000477013066860785,0.293840049186244,Male,0.026,Herpes,*
Cognition,Numeric memory,Other Potentially Persistent Viral Infections,22847,22806,41,-0.187349392247374,-0.482370172688961,0.107671388194214,"-0.19 (-0.48, 0.11)",0.213248385584877,1.0,Male,0.97,Other Viral,
Cognition,Numeric memory,Parasitic Infections,22847,22532,315,-0.109765204883581,-0.216688655060293,-0.00284175470686888,"-0.11 (-0.22, -0.00)",0.0442146340817804,1.0,Male,0.044,Parasitic,*
Cognition,Numeric memory,Fungal Infections,22847,20714,2133,-0.0072265460838959,-0.0500544045795864,0.0356013124117946,"-0.01 (-0.05, 0.04)",0.740850356570737,1.0,Male,0.457,Fungal,
Cognition,Numeric memory,Acute Infections,22847,13622,9225,0.0351119373938461,0.0096831743305984,0.0605407004570938,"0.04 (0.01, 0.06)",0.00680565140461656,1.0,Male,0.25,Acute,*
Cognition,Numeric memory,Chronic Infections,22847,19258,3589,0.0345696053082786,0.000142865459494441,0.0689963451570628,"0.03 (0.00, 0.07)",0.0490568972128711,1.0,Male,0.24,Chronic,*
