Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Symbol digit substitution,All Infectious Diseases,39017,15341,23676,0.0515094821068523,0.032024641988986,0.0709943222247187,"0.05 (0.03, 0.07)",2.21253401628401e-07,0.000136292095403095,Male,0.617,Any,**
Cognition,Symbol digit substitution,Bacterial Infections,39017,26658,12359,-0.00913808987704117,-0.0296062338194352,0.0113300540653529,"-0.01 (-0.03, 0.01)",0.38154588114276,1.0,Male,0.412,Bacterial,
Cognition,Symbol digit substitution,Invasive Bacterial Infections,39017,35307,3710,-0.0128132524452653,-0.045242761620568,0.0196162567300374,"-0.01 (-0.05, 0.02)",0.438682921052132,1.0,Male,0.692,Invasive,
Cognition,Symbol digit substitution,Localised Bacterial Infections,39017,28865,10152,-0.000891661249828384,-0.0225975782923972,0.0208142557927404,"-0.00 (-0.02, 0.02)",0.93582711745952,1.0,Male,0.732,Localised,
Cognition,Symbol digit substitution,Bacterial Infections with Sepsis,39017,38855,162,-0.130620091251484,-0.278520212462324,0.0172800299593565,"-0.13 (-0.28, 0.02)",0.0834554404652137,1.0,Male,0.414,Sepsis,
Cognition,Symbol digit substitution,Bacterial Infections without Sepsis,39017,26721,12296,-0.00916326217428434,-0.0296585891504313,0.0113320648018627,"-0.01 (-0.03, 0.01)",0.380867954702632,1.0,Male,0.409,No-Sepsis,
Cognition,Symbol digit substitution,Extracellular Bacterial Infections,39017,36558,2459,0.0216927341443009,-0.01747015707657,0.0608556253651719,"0.02 (-0.02, 0.06)",0.277628099634526,1.0,Male,0.819,Extracellular,
Cognition,Symbol digit substitution,Intracellular Bacterial Infections,39017,38628,389,-0.0932950926759412,-0.188998673956476,0.00240848860459324,"-0.09 (-0.19, 0.00)",0.0560506522196409,1.0,Male,0.93,Intracellular,
Cognition,Symbol digit substitution,Gram Positive Bacterial Infections,39017,37880,1137,0.0491075857625697,-0.00742941179292365,0.105644583318063,"0.05 (-0.01, 0.11)",0.0886767759094497,1.0,Male,0.355,Gram Positive,
Cognition,Symbol digit substitution,Gram Negative Bacterial Infections,39017,37390,1627,-0.00387823071577237,-0.0514771929260219,0.0437207314944771,"-0.00 (-0.05, 0.04)",0.873120310321214,1.0,Male,0.697,Gram Negative,
Cognition,Symbol digit substitution,Mycobacterial Infections,39017,38783,234,-0.0879195023653569,-0.211067579402055,0.0352285746713413,"-0.09 (-0.21, 0.04)",0.161722955596641,1.0,Male,0.823,Mycobacterial,
Cognition,Symbol digit substitution,Mycoplasma Infections,39017,39006,11,0.205684047208853,-0.360689096315953,0.772057190733659,"0.21 (-0.36, 0.77)",0.476591323365273,1.0,Male,0.147,Mycoplasma,
Cognition,Symbol digit substitution,Acute Bacterial Infections,39017,26908,12109,-0.00390776213330836,-0.0244913566888717,0.016675832422255,"-0.00 (-0.02, 0.02)",0.709814803817072,1.0,Male,0.583,Acute Bacterial,
Cognition,Symbol digit substitution,Chronic Bacterial Infections,39017,38603,414,-0.0995846321607519,-0.192376260871942,-0.00679300344956188,"-0.10 (-0.19, -0.01)",0.0354273819237523,1.0,Male,0.547,Chronic Bacterial,*
Cognition,Symbol digit substitution,Viral Infections,39017,20067,18950,0.0718789290918315,0.0528249281672581,0.090932930016405,"0.07 (0.05, 0.09)",1.45376735571104e-13,8.95520691118001e-11,Male,0.49,Viral,**
Cognition,Symbol digit substitution,Acute Viral Infections,39017,24188,14829,0.0720703314615777,0.0524575837903305,0.0916830791328249,"0.07 (0.05, 0.09)",6.02123596132811e-13,3.70908135217812e-10,Male,0.454,Acute Viral,**
Cognition,Symbol digit substitution,Herpes Viral Infections,39017,22859,16158,0.0790596318126705,0.0597127300132692,0.0984065336120719,"0.08 (0.06, 0.10)",1.18356300691616e-15,7.29074812260355e-13,Male,0.829,Herpes,**
Cognition,Symbol digit substitution,Other Potentially Persistent Viral Infections,39017,38904,113,-0.220827020699808,-0.398318373967108,-0.0433356674325089,"-0.22 (-0.40, -0.04)",0.0147496225500238,1.0,Male,0.246,Other Viral,*
Cognition,Symbol digit substitution,Parasitic Infections,39017,38527,490,-0.0810641581404822,-0.166574482113678,0.00444616583271328,"-0.08 (-0.17, 0.00)",0.0631606369255864,1.0,Male,0.468,Parasitic,
Cognition,Symbol digit substitution,Fungal Infections,39017,36885,2132,-0.0309170720503776,-0.0727722182345647,0.0109380741338095,"-0.03 (-0.07, 0.01)",0.147678706879758,1.0,Male,0.871,Fungal,
Cognition,Symbol digit substitution,Acute Infections,39017,18586,20431,0.0445408730621655,0.0254792989736204,0.0636024471507105,"0.04 (0.03, 0.06)",4.66504787905946e-06,0.00287366949350063,Male,0.724,Acute,**
Cognition,Symbol digit substitution,Chronic Infections,39017,22479,16538,0.0735604425986766,0.0542815342166983,0.0928393509806549,"0.07 (0.05, 0.09)",7.66613965292704e-14,4.72234202620306e-11,Male,0.697,Chronic,**
