Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Trail making 1,All Infectious Diseases,39318,15489,23829,-0.0318773985812576,-0.0518340086185337,-0.0119207885439815,"-0.03 (-0.05, -0.01)",0.00174448962086114,1.0,Male,0.466,Any,*
Cognition,Trail making 1,Bacterial Infections,39318,26864,12454,-0.027235561341907098,-0.0481989527837898,-0.00627216990002439,"-0.03 (-0.05, -0.01)",0.0108860592200271,1.0,Male,0.571,Bacterial,*
Cognition,Trail making 1,Invasive Bacterial Infections,39318,35572,3746,-0.00446595577197351,-0.0376539637178001,0.0287220521738531,"-0.00 (-0.04, 0.03)",0.791972903694656,1.0,Male,0.858,Invasive,
Cognition,Trail making 1,Localised Bacterial Infections,39318,29095,10223,-0.0273796457527103,-0.0496161832738036,-0.00514310823161712,"-0.03 (-0.05, -0.01)",0.0158107389019501,1.0,Male,0.921,Localised,*
Cognition,Trail making 1,Bacterial Infections with Sepsis,39318,39154,164,0.0180408419558425,-0.133109263610608,0.169190947522293,"0.02 (-0.13, 0.17)",0.815030549520949,1.0,Male,0.839,Sepsis,
Cognition,Trail making 1,Bacterial Infections without Sepsis,39318,26928,12390,-0.0277933812591985,-0.04878487197824,-0.00680189054015703,"-0.03 (-0.05, -0.01)",0.00945895361558941,1.0,Male,0.534,No-Sepsis,*
Cognition,Trail making 1,Extracellular Bacterial Infections,39318,36843,2475,0.00101484897697913,-0.0391218656800654,0.0411515636340236,"0.00 (-0.04, 0.04)",0.96047420530363,1.0,Male,0.428,Extracellular,
Cognition,Trail making 1,Intracellular Bacterial Infections,39318,38926,392,0.00623601614979667,-0.0917974119714184,0.104269444271012,"0.01 (-0.09, 0.10)",0.90077804865045,1.0,Male,0.747,Intracellular,
Cognition,Trail making 1,Gram Positive Bacterial Infections,39318,38173,1145,-0.0158691352274073,-0.073799839372038,0.0420615689172234,"-0.02 (-0.07, 0.04)",0.591329041583705,1.0,Male,0.729,Gram Positive,
Cognition,Trail making 1,Gram Negative Bacterial Infections,39318,37682,1636,-0.0058698841765459,-0.0546761203594381,0.0429363520063463,"-0.01 (-0.05, 0.04)",0.813643069963707,1.0,Male,0.811,Gram Negative,
Cognition,Trail making 1,Mycobacterial Infections,39318,39082,236,0.0334116271630634,-0.0926779607772771,0.159501215103404,"0.03 (-0.09, 0.16)",0.603503164774095,1.0,Male,0.619,Mycobacterial,
Cognition,Trail making 1,Mycoplasma Infections,39318,39307,11,0.172221012940079,-0.41014348054539,0.754585506425548,"0.17 (-0.41, 0.75)",0.562165803825772,1.0,Male,0.952,Mycoplasma,
Cognition,Trail making 1,Acute Bacterial Infections,39318,27118,12200,-0.0294565737403928,-0.0505386714026404,-0.00837447607814518,"-0.03 (-0.05, -0.01)",0.00617276769265927,1.0,Male,0.354,Acute Bacterial,*
Cognition,Trail making 1,Chronic Bacterial Infections,39318,38899,419,0.037703300118402,-0.0571451862634984,0.132551786500302,"0.04 (-0.06, 0.13)",0.435907302650204,1.0,Male,0.201,Chronic Bacterial,
Cognition,Trail making 1,Viral Infections,39318,20259,19059,-0.0289050999622514,-0.0484369427208064,-0.00937325720369643,"-0.03 (-0.05, -0.01)",0.00372616682312633,1.0,Male,0.461,Viral,*
Cognition,Trail making 1,Acute Viral Infections,39318,24408,14910,-0.0357818100211827,-0.0558924189981434,-0.0156712010442221,"-0.04 (-0.06, -0.02)",0.000488321128138639,0.300805814933402,Male,0.264,Acute Viral,*
Cognition,Trail making 1,Herpes Viral Infections,39318,23061,16257,-0.0390630551341861,-0.0588980364536475,-0.0192280738147247,"-0.04 (-0.06, -0.02)",0.000113532888036947,0.0699362590307594,Male,0.149,Herpes,*
Cognition,Trail making 1,Other Potentially Persistent Viral Infections,39318,39204,114,0.137159662195125,-0.0445556133129436,0.318874937703193,"0.14 (-0.04, 0.32)",0.139031608608069,1.0,Male,0.068,Other Viral,
Cognition,Trail making 1,Parasitic Infections,39318,38824,494,0.0379378096518724,-0.0496346067429173,0.125510226046662,"0.04 (-0.05, 0.13)",0.395822614299546,1.0,Male,0.871,Parasitic,
Cognition,Trail making 1,Fungal Infections,39318,37172,2146,-0.0225713305416256,-0.0654662872329392,0.0203236261496881,"-0.02 (-0.07, 0.02)",0.30237602940315,1.0,Male,0.127,Fungal,
Cognition,Trail making 1,Acute Infections,39318,18758,20560,-0.0329594471903949,-0.0524860067274606,-0.0134328876533292,"-0.03 (-0.05, -0.01)",0.000939209703538328,0.57855317737961,Male,0.251,Acute,*
Cognition,Trail making 1,Chronic Infections,39318,22675,16643,-0.0362697555802775,-0.0560323411414078,-0.0165071700191471,"-0.04 (-0.06, -0.02)",0.000322078725135287,0.198400494683337,Male,0.272,Chronic,*
