Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Trail making 2,All Infectious Diseases,39318,15489,23829,-0.0332257438159165,-0.0530688445169207,-0.0133826431149124,"-0.03 (-0.05, -0.01)",0.00103196456110052,0.63569016963792,Male,0.404,Any,*
Cognition,Trail making 2,Bacterial Infections,39318,26864,12454,-0.00732189173829436,-0.028167898232556,0.0135241147559673,"-0.01 (-0.03, 0.01)",0.491183991764843,1.0,Male,0.751,Bacterial,
Cognition,Trail making 2,Invasive Bacterial Infections,39318,35572,3746,-0.0185449061280832,-0.0515440736172591,0.0144542613610928,"-0.02 (-0.05, 0.01)",0.270687371871663,1.0,Male,0.888,Invasive,
Cognition,Trail making 2,Localised Bacterial Infections,39318,29095,10223,-0.000782145616716027,-0.0228941154778105,0.0213298242443785,"-0.00 (-0.02, 0.02)",0.944727242380218,1.0,Male,0.716,Localised,
Cognition,Trail making 2,Bacterial Infections with Sepsis,39318,39154,164,-0.122674943460779,-0.272962399110637,0.0276125121890798,"-0.12 (-0.27, 0.03)",0.109627366746244,1.0,Male,0.132,Sepsis,
Cognition,Trail making 2,Bacterial Infections without Sepsis,39318,26928,12390,-0.00704856535098235,-0.027922589768931,0.0138254590669663,"-0.01 (-0.03, 0.01)",0.508074719252557,1.0,Male,0.758,No-Sepsis,
Cognition,Trail making 2,Extracellular Bacterial Infections,39318,36843,2475,-0.0389326414622963,-0.0788397029495248,0.000974420024932088,"-0.04 (-0.08, 0.00)",0.0558621710030904,1.0,Male,0.729,Extracellular,
Cognition,Trail making 2,Intracellular Bacterial Infections,39318,38926,392,0.0768137967387175,-0.0206602982152954,0.17428789169273,"0.08 (-0.02, 0.17)",0.122455009054797,1.0,Male,0.961,Intracellular,
Cognition,Trail making 2,Gram Positive Bacterial Infections,39318,38173,1145,-0.0802037604509704,-0.137800428624918,-0.0226070922770225,"-0.08 (-0.14, -0.02)",0.00634880256195875,1.0,Male,0.29,Gram Positive,*
Cognition,Trail making 2,Gram Negative Bacterial Infections,39318,37682,1636,0.00527998143067917,-0.0432492586284081,0.0538092214897665,"0.01 (-0.04, 0.05)",0.831132566958329,1.0,Male,0.448,Gram Negative,
Cognition,Trail making 2,Mycobacterial Infections,39318,39082,236,0.0310407611835865,-0.0943332533272166,0.15641477569439,"0.03 (-0.09, 0.16)",0.627485276851022,1.0,Male,0.707,Mycobacterial,
Cognition,Trail making 2,Mycoplasma Infections,39318,39307,11,-0.168999728331157,-0.748059046004384,0.41005958934207,"-0.17 (-0.75, 0.41)",0.567299913877118,1.0,Male,0.476,Mycoplasma,
Cognition,Trail making 2,Acute Bacterial Infections,39318,27118,12200,-0.00968023038515488,-0.0306444571569731,0.0112839963866634,"-0.01 (-0.03, 0.01)",0.365449151721838,1.0,Male,0.827,Acute Bacterial,
Cognition,Trail making 2,Chronic Bacterial Infections,39318,38899,419,0.0282646418586108,-0.0660458413103137,0.122575125027535,"0.03 (-0.07, 0.12)",0.556928440957444,1.0,Male,0.871,Chronic Bacterial,
Cognition,Trail making 2,Viral Infections,39318,20259,19059,-0.0400981030552993,-0.059517124144826,-0.0206790819657726,"-0.04 (-0.06, -0.02)",5.1926262210657e-05,0.0319865775217647,Male,0.237,Viral,**
Cognition,Trail making 2,Acute Viral Infections,39318,24408,14910,-0.0476837981511175,-0.0676778045949566,-0.0276897917072784,"-0.05 (-0.07, -0.03)",2.956890533996e-06,0.00182144456894154,Male,0.151,Acute Viral,**
Cognition,Trail making 2,Herpes Viral Infections,39318,23061,16257,-0.0462070088510771,-0.0659278631805085,-0.0264861545216456,"-0.05 (-0.07, -0.03)",4.39447900435202e-06,0.00270699906668084,Male,0.33,Herpes,**
Cognition,Trail making 2,Other Potentially Persistent Viral Infections,39318,39204,114,0.0963915244507015,-0.0842949344848028,0.277077983386206,"0.10 (-0.08, 0.28)",0.295742022903048,1.0,Male,0.261,Other Viral,
Cognition,Trail making 2,Parasitic Infections,39318,38824,494,-0.00818233462187694,-0.0952584903274091,0.0788938210836552,"-0.01 (-0.10, 0.08)",0.853874201400747,1.0,Male,0.5,Parasitic,
Cognition,Trail making 2,Fungal Infections,39318,37172,2146,-0.016577950705764,-0.0592297170916246,0.0260738156800965,"-0.02 (-0.06, 0.03)",0.446168957366461,1.0,Male,0.485,Fungal,
Cognition,Trail making 2,Acute Infections,39318,18758,20560,-0.0343314633153383,-0.0537469354694917,-0.0149159911611849,"-0.03 (-0.05, -0.01)",0.000529184047411541,0.325977373205509,Male,0.528,Acute,*
Cognition,Trail making 2,Chronic Infections,39318,22675,16643,-0.0428908888523344,-0.0625399700627229,-0.023241807641946,"-0.04 (-0.06, -0.02)",1.88662118798233e-05,0.0116215865179712,Male,0.531,Chronic,**
