Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Fluid intelligence,All Infectious Diseases,75214,45277,29937,0.0377318449187591,0.0241724070140989,0.0512912828234193,"0.04 (0.02, 0.05)",4.93819079428504e-08,3.04192552927958e-05,Male,0.441,Any,**
Cognition,Fluid intelligence,Bacterial Infections,75214,54603,20611,0.0165707698565043,0.001659587371336,0.0314819523416726,"0.02 (0.00, 0.03)",0.0293987519651509,1.0,Male,0.247,Bacterial,*
Cognition,Fluid intelligence,Invasive Bacterial Infections,75214,68696,6518,-0.00335014571437839,-0.0269645388335682,0.0202642474048114,"-0.00 (-0.03, 0.02)",0.780965359111183,1.0,Male,0.366,Invasive,
Cognition,Fluid intelligence,Localised Bacterial Infections,75214,58474,16740,0.0168714339778871,0.000891831695499105,0.032851036260275,"0.02 (0.00, 0.03)",0.0385134630104563,1.0,Male,0.288,Localised,*
Cognition,Fluid intelligence,Bacterial Infections with Sepsis,75214,74789,425,-0.0374105311943262,-0.125862862089559,0.0510417997009065,"-0.04 (-0.13, 0.05)",0.407123085025984,1.0,Male,0.945,Sepsis,
Cognition,Fluid intelligence,Bacterial Infections without Sepsis,75214,54737,20477,0.0167622506014415,0.00182144424585028,0.0317030569570328,"0.02 (0.00, 0.03)",0.0278852247704067,1.0,Male,0.249,No-Sepsis,*
Cognition,Fluid intelligence,Extracellular Bacterial Infections,75214,72883,2331,0.0706295205740355,0.0323718556629169,0.108887185485154,"0.07 (0.03, 0.11)",0.0002965639930109,0.182683419694714,Male,0.232,Extracellular,*
Cognition,Fluid intelligence,Intracellular Bacterial Infections,75214,74530,684,-0.0827843655705658,-0.15259173707027,-0.0129769940708618,"-0.08 (-0.15, -0.01)",0.0201092218095251,1.0,Male,0.917,Intracellular,*
Cognition,Fluid intelligence,Gram Positive Bacterial Infections,75214,73785,1429,0.049936707688057,0.00136977575094786,0.0985036396251662,"0.05 (0.00, 0.10)",0.043879393622049,1.0,Male,0.466,Gram Positive,*
Cognition,Fluid intelligence,Gram Negative Bacterial Infections,75214,73873,1341,0.0564851027299081,0.00639388876262863,0.106576316697188,"0.06 (0.01, 0.11)",0.0270957420194692,1.0,Male,0.129,Gram Negative,*
Cognition,Fluid intelligence,Mycobacterial Infections,75214,74807,407,-0.0600191024798369,-0.150357744219952,0.0303195392602782,"-0.06 (-0.15, 0.03)",0.192858848019704,1.0,Male,0.513,Mycobacterial,
Cognition,Fluid intelligence,Mycoplasma Infections,75214,75185,29,0.300149140063614,-0.0374105518862475,0.637708832013475,"0.30 (-0.04, 0.64)",0.0813768150601461,1.0,Male,0.054,Mycoplasma,
Cognition,Fluid intelligence,Acute Bacterial Infections,75214,55188,20026,0.0180696269042649,0.00302047649796541,0.0331187773105645,"0.02 (0.00, 0.03)",0.018606110024705,1.0,Male,0.231,Acute Bacterial,*
Cognition,Fluid intelligence,Chronic Bacterial Infections,75214,74242,972,-0.0550508209170622,-0.113762323969917,0.003660682135793,"-0.06 (-0.11, 0.00)",0.0660974243093486,1.0,Male,0.665,Chronic Bacterial,
Cognition,Fluid intelligence,Viral Infections,75214,61468,13746,0.0855883704171125,0.068348428784585,0.10282831204964,"0.09 (0.07, 0.10)",2.30447732896139e-22,1.41955803464022e-19,Male,0.01,Viral,**
Cognition,Fluid intelligence,Acute Viral Infections,75214,64996,10218,0.102585927471275,0.0831612408426058,0.122010614099943,"0.10 (0.08, 0.12)",4.29838610636408e-25,2.64780584152027e-22,Male,<0.001,Acute Viral,**
Cognition,Fluid intelligence,Herpes Viral Infections,75214,66566,8648,0.116287411038354,0.0953684133982787,0.137206408678428,"0.12 (0.10, 0.14)",1.27010729681124e-27,7.82386094835724e-25,Male,0.087,Herpes,**
Cognition,Fluid intelligence,Other Potentially Persistent Viral Infections,75214,74960,254,-0.181164407159595,-0.29576004834871,-0.0665687659704807,"-0.18 (-0.30, -0.07)",0.00194535504531243,1.0,Male,0.281,Other Viral,*
Cognition,Fluid intelligence,Parasitic Infections,75214,74404,810,-0.0209748110656548,-0.0852178341510188,0.0432682120197092,"-0.02 (-0.09, 0.04)",0.522225136814242,1.0,Male,0.989,Parasitic,
Cognition,Fluid intelligence,Fungal Infections,75214,70035,5179,-0.0258835158339309,-0.0520646313904967,0.000297599722634767,"-0.03 (-0.05, 0.00)",0.0526615784604038,1.0,Male,0.098,Fungal,
Cognition,Fluid intelligence,Acute Infections,75214,49572,25642,0.0410049958337963,0.026999931539857,0.0550100601277356,"0.04 (0.03, 0.06)",9.58219008601152e-09,5.9026290929831e-06,Male,0.103,Acute,**
Cognition,Fluid intelligence,Chronic Infections,75214,65172,10042,0.0893682077341608,0.0697892550333184,0.108947160435003,"0.09 (0.07, 0.11)",3.75337842339193e-19,2.31208110880943e-16,Male,0.31,Chronic,**
