Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Movement,Usual walking pace,All Infectious Diseases,183167,143611,39556,-0.014610658531081,-0.0249140666830259,-0.00430725037913606,"-0.01 (-0.02, -0.00)",0.00544769947497135,1.0,Male,0.548,Any,*
Movement,Usual walking pace,Bacterial Infections,194189,169935,24254,-0.0690151776793194,-0.0814303422076156,-0.0566000131510233,"-0.07 (-0.08, -0.06)",1.23497534208007e-27,7.60744810721323e-25,Male,<0.001,Bacterial,**
Movement,Usual walking pace,Invasive Bacterial Infections,215814,207304,8510,-0.133545967610247,-0.153543383236862,-0.113548551983632,"-0.13 (-0.15, -0.11)",3.93747198099657e-39,2.42548274029389e-36,Male,<0.001,Invasive,**
Movement,Usual walking pace,Localised Bacterial Infections,201375,182187,19188,-0.0579518647171666,-0.0716890830805863,-0.044214646353747,"-0.06 (-0.07, -0.04)",1.36628906123965e-16,8.41634061723624e-14,Male,<0.001,Localised,**
Movement,Usual walking pace,Bacterial Infections with Sepsis,226244,225749,495,-0.440261790606418,-0.521681777443394,-0.358841803769442,"-0.44 (-0.52, -0.36)",3.0824895178258e-26,1.89881354298069e-23,Male,0.004,Sepsis,**
Movement,Usual walking pace,Bacterial Infections without Sepsis,194327,170214,24113,-0.0684421493236867,-0.0808882062741149,-0.0559960923732585,"-0.07 (-0.08, -0.06)",4.44541630641734e-27,2.73837644475308e-24,Male,<0.001,No-Sepsis,**
Movement,Usual walking pace,Extracellular Bacterial Infections,224314,220340,3974,-0.0612178160750115,-0.0901770946630699,-0.032258537486953,"-0.06 (-0.09, -0.03)",3.42552358408974e-05,0.0211012252779928,Male,<0.001,Extracellular,**
Movement,Usual walking pace,Intracellular Bacterial Infections,225362,224454,908,-0.0998157985281835,-0.159997993814829,-0.0396336032415377,"-0.10 (-0.16, -0.04)",0.00115123631072545,0.709161567406877,Male,0.214,Intracellular,*
Movement,Usual walking pace,Gram Positive Bacterial Infections,224979,222778,2201,-0.159698411650791,-0.198441662337378,-0.120955160964205,"-0.16 (-0.20, -0.12)",6.56457323727748e-16,4.04377711416293e-13,Male,<0.001,Gram Positive,**
Movement,Usual walking pace,Gram Negative Bacterial Infections,225394,223031,2363,0.00533497416651492,-0.0321052405703264,0.0427751889033563,"0.01 (-0.03, 0.04)",0.780027951046361,1.0,Male,0.409,Gram Negative,
Movement,Usual walking pace,Mycobacterial Infections,225797,225182,615,-0.0841158267920206,-0.157196915910978,-0.0110347376730628,"-0.08 (-0.16, -0.01)",0.0240767793846409,1.0,Male,0.259,Mycobacterial,*
Movement,Usual walking pace,Mycoplasma Infections,226615,226588,27,-0.345756137796547,-0.69409934994967,0.00258707435657485,"-0.35 (-0.69, 0.00)",0.0517259105007585,1.0,Male,0.795,Mycoplasma,
Movement,Usual walking pace,Acute Bacterial Infections,195430,171861,23569,-0.0689141275143714,-0.0814805049094645,-0.0563477501192782,"-0.07 (-0.08, -0.06)",6.12703265181735e-27,3.77425211351949e-24,Male,<0.001,Acute Bacterial,**
Movement,Usual walking pace,Chronic Bacterial Infections,224857,223695,1162,-0.157341292137617,-0.210565559043525,-0.104117025231708,"-0.16 (-0.21, -0.10)",6.87935695115887e-09,4.23768388191386e-06,Male,0.003,Chronic Bacterial,**
Movement,Usual walking pace,Viral Infections,213325,188646,24679,0.07498896501068,0.0626160972902911,0.087361832731069,"0.07 (0.06, 0.09)",1.5593900038863e-32,9.60584242393961e-30,Male,<0.001,Viral,**
Movement,Usual walking pace,Acute Viral Infections,217162,198086,19076,0.0817973421608916,0.0679719547696609,0.0956227295521224,"0.08 (0.07, 0.10)",4.40432358746483e-31,2.71306332987834e-28,Male,<0.001,Acute Viral,**
Movement,Usual walking pace,Herpes Viral Infections,221570,202091,19479,0.101694601139924,0.0879660027022836,0.115423199577564,"0.10 (0.09, 0.12)",9.72926393239617e-48,5.99322658235604e-45,Male,<0.001,Herpes,**
Movement,Usual walking pace,Other Potentially Persistent Viral Infections,226240,225965,275,-0.329745948899221,-0.439023193215938,-0.220468704582503,"-0.33 (-0.44, -0.22)",3.33854744342598e-09,2.0565452251504e-06,Male,0.009,Other Viral,**
Movement,Usual walking pace,Parasitic Infections,225440,224567,873,0.0761125436211903,0.014707483820811,0.13751760342157,"0.08 (0.01, 0.14)",0.0151238016633572,1.0,Male,0.868,Parasitic,*
Movement,Usual walking pace,Fungal Infections,218042,213363,4679,-0.0250571171024965,-0.0518181722320119,0.0017039380270189,"-0.03 (-0.05, 0.00)",0.0664805699863363,1.0,Male,0.068,Fungal,
Movement,Usual walking pace,Acute Infections,189740,155387,34353,-0.021122852238773,-0.0319292471852726,-0.0103164572922734,"-0.02 (-0.03, -0.01)",0.000127616809067573,0.078611954385625,Male,0.142,Acute,*
Movement,Usual walking pace,Chronic Infections,218863,198004,20859,0.0782229925087569,0.0649299468754049,0.0915160381421087,"0.08 (0.06, 0.09)",9.13050822384899e-31,5.62439306589098e-28,Male,<0.001,Chronic,**
