Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
AD,All Infectious Diseases,161293,423,160870,209,103529,214,57341,1.61756363561037,1.33731805742195,1.9565368916749,"1.62 (1.34, 1.96)",7.2575414929589e-07,0.000447064555966268,51-60,0.761,Any,**
AD,Bacterial Infections,178958,451,178507,242,123829,209,54678,1.78743592523715,1.48511956289333,2.15129291045363,"1.79 (1.49, 2.15)",8.07165465795956e-10,4.97213926930309e-07,51-60,0.573,Bacterial,**
AD,Invasive Bacterial Infections,176112,466,175646,380,153155,86,22491,1.83467926838702,1.45377675739181,2.31538164352558,"1.83 (1.45, 2.32)",3.19815398473764e-07,0.000197006285459839,51-60,0.194,Invasive,**
AD,Localised Bacterial Infections,179900,462,179438,267,131817,195,47621,1.88262676153846,1.5664806867283,2.26257722376601,"1.88 (1.57, 2.26)",1.52859449893417e-11,9.41614211343447e-09,51-60,0.283,Localised,**
AD,Bacterial Infections with Sepsis,171064,476,170588,458,165690,18,4898,2.49404902822362,1.55608167659851,3.99739978224041,"2.49 (1.56, 4.00)",0.000146405260999907,0.0901856407759427,51-60,0.307,Sepsis,*
AD,Bacterial Infections without Sepsis,178535,453,178082,244,124004,209,54078,1.79099900059521,1.488785662958,2.15455958499752,"1.79 (1.49, 2.15)",6.39429750409918e-10,3.9388872625251e-07,51-60,0.514,No-Sepsis,**
AD,Extracellular Bacterial Infections,170247,476,169771,435,161192,41,8579,2.24454605613572,1.63011121673953,3.09057869572309,"2.24 (1.63, 3.09)",7.26151261078227e-07,0.000447309176824188,51-60,0.407,Extracellular,**
AD,Intracellular Bacterial Infections,166263,476,165787,474,164876,2,911,0.802192393086547,0.200101543290011,3.21593039686488,"0.80 (0.20, 3.22)",0.755713793793417,1.0,51-60,0.368,Intracellular,
AD,Gram Positive Bacterial Infections,168666,478,168188,457,163477,21,4711,2.05220012526112,1.32904189966537,3.16884317581121,"2.05 (1.33, 3.17)",0.00118175318997034,0.727959965021729,51-60,0.42,Gram Positive,*
AD,Gram Negative Bacterial Infections,169490,476,169014,447,163099,29,5915,2.31387193969815,1.5842753439408,3.37946517554499,"2.31 (1.58, 3.38)",1.41993298206094e-05,0.00874678716949539,51-60,0.582,Gram Negative,**
AD,Mycobacterial Infections,166145,476,165669,475,165418,1,251,1.32332907440471,0.182964558692348,9.57125167672198,"1.32 (0.18, 9.57)",0.781388506147856,1.0,51-60,0.24,Mycobacterial,
AD,Mycoplasma Infections,166727,478,166249,478,166179,0,70,1.0,1.0,1.0,"0.00 (0.00, 0.00)",0.0,0.0,51-60,1,Mycoplasma,**
AD,Acute Bacterial Infections,178509,453,178056,247,125077,206,52979,1.82907139668105,1.52037277045681,2.20044862626131,"1.83 (1.52, 2.20)",1.53274563627812e-10,9.44171311947319e-08,51-60,0.418,Acute Bacterial,**
AD,Chronic Bacterial Infections,169144,476,168668,463,164295,13,4373,1.07861469848697,0.621474926308712,1.87201384728791,"1.08 (0.62, 1.87)",0.787908024799524,1.0,51-60,0.222,Chronic Bacterial,
AD,Viral Infections,152080,453,151627,387,133852,66,17775,1.34009385358241,1.03181922066098,1.74047110234964,"1.34 (1.03, 1.74)",0.0281771360072798,1.0,51-60,0.122,Viral,*
AD,Acute Viral Infections,154449,459,153990,405,140658,54,13332,1.5058175206714,1.13439184614365,1.99885640334004,"1.51 (1.13, 2.00)",0.0046181226286805,1.0,51-60,0.061,Acute Viral,*
AD,Herpes Viral Infections,151399,468,150931,447,144411,21,6520,1.12061624019961,0.722097081247302,1.73907469010949,"1.12 (0.72, 1.74)",0.611540742629932,1.0,51-60,0.736,Herpes,
AD,Other Potentially Persistent Viral Infections,166964,478,166486,473,165755,5,731,2.47991070134639,1.02085439738215,6.02432345143747,"2.48 (1.02, 6.02)",0.0449052259415526,1.0,51-60,0.139,Other Viral,*
AD,Parasitic Infections,166518,476,166042,469,164541,7,1501,1.59700534272669,0.750901719181766,3.39648451927464,"1.60 (0.75, 3.40)",0.224029485620645,1.0,51-60,0.648,Parasitic,
AD,Fungal Infections,172560,474,172086,430,157467,44,14619,1.14710204463398,0.840436760459706,1.56566580938667,"1.15 (0.84, 1.57)",0.387205537355531,1.0,51-60,0.067,Fungal,
AD,Acute Infections,164708,435,164273,224,111146,211,53127,1.80326714067675,1.49452382728188,2.17579159414177,"1.80 (1.49, 2.18)",7.57554752367397e-10,4.66653727458317e-07,51-60,0.288,Acute,**
AD,Chronic Infections,153709,464,153245,418,141565,46,11680,1.3848021586046,1.01919718853759,1.88155642504034,"1.38 (1.02, 1.88)",0.037384196437773,1.0,51-60,0.121,Chronic,*
