Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Fungal Infections,30001,27509,2492,0.0112243796335678,-0.0267036998889286,0.0491524591560642,"0.01 (-0.03, 0.05)",0.561883740003603,0.927170000148139,71-80,0.463,Cortical,Volume of bankssts (left hemisphere),Fungal,
L_caudalanteriorcingulate,Fungal Infections,30001,27509,2492,-0.00273331592709904,-0.043051487617737,0.037584855763539,"-0.00 (-0.04, 0.04)",0.894290384414536,0.960990408961801,71-80,0.994,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Fungal,
L_caudalmiddlefrontal,Fungal Infections,30001,27509,2492,0.0300692767606017,-0.00828053799127704,0.0684190915124803,"0.03 (-0.01, 0.07)",0.124345925504946,0.73408724467377,71-80,0.712,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Fungal,
L_cuneus,Fungal Infections,30001,27509,2492,0.00349488105583574,-0.034523541632335,0.0415133037440065,"0.00 (-0.03, 0.04)",0.857013341300826,0.949426973148337,71-80,0.666,Cortical,Volume of cuneus (left hemisphere),Fungal,
L_entorhinal,Fungal Infections,30001,27509,2492,-0.00724929671725316,-0.048229575760649,0.0337309823261427,"-0.01 (-0.05, 0.03)",0.728799501304933,0.927170000148139,71-80,0.542,Cortical,Volume of entorhinal (left hemisphere),Fungal,
L_frontalpole,Fungal Infections,30001,27509,2492,0.0162643966844329,-0.0258107548316438,0.0583395482005096,"0.02 (-0.03, 0.06)",0.448656814249801,0.911786428959274,71-80,0.373,Cortical,Volume of frontalpole (left hemisphere),Fungal,
L_fusiform,Fungal Infections,30001,27509,2492,0.01207749312398,-0.0250732850708584,0.0492282713188183,"0.01 (-0.03, 0.05)",0.524000646950315,0.927170000148139,71-80,0.427,Cortical,Volume of fusiform (left hemisphere),Fungal,
L_inferiorparietal,Fungal Infections,30001,27509,2492,0.00113146116431757,-0.0365309141888427,0.0387938365174778,"0.00 (-0.04, 0.04)",0.953044865969088,0.972173142934112,71-80,0.664,Cortical,Volume of inferiorparietal (left hemisphere),Fungal,
L_inferiortemporal,Fungal Infections,30001,27509,2492,0.0317118802820465,-0.00421476730369202,0.067638527867785,"0.03 (-0.00, 0.07)",0.0836229022903424,0.672647336345803,71-80,0.826,Cortical,Volume of inferiortemporal (left hemisphere),Fungal,
L_insula,Fungal Infections,29683,27241,2442,0.0645514197032264,0.0262705308257152,0.102832308580738,"0.06 (0.03, 0.10)",0.000950421897548926,0.239506318182329,71-80,0.026,Cortical,Volume of grey matter in Insular Cortex (left),Fungal,*
