Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Negative Bacterial Infections,30001,27278,2723,-0.00204439868234004,-0.0385514800298679,0.0344626826651878,"-0.00 (-0.04, 0.03)",0.912598444044427,0.946205236477666,71-80,0.107,Cortical,Volume of bankssts (left hemisphere),Gram Negative,
L_caudalanteriorcingulate,Gram Negative Bacterial Infections,30001,27278,2723,0.000175837826788051,-0.038631590880477,0.0389832665340531,"0.00 (-0.04, 0.04)",0.992914119987426,0.99642797451905,71-80,0.271,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Negative,
L_caudalmiddlefrontal,Gram Negative Bacterial Infections,30001,27278,2723,-0.0261373556945141,-0.0630504401820627,0.0107757287930346,"-0.03 (-0.06, 0.01)",0.165188751515508,0.429150158576373,71-80,0.965,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Negative,
L_cuneus,Gram Negative Bacterial Infections,30001,27278,2723,-0.0385721410598265,-0.0751633977216597,-0.00198088439799324,"-0.04 (-0.08, -0.00)",0.0388227983672889,0.211965526636718,71-80,0.211,Cortical,Volume of cuneus (left hemisphere),Gram Negative,*
L_entorhinal,Gram Negative Bacterial Infections,30001,27278,2723,-0.0181366471069374,-0.0575809068973364,0.0213076126834617,"-0.02 (-0.06, 0.02)",0.367469779101733,0.589824104035902,71-80,0.705,Cortical,Volume of entorhinal (left hemisphere),Gram Negative,
L_frontalpole,Gram Negative Bacterial Infections,30001,27278,2723,-0.0297797881040388,-0.0702773345505227,0.0107177583424452,"-0.03 (-0.07, 0.01)",0.149506522336146,0.409517865529444,71-80,0.938,Cortical,Volume of frontalpole (left hemisphere),Gram Negative,
L_fusiform,Gram Negative Bacterial Infections,30001,27278,2723,-0.0207195855467809,-0.0564777671209928,0.015038596027431,"-0.02 (-0.06, 0.02)",0.256082858338323,0.502496290547508,71-80,0.283,Cortical,Volume of fusiform (left hemisphere),Gram Negative,
L_inferiorparietal,Gram Negative Bacterial Infections,30001,27278,2723,-0.039728693465169,-0.0759770417673834,-0.00348034516295472,"-0.04 (-0.08, -0.00)",0.0317031185242401,0.194858191905085,71-80,0.175,Cortical,Volume of inferiorparietal (left hemisphere),Gram Negative,*
L_inferiortemporal,Gram Negative Bacterial Infections,30001,27278,2723,-0.0449128779287496,-0.0794913139572071,-0.010334441900292,"-0.04 (-0.08, -0.01)",0.010906463865935,0.0922902417386511,71-80,0.916,Cortical,Volume of inferiortemporal (left hemisphere),Gram Negative,*
L_insula,Gram Negative Bacterial Infections,29683,26989,2694,-0.0503662193383625,-0.0870576728406389,-0.0136747658360861,"-0.05 (-0.09, -0.01)",0.00713753769695667,0.0782025869405688,71-80,0.158,Cortical,Volume of grey matter in Insular Cortex (left),Gram Negative,*
L_isthmuscingulate,Gram Negative Bacterial Infections,30001,27278,2723,-0.0191529190520198,-0.0543749842665683,0.0160691461625287,"-0.02 (-0.05, 0.02)",0.286511476467393,0.534295651971635,71-80,0.32,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Negative,
L_lateraloccipital,Gram Negative Bacterial Infections,30001,27278,2723,-0.0495256778232292,-0.084307469435939,-0.0147438862105194,"-0.05 (-0.08, -0.01)",0.00525951081284552,0.0686171076628116,71-80,0.268,Cortical,Volume of lateraloccipital (left hemisphere),Gram Negative,*
L_lateralorbitofrontal,Gram Negative Bacterial Infections,30001,27278,2723,-0.00895905210849383,-0.0442217037546906,0.0263035995377029,"-0.01 (-0.04, 0.03)",0.618501129848802,0.82032781432578,71-80,0.417,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Negative,
L_lingual,Gram Negative Bacterial Infections,30001,27278,2723,-0.0188240208190084,-0.0558759626558242,0.0182279210178075,"-0.02 (-0.06, 0.02)",0.319361024412496,0.548051794230355,71-80,0.985,Cortical,Volume of lingual (left hemisphere),Gram Negative,
