Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Herpes Viral Infections,30001,17778,12223,-0.0233732409218576,-0.0447482965075657,-0.00199818533614945,"-0.02 (-0.04, -0.00)",0.0320992798914555,0.0364370204173279,71-80,0.465,Cortical,Volume of bankssts (left hemisphere),Herpes,**
L_caudalanteriorcingulate,Herpes Viral Infections,30001,17778,12223,-0.0109959889293017,-0.0337193030738338,0.0117273252152304,"-0.01 (-0.03, 0.01)",0.342892719479365,0.35413510372459,71-80,0.844,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Herpes,
L_caudalmiddlefrontal,Herpes Viral Infections,30001,17778,12223,-0.0612427556367388,-0.082846753403871,-0.0396387578696065,"-0.06 (-0.08, -0.04)",2.77880446629944e-08,1.18687919577535e-07,71-80,0.182,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Herpes,**
L_cuneus,Herpes Viral Infections,30001,17778,12223,-0.0499108231755815,-0.0713308763384932,-0.0284907700126697,"-0.05 (-0.07, -0.03)",4.96501834800638e-06,1.20306213817078e-05,71-80,0.062,Cortical,Volume of cuneus (left hemisphere),Herpes,**
L_entorhinal,Herpes Viral Infections,30001,17778,12223,-0.0330776581344195,-0.0561714866813153,-0.00998382958752363,"-0.03 (-0.06, -0.01)",0.0049975280615672,0.00655925558080695,71-80,0.956,Cortical,Volume of entorhinal (left hemisphere),Herpes,**
L_frontalpole,Herpes Viral Infections,30001,17778,12223,-0.0308033352610458,-0.0545148950984244,-0.0070917754236671,"-0.03 (-0.05, -0.01)",0.0108932719406956,0.0128878146904004,71-80,0.033,Cortical,Volume of frontalpole (left hemisphere),Herpes,**
L_fusiform,Herpes Viral Infections,30001,17778,12223,-0.0496702934639599,-0.0706013646497031,-0.0287392222782166,"-0.05 (-0.07, -0.03)",3.31315188113188e-06,8.34914274045233e-06,71-80,0.048,Cortical,Volume of fusiform (left hemisphere),Herpes,**
L_inferiorparietal,Herpes Viral Infections,30001,17778,12223,-0.0577905032225867,-0.0790072418843208,-0.0365737645608526,"-0.06 (-0.08, -0.04)",9.42446433634176e-08,3.54472389963899e-07,71-80,0.756,Cortical,Volume of inferiorparietal (left hemisphere),Herpes,**
L_inferiortemporal,Herpes Viral Infections,30001,17778,12223,-0.0496251192564458,-0.0698668866361754,-0.0293833518767162,"-0.05 (-0.07, -0.03)",1.55281595341136e-06,4.11904863431223e-06,71-80,0.728,Cortical,Volume of inferiortemporal (left hemisphere),Herpes,**
L_insula,Herpes Viral Infections,29683,17598,12085,-0.0580374507892339,-0.0795106392250492,-0.0365642623534186,"-0.06 (-0.08, -0.04)",1.18182971366591e-07,4.37972188005601e-07,71-80,0.184,Cortical,Volume of grey matter in Insular Cortex (left),Herpes,**
L_isthmuscingulate,Herpes Viral Infections,30001,17778,12223,-0.0312889756762732,-0.0519105736662837,-0.0106673776862628,"-0.03 (-0.05, -0.01)",0.0029422041171816,0.0039648953878597,71-80,0.624,Cortical,Volume of isthmuscingulate (left hemisphere),Herpes,**
L_lateraloccipital,Herpes Viral Infections,30001,17778,12223,-0.0668627407543005,-0.0872177664085372,-0.0465077151000637,"-0.07 (-0.09, -0.05)",1.22561800417508e-10,9.08399226623886e-10,71-80,0.43,Cortical,Volume of lateraloccipital (left hemisphere),Herpes,**
L_lateralorbitofrontal,Herpes Viral Infections,30001,17778,12223,-0.0643055334260084,-0.0849407979202055,-0.0436702689318113,"-0.06 (-0.08, -0.04)",1.02082826287752e-09,6.27435907914964e-09,71-80,0.602,Cortical,Volume of lateralorbitofrontal (left hemisphere),Herpes,**
L_lingual,Herpes Viral Infections,30001,17778,12223,-0.0612254634655347,-0.0829104812878518,-0.0395404456432175,"-0.06 (-0.08, -0.04)",3.1565204315515e-08,1.32573858125163e-07,71-80,0.215,Cortical,Volume of lingual (left hemisphere),Herpes,**
L_medialorbitofrontal,Herpes Viral Infections,30001,17778,12223,-0.0649681644860592,-0.0855492200488836,-0.0443871089232348,"-0.06 (-0.09, -0.04)",6.20089451761303e-10,4.00673184214996e-09,71-80,0.508,Cortical,Volume of medialorbitofrontal (left hemisphere),Herpes,**
L_middletemporal,Herpes Viral Infections,30001,17778,12223,-0.060598570354979,-0.080641794429051,-0.040555346280907,"-0.06 (-0.08, -0.04)",3.13821866915367e-09,1.71919805353636e-08,71-80,0.543,Cortical,Volume of middletemporal (left hemisphere),Herpes,**
L_paracentral,Herpes Viral Infections,30001,17778,12223,-0.0592380084846738,-0.0816431881627494,-0.0368328288065982,"-0.06 (-0.08, -0.04)",2.20654138030774e-07,7.61710175119931e-07,71-80,0.421,Cortical,Volume of paracentral (left hemisphere),Herpes,**
L_parahippocampal,Herpes Viral Infections,30000,17777,12223,-0.0505010285704025,-0.0736496920355593,-0.0273523651052457,"-0.05 (-0.07, -0.03)",1.90850466430757e-05,4.04153928912191e-05,71-80,0.72,Cortical,Volume of parahippocampal (left hemisphere),Herpes,**
