Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Gram Positive Bacterial Infections,30001,28507,1494,-0.000802229325037795,-0.0488962080479162,0.0472917493978406,"-0.00 (-0.05, 0.05)",0.97391850258262,0.989626865527501,71-80,0.874,Cortical,Volume of bankssts (left hemisphere),Gram Positive,
L_caudalanteriorcingulate,Gram Positive Bacterial Infections,30001,28507,1494,-0.0153125431134442,-0.0664366679463666,0.0358115817194781,"-0.02 (-0.07, 0.04)",0.557163681299394,0.851414876870606,71-80,0.39,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Gram Positive,
L_caudalmiddlefrontal,Gram Positive Bacterial Infections,30001,28507,1494,-0.0158322194868346,-0.0644622846373302,0.0327978456636609,"-0.02 (-0.06, 0.03)",0.523400233719513,0.842744872279321,71-80,0.703,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Gram Positive,
L_cuneus,Gram Positive Bacterial Infections,30001,28507,1494,-0.0469022309808228,-0.0951076004877558,0.0013031385261102,"-0.05 (-0.10, 0.00)",0.0565227341275705,0.537662679440272,71-80,0.042,Cortical,Volume of cuneus (left hemisphere),Gram Positive,
L_entorhinal,Gram Positive Bacterial Infections,30001,28507,1494,0.00225810558157227,-0.0497059638488463,0.0542221750119908,"0.00 (-0.05, 0.05)",0.932123680571307,0.976640642099098,71-80,0.21,Cortical,Volume of entorhinal (left hemisphere),Gram Positive,
L_frontalpole,Gram Positive Bacterial Infections,30001,28507,1494,0.00629701534645956,-0.0470557437507852,0.0596497744437044,"0.01 (-0.05, 0.06)",0.817055248083775,0.939531474421392,71-80,0.982,Cortical,Volume of frontalpole (left hemisphere),Gram Positive,
L_fusiform,Gram Positive Bacterial Infections,30001,28507,1494,-0.0142228870653101,-0.0613310040156989,0.0328852298850787,"-0.01 (-0.06, 0.03)",0.554004791263064,0.851414876870606,71-80,0.375,Cortical,Volume of fusiform (left hemisphere),Gram Positive,
L_inferiorparietal,Gram Positive Bacterial Infections,30001,28507,1494,-0.030164447009592,-0.0779200195903508,0.0175911255711669,"-0.03 (-0.08, 0.02)",0.21570853647109,0.668376491855673,71-80,0.545,Cortical,Volume of inferiorparietal (left hemisphere),Gram Positive,
L_inferiortemporal,Gram Positive Bacterial Infections,30001,28507,1494,-0.0108637043523386,-0.0564216586295161,0.034694249924839,"-0.01 (-0.06, 0.03)",0.64022432562579,0.856437481872201,71-80,0.618,Cortical,Volume of inferiortemporal (left hemisphere),Gram Positive,
L_insula,Gram Positive Bacterial Infections,29683,28212,1471,0.0190501051568799,-0.0294017428407997,0.0675019531545595,"0.02 (-0.03, 0.07)",0.440925119437597,0.782486831677989,71-80,0.531,Cortical,Volume of grey matter in Insular Cortex (left),Gram Positive,
L_isthmuscingulate,Gram Positive Bacterial Infections,30001,28507,1494,-0.0308659780052512,-0.0772666474222488,0.0155346914117463,"-0.03 (-0.08, 0.02)",0.192301100726883,0.663751545686663,71-80,0.248,Cortical,Volume of isthmuscingulate (left hemisphere),Gram Positive,
L_lateraloccipital,Gram Positive Bacterial Infections,30001,28507,1494,-0.0454685877066179,-0.0912927438539655,0.000355568440729828,"-0.05 (-0.09, 0.00)",0.0518042578730673,0.537662679440272,71-80,0.558,Cortical,Volume of lateraloccipital (left hemisphere),Gram Positive,
L_lateralorbitofrontal,Gram Positive Bacterial Infections,30001,28507,1494,-0.0194613489208289,-0.0659155925663842,0.0269928947247264,"-0.02 (-0.07, 0.03)",0.411577406245626,0.776653901056619,71-80,0.92,Cortical,Volume of lateralorbitofrontal (left hemisphere),Gram Positive,
L_lingual,Gram Positive Bacterial Infections,30001,28507,1494,-0.0328327829854614,-0.081643937512922,0.0159783715419992,"-0.03 (-0.08, 0.02)",0.187372696274044,0.655804436959152,71-80,0.021,Cortical,Volume of lingual (left hemisphere),Gram Positive,
L_medialorbitofrontal,Gram Positive Bacterial Infections,30001,28507,1494,0.00376500849301389,-0.0425684524482771,0.0500984694343049,"0.00 (-0.04, 0.05)",0.873456401412982,0.965399180509086,71-80,0.961,Cortical,Volume of medialorbitofrontal (left hemisphere),Gram Positive,
L_middletemporal,Gram Positive Bacterial Infections,30001,28507,1494,-0.0629214852948735,-0.108036162116927,-0.0178068084728198,"-0.06 (-0.11, -0.02)",0.0062668739981599,0.537662679440272,71-80,0.099,Cortical,Volume of middletemporal (left hemisphere),Gram Positive,*
L_paracentral,Gram Positive Bacterial Infections,30001,28507,1494,-0.0259267200773928,-0.0763563392692707,0.024502899114485,"-0.03 (-0.08, 0.02)",0.313610809929531,0.717314514831565,71-80,0.679,Cortical,Volume of paracentral (left hemisphere),Gram Positive,
