Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Viral Infections,30001,15264,14737,-0.0303272006276615,-0.0513150878098146,-0.0093393134455083,"-0.03 (-0.05, -0.01)",0.00462547247057288,0.00620010139672535,71-80,0.828,Cortical,Volume of bankssts (left hemisphere),Viral,**
L_caudalanteriorcingulate,Viral Infections,30001,15264,14737,-0.01487502131263,-0.0371877205949706,0.0074376779697106,"-0.01 (-0.04, 0.01)",0.191329530823005,0.200896007364155,71-80,0.996,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Viral,
L_caudalmiddlefrontal,Viral Infections,30001,15264,14737,-0.046387278440451,-0.0676055963570044,-0.0251689605238976,"-0.05 (-0.07, -0.03)",1.83286193793408e-05,4.31664680709709e-05,71-80,0.436,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Viral,**
L_cuneus,Viral Infections,30001,15264,14737,-0.0371351935441378,-0.0581715809733325,-0.0160988061149432,"-0.04 (-0.06, -0.02)",0.000540861571798237,0.000896691553244446,71-80,0.31,Cortical,Volume of cuneus (left hemisphere),Viral,**
L_entorhinal,Viral Infections,30001,15264,14737,-0.0361578679277529,-0.0588339786672336,-0.0134817571882722,"-0.04 (-0.06, -0.01)",0.00177757838550815,0.00268233385118594,71-80,0.775,Cortical,Volume of entorhinal (left hemisphere),Viral,**
L_frontalpole,Viral Infections,30001,15264,14737,-0.0276525623484452,-0.050936376535941,-0.00436874816094945,"-0.03 (-0.05, -0.00)",0.0199289989100688,0.0239147986920825,71-80,0.089,Cortical,Volume of frontalpole (left hemisphere),Viral,**
L_fusiform,Viral Infections,30001,15264,14737,-0.049621249696088,-0.0701741090308538,-0.0290683903613222,"-0.05 (-0.07, -0.03)",2.23135694779022e-06,6.38979489594473e-06,71-80,0.05,Cortical,Volume of fusiform (left hemisphere),Viral,**
L_inferiorparietal,Viral Infections,30001,15264,14737,-0.0656589021506222,-0.0864891757848149,-0.0448286285164295,"-0.07 (-0.09, -0.04)",6.56560599886256e-10,5.33720229584957e-09,71-80,0.242,Cortical,Volume of inferiorparietal (left hemisphere),Viral,**
L_inferiortemporal,Viral Infections,30001,15264,14737,-0.0474931393841388,-0.0673697850226211,-0.0276164937456565,"-0.05 (-0.07, -0.03)",2.83507602550481e-06,7.93821287141348e-06,71-80,0.452,Cortical,Volume of inferiortemporal (left hemisphere),Viral,**
L_insula,Viral Infections,29683,15101,14582,-0.0486092854699202,-0.0696970538743993,-0.027521517065441,"-0.05 (-0.07, -0.03)",6.26419380664441e-06,1.59452205987312e-05,71-80,0.422,Cortical,Volume of grey matter in Insular Cortex (left),Viral,**
L_isthmuscingulate,Viral Infections,30001,15264,14737,-0.0357817482637569,-0.0560299183108014,-0.0155335782167124,"-0.04 (-0.06, -0.02)",0.000533526248158087,0.000895554277440269,71-80,0.747,Cortical,Volume of isthmuscingulate (left hemisphere),Viral,**
L_lateraloccipital,Viral Infections,30001,15264,14737,-0.0628193562290481,-0.0828079996089547,-0.0428307128491415,"-0.06 (-0.08, -0.04)",7.3701388725354e-10,5.80398436212163e-09,71-80,0.48,Cortical,Volume of lateraloccipital (left hemisphere),Viral,**
L_lateralorbitofrontal,Viral Infections,30001,15264,14737,-0.0600596916509838,-0.0803235473356997,-0.0397958359662679,"-0.06 (-0.08, -0.04)",6.33536290031954e-09,3.47067706713157e-08,71-80,0.67,Cortical,Volume of lateralorbitofrontal (left hemisphere),Viral,**
L_lingual,Viral Infections,30001,15264,14737,-0.0491135590206686,-0.0704106281188244,-0.0278164899225128,"-0.05 (-0.07, -0.03)",6.20492110886739e-06,1.59452205987312e-05,71-80,0.777,Cortical,Volume of lingual (left hemisphere),Viral,**
L_medialorbitofrontal,Viral Infections,30001,15264,14737,-0.0533901016814672,-0.0736033907335852,-0.0331768126293491,"-0.05 (-0.07, -0.03)",2.26773474696259e-07,8.36153833498712e-07,71-80,0.479,Cortical,Volume of medialorbitofrontal (left hemisphere),Viral,**
L_middletemporal,Viral Infections,30001,15264,14737,-0.0589374799521092,-0.0786190026157891,-0.0392559572884293,"-0.06 (-0.08, -0.04)",4.41800024943557e-09,2.47408013968392e-08,71-80,0.405,Cortical,Volume of middletemporal (left hemisphere),Viral,**
L_paracentral,Viral Infections,30001,15264,14737,-0.0547561564522163,-0.0767578884525262,-0.0327544244519063,"-0.05 (-0.08, -0.03)",1.07716383856872e-06,3.27042514842551e-06,71-80,0.603,Cortical,Volume of paracentral (left hemisphere),Viral,**
L_parahippocampal,Viral Infections,30000,15263,14737,-0.0442584183105224,-0.066990589259121,-0.0215262473619238,"-0.04 (-0.07, -0.02)",0.000135845598065528,0.000271691196131055,71-80,0.761,Cortical,Volume of parahippocampal (left hemisphere),Viral,**
L_parsopercularis,Viral Infections,30001,15264,14737,-0.0363090723114715,-0.0572771896718171,-0.0153409549511259,"-0.04 (-0.06, -0.02)",0.000689501527773883,0.00111381016025012,71-80,0.941,Cortical,Volume of parsopercularis (left hemisphere),Viral,**
L_parsorbitalis,Viral Infections,30001,15264,14737,-0.0634068765102681,-0.0845792728814023,-0.0422344801391339,"-0.06 (-0.08, -0.04)",4.40597432666049e-09,2.47408013968392e-08,71-80,0.553,Cortical,Volume of parsorbitalis (left hemisphere),Viral,**
L_parstriangularis,Viral Infections,30001,15264,14737,-0.0530110658226464,-0.0737214404922646,-0.0323006911530281,"-0.05 (-0.07, -0.03)",5.27838891373549e-07,1.70532564905301e-06,71-80,0.38,Cortical,Volume of parstriangularis (left hemisphere),Viral,**
L_pericalcarine,Viral Infections,30001,15264,14737,-0.033370414939149,-0.055226901457396,-0.0115139284209019,"-0.03 (-0.06, -0.01)",0.00276848398813905,0.00396396571029001,71-80,0.04,Cortical,Volume of pericalcarine (left hemisphere),Viral,**
L_postcentral,Viral Infections,30001,15264,14737,-0.0503903919785736,-0.0714255832980534,-0.0293552006590938,"-0.05 (-0.07, -0.03)",2.6734273994078e-06,7.56970454663782e-06,71-80,0.564,Cortical,Volume of postcentral (left hemisphere),Viral,**
L_posteriorcingulate,Viral Infections,30001,15264,14737,-0.0424681043597196,-0.0643394098827224,-0.0205967988367168,"-0.04 (-0.06, -0.02)",0.000141588164621555,0.000278751699098686,71-80,0.56,Cortical,Volume of posteriorcingulate (left hemisphere),Viral,**
L_precentral,Viral Infections,30001,15264,14737,-0.0705248908704075,-0.0914147780229894,-0.0496350037178255,"-0.07 (-0.09, -0.05)",3.72317077419712e-11,4.9381001847246e-10,71-80,0.364,Cortical,Volume of precentral (left hemisphere),Viral,**
L_precuneus,Viral Infections,30001,15264,14737,-0.0584128204092755,-0.0789551645599929,-0.037870476258558,"-0.06 (-0.08, -0.04)",2.51893950533138e-08,1.17550510248798e-07,71-80,0.386,Cortical,Volume of precuneus (left hemisphere),Viral,**
L_rostralanteriorcingulate,Viral Infections,30001,15264,14737,-0.0308654920959703,-0.0514622792157515,-0.0102687049761892,"-0.03 (-0.05, -0.01)",0.00331400182737809,0.00466552212569429,71-80,0.235,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Viral,**
L_rostralmiddlefrontal,Viral Infections,30001,15264,14737,-0.0601278832474667,-0.0799038384803892,-0.0403519280145441,"-0.06 (-0.08, -0.04)",2.55957036928521e-09,1.69739929752598e-08,71-80,0.609,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Viral,**
L_superiorfrontal,Viral Infections,30001,15264,14737,-0.0739108989114943,-0.0939511804482271,-0.0538706173747615,"-0.07 (-0.09, -0.05)",4.98671052150676e-13,8.97607893871217e-12,71-80,0.157,Cortical,Volume of superiorfrontal (left hemisphere),Viral,**
L_superiorparietal,Viral Infections,30001,15264,14737,-0.0575548941772072,-0.0787470208993747,-0.0363627674550397,"-0.06 (-0.08, -0.04)",1.02686003878613e-07,4.38591067413735e-07,71-80,0.601,Cortical,Volume of superiorparietal (left hemisphere),Viral,**
L_superiortemporal,Viral Infections,30001,15264,14737,-0.037565069412054,-0.0578703028011557,-0.0172598360229523,"-0.04 (-0.06, -0.02)",0.000288191496610443,0.000517970180279527,71-80,0.669,Cortical,Volume of superiortemporal (left hemisphere),Viral,**
L_supramarginal,Viral Infections,30001,15264,14737,-0.046379596060596,-0.0665467066857403,-0.0262124854354516,"-0.05 (-0.07, -0.03)",6.58015498036932e-06,1.65819905505307e-05,71-80,0.544,Cortical,Volume of supramarginal (left hemisphere),Viral,**
L_temporalpole,Viral Infections,29683,15101,14582,-0.0641296346234031,-0.0843611006230834,-0.0438981686237229,"-0.06 (-0.08, -0.04)",5.26924421154375e-10,4.9179612641075e-09,71-80,0.028,Cortical,Volume of grey matter in Temporal Pole (left),Viral,**
L_transversetemporal,Viral Infections,30001,15264,14737,-0.0122171671278086,-0.0341471368344056,0.00971280257878836,"-0.01 (-0.03, 0.01)",0.27486898754709,0.282722387191292,71-80,0.376,Cortical,Volume of transversetemporal (left hemisphere),Viral,
Laccumb,Viral Infections,29679,15098,14581,-0.0751899257931292,-0.0973765129780543,-0.0530033386082041,"-0.08 (-0.10, -0.05)",3.13624289817271e-11,4.39074005744179e-10,71-80,<0.001,SubCortical,Volume of accumbens (left),Viral,**
Lamyg,Viral Infections,29679,15098,14581,-0.0237804220862696,-0.0463639380191128,-0.00119690615342636,"-0.02 (-0.05, -0.00)",0.0390335480495435,0.044711155038568,71-80,0.171,SubCortical,Volume of amygdala (left),Viral,**
Lcaud,Viral Infections,29679,15098,14581,-0.0289172712487569,-0.0507332406371076,-0.00710130186040609,"-0.03 (-0.05, -0.01)",0.00937993826834019,0.0121842497093904,71-80,0.217,SubCortical,Volume of caudate (left),Viral,**
Lhippo,Viral Infections,29679,15098,14581,-0.0705158548141808,-0.0927861844573407,-0.0482455251710208,"-0.07 (-0.09, -0.05)",5.49979367603382e-10,4.94981430843044e-09,71-80,0.005,SubCortical,Volume of hippocampus (left),Viral,**
LLatVent,Viral Infections,30001,15264,14737,0.0397960660082978,0.0142560319427983,0.0653361000737973,"0.04 (0.01, 0.07)",0.00225929259962487,0.00329099268847091,71-80,0.001,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Viral,**
Lpal,Viral Infections,29679,15098,14581,-0.0207241699572571,-0.0443802104910975,0.00293187057658326,"-0.02 (-0.04, 0.00)",0.0859675025942062,0.0941904811032172,71-80,0.045,SubCortical,Volume of pallidum (left),Viral,
Lput,Viral Infections,29679,15098,14581,-0.0704693557166204,-0.0922427605110778,-0.048695950922163,"-0.07 (-0.09, -0.05)",2.27605974040132e-10,2.49376980252666e-09,71-80,0.371,SubCortical,Volume of putamen (left),Viral,**
Lthal,Viral Infections,29679,15098,14581,-0.0634848032940725,-0.0837728258064663,-0.0431967807816786,"-0.06 (-0.08, -0.04)",8.71482609512057e-10,6.45922404697171e-09,71-80,0.028,SubCortical,Volume of thalamus (left),Viral,**
R_bankssts,Viral Infections,30001,15264,14737,-0.0276894748629651,-0.0490583073966937,-0.00632064232923654,"-0.03 (-0.05, -0.01)",0.0110965862641327,0.0142670394824563,71-80,0.874,Cortical,Volume of bankssts (right hemisphere),Viral,**
R_caudalanteriorcingulate,Viral Infections,30001,15264,14737,-0.0203078028273466,-0.042501777798407,0.0018861721437138,"-0.02 (-0.04, 0.00)",0.0729083041990864,0.0809378531196907,71-80,0.535,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Viral,
R_caudalmiddlefrontal,Viral Infections,30001,15264,14737,-0.0558950057843079,-0.0769268577405634,-0.0348631538280524,"-0.06 (-0.08, -0.03)",1.91031383427809e-07,7.2939255490618e-07,71-80,0.146,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Viral,**
R_cuneus,Viral Infections,30001,15264,14737,-0.0339716721370596,-0.0549045828026833,-0.0130387614714359,"-0.03 (-0.05, -0.01)",0.00146956972718918,0.00224443376516166,71-80,0.4,Cortical,Volume of cuneus (right hemisphere),Viral,**
R_entorhinal,Viral Infections,30001,15264,14737,-0.0424363810288246,-0.0653238094494382,-0.019548952608211,"-0.04 (-0.07, -0.02)",0.000279327179056718,0.000506406108793475,71-80,0.508,Cortical,Volume of entorhinal (right hemisphere),Viral,**
R_frontalpole,Viral Infections,30001,15264,14737,-0.0205737555349183,-0.0441665474468768,0.00301903637704022,"-0.02 (-0.04, 0.00)",0.0874191726996761,0.0953663702178284,71-80,0.268,Cortical,Volume of frontalpole (right hemisphere),Viral,
