Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
Lamyg,Extracellular Bacterial Infections,29679,25969,3710,-0.0195379461183883,-0.0536553787946796,0.0145794865579031,"-0.02 (-0.05, 0.01)",0.261678732291203,0.484875298068994,71-80,0.191,SubCortical,Volume of amygdala (left),Extracellular,
Lcaud,Extracellular Bacterial Infections,29679,25969,3710,0.0177572756809777,-0.0152020706207928,0.0507166219827482,"0.02 (-0.02, 0.05)",0.290977212128325,0.520044379122965,71-80,0.974,SubCortical,Volume of caudate (left),Extracellular,
Lhippo,Extracellular Bacterial Infections,29679,25969,3710,-0.0426007793228601,-0.0762617188758995,-0.0089398397698208,"-0.04 (-0.08, -0.01)",0.0131215691597223,0.103332357132813,71-80,0.945,SubCortical,Volume of hippocampus (left),Extracellular,*
LLatVent,Extracellular Bacterial Infections,30001,26242,3759,0.0636935285019766,0.0251572604379796,0.102229796565973,"0.06 (0.03, 0.10)",0.00119828213443621,0.033551899764214,71-80,0.557,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Extracellular,**
Lpal,Extracellular Bacterial Infections,29679,25969,3710,-0.0115117688880406,-0.0472492179176062,0.0242256801415251,"-0.01 (-0.05, 0.02)",0.527803126606651,0.689367024167267,71-80,0.32,SubCortical,Volume of pallidum (left),Extracellular,
Lput,Extracellular Bacterial Infections,29679,25969,3710,-0.045949312752125,-0.0788593800816014,-0.0130392454226486,"-0.05 (-0.08, -0.01)",0.00621090368786942,0.0711430786065042,71-80,0.767,SubCortical,Volume of putamen (left),Extracellular,*
Lthal,Extracellular Bacterial Infections,29679,25969,3710,-0.0368269845517736,-0.0674915781664158,-0.00616239093713143,"-0.04 (-0.07, -0.01)",0.0185822651311535,0.130075855918074,71-80,0.409,SubCortical,Volume of thalamus (left),Extracellular,*
R_bankssts,Extracellular Bacterial Infections,30001,26242,3759,-0.00982189777201065,-0.042068321959162,0.0224245264151407,"-0.01 (-0.04, 0.02)",0.550507171744885,0.694768162677662,71-80,0.817,Cortical,Volume of bankssts (right hemisphere),Extracellular,
R_caudalanteriorcingulate,Extracellular Bacterial Infections,30001,26242,3759,-0.023963498595375,-0.0574523902698804,0.0095253930791305,"-0.02 (-0.06, 0.01)",0.160764584993425,0.35537434577494,71-80,0.652,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Extracellular,
R_caudalmiddlefrontal,Extracellular Bacterial Infections,30001,26242,3759,-0.00816284956806433,-0.0399117542261393,0.0235860550900107,"-0.01 (-0.04, 0.02)",0.614307375282916,0.718780059617302,71-80,0.736,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Extracellular,
R_cuneus,Extracellular Bacterial Infections,30001,26242,3759,-0.0317869266569706,-0.0633755974468232,-0.000198255867118004,"-0.03 (-0.06, -0.00)",0.0485794477662838,0.237357853056264,71-80,0.348,Cortical,Volume of cuneus (right hemisphere),Extracellular,*
R_entorhinal,Extracellular Bacterial Infections,30001,26242,3759,-0.0170998835516632,-0.0516414833893503,0.017441716286024,"-0.02 (-0.05, 0.02)",0.33189334134159,0.546903506660816,71-80,0.494,Cortical,Volume of entorhinal (right hemisphere),Extracellular,
R_frontalpole,Extracellular Bacterial Infections,30001,26242,3759,-0.0382889227925751,-0.0738868689677834,-0.00269097661736695,"-0.04 (-0.07, -0.00)",0.0350211204280654,0.187772815912181,71-80,0.293,Cortical,Volume of frontalpole (right hemisphere),Extracellular,*
R_fusiform,Extracellular Bacterial Infections,30001,26242,3759,-0.0258789259643176,-0.0564655004784298,0.00470764854979462,"-0.03 (-0.06, 0.00)",0.0972535787097729,0.292329680663681,71-80,0.37,Cortical,Volume of fusiform (right hemisphere),Extracellular,
R_inferiorparietal,Extracellular Bacterial Infections,30001,26242,3759,-0.0402509329816612,-0.070773679067382,-0.00972818689594052,"-0.04 (-0.07, -0.01)",0.00974973813219387,0.0909975559004762,71-80,0.886,Cortical,Volume of inferiorparietal (right hemisphere),Extracellular,*
R_inferiortemporal,Extracellular Bacterial Infections,30001,26242,3759,-0.0443451775299675,-0.0743259272313061,-0.0143644278286289,"-0.04 (-0.07, -0.01)",0.00374456419562666,0.0589768860811198,71-80,0.088,Cortical,Volume of inferiortemporal (right hemisphere),Extracellular,*
R_insula,Extracellular Bacterial Infections,29683,25972,3711,-0.0421639951732628,-0.0740342184946118,-0.0102937718519138,"-0.04 (-0.07, -0.01)",0.00951565238020368,0.0909975559004762,71-80,0.272,Cortical,Volume of grey matter in Insular Cortex (right),Extracellular,*
R_isthmuscingulate,Extracellular Bacterial Infections,30001,26242,3759,-0.0342518317010508,-0.0656074379726164,-0.00289622542948515,"-0.03 (-0.07, -0.00)",0.0322750978340101,0.176811405525446,71-80,0.464,Cortical,Volume of isthmuscingulate (right hemisphere),Extracellular,*
R_lateraloccipital,Extracellular Bacterial Infections,30001,26242,3759,-0.0419100420652121,-0.0716913278003475,-0.0121287563300767,"-0.04 (-0.07, -0.01)",0.00581394272906011,0.0697673127487213,71-80,0.859,Cortical,Volume of lateraloccipital (right hemisphere),Extracellular,*
R_lateralorbitofrontal,Extracellular Bacterial Infections,30001,26242,3759,-0.0342525826080539,-0.0646282193252222,-0.00387694589088562,"-0.03 (-0.06, -0.00)",0.0270981094457357,0.158807525123846,71-80,0.621,Cortical,Volume of lateralorbitofrontal (right hemisphere),Extracellular,*
R_lingual,Extracellular Bacterial Infections,30001,26242,3759,-0.0141584177075419,-0.0464692681945911,0.0181524327795073,"-0.01 (-0.05, 0.02)",0.39041417478314,0.609407008388101,71-80,0.215,Cortical,Volume of lingual (right hemisphere),Extracellular,
R_medialorbitofrontal,Extracellular Bacterial Infections,30001,26242,3759,-0.0265426323158945,-0.056977429523628,0.00389216489183897,"-0.03 (-0.06, 0.00)",0.0873905057755192,0.283585410135307,71-80,0.93,Cortical,Volume of medialorbitofrontal (right hemisphere),Extracellular,
R_middletemporal,Extracellular Bacterial Infections,30001,26242,3759,-0.0472878585211046,-0.0772021299720807,-0.0173735870701286,"-0.05 (-0.08, -0.02)",0.00194751502416301,0.0490773786089079,71-80,0.349,Cortical,Volume of middletemporal (right hemisphere),Extracellular,**
R_paracentral,Extracellular Bacterial Infections,30001,26242,3759,-0.0216046126711038,-0.054090492079767,0.0108812667375594,"-0.02 (-0.05, 0.01)",0.192407525626929,0.406664465750963,71-80,0.635,Cortical,Volume of paracentral (right hemisphere),Extracellular,
R_parahippocampal,Extracellular Bacterial Infections,30000,26241,3759,-0.0201503084963432,-0.0542677142642708,0.0139670972715844,"-0.02 (-0.05, 0.01)",0.247022596593593,0.467987408779576,71-80,0.836,Cortical,Volume of parahippocampal (right hemisphere),Extracellular,
R_parsopercularis,Extracellular Bacterial Infections,30001,26242,3759,-0.0295795379425941,-0.0613681169712199,0.00220904108603158,"-0.03 (-0.06, 0.00)",0.0681867493139519,0.268857358928472,71-80,0.869,Cortical,Volume of parsopercularis (right hemisphere),Extracellular,
R_parsorbitalis,Extracellular Bacterial Infections,30001,26242,3759,-0.0306203403119415,-0.0623894709751777,0.00114879035129466,"-0.03 (-0.06, 0.00)",0.0588791221315798,0.255819634088933,71-80,0.868,Cortical,Volume of parsorbitalis (right hemisphere),Extracellular,
R_parstriangularis,Extracellular Bacterial Infections,30001,26242,3759,-0.0203294024317585,-0.0514151563693961,0.010756351505879,"-0.02 (-0.05, 0.01)",0.199913856752822,0.406664465750963,71-80,0.547,Cortical,Volume of parstriangularis (right hemisphere),Extracellular,
R_pericalcarine,Extracellular Bacterial Infections,30001,26242,3759,-0.00901296181577414,-0.0419803339779143,0.0239544103463661,"-0.01 (-0.04, 0.02)",0.59206143156384,0.713873113655921,71-80,0.236,Cortical,Volume of pericalcarine (right hemisphere),Extracellular,
R_postcentral,Extracellular Bacterial Infections,30001,26242,3759,-0.0398476649707222,-0.0718338328865866,-0.00786149705485788,"-0.04 (-0.07, -0.01)",0.0146208441867792,0.11165008288086,71-80,0.543,Cortical,Volume of postcentral (right hemisphere),Extracellular,*
R_posteriorcingulate,Extracellular Bacterial Infections,30001,26242,3759,-0.038064505817054,-0.071242376019358,-0.00488663561475009,"-0.04 (-0.07, -0.00)",0.0245369088462793,0.150812220225912,71-80,0.74,Cortical,Volume of posteriorcingulate (right hemisphere),Extracellular,*
R_precentral,Extracellular Bacterial Infections,30001,26242,3759,-0.0441004699000828,-0.0759118619796918,-0.0122890778204739,"-0.04 (-0.08, -0.01)",0.00658689223531289,0.0721694279695151,71-80,0.725,Cortical,Volume of precentral (right hemisphere),Extracellular,*
R_precuneus,Extracellular Bacterial Infections,30001,26242,3759,-0.0576891720286118,-0.0881879669156885,-0.0271903771415352,"-0.06 (-0.09, -0.03)",0.000209719920416026,0.0132123549862096,71-80,0.276,Cortical,Volume of precuneus (right hemisphere),Extracellular,**
R_rostralanteriorcingulate,Extracellular Bacterial Infections,30001,26242,3759,-0.025110519355186,-0.0572454332118711,0.00702439450149903,"-0.03 (-0.06, 0.01)",0.125632749649684,0.310386793252161,71-80,0.978,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Extracellular,
R_rostralmiddlefrontal,Extracellular Bacterial Infections,30001,26242,3759,-0.0327345394668847,-0.0626067609869088,-0.00286231794686064,"-0.03 (-0.06, -0.00)",0.0317335093606446,0.176811405525446,71-80,0.773,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Extracellular,*
R_superiorfrontal,Extracellular Bacterial Infections,30001,26242,3759,-0.0406732202811888,-0.0709450939251672,-0.0104013466372104,"-0.04 (-0.07, -0.01)",0.00845508531676799,0.0863328956990428,71-80,0.651,Cortical,Volume of superiorfrontal (right hemisphere),Extracellular,*
R_superiorparietal,Extracellular Bacterial Infections,30001,26242,3759,-0.0576052460618891,-0.08935023004474,-0.0258602620790381,"-0.06 (-0.09, -0.03)",0.000376059102364182,0.0161249876966666,71-80,0.267,Cortical,Volume of superiorparietal (right hemisphere),Extracellular,**
R_superiortemporal,Extracellular Bacterial Infections,30001,26242,3759,-0.0422132844732218,-0.0736837363458522,-0.0107428326005916,"-0.04 (-0.07, -0.01)",0.00856477139871456,0.0863328956990428,71-80,0.774,Cortical,Volume of superiortemporal (right hemisphere),Extracellular,*
R_supramarginal,Extracellular Bacterial Infections,30001,26242,3759,-0.031367162310858,-0.0628520020244855,0.000117677402769613,"-0.03 (-0.06, 0.00)",0.0508623970834852,0.237357853056264,71-80,0.053,Cortical,Volume of supramarginal (right hemisphere),Extracellular,
R_temporalpole,Extracellular Bacterial Infections,29683,25972,3711,-0.0879737479881039,-0.11907092032024,-0.0568765756559675,"-0.09 (-0.12, -0.06)",2.9653209253565e-08,7.47260873189838e-06,71-80,0.004,Cortical,Volume of grey matter in Temporal Pole (right),Extracellular,**
R_transversetemporal,Extracellular Bacterial Infections,30001,26242,3759,-0.0277920611636327,-0.061142609188957,0.00555848686169168,"-0.03 (-0.06, 0.01)",0.10240262670371,0.292329680663681,71-80,0.989,Cortical,Volume of transversetemporal (right hemisphere),Extracellular,
Raccumb,Extracellular Bacterial Infections,29679,25969,3710,-0.0656877442962905,-0.0987732787465512,-0.0326022098460299,"-0.07 (-0.10, -0.03)",9.98625565033939e-05,0.00838845474628509,71-80,0.271,SubCortical,Volume of accumbens (right),Extracellular,**
Ramyg,Extracellular Bacterial Infections,29679,25969,3710,0.0105152807038984,-0.0224876812454113,0.0435182426532081,"0.01 (-0.02, 0.04)",0.532302824697717,0.690947085982953,71-80,0.152,SubCortical,Volume of amygdala (right),Extracellular,
Rcaud,Extracellular Bacterial Infections,29679,25969,3710,0.0218423373649204,-0.0115392616439343,0.055223936373775,"0.02 (-0.01, 0.06)",0.199676898149091,0.406664465750963,71-80,0.766,SubCortical,Volume of caudate (right),Extracellular,
Rhippo,Extracellular Bacterial Infections,29679,25969,3710,-0.0569543950751225,-0.0903837151428191,-0.0235250750074258,"-0.06 (-0.09, -0.02)",0.00084069813850031,0.0302651329860112,71-80,0.682,SubCortical,Volume of hippocampus (right),Extracellular,**
RLatVent,Extracellular Bacterial Infections,30001,26242,3759,0.0584969339685483,0.0200295999280794,0.0969642680090172,"0.06 (0.02, 0.10)",0.00287896110336918,0.0558075536960795,71-80,0.543,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Extracellular,*
Rpal,Extracellular Bacterial Infections,29679,25969,3710,-0.0281919305303782,-0.0635582344212055,0.00717437336044916,"-0.03 (-0.06, 0.01)",0.11819706538908,0.30740948462557,71-80,0.182,SubCortical,Volume of pallidum (right),Extracellular,
Rput,Extracellular Bacterial Infections,29679,25969,3710,-0.0595478207257106,-0.0924136377777953,-0.0266820036736259,"-0.06 (-0.09, -0.03)",0.000383928278492062,0.0161249876966666,71-80,0.554,SubCortical,Volume of putamen (right),Extracellular,**
Rthal,Extracellular Bacterial Infections,29679,25969,3710,-0.0293716959336497,-0.0591994670852294,0.000456075217930022,"-0.03 (-0.06, 0.00)",0.0536071516457408,0.241017700675917,71-80,0.236,SubCortical,Volume of thalamus (right),Extracellular,
