Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Age group,P interaction,Atlas,Description,Abbreviations,p_star
L_parsorbitalis,Mycoplasma Infections,30001,29996,5,-0.0275890296036519,-0.845306295922315,0.790128236715011,"-0.03 (-0.85, 0.79)",0.947274724085121,0.987742574759686,71-80,0.793,Cortical,Volume of parsorbitalis (left hemisphere),Mycoplasma,
L_parstriangularis,Mycoplasma Infections,30001,29996,5,-0.179901820237053,-0.979648685613748,0.619845045139642,"-0.18 (-0.98, 0.62)",0.659282298881705,0.946454360556389,71-80,0.616,Cortical,Volume of parstriangularis (left hemisphere),Mycoplasma,
L_pericalcarine,Mycoplasma Infections,30001,29996,5,0.443884654245172,-0.399879901597543,1.28764921008789,"0.44 (-0.40, 1.29)",0.302487005108165,0.946454360556389,71-80,0.131,Cortical,Volume of pericalcarine (left hemisphere),Mycoplasma,
L_postcentral,Mycoplasma Infections,30001,29996,5,0.480509668404308,-0.331722374497691,1.29274171130631,"0.48 (-0.33, 1.29)",0.24624330849023,0.946454360556389,71-80,0.445,Cortical,Volume of postcentral (left hemisphere),Mycoplasma,
L_posteriorcingulate,Mycoplasma Infections,30001,29996,5,-0.245617937179411,-1.09004279868225,0.598806924323424,"-0.25 (-1.09, 0.60)",0.568601993647495,0.946454360556389,71-80,0.555,Cortical,Volume of posteriorcingulate (left hemisphere),Mycoplasma,
L_precentral,Mycoplasma Infections,30001,29996,5,0.116935271394922,-0.689995329978851,0.923865872768696,"0.12 (-0.69, 0.92)",0.776383962754509,0.984045995672411,71-80,0.766,Cortical,Volume of precentral (left hemisphere),Mycoplasma,
L_precuneus,Mycoplasma Infections,30001,29996,5,0.520731918459401,-0.272584882749862,1.31404871966866,"0.52 (-0.27, 1.31)",0.198254397982114,0.946454360556389,71-80,0.799,Cortical,Volume of precuneus (left hemisphere),Mycoplasma,
L_rostralanteriorcingulate,Mycoplasma Infections,30001,29996,5,-0.264137496409494,-1.05927577742175,0.531000784602766,"-0.26 (-1.06, 0.53)",0.514981775474181,0.946454360556389,71-80,0.427,Cortical,Volume of rostralanteriorcingulate (left hemisphere),Mycoplasma,
L_rostralmiddlefrontal,Mycoplasma Infections,30001,29996,5,0.137559163570182,-0.626236891560312,0.901355218700676,"0.14 (-0.63, 0.90)",0.724089073528765,0.970433818578933,71-80,0.896,Cortical,Volume of rostralmiddlefrontal (left hemisphere),Mycoplasma,
L_superiorfrontal,Mycoplasma Infections,30001,29996,5,-0.040788478424947,-0.815010752008736,0.733433795158842,"-0.04 (-0.82, 0.73)",0.91775630301495,0.987742574759686,71-80,0.513,Cortical,Volume of superiorfrontal (left hemisphere),Mycoplasma,
L_superiorparietal,Mycoplasma Infections,30001,29996,5,0.418617214685439,-0.399764980218918,1.2369994095898,"0.42 (-0.40, 1.24)",0.316063285299402,0.946454360556389,71-80,0.461,Cortical,Volume of superiorparietal (left hemisphere),Mycoplasma,
L_superiortemporal,Mycoplasma Infections,30001,29996,5,-0.415660642434185,-1.19959401014085,0.368272725272483,"-0.42 (-1.20, 0.37)",0.298690916242171,0.946454360556389,71-80,0.841,Cortical,Volume of superiortemporal (left hemisphere),Mycoplasma,
L_supramarginal,Mycoplasma Infections,30001,29996,5,-0.557245491693066,-1.33592782131196,0.221436837925833,"-0.56 (-1.34, 0.22)",0.160729129694371,0.946454360556389,71-80,0.339,Cortical,Volume of supramarginal (left hemisphere),Mycoplasma,
L_temporalpole,Mycoplasma Infections,29683,29681,2,0.424534930137505,-0.804360008560192,1.6534298688352,"0.42 (-0.80, 1.65)",0.498336244441157,0.946454360556389,71-80,0.35,Cortical,Volume of grey matter in Temporal Pole (left),Mycoplasma,
L_transversetemporal,Mycoplasma Infections,30001,29996,5,-0.238946691913417,-1.08544915719353,0.607555773366699,"-0.24 (-1.09, 0.61)",0.580081534804595,0.946454360556389,71-80,0.796,Cortical,Volume of transversetemporal (left hemisphere),Mycoplasma,
Laccumb,Mycoplasma Infections,29679,29677,2,-0.290307680786235,-1.63799628805585,1.05738092648338,"-0.29 (-1.64, 1.06)",0.672870356033465,0.946454360556389,71-80,0.953,SubCortical,Volume of accumbens (left),Mycoplasma,
Lamyg,Mycoplasma Infections,29679,29677,2,-0.343637420447591,-1.71451456362677,1.02723972273159,"-0.34 (-1.71, 1.03)",0.62320114331536,0.946454360556389,71-80,0.473,SubCortical,Volume of amygdala (left),Mycoplasma,
Lcaud,Mycoplasma Infections,29679,29677,2,-0.147566921353141,-1.47191193297109,1.17677809026481,"-0.15 (-1.47, 1.18)",0.827118554083585,0.987742574759686,71-80,0.153,SubCortical,Volume of caudate (left),Mycoplasma,
Lhippo,Mycoplasma Infections,29679,29677,2,1.15868340154833,-0.193904118713425,2.51127092181008,"1.16 (-0.19, 2.51)",0.0931516314582053,0.946454360556389,71-80,0.041,SubCortical,Volume of hippocampus (left),Mycoplasma,
LLatVent,Mycoplasma Infections,30001,29996,5,-0.405580461860611,-1.39156041852371,0.580399494802487,"-0.41 (-1.39, 0.58)",0.420099934446682,0.946454360556389,71-80,0.598,SubCortical,Volume of Lateral-Ventricle (left hemisphere),Mycoplasma,
Lpal,Mycoplasma Infections,29679,29677,2,0.533283211563114,-0.902660194970719,1.96922661809695,"0.53 (-0.90, 1.97)",0.466665484054676,0.946454360556389,71-80,0.42,SubCortical,Volume of pallidum (left),Mycoplasma,
Lput,Mycoplasma Infections,29679,29677,2,-0.702506699258272,-2.0249905966678,0.619977198151255,"-0.70 (-2.02, 0.62)",0.297800420246947,0.946454360556389,71-80,0.672,SubCortical,Volume of putamen (left),Mycoplasma,
Lthal,Mycoplasma Infections,29679,29677,2,0.23232622290635,-0.999903024197428,1.46455547001013,"0.23 (-1.00, 1.46)",0.711720877033762,0.970433818578933,71-80,0.299,SubCortical,Volume of thalamus (left),Mycoplasma,
R_bankssts,Mycoplasma Infections,30001,29996,5,-0.536262909579817,-1.3611595362066,0.288633717046962,"-0.54 (-1.36, 0.29)",0.202595918735253,0.946454360556389,71-80,0.54,Cortical,Volume of bankssts (right hemisphere),Mycoplasma,
R_caudalanteriorcingulate,Mycoplasma Infections,30001,29996,5,0.434918166139647,-0.421794115801275,1.29163044808057,"0.43 (-0.42, 1.29)",0.319727471066189,0.946454360556389,71-80,0.612,Cortical,Volume of caudalanteriorcingulate (right hemisphere),Mycoplasma,
R_caudalmiddlefrontal,Mycoplasma Infections,30001,29996,5,0.134721437050104,-0.677467300527111,0.946910174627318,"0.13 (-0.68, 0.95)",0.745091568740077,0.970433818578933,71-80,0.267,Cortical,Volume of caudalmiddlefrontal (right hemisphere),Mycoplasma,
R_cuneus,Mycoplasma Infections,30001,29996,5,0.702712742358439,-0.105388227552389,1.51081371226927,"0.70 (-0.11, 1.51)",0.0883121298126221,0.946454360556389,71-80,0.175,Cortical,Volume of cuneus (right hemisphere),Mycoplasma,
R_entorhinal,Mycoplasma Infections,30001,29996,5,0.0288442899709995,-0.854797772161564,0.912486352103563,"0.03 (-0.85, 0.91)",0.948986008257837,0.987742574759686,71-80,0.91,Cortical,Volume of entorhinal (right hemisphere),Mycoplasma,
R_frontalpole,Mycoplasma Infections,30001,29996,5,0.445580162571809,-0.465124608172889,1.35628493331651,"0.45 (-0.47, 1.36)",0.337571759467475,0.946454360556389,71-80,0.813,Cortical,Volume of frontalpole (right hemisphere),Mycoplasma,
R_fusiform,Mycoplasma Infections,30001,29996,5,-0.232443132468544,-1.01492709739593,0.55004083245884,"-0.23 (-1.01, 0.55)",0.560405025188982,0.946454360556389,71-80,0.46,Cortical,Volume of fusiform (right hemisphere),Mycoplasma,
R_inferiorparietal,Mycoplasma Infections,30001,29996,5,-0.24886150577112,-1.02976308717211,0.532040075629869,"-0.25 (-1.03, 0.53)",0.532214706258309,0.946454360556389,71-80,0.865,Cortical,Volume of inferiorparietal (right hemisphere),Mycoplasma,
R_inferiortemporal,Mycoplasma Infections,30001,29996,5,-0.252713327568325,-1.01977004344577,0.514343388309118,"-0.25 (-1.02, 0.51)",0.518444406630489,0.946454360556389,71-80,0.744,Cortical,Volume of inferiortemporal (right hemisphere),Mycoplasma,
R_insula,Mycoplasma Infections,29683,29681,2,-0.549335080156264,-1.83017454512438,0.731504384811854,"-0.55 (-1.83, 0.73)",0.400558160973488,0.946454360556389,71-80,0.466,Cortical,Volume of grey matter in Insular Cortex (right),Mycoplasma,
R_isthmuscingulate,Mycoplasma Infections,30001,29996,5,0.248420958843371,-0.553760973125915,1.05060289081266,"0.25 (-0.55, 1.05)",0.543862659461851,0.946454360556389,71-80,0.747,Cortical,Volume of isthmuscingulate (right hemisphere),Mycoplasma,
R_lateraloccipital,Mycoplasma Infections,30001,29996,5,0.108082644717209,-0.653864984357191,0.87003027379161,"0.11 (-0.65, 0.87)",0.780988885454294,0.984045995672411,71-80,0.671,Cortical,Volume of lateraloccipital (right hemisphere),Mycoplasma,
R_lateralorbitofrontal,Mycoplasma Infections,30001,29996,5,-0.128607972746282,-0.905726294090636,0.648510348598072,"-0.13 (-0.91, 0.65)",0.745656976757031,0.970433818578933,71-80,0.992,Cortical,Volume of lateralorbitofrontal (right hemisphere),Mycoplasma,
R_lingual,Mycoplasma Infections,30001,29996,5,0.794734052680916,-0.031789342821319,1.62125744818315,"0.79 (-0.03, 1.62)",0.0594858414088974,0.876347869200801,71-80,0.529,Cortical,Volume of lingual (right hemisphere),Mycoplasma,
R_medialorbitofrontal,Mycoplasma Infections,30001,29996,5,0.0130982647459739,-0.765509461052015,0.791705990543963,"0.01 (-0.77, 0.79)",0.973696204089988,0.987742574759686,71-80,0.599,Cortical,Volume of medialorbitofrontal (right hemisphere),Mycoplasma,
R_middletemporal,Mycoplasma Infections,30001,29996,5,-0.000197932477006727,-0.765574374894507,0.765178509940493,"-0.00 (-0.77, 0.77)",0.999595569394134,0.999595569394134,71-80,0.73,Cortical,Volume of middletemporal (right hemisphere),Mycoplasma,
R_paracentral,Mycoplasma Infections,30001,29996,5,0.0499284203378434,-0.781134634301957,0.880991474977644,"0.05 (-0.78, 0.88)",0.906262549892475,0.987742574759686,71-80,0.573,Cortical,Volume of paracentral (right hemisphere),Mycoplasma,
R_parahippocampal,Mycoplasma Infections,30000,29995,5,0.584972407420802,-0.287795071140378,1.45773988598198,"0.58 (-0.29, 1.46)",0.188950868034175,0.946454360556389,71-80,0.336,Cortical,Volume of parahippocampal (right hemisphere),Mycoplasma,
R_parsopercularis,Mycoplasma Infections,30001,29996,5,-0.0929947806782612,-0.906240870968837,0.720251309612315,"-0.09 (-0.91, 0.72)",0.822656784133377,0.987742574759686,71-80,0.555,Cortical,Volume of parsopercularis (right hemisphere),Mycoplasma,
R_parsorbitalis,Mycoplasma Infections,30001,29996,5,-0.0137688899097198,-0.826521386727394,0.798983606907955,"-0.01 (-0.83, 0.80)",0.973511164004003,0.987742574759686,71-80,0.983,Cortical,Volume of parsorbitalis (right hemisphere),Mycoplasma,
R_parstriangularis,Mycoplasma Infections,30001,29996,5,0.323860355791827,-0.47137527884335,1.11909599042701,"0.32 (-0.47, 1.12)",0.4247438506105,0.946454360556389,71-80,0.982,Cortical,Volume of parstriangularis (right hemisphere),Mycoplasma,
R_pericalcarine,Mycoplasma Infections,30001,29996,5,0.712835469177916,-0.130487004374759,1.55615794273059,"0.71 (-0.13, 1.56)",0.0975771971427502,0.946454360556389,71-80,0.035,Cortical,Volume of pericalcarine (right hemisphere),Mycoplasma,
R_postcentral,Mycoplasma Infections,30001,29996,5,0.775682320014514,-0.0426082241881946,1.59397286421722,"0.78 (-0.04, 1.59)",0.063181073174792,0.876347869200801,71-80,0.102,Cortical,Volume of postcentral (right hemisphere),Mycoplasma,
R_posteriorcingulate,Mycoplasma Infections,30001,29996,5,0.305954440516704,-0.542851972975726,1.15476085400914,"0.31 (-0.54, 1.15)",0.479881159286276,0.946454360556389,71-80,0.597,Cortical,Volume of posteriorcingulate (right hemisphere),Mycoplasma,
R_precentral,Mycoplasma Infections,30001,29996,5,0.186866176657201,-0.627016525022097,1.0007488783365,"0.19 (-0.63, 1.00)",0.652697263178608,0.946454360556389,71-80,0.578,Cortical,Volume of precentral (right hemisphere),Mycoplasma,
R_precuneus,Mycoplasma Infections,30001,29996,5,0.536543293610191,-0.243818857877816,1.3169054450982,"0.54 (-0.24, 1.32)",0.177784077950586,0.946454360556389,71-80,0.77,Cortical,Volume of precuneus (right hemisphere),Mycoplasma,
R_rostralanteriorcingulate,Mycoplasma Infections,30001,29996,5,-0.0513832347948955,-0.873476637103786,0.770710167513995,"-0.05 (-0.87, 0.77)",0.902497207249483,0.987742574759686,71-80,0.974,Cortical,Volume of rostralanteriorcingulate (right hemisphere),Mycoplasma,
R_rostralmiddlefrontal,Mycoplasma Infections,30001,29996,5,-0.245405183184448,-1.00963715773176,0.518826791362869,"-0.25 (-1.01, 0.52)",0.52909446828617,0.946454360556389,71-80,0.399,Cortical,Volume of rostralmiddlefrontal (right hemisphere),Mycoplasma,
R_superiorfrontal,Mycoplasma Infections,30001,29996,5,-0.241984491955793,-1.01647117115298,0.532502187241391,"-0.24 (-1.02, 0.53)",0.540274033466649,0.946454360556389,71-80,0.909,Cortical,Volume of superiorfrontal (right hemisphere),Mycoplasma,
R_superiorparietal,Mycoplasma Infections,30001,29996,5,0.200892322388047,-0.611362232263189,1.01314687703928,"0.20 (-0.61, 1.01)",0.627842198027277,0.946454360556389,71-80,0.67,Cortical,Volume of superiorparietal (right hemisphere),Mycoplasma,
R_superiortemporal,Mycoplasma Infections,30001,29996,5,0.097740754410914,-0.707414754316003,0.902896263137831,"0.10 (-0.71, 0.90)",0.811931770374139,0.987742574759686,71-80,0.473,Cortical,Volume of superiortemporal (right hemisphere),Mycoplasma,
R_supramarginal,Mycoplasma Infections,30001,29996,5,-0.593679149718083,-1.39913386525559,0.211775565819423,"-0.59 (-1.40, 0.21)",0.148553911180711,0.946454360556389,71-80,0.494,Cortical,Volume of supramarginal (right hemisphere),Mycoplasma,
R_temporalpole,Mycoplasma Infections,29683,29681,2,-0.407018574723891,-1.65730185709753,0.843264707649747,"-0.41 (-1.66, 0.84)",0.523429892671357,0.946454360556389,71-80,0.998,Cortical,Volume of grey matter in Temporal Pole (right),Mycoplasma,
R_transversetemporal,Mycoplasma Infections,30001,29996,5,-0.0166948297653206,-0.869892042841759,0.836502383311118,"-0.02 (-0.87, 0.84)",0.96940657027057,0.987742574759686,71-80,0.614,Cortical,Volume of transversetemporal (right hemisphere),Mycoplasma,
Raccumb,Mycoplasma Infections,29679,29677,2,0.416505953785671,-0.913216402834893,1.74622831040624,"0.42 (-0.91, 1.75)",0.539259566105564,0.946454360556389,71-80,0.597,SubCortical,Volume of accumbens (right),Mycoplasma,
Ramyg,Mycoplasma Infections,29679,29677,2,0.201247582109709,-1.12483283566494,1.52732799988436,"0.20 (-1.12, 1.53)",0.766118444887014,0.984045995672411,71-80,0.821,SubCortical,Volume of amygdala (right),Mycoplasma,
Rcaud,Mycoplasma Infections,29679,29677,2,-0.0959897718925058,-1.43731400011428,1.24533445632927,"-0.10 (-1.44, 1.25)",0.888449607459554,0.987742574759686,71-80,0.4,SubCortical,Volume of caudate (right),Mycoplasma,
Rhippo,Mycoplasma Infections,29679,29677,2,1.10218762983701,-0.241211225295805,2.44558648496983,"1.10 (-0.24, 2.45)",0.107821230261469,0.946454360556389,71-80,0.145,SubCortical,Volume of hippocampus (right),Mycoplasma,
RLatVent,Mycoplasma Infections,30001,29996,5,-0.622868522939576,-1.6070437319508,0.361306686071649,"-0.62 (-1.61, 0.36)",0.214807804277981,0.946454360556389,71-80,0.384,SubCortical,Volume of Lateral-Ventricle (right hemisphere),Mycoplasma,
Rpal,Mycoplasma Infections,29679,29677,2,0.503477240894909,-0.917603492178069,1.92455797396789,"0.50 (-0.92, 1.92)",0.487419596675102,0.946454360556389,71-80,0.506,SubCortical,Volume of pallidum (right),Mycoplasma,
Rput,Mycoplasma Infections,29679,29677,2,-0.716427607193334,-2.03724630334195,0.604391088955278,"-0.72 (-2.04, 0.60)",0.28772217154198,0.946454360556389,71-80,0.678,SubCortical,Volume of putamen (right),Mycoplasma,
Rthal,Mycoplasma Infections,29679,29677,2,0.0983486190944861,-1.10021921921269,1.29691645740166,"0.10 (-1.10, 1.30)",0.872227108583829,0.987742574759686,71-80,0.399,SubCortical,Volume of thalamus (right),Mycoplasma,
