Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Reaction time,All Infectious Diseases,496115,314339,80018,-0.0379735842668218,-0.0456031584451094,-0.0303440100885342,"-0.04 (-0.05, -0.03)",1.76498223461605e-22,5.43614528261743e-20,Any,**
Cognition,Reaction time,Bacterial Infections,496115,369211,49190,-0.0197174888046187,-0.0289265106491277,-0.0105084669601097,"-0.02 (-0.03, -0.01)",2.71124754588552e-05,0.0083506424413274,Bacterial,**
Cognition,Reaction time,Invasive Bacterial Infections,496115,455928,16265,-0.00956014588774863,-0.0248884502700027,0.00576815849450549,"-0.01 (-0.02, 0.01)",0.22155034224821,1.0,Invasive,
Cognition,Reaction time,Localised Bacterial Infections,496115,393718,39924,-0.0204159145896875,-0.0305091254301524,-0.0103227037492227,"-0.02 (-0.03, -0.01)",7.3560670251772e-05,0.0226566864375458,Localised,**
Cognition,Reaction time,Bacterial Infections with Sepsis,496115,494359,889,0.10574367232908,0.0411495385613146,0.170337806096846,"0.11 (0.04, 0.17)",0.00133408938586872,0.410899530847566,Sepsis,*
Cognition,Reaction time,Bacterial Infections without Sepsis,496115,369767,48923,-0.0202796295918719,-0.0295119528123689,-0.011047306371375,"-0.02 (-0.03, -0.01)",1.66835188697905e-05,0.00513852381189547,No-Sepsis,**
Cognition,Reaction time,Extracellular Bacterial Infections,496115,481423,9277,-0.0425584558414135,-0.062733010813595,-0.0223839008692319,"-0.04 (-0.06, -0.02)",3.55668382463116e-05,0.010954586179864,Extracellular,**
Cognition,Reaction time,Intracellular Bacterial Infections,496115,491473,1695,-0.0442803441190237,-0.0910725824605271,0.00251189422247966,"-0.04 (-0.09, 0.00)",0.0636319555675519,1.0,Intracellular,
Cognition,Reaction time,Gram Positive Bacterial Infections,496115,487792,4615,-0.0117277554022697,-0.0401774430494606,0.0167219322449212,"-0.01 (-0.04, 0.02)",0.419117539145253,1.0,Gram Positive,
Cognition,Reaction time,Gram Negative Bacterial Infections,496115,487257,5861,-0.0590450310611814,-0.0843459947597449,-0.033744067362618,"-0.06 (-0.08, -0.03)",4.7863313456893e-06,0.0014741900544723,Gram Negative,**
Cognition,Reaction time,Mycobacterial Infections,496115,492961,1162,-0.0504495347380053,-0.106937704492867,0.00603863501685614,"-0.05 (-0.11, 0.01)",0.0800419361809915,1.0,Mycobacterial,
Cognition,Reaction time,Mycoplasma Infections,496115,496004,45,0.0609704132695713,-0.225925755135774,0.347866581674917,"0.06 (-0.23, 0.35)",0.67702432590117,1.0,Mycoplasma,
Cognition,Reaction time,Acute Bacterial Infections,496115,373493,47880,-0.0210516688624189,-0.03037263914322,-0.0117306985816177,"-0.02 (-0.03, -0.01)",9.57338164691504e-06,0.00294860154724983,Acute Bacterial,**
Cognition,Reaction time,Chronic Bacterial Infections,496115,489624,2220,0.0434832911607832,0.0025741408067327,0.0843924415148338,"0.04 (0.00, 0.08)",0.0372247104961159,1.0,Chronic Bacterial,*
Cognition,Reaction time,Viral Infections,496115,410346,53119,-0.0728563464943278,-0.0818311669683156,-0.06388152602034,"-0.07 (-0.08, -0.06)",5.52557331334887e-57,1.70187658051145e-54,Viral,**
Cognition,Reaction time,Acute Viral Infections,496115,431536,41426,-0.0725242716226518,-0.0825060378786077,-0.0625425053666959,"-0.07 (-0.08, -0.06)",5.24992252158018e-46,1.6169761366467e-43,Acute Viral,**
Cognition,Reaction time,Herpes Viral Infections,496115,440374,42873,-0.086218020781683,-0.0960747693693146,-0.0763612721940515,"-0.09 (-0.10, -0.08)",7.28246311341355e-66,2.24299863893137e-63,Herpes,**
Cognition,Reaction time,Other Potentially Persistent Viral Infections,496115,494827,464,0.202062432546937,0.112662470085537,0.291462395008338,"0.20 (0.11, 0.29)",9.42814807331628e-06,0.00290386960658141,Other Viral,**
Cognition,Reaction time,Parasitic Infections,496115,491432,1683,-0.0313675250613193,-0.078357949215562,0.0156228990929235,"-0.03 (-0.08, 0.02)",0.190759209481497,1.0,Parasitic,
Cognition,Reaction time,Fungal Infections,496115,469461,8275,0.00655831658979324,-0.0147760502110308,0.0278926833906173,"0.01 (-0.01, 0.03)",0.546837254771666,1.0,Fungal,
Cognition,Reaction time,Acute Infections,496115,338385,70040,-0.0368306275205166,-0.0448240377682924,-0.0288372172727408,"-0.04 (-0.04, -0.03)",1.71127979662207e-19,5.27074177359598e-17,Acute,**
Cognition,Reaction time,Chronic Infections,496115,431353,45383,-0.0780511039329817,-0.0876421349133917,-0.0684600729525716,"-0.08 (-0.09, -0.07)",2.94415678283961e-57,9.068002891146e-55,Chronic,**
