Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Pairs matching,All Infectious Diseases,497319,314674,80034,-0.0542583795151633,-0.0620194931229568,-0.0464972659073697,"-0.05 (-0.06, -0.05)",1.00658130356007e-42,3.10027041496502e-40,Any,**
Cognition,Pairs matching,Bacterial Infections,497319,369588,49328,-0.0409653245153583,-0.0503113110660147,-0.0316193379647018,"-0.04 (-0.05, -0.03)",8.65504658032727e-18,2.6657543467408e-15,Bacterial,**
Cognition,Pairs matching,Invasive Bacterial Infections,497319,456870,16317,-0.0358224685249509,-0.051343203032172297,-0.0203017340177296,"-0.04 (-0.05, -0.02)",6.07866334076395e-06,0.0018722283089553,Invasive,**
Cognition,Pairs matching,Localised Bacterial Infections,497319,394188,40063,-0.042176289190962,-0.0523987271407501,-0.0319538512411739,"-0.04 (-0.05, -0.03)",6.15352646767948e-16,1.89528615204528e-13,Localised,**
Cognition,Pairs matching,Bacterial Infections with Sepsis,497319,495565,883,-0.0477914827173355,-0.113343592814248,0.0177606273795767,"-0.05 (-0.11, 0.02)",0.153023068553585,1.0,Sepsis,
Cognition,Pairs matching,Bacterial Infections without Sepsis,497319,370138,49066,-0.0410843209134673,-0.0504511271298388,-0.0317175146970958,"-0.04 (-0.05, -0.03)",8.22854188412535e-18,2.53439090031061e-15,No-Sepsis,**
Cognition,Pairs matching,Extracellular Bacterial Infections,497319,482598,9257,-0.0611344174029975,-0.0815695897346695,-0.0406992450713255,"-0.06 (-0.08, -0.04)",4.53509813637608e-09,1.39681022600383e-06,Extracellular,**
Cognition,Pairs matching,Intracellular Bacterial Infections,497319,492629,1697,0.00607087355299074,-0.0412158687680536,0.053357615874035,"0.01 (-0.04, 0.05)",0.801327831609372,1.0,Intracellular,
Cognition,Pairs matching,Gram Positive Bacterial Infections,497319,488973,4608,-0.0526065574425329,-0.0814191327018483,-0.0237939821832176,"-0.05 (-0.08, -0.02)",0.000345540247967231,0.106426396373907,Gram Positive,*
Cognition,Pairs matching,Gram Negative Bacterial Infections,497319,488447,5845,-0.0683250450287574,-0.0939421670126635,-0.0427079230448514,"-0.07 (-0.09, -0.04)",1.71834385325481e-07,5.29249906802482e-05,Gram Negative,**
Cognition,Pairs matching,Mycobacterial Infections,497319,494127,1162,0.0278596012616376,-0.0292609627927776,0.0849801653160529,"0.03 (-0.03, 0.08)",0.339101984392307,1.0,Mycobacterial,
Cognition,Pairs matching,Mycoplasma Infections,497319,497206,47,-0.0445448056375516,-0.328399670481748,0.239310059206645,"-0.04 (-0.33, 0.24)",0.75840649861634,1.0,Mycoplasma,
Cognition,Pairs matching,Acute Bacterial Infections,497319,373868,48031,-0.0423610827533995,-0.0518173645204505,-0.0329048009863485,"-0.04 (-0.05, -0.03)",1.6402287285365e-18,5.05190448389242e-16,Acute Bacterial,**
Cognition,Pairs matching,Chronic Bacterial Infections,497319,490798,2215,-0.00707091543311733,-0.0484936166044323,0.0343517857381976,"-0.01 (-0.05, 0.03)",0.737949976285145,1.0,Chronic Bacterial,
Cognition,Pairs matching,Viral Infections,497319,411496,52934,-0.0684511121051883,-0.0775526030476138,-0.0593496211627628,"-0.07 (-0.08, -0.06)",3.62443979873757e-49,1.11632745801117e-46,Viral,**
Cognition,Pairs matching,Acute Viral Infections,497319,432719,41273,-0.0656936215170095,-0.0758216507517826,-0.0555655922822365,"-0.07 (-0.08, -0.06)",5.07901922073121e-37,1.56433791998521e-34,Acute Viral,**
Cognition,Pairs matching,Herpes Viral Infections,497319,441741,42659,-0.0722756255677905,-0.0822688350233663,-0.0622824161122148,"-0.07 (-0.08, -0.06)",1.32821525808647e-45,4.09090299490633e-43,Herpes,**
Cognition,Pairs matching,Other Potentially Persistent Viral Infections,497319,496012,466,0.112043191833663,0.0218553848154732,0.202230998851852,"0.11 (0.02, 0.20)",0.0148949478855416,1.0,Other Viral,*
Cognition,Pairs matching,Parasitic Infections,497319,492575,1707,-0.0189871197362054,-0.066178376557366,0.0282041370849552,"-0.02 (-0.07, 0.03)",0.430356902764738,1.0,Parasitic,
Cognition,Pairs matching,Fungal Infections,497319,470424,8340,-0.0248465593272147,-0.0463561180243563,-0.00333700063007309,"-0.02 (-0.05, -0.00)",0.0235721479445789,1.0,Fungal,*
Cognition,Pairs matching,Acute Infections,497319,338788,70079,-0.0505455697765543,-0.0586707273467462,-0.0424204122063623,"-0.05 (-0.06, -0.04)",3.44560377943553e-34,1.06124596406614e-31,Acute,**
Cognition,Pairs matching,Chronic Infections,497319,432638,45188,-0.067429730907289,-0.0771516111969774,-0.0577078506176007,"-0.07 (-0.08, -0.06)",4.41997433806608e-42,1.36135209612435e-39,Chronic,**
