Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Numeric memory,All Infectious Diseases,50316,26485,23831,0.0197115627713411,0.0029272707186959,0.0364958548239863,"0.02 (0.00, 0.04)",0.0213478320505906,1.0,Any,*
Cognition,Numeric memory,Bacterial Infections,50316,33561,16755,0.0070008691566332,-0.0108167214860223,0.0248184597992887,"0.01 (-0.01, 0.02)",0.441229044357528,1.0,Bacterial,
Cognition,Numeric memory,Invasive Bacterial Infections,50316,45725,4591,-0.0360733219382827,-0.065190351330071,-0.00695629254649444,"-0.04 (-0.07, -0.01)",0.0151743768180295,1.0,Invasive,*
Cognition,Numeric memory,Localised Bacterial Infections,50316,36010,14306,0.010014566542803,-0.00860617902949505,0.0286353121151011,"0.01 (-0.01, 0.03)",0.291829067199142,1.0,Localised,
Cognition,Numeric memory,Bacterial Infections with Sepsis,50316,50082,234,-0.110483808950742,-0.233619320415416,0.0126517025139315,"-0.11 (-0.23, 0.01)",0.0786468782846823,1.0,Sepsis,
Cognition,Numeric memory,Bacterial Infections without Sepsis,50316,33642,16674,0.00747410847778257,-0.0103647745639169,0.0253129915194821,"0.01 (-0.01, 0.03)",0.411534805576441,1.0,No-Sepsis,
Cognition,Numeric memory,Extracellular Bacterial Infections,50316,48527,1789,0.0243051830523699,-0.0209359255133924,0.0695462916181322,"0.02 (-0.02, 0.07)",0.292350685450803,1.0,Extracellular,
Cognition,Numeric memory,Intracellular Bacterial Infections,50316,49853,463,-0.0307732426368593,-0.118487755564014,0.0569412702902956,"-0.03 (-0.12, 0.06)",0.491683465662533,1.0,Intracellular,
Cognition,Numeric memory,Gram Positive Bacterial Infections,50316,49320,996,-0.00245137664728687,-0.0625786597764838,0.0576759064819101,"-0.00 (-0.06, 0.06)",0.936309757922784,1.0,Gram Positive,
Cognition,Numeric memory,Gram Negative Bacterial Infections,50316,49239,1077,0.0566044153894014,-0.00127175504435721,0.11448058582316,"0.06 (-0.00, 0.11)",0.0552509082420219,1.0,Gram Negative,
Cognition,Numeric memory,Mycobacterial Infections,50316,50022,294,-0.0711020595246757,-0.180995464943091,0.0387913458937393,"-0.07 (-0.18, 0.04)",0.204751858950999,1.0,Mycobacterial,
Cognition,Numeric memory,Mycoplasma Infections,50316,50306,10,0.240757763782232,-0.353184316537991,0.834699844102455,"0.24 (-0.35, 0.83)",0.426907257336695,1.0,Mycoplasma,
Cognition,Numeric memory,Acute Bacterial Infections,50316,33908,16408,0.00967775293934415,-0.0082354811859209,0.0275909870646092,"0.01 (-0.01, 0.03)",0.289645831201509,1.0,Acute Bacterial,
Cognition,Numeric memory,Chronic Bacterial Infections,50316,49702,614,-0.0674058371757421,-0.143697822360464,0.00888614800898023,"-0.07 (-0.14, 0.01)",0.0833299424098085,1.0,Chronic Bacterial,
Cognition,Numeric memory,Viral Infections,50316,38636,11680,0.0426385773652007,0.0226808324683504,0.0625963222620509,"0.04 (0.02, 0.06)",2.82584033295345e-05,0.00870358822549663,Viral,**
Cognition,Numeric memory,Acute Viral Infections,50316,41513,8803,0.056492512960548,0.0343388531630938,0.0786461727580023,"0.06 (0.03, 0.08)",5.80953915050398e-07,0.000178933805835523,Acute Viral,**
Cognition,Numeric memory,Herpes Viral Infections,50316,43081,7235,0.0459224715969568,0.0218365593392598,0.0700083838546537,"0.05 (0.02, 0.07)",0.000186450111752926,0.0574266344199012,Herpes,*
Cognition,Numeric memory,Other Potentially Persistent Viral Infections,50316,50229,87,-0.200972048954157,-0.402766591939917,0.000822494031602561,"-0.20 (-0.40, 0.00)",0.0509410928034759,1.0,Other Viral,
Cognition,Numeric memory,Parasitic Infections,50316,49596,720,-0.0280184910279835,-0.0985702873448188,0.0425333052888518,"-0.03 (-0.10, 0.04)",0.436344948170258,1.0,Parasitic,
Cognition,Numeric memory,Fungal Infections,50316,46150,4166,0.00525842880592107,-0.0251466697826786,0.0356635273945208,"0.01 (-0.03, 0.04)",0.734629710974176,1.0,Fungal,
Cognition,Numeric memory,Acute Infections,50316,29577,20739,0.0263739945964035,0.00934522413699361,0.0434027650558133,"0.03 (0.01, 0.04)",0.00240143473911524,0.739641899647494,Acute,*
Cognition,Numeric memory,Chronic Infections,50316,42091,8225,0.0290720019805594,0.00628126086358422,0.0518627430975345,"0.03 (0.01, 0.05)",0.01241542151336,1.0,Chronic,*
