Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Movement,Hand grip strength right,All Infectious Diseases,498594,316170,80182,0.0112979810014485,0.00602447216738637,0.0165714898355106,"0.01 (0.01, 0.02)",2.68100889172763e-05,0.0082575073865211,Any,**
Movement,Hand grip strength right,Bacterial Infections,498594,371165,49314,-0.018867696906456,-0.0252335550005093,-0.0125018388124027,"-0.02 (-0.03, -0.01)",6.28424178795434e-09,1.93554647068994e-06,Bacterial,**
Movement,Hand grip strength right,Invasive Bacterial Infections,498594,458230,16307,-0.0445316364149871,-0.055098591258412,-0.0339646815715622,"-0.04 (-0.06, -0.03)",1.46321081581406e-16,4.5066893127073e-14,Invasive,**
Movement,Hand grip strength right,Localised Bacterial Infections,498594,395785,40024,-0.016369068056139,-0.0233419051800293,-0.0093962309322487,"-0.02 (-0.02, -0.01)",4.20339671402098e-06,0.00129464618791846,Localised,**
Movement,Hand grip strength right,Bacterial Infections with Sepsis,498594,496842,886,-0.140527343753822,-0.185161961971715,-0.0958927255359295,"-0.14 (-0.19, -0.10)",6.80176333492821e-10,2.09494310715789e-07,Sepsis,**
Movement,Hand grip strength right,Bacterial Infections without Sepsis,498594,371717,49049,-0.0188329665258726,-0.0252137026452168,-0.0124522304065283,"-0.02 (-0.03, -0.01)",7.25983735414772e-09,2.2360299050775e-06,No-Sepsis,**
Movement,Hand grip strength right,Extracellular Bacterial Infections,498594,483900,9267,-0.0180598568693953,-0.031985851880616,-0.00413386185817463,"-0.02 (-0.03, -0.00)",0.0110293954540465,1.0,Extracellular,*
Movement,Hand grip strength right,Intracellular Bacterial Infections,498594,493910,1698,-0.0454703646821125,-0.0777350670188342,-0.0132056623453909,"-0.05 (-0.08, -0.01)",0.00574212224064072,1.0,Intracellular,*
Movement,Hand grip strength right,Gram Positive Bacterial Infections,498594,490275,4611,-0.0633307663045931,-0.0829708166704032,-0.0436907159387829,"-0.06 (-0.08, -0.04)",2.61680618101971e-10,8.05976303754071e-08,Gram Positive,**
Movement,Hand grip strength right,Gram Negative Bacterial Infections,498594,489729,5851,0.00693691865081011,-0.0105264822204251,0.0244003195220453,"0.01 (-0.01, 0.02)",0.43624476933574,1.0,Gram Negative,
Movement,Hand grip strength right,Mycobacterial Infections,498594,495402,1167,-0.0293454982778967,-0.0682493524092815,0.00955835585348822,"-0.03 (-0.07, 0.01)",0.139295865363321,1.0,Mycobacterial,
Movement,Hand grip strength right,Mycoplasma Infections,498594,498481,47,-0.184505808029457,-0.378125770380813,0.00911415432189824,"-0.18 (-0.38, 0.01)",0.0618033231057635,1.0,Mycoplasma,
Movement,Hand grip strength right,Acute Bacterial Infections,498594,375486,47996,-0.0179416033947586,-0.0243810197245363,-0.0115021870649808,"-0.02 (-0.02, -0.01)",4.73996916197223e-08,1.45991050188745e-05,Acute Bacterial,**
Movement,Hand grip strength right,Chronic Bacterial Infections,498594,492047,2231,-0.0635401304408043,-0.0917041290342934,-0.0353761318473152,"-0.06 (-0.09, -0.04)",9.78851188910055e-06,0.00301486166184297,Chronic Bacterial,**
Movement,Hand grip strength right,Viral Infections,498594,412707,53140,0.0558302820749965,0.0496400207865134,0.0620205433634797,"0.06 (0.05, 0.06)",6.64054212097244e-70,2.04528697325951e-67,Viral,**
Movement,Hand grip strength right,Acute Viral Infections,498594,433929,41440,0.0583476723373877,0.0514626037419876,0.0652327409327877,"0.06 (0.05, 0.07)",6.16222737822238e-62,1.89796603249249e-59,Acute Viral,**
Movement,Hand grip strength right,Herpes Viral Infections,498594,442862,42855,0.0704088265550356,0.0636134504476575,0.0772042026624136,"0.07 (0.06, 0.08)",1.19802767252406e-91,3.68992523137411e-89,Herpes,**
Movement,Hand grip strength right,Other Potentially Persistent Viral Infections,498594,497289,466,-0.124977229871639,-0.186516980803057,-0.0634374789402213,"-0.12 (-0.19, -0.06)",6.88155445426689e-05,0.021195187719142,Other Viral,**
Movement,Hand grip strength right,Parasitic Infections,498594,493891,1691,0.0601447310632209,0.027800508012962,0.0924889541134798,"0.06 (0.03, 0.09)",0.000267834071714994,0.0824928940882182,Parasitic,*
Movement,Hand grip strength right,Fungal Infections,498594,471840,8294,-0.0267441423688025,-0.0414452512551515,-0.0120430334824536,"-0.03 (-0.04, -0.01)",0.000363115127366587,0.111839459228909,Fungal,*
Movement,Hand grip strength right,Acute Infections,498594,340306,70172,0.00981019965609001,0.00428859972986433,0.0153317995823157,"0.01 (0.00, 0.02)",0.000497236189981181,0.153148746514204,Acute,*
Movement,Hand grip strength right,Chronic Infections,498594,433759,45386,0.0601530951505102,0.0535368284598051,0.0667693618412152,"0.06 (0.05, 0.07)",5.26430531539188e-71,1.6214060371407e-68,Chronic,**
