Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Paired associate learning,All Infectious Diseases,82251,30793,51458,-0.000840268411918445,-0.0142512154149516,0.0125706785911148,"-0.00 (-0.01, 0.01)",0.902262481044478,1.0,Any,
Cognition,Paired associate learning,Bacterial Infections,82251,54508,27743,-0.00271336354443386,-0.0164454172702972,0.0110186901814295,"-0.00 (-0.02, 0.01)",0.698548674630348,1.0,Bacterial,
Cognition,Paired associate learning,Invasive Bacterial Infections,82251,74182,8069,0.00463329145170667,-0.0171542476661275,0.0264208305695408,"0.00 (-0.02, 0.03)",0.676820024462269,1.0,Invasive,
Cognition,Paired associate learning,Localised Bacterial Infections,82251,59057,23194,-0.00883419048229395,-0.0232671433795937,0.00559876241500581,"-0.01 (-0.02, 0.01)",0.230266424092816,1.0,Localised,
Cognition,Paired associate learning,Bacterial Infections with Sepsis,82251,81957,294,-0.0130386045151404,-0.121595557465413,0.0955183484351326,"-0.01 (-0.12, 0.10)",0.813889830988175,1.0,Sepsis,
Cognition,Paired associate learning,Bacterial Infections without Sepsis,82251,54626,27625,-0.00246414273800926,-0.016210802767676,0.0112825172916575,"-0.00 (-0.02, 0.01)",0.725336886911021,1.0,No-Sepsis,
Cognition,Paired associate learning,Extracellular Bacterial Infections,82251,75865,6386,0.0531615088588316,0.0288983480951138,0.0774246696225493,"0.05 (0.03, 0.08)",1.75351947001194e-05,0.00540083996763678,Extracellular,**
Cognition,Paired associate learning,Intracellular Bacterial Infections,82251,81494,757,-0.0501296299090934,-0.117979466240942,0.0177202064227556,"-0.05 (-0.12, 0.02)",0.1475913841133,1.0,Intracellular,
Cognition,Paired associate learning,Gram Positive Bacterial Infections,82251,79488,2763,0.0502762993390958,0.0143058073908085,0.086246791287383,"0.05 (0.01, 0.09)",0.00615458513061089,1.0,Gram Positive,*
Cognition,Paired associate learning,Gram Negative Bacterial Infections,82251,77959,4292,0.0452694310798335,0.0160838873511121,0.074454974808555,"0.05 (0.02, 0.07)",0.00236552719644949,0.728582376506443,Gram Negative,*
Cognition,Paired associate learning,Mycobacterial Infections,82251,81782,469,-0.0260422009230662,-0.11209701128618,0.0600126094400474,"-0.03 (-0.11, 0.06)",0.55308927326904,1.0,Mycobacterial,
Cognition,Paired associate learning,Mycoplasma Infections,82251,82233,18,0.168193047796258,-0.269783096542671,0.606169192135187,"0.17 (-0.27, 0.61)",0.451642623622058,1.0,Mycoplasma,
Cognition,Paired associate learning,Acute Bacterial Infections,82251,55035,27216,-0.00238989518425286,-0.0161882197987768,0.011408429430271,"-0.00 (-0.02, 0.01)",0.734253275324154,1.0,Acute Bacterial,
Cognition,Paired associate learning,Chronic Bacterial Infections,82251,81358,893,-0.0362378559707417,-0.0987623951446082,0.0262866832031247,"-0.04 (-0.10, 0.03)",0.25597285073941,1.0,Chronic Bacterial,
Cognition,Paired associate learning,Viral Infections,82251,40205,42046,0.00389129484575126,-0.00911345760888021,0.0168960473003827,"0.00 (-0.01, 0.02)",0.557560662545346,1.0,Viral,
Cognition,Paired associate learning,Acute Viral Infections,82251,49135,33116,0.0157312621267904,0.00248430028531068,0.0289782239682702,"0.02 (0.00, 0.03)",0.0199376424874063,1.0,Acute Viral,*
Cognition,Paired associate learning,Herpes Viral Infections,82251,46002,36249,0.011397137640463,-0.00170746776633305,0.024501743047259,"0.01 (-0.00, 0.02)",0.0882700129821763,1.0,Herpes,
Cognition,Paired associate learning,Other Potentially Persistent Viral Infections,82251,82045,206,-0.1584367654066,-0.288220414354258,-0.0286531164589428,"-0.16 (-0.29, -0.03)",0.016726582091539,1.0,Other Viral,*
Cognition,Paired associate learning,Parasitic Infections,82251,81240,1011,-0.0203001988945029,-0.0791623654545952,0.0385619676655893,"-0.02 (-0.08, 0.04)",0.499070377724809,1.0,Parasitic,
Cognition,Paired associate learning,Fungal Infections,82251,78157,4094,-0.0141650625414883,-0.0439660295205776,0.015635904437601,"-0.01 (-0.04, 0.02)",0.351531442024829,1.0,Fungal,
Cognition,Paired associate learning,Acute Infections,82251,37407,44844,0.00577286156529343,-0.00726543591216476,0.0188111590427516,"0.01 (-0.01, 0.02)",0.385500787923318,1.0,Acute,
Cognition,Paired associate learning,Chronic Infections,82251,45223,37028,0.00925712850089969,-0.00381421695726699,0.0223284739590664,"0.01 (-0.00, 0.02)",0.16512035237236,1.0,Chronic,
