Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Numeric memory,All Infectious Diseases,16014,8193,7821,0.0327391612825526,0.00332398259592508,0.0621543399691801,"0.03 (0.00, 0.06)",0.0291528730011907,1,51-60,0.207,Any,*
Cognition,Numeric memory,Bacterial Infections,16014,10617,5397,0.0178673845313016,-0.0133170753108443,0.0490518443734476,"0.02 (-0.01, 0.05)",0.261428040203783,1,51-60,0.261,Bacterial,
Cognition,Numeric memory,Invasive Bacterial Infections,16014,14584,1430,-0.0349934442669661,-0.0865754642144625,0.0165885756805303,"-0.03 (-0.09, 0.02)",0.183620321343199,1,51-60,0.699,Invasive,
Cognition,Numeric memory,Localised Bacterial Infections,16014,11366,4648,0.0248243032834054,-0.00765985353125696,0.0573084600980678,"0.02 (-0.01, 0.06)",0.134175735883208,1,51-60,0.17,Localised,
Cognition,Numeric memory,Bacterial Infections with Sepsis,16014,15940,74,-0.0914767481798809,-0.308226344917085,0.125272848557323,"-0.09 (-0.31, 0.13)",0.408111388336488,1,51-60,0.847,Sepsis,
Cognition,Numeric memory,Bacterial Infections without Sepsis,16014,10643,5371,0.0190387809985489,-0.0121860664536896,0.0502636284507874,"0.02 (-0.01, 0.05)",0.232048994925542,1,51-60,0.247,No-Sepsis,
Cognition,Numeric memory,Extracellular Bacterial Infections,16014,15437,577,-0.00824295079040669,-0.0871290998305176,0.0706431982497042,"-0.01 (-0.09, 0.07)",0.837718850429912,1,51-60,0.454,Extracellular,
Cognition,Numeric memory,Intracellular Bacterial Infections,16014,15887,127,0.117182702203083,-0.0485964679575912,0.282961872363758,"0.12 (-0.05, 0.28)",0.165911179443871,1,51-60,0.055,Intracellular,
Cognition,Numeric memory,Gram Positive Bacterial Infections,16014,15704,310,0.0099230863580105,-0.0967785530820494,0.11662472579807,"0.01 (-0.10, 0.12)",0.855359501736508,1,51-60,0.439,Gram Positive,
Cognition,Numeric memory,Gram Negative Bacterial Infections,16014,15645,369,0.0415972480209834,-0.0563370142791582,0.139531510321125,"0.04 (-0.06, 0.14)",0.40511037733759,1,51-60,0.536,Gram Negative,
Cognition,Numeric memory,Mycobacterial Infections,16014,15952,62,0.00548863905317979,-0.231168366878239,0.242145644984599,"0.01 (-0.23, 0.24)",0.963741489256901,1,51-60,0.033,Mycobacterial,
Cognition,Numeric memory,Mycoplasma Infections,16014,16011,3,0.34332494727067,-0.730691610964505,1.41734150550584,"0.34 (-0.73, 1.42)",0.530944647118423,1,51-60,0.141,Mycoplasma,
Cognition,Numeric memory,Acute Bacterial Infections,16014,10712,5302,0.0213851876105902,-0.00993716134037381,0.0527075365615541,"0.02 (-0.01, 0.05)",0.180831522979187,1,51-60,0.191,Acute Bacterial,
Cognition,Numeric memory,Chronic Bacterial Infections,16014,15843,171,-0.0800165084052536,-0.223006258428925,0.0629732416184175,"-0.08 (-0.22, 0.06)",0.272714199849847,1,51-60,0.825,Chronic Bacterial,
Cognition,Numeric memory,Viral Infections,16014,11867,4147,0.0572498616879652,0.0235398704328195,0.090959852943111,"0.06 (0.02, 0.09)",0.000873962131272496,1,51-60,0.497,Viral,*
Cognition,Numeric memory,Acute Viral Infections,16014,12704,3310,0.0615176349643112,0.0250771811091977,0.0979580888194247,"0.06 (0.03, 0.10)",0.000938365435738977,1,51-60,0.535,Acute Viral,*
Cognition,Numeric memory,Herpes Viral Infections,16014,13376,2638,0.0745654945307348,0.0345681318684644,0.114562857193005,"0.07 (0.03, 0.11)",0.000258850977149059,0.318904403847641,51-60,0.461,Herpes,*
Cognition,Numeric memory,Other Potentially Persistent Viral Infections,16014,15988,26,-0.176283612876465,-0.541514731493779,0.18894750574085,"-0.18 (-0.54, 0.19)",0.344125115704934,1,51-60,0.769,Other Viral,
Cognition,Numeric memory,Parasitic Infections,16014,15772,242,0.0650632583199949,-0.055395227845376,0.185521744485366,"0.07 (-0.06, 0.19)",0.289745252039585,1,51-60,0.244,Parasitic,
Cognition,Numeric memory,Fungal Infections,16014,14733,1281,0.00501946206689634,-0.0491786624028943,0.059217586536687,"0.01 (-0.05, 0.06)",0.855952094517877,1,51-60,0.897,Fungal,
Cognition,Numeric memory,Acute Infections,16014,9104,6910,0.0377242922322575,0.00803850238256887,0.0674100820819461,"0.04 (0.01, 0.07)",0.012752643577195,1,51-60,0.07,Acute,*
Cognition,Numeric memory,Chronic Infections,16014,13075,2939,0.0627924227920101,0.0246024170440239,0.100982428539996,"0.06 (0.02, 0.10)",0.00127181626937386,1,51-60,0.275,Chronic,*
