Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Paired associate learning,All Infectious Diseases,16151,6267,9884,0.0155503789827524,-0.0136172079866762,0.0447179659521809,"0.02 (-0.01, 0.04)",0.296033219994736,1,51-60,0.649,Any,
Cognition,Paired associate learning,Bacterial Infections,16151,11228,4923,0.00416299061537155,-0.0267246044189159,0.035050585649659,"0.00 (-0.03, 0.04)",0.791643622109012,1,51-60,0.825,Bacterial,
Cognition,Paired associate learning,Invasive Bacterial Infections,16151,14893,1258,0.0208916712814754,-0.0320082163231595,0.0737915588861103,"0.02 (-0.03, 0.07)",0.438880847522347,1,51-60,0.311,Invasive,
Cognition,Paired associate learning,Localised Bacterial Infections,16151,11972,4179,0.000734407152254876,-0.0317397014615673,0.033208515766077,"0.00 (-0.03, 0.03)",0.964643322615775,1,51-60,0.72,Localised,
Cognition,Paired associate learning,Bacterial Infections with Sepsis,16151,16109,42,0.041293005298179,-0.237061411078564,0.319647421674922,"0.04 (-0.24, 0.32)",0.771226126586379,1,51-60,0.135,Sepsis,
Cognition,Paired associate learning,Bacterial Infections without Sepsis,16151,11248,4903,0.00368642901005435,-0.0272374820434893,0.0346103400635981,"0.00 (-0.03, 0.03)",0.815248665217191,1,51-60,0.722,No-Sepsis,
Cognition,Paired associate learning,Extracellular Bacterial Infections,16151,15417,734,0.0932248929564351,0.0250988275046749,0.161350958408195,"0.09 (0.03, 0.16)",0.00732032576670912,1,51-60,0.84,Extracellular,*
Cognition,Paired associate learning,Intracellular Bacterial Infections,16151,16064,87,0.0671662226327565,-0.126405616366392,0.260738061631905,"0.07 (-0.13, 0.26)",0.496434395295698,1,51-60,0.014,Intracellular,
Cognition,Paired associate learning,Gram Positive Bacterial Infections,16151,15748,403,0.0863992415060499,-0.00451479814924982,0.17731328116135,"0.09 (-0.00, 0.18)",0.0625125437013989,1,51-60,0.919,Gram Positive,
Cognition,Paired associate learning,Gram Negative Bacterial Infections,16151,15735,416,0.0747722941072724,-0.0147202136223791,0.164264801836924,"0.07 (-0.01, 0.16)",0.101503514392938,1,51-60,0.026,Gram Negative,
Cognition,Paired associate learning,Mycobacterial Infections,16151,16118,33,0.34271284003883,0.028766013835229,0.65665966624243,"0.34 (0.03, 0.66)",0.0323931535544556,1,51-60,0.054,Mycobacterial,*
Cognition,Paired associate learning,Mycoplasma Infections,16151,16147,4,-0.0102751169818833,-0.910791202117368,0.890240968153601,"-0.01 (-0.91, 0.89)",0.982156785312203,1,51-60,0.899,Mycoplasma,
Cognition,Paired associate learning,Acute Bacterial Infections,16151,11329,4822,0.00301298530986545,-0.028056792292857,0.0340827629125879,"0.00 (-0.03, 0.03)",0.849247762575036,1,51-60,0.786,Acute Bacterial,
Cognition,Paired associate learning,Chronic Bacterial Infections,16151,16003,148,0.014256227076992,-0.134587585005618,0.163100039159602,"0.01 (-0.13, 0.16)",0.851083618618412,1,51-60,0.574,Chronic Bacterial,
Cognition,Paired associate learning,Viral Infections,16151,8073,8078,0.024179984878249,-0.00428270628999489,0.0526426760464929,"0.02 (-0.00, 0.05)",0.0958966081801909,1,51-60,0.71,Viral,
Cognition,Paired associate learning,Acute Viral Infections,16151,10616,5535,0.0239682488018691,-0.00595154000917815,0.0538880376129164,"0.02 (-0.01, 0.05)",0.116385272112251,1,51-60,0.719,Acute Viral,
Cognition,Paired associate learning,Herpes Viral Infections,16151,9066,7085,0.0401257301630639,0.0114221358467477,0.0688293244793801,"0.04 (0.01, 0.07)",0.00614869325970304,1,51-60,0.614,Herpes,*
Cognition,Paired associate learning,Other Potentially Persistent Viral Infections,16151,16089,62,-0.226615151004524,-0.456139270291874,0.00290896828282666,"-0.23 (-0.46, 0.00)",0.0529747771992728,1,51-60,0.192,Other Viral,
Cognition,Paired associate learning,Parasitic Infections,16151,15946,205,0.00180209445161123,-0.124966037547337,0.128570226450559,"0.00 (-0.12, 0.13)",0.977770726614362,1,51-60,0.548,Parasitic,
Cognition,Paired associate learning,Fungal Infections,16151,15384,767,-0.0523706539610799,-0.119016306164947,0.0142749982427875,"-0.05 (-0.12, 0.01)",0.123514171496999,1,51-60,0.804,Fungal,
Cognition,Paired associate learning,Acute Infections,16151,8098,8053,0.0164940135909342,-0.0119234212710875,0.0449114484529559,"0.02 (-0.01, 0.04)",0.255268804964766,1,51-60,0.522,Acute,
Cognition,Paired associate learning,Chronic Infections,16151,8898,7253,0.0353570798477656,0.0067435063104122,0.0639706533851191,"0.04 (0.01, 0.06)",0.0154437328583778,1,51-60,0.724,Chronic,*
