Characteristics,Predictors,N total,Event,Non-Event,Controls Event,Controls non-Event,Expose Event,Expose non-Event,HR,Lower 95%CI,Upper 95%CI,HR (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
VD,All Infectious Diseases,3653,56,3597,17,1973,39,1624,2.16194423745156,1.21751400815838,3.83897257405683,"2.16 (1.22, 3.84)",0.00849440712504085,1.0,71-80,0.596,Any,*
VD,Bacterial Infections,3731,56,3675,19,2180,37,1495,2.49028905399608,1.41607335328598,4.37939147577496,"2.49 (1.42, 4.38)",0.0015358699716065,0.946095902509605,71-80,0.263,Bacterial,*
VD,Invasive Bacterial Infections,3512,58,3454,39,2636,19,818,2.09408059447439,1.1631601865043,3.7700512681174,"2.09 (1.16, 3.77)",0.0137480849633776,1.0,71-80,0.001,Invasive,*
VD,Localised Bacterial Infections,3714,58,3656,24,2364,34,1292,2.32908501325234,1.36059081232505,3.98697165218009,"2.33 (1.36, 3.99)",0.00205162359130253,1.0,71-80,0.49,Localised,*
VD,Bacterial Infections with Sepsis,3188,60,3128,56,2901,4,227,2.20150709709124,0.725966163181791,6.67611487193988,"2.20 (0.73, 6.68)",0.163264549642441,1.0,71-80,<0.001,Sepsis,
VD,Bacterial Infections without Sepsis,3715,56,3659,19,2184,37,1475,2.53647619924939,1.44415224898239,4.45500916810682,"2.54 (1.44, 4.46)",0.00120017149456623,0.739305640652799,71-80,0.222,No-Sepsis,*
VD,Extracellular Bacterial Infections,3249,59,3190,48,2841,11,349,2.6044932466774,1.29010219389157,5.25802149946452,"2.60 (1.29, 5.26)",0.00757122260227315,1.0,71-80,0.07,Extracellular,*
VD,Intracellular Bacterial Infections,2940,59,2881,59,2857,0,24,1.0,1.0,1.0,"0.00 (0.00, 0.00)",5.56251381772497e-243,3.42650851171858e-240,71-80,0.068,Intracellular,**
VD,Gram Positive Bacterial Infections,3089,60,3029,57,2852,3,177,1.26334315250764,0.388683977696585,4.10625601406666,"1.26 (0.39, 4.11)",0.697508163926923,1.0,71-80,0.209,Gram Positive,
VD,Gram Negative Bacterial Infections,3180,59,3121,51,2878,8,243,2.84488497980875,1.26309449294802,6.40757329996092,"2.84 (1.26, 6.41)",0.0116107311962413,1.0,71-80,0.129,Gram Negative,*
VD,Mycobacterial Infections,2933,59,2874,59,2868,0,6,1.0,1.0,1.0,"0.00 (0.00, 0.00)",5.98743990103515e-118,3.68826297903765e-115,71-80,0.113,Mycobacterial,**
VD,Acute Bacterial Infections,3757,57,3700,19,2214,38,1486,2.70642062257876,1.54633989414531,4.73680632185208,"2.71 (1.55, 4.74)",0.000489801354440832,0.301717634335553,71-80,0.172,Acute Bacterial,*
VD,Chronic Bacterial Infections,2991,59,2932,58,2853,1,79,0.546685789689898,0.076434050068197,3.91010750290231,"0.55 (0.08, 3.91)",0.547450694070588,1.0,71-80,0.392,Chronic Bacterial,
VD,Viral Infections,3132,59,3073,50,2636,9,437,1.26291707550653,0.633724747266505,2.51680172896142,"1.26 (0.63, 2.52)",0.507031939690195,1.0,71-80,0.466,Viral,
VD,Acute Viral Infections,3079,59,3020,51,2720,8,300,1.78886085800424,0.863298783946549,3.70673888207146,"1.79 (0.86, 3.71)",0.117693503783654,1.0,71-80,0.284,Acute Viral,
VD,Herpes Viral Infections,2996,59,2937,57,2768,2,169,0.634071122976488,0.148019438135078,2.71617156542487,"0.63 (0.15, 2.72)",0.539356070720237,1.0,71-80,0.633,Herpes,
VD,Other Potentially Persistent Viral Infections,2969,60,2909,60,2904,0,5,1.0,1.0,1.0,"0.00 (0.00, 0.00)",4.14087279734687e-82,2.55077764316567e-79,71-80,0.637,Other Viral,**
VD,Parasitic Infections,2969,60,2909,60,2888,0,21,1.0,1.0,1.0,"0.00 (0.00, 0.00)",0.0,0.0,71-80,0.153,Parasitic,**
VD,Fungal Infections,3147,60,3087,52,2748,8,339,1.4243703605218,0.66388702539318,3.055988212349,"1.42 (0.66, 3.06)",0.363770973763325,1.0,71-80,0.259,Fungal,
VD,Acute Infections,3691,57,3634,18,2096,39,1538,2.53671125021421,1.44678659569759,4.44772158250514,"2.54 (1.45, 4.45)",0.00115754361931802,0.713046869499899,71-80,0.289,Acute,*
VD,Chronic Infections,3015,58,2957,55,2701,3,256,0.548820376382985,0.16705421491599,1.80303026586091,"0.55 (0.17, 1.80)",0.322836610605331,1.0,71-80,0.236,Chronic,
