Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Symbol digit substitution,All Infectious Diseases,81587,30482,51105,-0.00292163278089586,-0.0167673150588453,0.0109240494970536,"-0.00 (-0.02, 0.01)",0.679178433885403,1.0,Any,
Cognition,Symbol digit substitution,Bacterial Infections,81587,54066,27521,-0.0101245256483446,-0.0242958463065309,0.00404679500984161,"-0.01 (-0.02, 0.00)",0.16142942154608,1.0,Bacterial,
Cognition,Symbol digit substitution,Invasive Bacterial Infections,81587,73592,7995,-0.0291177256626979,-0.0516133206758194,-0.00662213064957639,"-0.03 (-0.05, -0.01)",0.0111836555216518,1.0,Invasive,*
Cognition,Symbol digit substitution,Localised Bacterial Infections,81587,58567,23020,-0.00315447721084609,-0.0180468619320816,0.0117379075103894,"-0.00 (-0.02, 0.01)",0.678024345633111,1.0,Localised,
Cognition,Symbol digit substitution,Bacterial Infections with Sepsis,81587,81296,291,-0.122213533339928,-0.234362639416971,-0.0100644272628848,"-0.12 (-0.23, -0.01)",0.0326916954725007,1.0,Sepsis,*
Cognition,Symbol digit substitution,Bacterial Infections without Sepsis,81587,54183,27404,-0.0099202123161228,-0.0241065709586911,0.0042661463264455,"-0.01 (-0.02, 0.00)",0.170509517924543,1.0,No-Sepsis,
Cognition,Symbol digit substitution,Extracellular Bacterial Infections,81587,75241,6346,-0.00840991750572737,-0.0334317627152407,0.016611927703786,"-0.01 (-0.03, 0.02)",0.510052032066617,1.0,Extracellular,
Cognition,Symbol digit substitution,Intracellular Bacterial Infections,81587,80836,751,-0.0858123495693828,-0.155827466123025,-0.0157972330157405,"-0.09 (-0.16, -0.02)",0.0162981910587248,1.0,Intracellular,*
Cognition,Symbol digit substitution,Gram Positive Bacterial Infections,81587,78844,2743,0.00585694572155823,-0.0312515102111081,0.0429654016542245,"0.01 (-0.03, 0.04)",0.75705461124222,1.0,Gram Positive,
Cognition,Symbol digit substitution,Gram Negative Bacterial Infections,81587,77318,4269,-0.01976480017262,-0.0498472769132757,0.0103176765680357,"-0.02 (-0.05, 0.01)",0.197834781631952,1.0,Gram Negative,
Cognition,Symbol digit substitution,Mycobacterial Infections,81587,81122,465,-0.100510069151935,-0.189337222258196,-0.0116829160456734,"-0.10 (-0.19, -0.01)",0.0265726152507432,1.0,Mycobacterial,*
Cognition,Symbol digit substitution,Mycoplasma Infections,81587,81569,18,-0.0302440752859023,-0.480413931036748,0.419925780464943,"-0.03 (-0.48, 0.42)",0.895238061752194,1.0,Mycoplasma,
Cognition,Symbol digit substitution,Acute Bacterial Infections,81587,54586,27001,-0.00716136734343256,-0.021400732057858,0.00707799737099287,"-0.01 (-0.02, 0.01)",0.324266432143658,1.0,Acute Bacterial,
Cognition,Symbol digit substitution,Chronic Bacterial Infections,81587,80702,885,-0.0698079781381258,-0.134360366866637,-0.00525558940961494,"-0.07 (-0.13, -0.01)",0.0340455370401306,1.0,Chronic Bacterial,*
Cognition,Symbol digit substitution,Viral Infections,81587,39800,41787,0.00129974421565051,-0.012120934266431,0.014720422697732,"0.00 (-0.01, 0.01)",0.849452029710504,1.0,Viral,
Cognition,Symbol digit substitution,Acute Viral Infections,81587,48675,32912,0.00841956906651419,-0.00524672397689294,0.0220858621099213,"0.01 (-0.01, 0.02)",0.227236157592032,1.0,Acute Viral,
Cognition,Symbol digit substitution,Herpes Viral Infections,81587,45562,36025,0.00133941206355503,-0.0121816914738145,0.0148605156009245,"0.00 (-0.01, 0.01)",0.846052191898893,1.0,Herpes,
Cognition,Symbol digit substitution,Other Potentially Persistent Viral Infections,81587,81382,205,-0.163501651675077,-0.297221285137067,-0.029782018213087,"-0.16 (-0.30, -0.03)",0.0165537164762044,1.0,Other Viral,*
Cognition,Symbol digit substitution,Parasitic Infections,81587,80585,1002,-0.0614957139247286,-0.122266449850828,-0.000724977998629403,"-0.06 (-0.12, -0.00)",0.0473288782123329,1.0,Parasitic,*
Cognition,Symbol digit substitution,Fungal Infections,81587,77526,4061,-0.00476578390230776,-0.0355204557530315,0.0259888879484159,"-0.00 (-0.04, 0.03)",0.761339653617608,1.0,Fungal,
Cognition,Symbol digit substitution,Acute Infections,81587,37052,44535,-0.00211321385526184,-0.0155702643037924,0.0113438365932687,"-0.00 (-0.02, 0.01)",0.75824636938945,1.0,Acute,
Cognition,Symbol digit substitution,Chronic Infections,81587,44793,36794,-0.000986035147493932,-0.0144734026468369,0.012501332351849,"-0.00 (-0.01, 0.01)",0.886060502047492,1.0,Chronic,
