Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Cognition,Trail making 1,All Infectious Diseases,82251,30793,51458,0.00970377551473489,-0.00432854267950348,0.0237360937089733,"0.01 (-0.00, 0.02)",0.175295542852677,1.0,Any,
Cognition,Trail making 1,Bacterial Infections,82251,54508,27743,-0.0151323465138644,-0.0295004493340545,-0.000764243693674335,"-0.02 (-0.03, -0.00)",0.0389975801189927,1.0,Bacterial,*
Cognition,Trail making 1,Invasive Bacterial Infections,82251,74182,8069,0.00917250750127036,-0.0136247069963533,0.031969721998894,"0.01 (-0.01, 0.03)",0.430343857054006,1.0,Invasive,
Cognition,Trail making 1,Localised Bacterial Infections,82251,59057,23194,-0.0207381182719858,-0.035839429354663,-0.00563680718930853,"-0.02 (-0.04, -0.01)",0.0071126335144911,1.0,Localised,*
Cognition,Trail making 1,Bacterial Infections with Sepsis,82251,81957,294,0.0321228738404131,-0.0814649472930689,0.145710694973895,"0.03 (-0.08, 0.15)",0.579381845226272,1.0,Sepsis,
Cognition,Trail making 1,Bacterial Infections without Sepsis,82251,54626,27625,-0.0153343061418674,-0.0297176802860899,-0.000950931997644915,"-0.02 (-0.03, -0.00)",0.0366591148341043,1.0,No-Sepsis,*
Cognition,Trail making 1,Extracellular Bacterial Infections,82251,75865,6386,0.0150056057715553,-0.0103846640144298,0.0403958755575404,"0.02 (-0.01, 0.04)",0.246723622428973,1.0,Extracellular,
Cognition,Trail making 1,Intracellular Bacterial Infections,82251,81494,757,-0.00420686300065216,-0.0752020807101185,0.0667883547088141,"-0.00 (-0.08, 0.07)",0.907541461265832,1.0,Intracellular,
Cognition,Trail making 1,Gram Positive Bacterial Infections,82251,79488,2763,-0.0038397326155972,-0.0414789754088992,0.0337995101777048,"-0.00 (-0.04, 0.03)",0.841522635786089,1.0,Gram Positive,
Cognition,Trail making 1,Gram Negative Bacterial Infections,82251,77959,4292,0.0161746077449905,-0.0143650479789537,0.0467142634689347,"0.02 (-0.01, 0.05)",0.299243341691945,1.0,Gram Negative,
Cognition,Trail making 1,Mycobacterial Infections,82251,81782,469,0.0226532038342976,-0.0673898525224748,0.11269626019107,"0.02 (-0.07, 0.11)",0.621944141495925,1.0,Mycobacterial,
Cognition,Trail making 1,Mycoplasma Infections,82251,82233,18,0.166831396930338,-0.291442791255143,0.625105585115819,"0.17 (-0.29, 0.63)",0.475525332833365,1.0,Mycoplasma,
Cognition,Trail making 1,Acute Bacterial Infections,82251,55035,27216,-0.0143626809089902,-0.0288001614530142,7.47996350338679e-05,"-0.01 (-0.03, 0.00)",0.0511987959749216,1.0,Acute Bacterial,
Cognition,Trail making 1,Chronic Bacterial Infections,82251,81358,893,-0.00868413971032115,-0.0741068478331267,0.0567385684124844,"-0.01 (-0.07, 0.06)",0.794735351415056,1.0,Chronic Bacterial,
Cognition,Trail making 1,Viral Infections,82251,40205,42046,0.0229576313231747,0.00935105348882251,0.0365642091575269,"0.02 (0.01, 0.04)",0.000943452562393215,0.29058338921711,Viral,*
Cognition,Trail making 1,Acute Viral Infections,82251,49135,33116,0.0112082212764713,-0.00265291225042697,0.0250693548033696,"0.01 (-0.00, 0.03)",0.11300072447852,1.0,Acute Viral,
Cognition,Trail making 1,Herpes Viral Infections,82251,46002,36249,0.0200299332904256,0.00631843973785026,0.0337414268430009,"0.02 (0.01, 0.03)",0.00419513233704737,1.0,Herpes,*
Cognition,Trail making 1,Other Potentially Persistent Viral Infections,82251,82045,206,0.0242425615125539,-0.111560500963654,0.160045623988761,"0.02 (-0.11, 0.16)",0.726427048481917,1.0,Other Viral,
Cognition,Trail making 1,Parasitic Infections,82251,81240,1011,0.048026203900558,-0.0135632099236149,0.109615617724731,"0.05 (-0.01, 0.11)",0.126426144558726,1.0,Parasitic,
Cognition,Trail making 1,Fungal Infections,82251,78157,4094,-0.0173238902947364,-0.0485059146292839,0.013858134039811,"-0.02 (-0.05, 0.01)",0.276192768696186,1.0,Fungal,
Cognition,Trail making 1,Acute Infections,82251,37407,44844,0.00497764810505498,-0.00866492572845909,0.0186202219385691,"0.00 (-0.01, 0.02)",0.474533429937342,1.0,Acute,
Cognition,Trail making 1,Chronic Infections,82251,45223,37028,0.019102202116126,0.0054255317029205,0.0327788725293315,"0.02 (0.01, 0.03)",0.00619173795745002,1.0,Chronic,*
