Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Abbreviations,p_star
Movement,Hand grip strength left,All Infectious Diseases,498529,316176,80147,0.0104774960437009,0.00523338131390102,0.0157216107735008,"0.01 (0.01, 0.02)",9.00720532496075e-05,0.0277421924008791,Any,**
Movement,Hand grip strength left,Bacterial Infections,498529,371155,49286,-0.0174188148563783,-0.0237519585217046,-0.011085671191052,"-0.02 (-0.02, -0.01)",7.02047116937837e-08,2.16230512016854e-05,Bacterial,**
Movement,Hand grip strength left,Invasive Bacterial Infections,498529,458174,16302,-0.0415536698331801,-0.0520677811057144,-0.0310395585606459,"-0.04 (-0.05, -0.03)",9.49049206440779e-15,2.9230715558376e-12,Invasive,**
Movement,Hand grip strength left,Localised Bacterial Infections,498529,395777,40000,-0.0147624050575236,-0.0216998227787969,-0.00782498733625037,"-0.01 (-0.02, -0.01)",3.03728968644899e-05,0.00935485223426289,Localised,**
Movement,Hand grip strength left,Bacterial Infections with Sepsis,498529,496784,879,-0.119603942323863,-0.164191651716757,-0.0750162329309703,"-0.12 (-0.16, -0.08)",1.46085040501142e-07,4.49941924743517e-05,Sepsis,**
Movement,Hand grip strength left,Bacterial Infections without Sepsis,498529,371709,49020,-0.0173070590647842,-0.0236550870314867,-0.0109590310980816,"-0.02 (-0.02, -0.01)",9.11666978558588e-08,2.80793429396045e-05,No-Sepsis,**
Movement,Hand grip strength left,Extracellular Bacterial Infections,498529,483852,9258,-0.0121676924347339,-0.0260286288648656,0.00169324399539769,"-0.01 (-0.03, 0.00)",0.085334931433661,1.0,Extracellular,
Movement,Hand grip strength left,Intracellular Bacterial Infections,498529,493844,1699,-0.0410397079175925,-0.0731309036777178,-0.00894851215746717,"-0.04 (-0.07, -0.01)",0.0121936623614086,1.0,Intracellular,*
Movement,Hand grip strength left,Gram Positive Bacterial Infections,498529,490221,4604,-0.0615265122795423,-0.0810777066942046,-0.0419753178648799,"-0.06 (-0.08, -0.04)",6.92509611701629e-10,2.13292960404102e-07,Gram Positive,**
Movement,Hand grip strength left,Gram Negative Bacterial Infections,498529,489673,5851,0.0117026960821728,-0.00567306574104548,0.0290784579053911,"0.01 (-0.01, 0.03)",0.186818080087543,1.0,Gram Negative,
Movement,Hand grip strength left,Mycobacterial Infections,498529,495338,1166,-0.0246818055114165,-0.0634071393761211,0.0140435283532882,"-0.02 (-0.06, 0.01)",0.211593647011631,1.0,Mycobacterial,
Movement,Hand grip strength left,Mycoplasma Infections,498529,498416,47,-0.139582838244706,-0.332230151673959,0.0530644751845466,"-0.14 (-0.33, 0.05)",0.155579875170507,1.0,Mycoplasma,
Movement,Hand grip strength left,Acute Bacterial Infections,498529,375473,47970,-0.0163102972777774,-0.0227169168998628,-0.00990367765569199,"-0.02 (-0.02, -0.01)",6.04688400779448e-07,0.00018624402744007,Acute Bacterial,**
Movement,Hand grip strength left,Chronic Bacterial Infections,498529,491984,2228,-0.0675187080281608,-0.0955572666227349,-0.0394801494335867,"-0.07 (-0.10, -0.04)",2.36216865258578e-06,0.00072754794499642,Chronic Bacterial,**
Movement,Hand grip strength left,Viral Infections,498529,412655,53131,0.052011813738616,0.0458565082474805,0.0581671192297514,"0.05 (0.05, 0.06)",1.37574500776928e-61,4.23729462392938e-59,Viral,**
Movement,Hand grip strength left,Acute Viral Infections,498529,433872,41433,0.0534517262503315,0.046604743652294,0.0602987088483691,"0.05 (0.05, 0.06)",7.78522168852542e-53,2.39784828006583e-50,Acute Viral,**
Movement,Hand grip strength left,Herpes Viral Infections,498529,442805,42848,0.0666216503982994,0.0598604689342403,0.0733828318623586,"0.07 (0.06, 0.07)",4.51768052521693e-83,1.39144560176681e-80,Herpes,**
Movement,Hand grip strength left,Other Potentially Persistent Viral Infections,498529,497225,465,-0.140030807223332,-0.201329378386002,-0.0787322360606612,"-0.14 (-0.20, -0.08)",7.55871450433063e-06,0.00232808406733383,Other Viral,**
Movement,Hand grip strength left,Parasitic Infections,498529,493825,1692,0.0728682988165204,0.0406979004288798,0.105038697204161,"0.07 (0.04, 0.11)",9.01991875915311e-06,0.00277813497781916,Parasitic,**
Movement,Hand grip strength left,Fungal Infections,498529,471797,8299,-0.0256431667744042,-0.0402663592416695,-0.0110199743071389,"-0.03 (-0.04, -0.01)",0.000588260624845939,0.181184272452549,Fungal,*
Movement,Hand grip strength left,Acute Infections,498529,340298,70140,0.00826951431095976,0.0027783684233575,0.013760660198562,"0.01 (0.00, 0.01)",0.00316088182499238,0.973551602097653,Acute,*
Movement,Hand grip strength left,Chronic Infections,498529,433709,45371,0.0566339323535197,0.0500509878591055,0.0632168768479338,"0.06 (0.05, 0.06)",8.95547089557403e-64,2.7582850358368e-61,Chronic,**
