Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Pairs matching,All Infectious Diseases,91215,71903,19312,-0.0695425194059911,-0.0839967095778656,-0.0550883292341166,"-0.07 (-0.08, -0.06)",4.19375550370524e-21,5.16670678056485e-18,40-50,0.036,Any,**
Cognition,Pairs matching,Bacterial Infections,97577,87806,9771,-0.0569928361538707,-0.0758812544057622,-0.0381044179019792,"-0.06 (-0.08, -0.04)",3.35092913924115e-09,4.1283446995451e-06,40-50,0.182,Bacterial,**
Cognition,Pairs matching,Invasive Bacterial Infections,110588,107870,2718,-0.045609101460526,-0.0797991779216483,-0.0114190249994038,"-0.05 (-0.08, -0.01)",0.00893456439026256,1,40-50,0.151,Invasive,*
Cognition,Pairs matching,Localised Bacterial Infections,100810,92622,8188,-0.0594439623897502,-0.0798545064002825,-0.0390334183792178,"-0.06 (-0.08, -0.04)",1.14432035114712e-08,1.40980267261325e-05,40-50,0.226,Localised,**
Cognition,Pairs matching,Bacterial Infections with Sepsis,115711,115591,120,-0.119122199622886,-0.279635959769136,0.0413915605233638,"-0.12 (-0.28, 0.04)",0.145792497832784,1,40-50,0.291,Sepsis,
Cognition,Pairs matching,Bacterial Infections without Sepsis,97641,87918,9723,-0.056621703998335,-0.0755498830801778,-0.0376935249164921,"-0.06 (-0.08, -0.04)",4.55750175203357e-09,5.61484215850536e-06,40-50,0.195,No-Sepsis,**
Cognition,Pairs matching,Extracellular Bacterial Infections,114662,113112,1550,-0.0709199782353786,-0.115917043089999,-0.0259229133807583,"-0.07 (-0.12, -0.03)",0.00200787249844653,1,40-50,0.799,Extracellular,*
Cognition,Pairs matching,Intracellular Bacterial Infections,115386,115199,187,-0.0966604128846425,-0.225025006828448,0.0317041810591633,"-0.10 (-0.23, 0.03)",0.139974281520962,1,40-50,0.176,Intracellular,
Cognition,Pairs matching,Gram Positive Bacterial Infections,114982,114130,852,-0.0647953421336416,-0.125264877202402,-0.00432580706488081,"-0.06 (-0.13, -0.00)",0.0357137784600213,1,40-50,0.808,Gram Positive,*
Cognition,Pairs matching,Gram Negative Bacterial Infections,115244,114368,876,-0.0704849649470833,-0.130074808461352,-0.0108951214328143,"-0.07 (-0.13, -0.01)",0.020432658774297,1,40-50,0.995,Gram Negative,*
Cognition,Pairs matching,Mycobacterial Infections,115649,115568,81,-0.143689800426515,-0.338781707583414,0.0514021067303846,"-0.14 (-0.34, 0.05)",0.148861296738438,1,40-50,0.069,Mycobacterial,
Cognition,Pairs matching,Mycoplasma Infections,115864,115857,7,-0.0686571963683704,-0.732752945553811,0.59543855281707,"-0.07 (-0.73, 0.60)",0.839423046083647,1,40-50,0.354,Mycoplasma,
Cognition,Pairs matching,Acute Bacterial Infections,98254,88695,9559,-0.0541404187962318,-0.07323896115824,-0.0350418764342236,"-0.05 (-0.07, -0.04)",2.76484734934015e-08,3.40629193438706e-05,40-50,0.432,Acute Bacterial,**
Cognition,Pairs matching,Chronic Bacterial Infections,114929,114577,352,-0.0707856196899342,-0.16444374354211,0.0228725041622419,"-0.07 (-0.16, 0.02)",0.138521007567208,1,40-50,0.002,Chronic Bacterial,
Cognition,Pairs matching,Viral Infections,107212,91849,15363,-0.0792282505837096,-0.0947496052829717,-0.0637068958844474,"-0.08 (-0.09, -0.06)",1.48856204985566e-23,1.83390844542217e-20,40-50,0.192,Viral,**
Cognition,Pairs matching,Acute Viral Infections,109817,98918,10899,-0.0770579711624752,-0.0949569947701714,-0.059158947554779,"-0.08 (-0.09, -0.06)",3.26578803293413e-17,4.02345085657485e-14,40-50,0.28,Acute Viral,**
Cognition,Pairs matching,Herpes Viral Infections,112389,99059,13330,-0.0805130615552262,-0.096953174502981,-0.0640729486074715,"-0.08 (-0.10, -0.06)",8.25018683156433e-22,1.01642301764873e-18,40-50,0.256,Herpes,**
Cognition,Pairs matching,Other Potentially Persistent Viral Infections,115511,115346,165,0.176384514553077,0.0396456538869794,0.313123375219174,"0.18 (0.04, 0.31)",0.011464376725586,1,40-50,0.497,Other Viral,*
Cognition,Pairs matching,Parasitic Infections,114966,114558,408,-0.0465611081650877,-0.133671172621284,0.0405489562911082,"-0.05 (-0.13, 0.04)",0.294811634503824,1,40-50,0.505,Parasitic,
Cognition,Pairs matching,Fungal Infections,111712,110168,1544,-0.0102001752385638,-0.0552715594801406,0.034871209003013,"-0.01 (-0.06, 0.03)",0.657356302521293,1,40-50,0.346,Fungal,
Cognition,Pairs matching,Acute Infections,94760,78757,16003,-0.0637706204793124,-0.0792258091958903,-0.0483154317627345,"-0.06 (-0.08, -0.05)",6.17489905210304e-16,7.60747563219095e-13,40-50,0.143,Acute,**
Cognition,Pairs matching,Chronic Infections,110610,96855,13755,-0.0802035892157872,-0.0963781532614682,-0.0640290251701061,"-0.08 (-0.10, -0.06)",2.55852631984133e-22,3.15210442604452e-19,40-50,0.062,Chronic,**
