Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Acute Bacterial Infections,38951,23319,15632,-0.016241525858812,-0.037444015701139,0.00496096398351499,"-0.02 (-0.04, 0.00)",0.133255645682345,0.177674194243126,Male,0.094,Cortical,Volume of bankssts (left hemisphere),Acute Bacterial,
L_caudalanteriorcingulate,Acute Bacterial Infections,38951,23319,15632,-0.00644959422394232,-0.0276129122595336,0.0147137238116489,"-0.01 (-0.03, 0.01)",0.550294317697227,0.608220035349566,Male,0.87,Cortical,Volume of caudalanteriorcingulate (left hemisphere),Acute Bacterial,
L_caudalmiddlefrontal,Acute Bacterial Infections,38951,23319,15632,-0.0236185852850781,-0.0444059683672276,-0.00283120220292858,"-0.02 (-0.04, -0.00)",0.0259545337230708,0.0458985438471146,Male,0.185,Cortical,Volume of caudalmiddlefrontal (left hemisphere),Acute Bacterial,**
L_cuneus,Acute Bacterial Infections,38951,23319,15632,-0.01638858191934,-0.037081158964183,0.00430399512550302,"-0.02 (-0.04, 0.00)",0.120587703708066,0.162069873783641,Male,0.067,Cortical,Volume of cuneus (left hemisphere),Acute Bacterial,
L_entorhinal,Acute Bacterial Infections,38951,23319,15632,-0.0254817424531826,-0.0469709129686081,-0.00399257193775705,"-0.03 (-0.05, -0.00)",0.0201205938924488,0.0379804468981055,Male,0.537,Cortical,Volume of entorhinal (left hemisphere),Acute Bacterial,**
L_frontalpole,Acute Bacterial Infections,38951,23319,15632,-0.00408935980267946,-0.0248356397045173,0.0166569200991584,"-0.00 (-0.02, 0.02)",0.69924237480722,0.748233878774605,Male,0.006,Cortical,Volume of frontalpole (left hemisphere),Acute Bacterial,
L_fusiform,Acute Bacterial Infections,38951,23319,15632,-0.0290277157683756,-0.0489179948850197,-0.00913743665173144,"-0.03 (-0.05, -0.01)",0.00423272185719094,0.0122602977932427,Male,0.299,Cortical,Volume of fusiform (left hemisphere),Acute Bacterial,**
L_inferiorparietal,Acute Bacterial Infections,38951,23319,15632,-0.0376459016284499,-0.0579887198289596,-0.0173030834279401,"-0.04 (-0.06, -0.02)",0.000286908096191042,0.0018538676984652,Male,0.11,Cortical,Volume of inferiorparietal (left hemisphere),Acute Bacterial,**
L_inferiortemporal,Acute Bacterial Infections,38951,23319,15632,-0.0219056624796396,-0.0414914020567765,-0.00231992290250265,"-0.02 (-0.04, -0.00)",0.0283717558158983,0.048599829730308,Male,0.311,Cortical,Volume of inferiortemporal (left hemisphere),Acute Bacterial,**
L_insula,Acute Bacterial Infections,38344,22940,15404,-0.0217790844507442,-0.0414406835027003,-0.00211748539878812,"-0.02 (-0.04, -0.00)",0.0299286857201472,0.0497823683265815,Male,0.734,Cortical,Volume of grey matter in Insular Cortex (left),Acute Bacterial,**
