Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P FDR,Sex group,P interaction,Atlas,Description,Abbreviations,p_star
L_bankssts,Bacterial Infections without Sepsis,38951,22948,16003,-0.0119774040818729,-0.0331007219455393,0.00914591378179345,"-0.01 (-0.03, 0.01)",0.266412139699724,0.329097349040836,Male,0.158,Cortical,Volume of bankssts (left hemisphere),No-Sepsis,
L_caudalanteriorcingulate,Bacterial Infections without Sepsis,38951,22948,16003,-0.00500908662893562,-0.0260931409218617,0.0160749676639905,"-0.01 (-0.03, 0.02)",0.641463737756505,0.695263922213502,Male,0.826,Cortical,Volume of caudalanteriorcingulate (left hemisphere),No-Sepsis,
L_caudalmiddlefrontal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0237437948218003,-0.0444532608712804,-0.00303432877232025,"-0.02 (-0.04, -0.00)",0.0246324629146828,0.0435605659964917,Male,0.23,Cortical,Volume of caudalmiddlefrontal (left hemisphere),No-Sepsis,**
L_cuneus,Bacterial Infections without Sepsis,38951,22948,16003,-0.0151981548831767,-0.0358132793969286,0.00541696963057529,"-0.02 (-0.04, 0.01)",0.14846719603083,0.194863194790465,Male,0.054,Cortical,Volume of cuneus (left hemisphere),No-Sepsis,
L_entorhinal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0254083947456051,-0.0468170400194051,-0.0039997494718051,"-0.03 (-0.05, -0.00)",0.0200122525148157,0.0378644249098448,Male,0.464,Cortical,Volume of entorhinal (left hemisphere),No-Sepsis,**
L_frontalpole,Bacterial Infections without Sepsis,38951,22948,16003,-0.00549001357255747,-0.0261585222025055,0.0151784950573905,"-0.01 (-0.03, 0.02)",0.602630279639204,0.666065045917015,Male,0.019,Cortical,Volume of frontalpole (left hemisphere),No-Sepsis,
L_fusiform,Bacterial Infections without Sepsis,38951,22948,16003,-0.0294641347128284,-0.0492798031779341,-0.00964846624772268,"-0.03 (-0.05, -0.01)",0.00356595772301814,0.0111658111821976,Male,0.337,Cortical,Volume of fusiform (left hemisphere),No-Sepsis,**
L_inferiorparietal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0379920483380943,-0.0582585498708114,-0.0177255468053773,"-0.04 (-0.06, -0.02)",0.000238814915718965,0.00154311176310716,Male,0.221,Cortical,Volume of inferiorparietal (left hemisphere),No-Sepsis,**
L_inferiortemporal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0187766361804643,-0.0382892982960548,0.000736025935126217,"-0.02 (-0.04, 0.00)",0.0592900024385384,0.089736219906977,Male,0.498,Cortical,Volume of inferiortemporal (left hemisphere),No-Sepsis,
L_insula,Bacterial Infections without Sepsis,38344,22581,15763,-0.0193102554170491,-0.0388992225607268,0.000278711726628605,"-0.02 (-0.04, 0.00)",0.0533497565371539,0.0845053498905613,Male,0.756,Cortical,Volume of grey matter in Insular Cortex (left),No-Sepsis,
L_isthmuscingulate,Bacterial Infections without Sepsis,38951,22948,16003,-0.000973457475135206,-0.0207972168944235,0.0188503019441531,"-0.00 (-0.02, 0.02)",0.923323955934021,0.931307517907835,Male,0.108,Cortical,Volume of isthmuscingulate (left hemisphere),No-Sepsis,
L_lateraloccipital,Bacterial Infections without Sepsis,38951,22948,16003,-0.0286894164591782,-0.0480355014168429,-0.0093433315015135,"-0.03 (-0.05, -0.01)",0.00365547389893375,0.0111658111821976,Male,0.381,Cortical,Volume of lateraloccipital (left hemisphere),No-Sepsis,**
L_lateralorbitofrontal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0188587229309658,-0.0380676084781221,0.000350162616190572,"-0.02 (-0.04, 0.00)",0.0543248677867894,0.0845053498905613,Male,0.664,Cortical,Volume of lateralorbitofrontal (left hemisphere),No-Sepsis,
L_lingual,Bacterial Infections without Sepsis,38951,22948,16003,-0.00606448491464951,-0.0267559795312536,0.0146270097019546,"-0.01 (-0.03, 0.01)",0.565656428996659,0.637787114573414,Male,0.254,Cortical,Volume of lingual (left hemisphere),No-Sepsis,
L_medialorbitofrontal,Bacterial Infections without Sepsis,38951,22948,16003,-0.00233322588466279,-0.0218748213909154,0.0172083696215898,"-0.00 (-0.02, 0.02)",0.814968430176306,0.839967461776807,Male,0.679,Cortical,Volume of medialorbitofrontal (left hemisphere),No-Sepsis,
L_middletemporal,Bacterial Infections without Sepsis,38951,22948,16003,-0.0188678216591495,-0.0382175742490859,0.000481930930786977,"-0.02 (-0.04, 0.00)",0.0559852001361425,0.0862590678172305,Male,0.312,Cortical,Volume of middletemporal (left hemisphere),No-Sepsis,
L_paracentral,Bacterial Infections without Sepsis,38951,22948,16003,-0.0298659588617528,-0.0504872461061505,-0.00924467161735506,"-0.03 (-0.05, -0.01)",0.00453185770749754,0.012481181882944,Male,0.864,Cortical,Volume of paracentral (left hemisphere),No-Sepsis,**
L_parahippocampal,Bacterial Infections without Sepsis,38950,22948,16002,-0.0151663681324426,-0.0361204929536585,0.00578775668877325,"-0.02 (-0.04, 0.01)",0.156010612914362,0.203176612167541,Male,0.984,Cortical,Volume of parahippocampal (left hemisphere),No-Sepsis,
L_parsopercularis,Bacterial Infections without Sepsis,38951,22948,16003,0.00449809811713307,-0.0166394198580291,0.0256356160922952,"0.00 (-0.02, 0.03)",0.676610137426021,0.714908824450136,Male,0.436,Cortical,Volume of parsopercularis (left hemisphere),No-Sepsis,
L_parsorbitalis,Bacterial Infections without Sepsis,38951,22948,16003,-0.015877061354228,-0.0358845742282723,0.00413045151981633,"-0.02 (-0.04, 0.00)",0.119861932155458,0.165055775427188,Male,0.9,Cortical,Volume of parsorbitalis (left hemisphere),No-Sepsis,
